company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2010.0,Q3TTM,2009-10-01,2010-09-30,,,16100000.0,129100000.0,22200000.0,,-500000.0,38500000.0,157900000.0,,171200000.0,-521700000.0,526900000.0,171200000.0,-521700000.0,526900000.0,175900000.0,338200000.0,338200000.0,111900000.0,72200000.0,,-1273500000.0,-94300000.0,,-58900000.0,846100000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2010.0,Q3,2010-07-01,2010-09-30,,,4300000.0,,6000000.0,,700000.0,-13700000.0,17000000.0,,-32500000.0,-119200000.0,113000000.0,-32500000.0,-119200000.0,113000000.0,-38000000.0,86600000.0,86600000.0,29800000.0,9400000.0,,-427900000.0,-50100000.0,,-58900000.0,358800000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-10-19 17:09:13+00:00,,12200000.0,,17400000.0,,-400000.0,33200000.0,132900000.0,,130300000.0,-373400000.0,404100000.0,130300000.0,-373400000.0,404100000.0,160600000.0,260600000.0,260600000.0,80700000.0,56300000.0,,-1032200000.0,-86600000.0,,-58900000.0,745400000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2010.0,Q2TTM,2009-07-01,2010-06-30,,,15600000.0,129100000.0,21300000.0,,-900000.0,50800000.0,162600000.0,,233600000.0,-496300000.0,510200000.0,233600000.0,-496300000.0,510200000.0,246600000.0,316100000.0,316100000.0,106400000.0,71000000.0,,-1065600000.0,-49600000.0,,,618900000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2010.0,Q2,2010-04-01,2010-06-30,,,4000000.0,,5800000.0,,-600000.0,48000000.0,23400000.0,,38100000.0,-106600000.0,175500000.0,38100000.0,-106600000.0,175500000.0,106400000.0,88700000.0,88700000.0,29000000.0,14700000.0,,-361100000.0,-20300000.0,,,274800000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-07-20 16:53:08+00:00,,7900000.0,,11400000.0,,-1100000.0,46900000.0,115900000.0,,162800000.0,-254200000.0,291100000.0,162800000.0,-254200000.0,291100000.0,198600000.0,174000000.0,174000000.0,50900000.0,46900000.0,,-604300000.0,-36500000.0,,0.0,386600000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2010.0,Q1TTM,2009-04-01,2010-03-31,,,15700000.0,129100000.0,20400000.0,,200000.0,-10000000.0,145600000.0,,202900000.0,-403800000.0,417700000.0,202900000.0,-403800000.0,417700000.0,217000000.0,289800000.0,289800000.0,101800000.0,57300000.0,,-874000000.0,-42100000.0,,,512300000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2010.0,Q1,2010-01-01,2010-03-31,2011-04-20 16:29:08+00:00,,3900000.0,,5600000.0,,-500000.0,-1100000.0,92500000.0,,124700000.0,-147600000.0,115600000.0,124700000.0,-147600000.0,115600000.0,92200000.0,85300000.0,85300000.0,21900000.0,32200000.0,,-243200000.0,-16200000.0,,0.0,111800000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2011.0,Q4,2011-10-01,2011-12-31,,,11300000.0,152000000.0,7800000.0,,-600000.0,58900000.0,79000000.0,,92900000.0,-138400000.0,213700000.0,92900000.0,-138400000.0,213700000.0,167600000.0,151200000.0,151200000.0,-15500000.0,13900000.0,,-356200000.0,-15200000.0,,,233000000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2011.0,FY,2011-01-01,2011-12-31,2014-02-03 17:13:14+00:00,,40400000.0,152000000.0,28700000.0,,-200000.0,35800000.0,260600000.0,,-12400000.0,-479000000.0,677600000.0,-12400000.0,-479000000.0,677600000.0,186000000.0,495100000.0,495100000.0,77600000.0,58800000.0,,-1532200000.0,-82900000.0,,-331800000.0,1136100000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2011.0,Q3TTM,2010-10-01,2011-09-30,,,51400000.0,124400000.0,27200000.0,,,-60800000.0,189800000.0,,-227900000.0,-461500000.0,605600000.0,-227900000.0,-461500000.0,605600000.0,-83800000.0,465100000.0,465100000.0,122700000.0,53800000.0,,-1529200000.0,-77100000.0,,-471500000.0,1144800000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2011.0,Q3,2011-07-01,2011-09-30,,53200000.0,10400000.0,,7100000.0,,-400000.0,-11800000.0,90400000.0,,-70200000.0,-170800000.0,157600000.0,-70200000.0,-170800000.0,157600000.0,-83800000.0,122400000.0,122400000.0,29500000.0,20500000.0,,-450100000.0,-67700000.0,,-181100000.0,293800000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2011.0,Q3YTD,2011-01-01,2011-09-30,2012-10-18 16:10:11+00:00,,29100000.0,,20900000.0,,400000.0,-23100000.0,181600000.0,,-105300000.0,-340600000.0,463900000.0,-105300000.0,-340600000.0,463900000.0,18400000.0,343900000.0,343900000.0,93100000.0,44900000.0,,-1176000000.0,-67700000.0,,-331800000.0,903100000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2011.0,Q2TTM,2010-07-01,2011-06-30,,-53200000.0,45300000.0,124400000.0,26100000.0,,1100000.0,-62700000.0,116400000.0,,-190200000.0,-409900000.0,561000000.0,-190200000.0,-409900000.0,561000000.0,-38000000.0,429300000.0,429300000.0,123000000.0,42700000.0,,-1507000000.0,-59500000.0,,-349300000.0,1209800000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2011.0,Q2,2011-04-01,2011-06-30,,-38500000.0,9200000.0,,6900000.0,,,33800000.0,31700000.0,,-96700000.0,-172000000.0,200900000.0,-96700000.0,-172000000.0,200900000.0,-67800000.0,117400000.0,117400000.0,33600000.0,10700000.0,,-481200000.0,,,-139100000.0,347700000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2011.0,Q2YTD,2011-01-01,2011-06-30,2012-07-20 19:51:13+00:00,-53200000.0,18700000.0,,13800000.0,,800000.0,-11300000.0,91200000.0,,-35100000.0,-169800000.0,306300000.0,-35100000.0,-169800000.0,306300000.0,102200000.0,221500000.0,221500000.0,63600000.0,24400000.0,,-725900000.0,,,-150700000.0,609300000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2011.0,Q1TTM,2010-04-01,2011-03-31,,-14700000.0,40100000.0,124400000.0,25000000.0,,500000.0,-48500000.0,108100000.0,,-55400000.0,-344500000.0,535600000.0,-55400000.0,-344500000.0,535600000.0,136200000.0,400600000.0,400600000.0,118400000.0,46700000.0,,-1386900000.0,-79800000.0,,-210200000.0,1136900000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2011.0,Q1,2011-01-01,2011-03-31,2012-04-18 18:49:11+00:00,-14700000.0,9500000.0,,6900000.0,,800000.0,-45100000.0,59500000.0,,61600000.0,2200000.0,105400000.0,61600000.0,2200000.0,105400000.0,170000000.0,104100000.0,104100000.0,30000000.0,13700000.0,,-244700000.0,,,-11600000.0,261600000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2012.0,Q4,2012-10-01,2012-12-31,,,15200000.0,,9500000.0,,300000.0,28400000.0,86800000.0,,73100000.0,-142700000.0,226800000.0,73100000.0,-142700000.0,226800000.0,157500000.0,174900000.0,174900000.0,-1200000.0,39500000.0,15000000.0,-385100000.0,-70700000.0,,-53200000.0,298100000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2012.0,FY,2012-01-01,2012-12-31,2015-02-05 19:35:06+00:00,-27600000.0,56200000.0,,34700000.0,,200000.0,7600000.0,263300000.0,,119200000.0,-845700000.0,814200000.0,119200000.0,-845700000.0,814200000.0,87900000.0,656600000.0,656600000.0,59100000.0,94200000.0,,-1833900000.0,-114200000.0,,-238300000.0,1130000000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2012.0,Q3TTM,2011-10-01,2012-09-30,,-27600000.0,52300000.0,152000000.0,33000000.0,,-700000.0,38100000.0,255500000.0,,139000000.0,-841400000.0,801100000.0,139000000.0,-841400000.0,801100000.0,98000000.0,632900000.0,632900000.0,44800000.0,68600000.0,-15000000.0,-1805000000.0,-58700000.0,,-185100000.0,1064900000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2012.0,Q3,2012-07-01,2012-09-30,,-27600000.0,13800000.0,,10000000.0,,,11900000.0,38000000.0,,-121900000.0,-177900000.0,211600000.0,-121900000.0,-177900000.0,211600000.0,-88200000.0,183300000.0,183300000.0,-7400000.0,10000000.0,-15000000.0,-425900000.0,12900000.0,,-169900000.0,277700000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2012.0,Q3YTD,2012-01-01,2012-09-30,2013-10-18 13:43:10+00:00,-27600000.0,41000000.0,,25200000.0,,-100000.0,-20800000.0,176500000.0,,46100000.0,-703000000.0,587400000.0,46100000.0,-703000000.0,587400000.0,-69600000.0,481700000.0,481700000.0,60300000.0,54700000.0,-15000000.0,-1448800000.0,-43500000.0,,-185100000.0,831900000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2012.0,Q2TTM,2011-07-01,2012-06-30,,53200000.0,48900000.0,152000000.0,30100000.0,,-1100000.0,14400000.0,307900000.0,,190700000.0,-834300000.0,747100000.0,190700000.0,-834300000.0,747100000.0,102400000.0,572000000.0,572000000.0,81700000.0,79100000.0,,-1829200000.0,-139300000.0,,-196300000.0,1081000000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2012.0,Q2,2012-04-01,2012-06-30,,,14400000.0,,7700000.0,,-300000.0,500000.0,55600000.0,,64900000.0,-116900000.0,210800000.0,64900000.0,-116900000.0,210800000.0,158500000.0,154900000.0,154900000.0,33300000.0,24500000.0,,-376600000.0,-8100000.0,,-15200000.0,267800000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2012.0,Q2YTD,2012-01-01,2012-06-30,2013-07-22 17:16:15+00:00,,27200000.0,,15200000.0,,-100000.0,-32700000.0,138500000.0,,168000000.0,-525100000.0,375800000.0,168000000.0,-525100000.0,375800000.0,18600000.0,298400000.0,298400000.0,67700000.0,44700000.0,,-1022900000.0,-56400000.0,,-15200000.0,554200000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2012.0,Q1TTM,2011-04-01,2012-03-31,,14700000.0,43700000.0,152000000.0,29300000.0,,-800000.0,47700000.0,284000000.0,,29100000.0,-889400000.0,737200000.0,29100000.0,-889400000.0,737200000.0,-123900000.0,534500000.0,534500000.0,82000000.0,65300000.0,,-1933800000.0,-131200000.0,,-320200000.0,1160900000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2012.0,Q1,2012-01-01,2012-03-31,2013-04-19 12:48:18+00:00,,12800000.0,,7500000.0,,200000.0,-33200000.0,82900000.0,,103100000.0,-408200000.0,165000000.0,103100000.0,-408200000.0,165000000.0,-139900000.0,143500000.0,143500000.0,34400000.0,20200000.0,,-646300000.0,-48300000.0,,,286400000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2013.0,FY,2013-01-01,2013-12-31,2016-02-02 17:22:41+00:00,0.0,58100000.0,,46000000.0,,0.0,-26000000.0,160600000.0,,-910600000.0,259000000.0,880000000.0,-910600000.0,259000000.0,880000000.0,228400000.0,671000000.0,671000000.0,130900000.0,38000000.0,,-1443700000.0,-104600000.0,0.0,-1109200000.0,1807300000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2013.0,Q4,2013-10-01,2013-12-31,,,12900000.0,,13400000.0,,-200000.0,1900000.0,22700000.0,,29600000.0,-63200000.0,229100000.0,29600000.0,-63200000.0,229100000.0,195300000.0,166200000.0,166200000.0,34700000.0,6900000.0,,-313700000.0,-28900000.0,,,279400000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2013.0,Q3TTM,2012-10-01,2013-09-30,,,60400000.0,,42100000.0,,500000.0,500000.0,224700000.0,,-867100000.0,179500000.0,877700000.0,-867100000.0,179500000.0,877700000.0,190600000.0,679700000.0,679700000.0,95000000.0,70600000.0,15000000.0,-1515100000.0,-146400000.0,,-1162400000.0,1826000000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2013.0,Q3,2013-07-01,2013-09-30,,,13700000.0,,11300000.0,,500000.0,-23800000.0,25800000.0,,-663400000.0,613200000.0,203800000.0,-663400000.0,613200000.0,203800000.0,154100000.0,156800000.0,156800000.0,45800000.0,4600000.0,,-182400000.0,-34000000.0,,-693800000.0,829600000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2013.0,Q3YTD,2013-01-01,2013-09-30,2014-10-23 15:42:30+00:00,0.0,45200000.0,,32600000.0,,200000.0,-27900000.0,137900000.0,,-940200000.0,322200000.0,650900000.0,-940200000.0,322200000.0,650900000.0,33100000.0,504800000.0,504800000.0,96200000.0,31100000.0,,-1130000000.0,-75700000.0,,-1109200000.0,1527900000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2013.0,Q2TTM,2012-07-01,2013-06-30,,-27600000.0,60500000.0,,40800000.0,,,36200000.0,236900000.0,,-325600000.0,-611600000.0,885500000.0,-325600000.0,-611600000.0,885500000.0,-51700000.0,706200000.0,706200000.0,41800000.0,76000000.0,,-1758600000.0,-99500000.0,,-638500000.0,1274100000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2013.0,Q2,2013-04-01,2013-06-30,,,16100000.0,,10900000.0,,100000.0,-29800000.0,22800000.0,,-241000000.0,57000000.0,189100000.0,-241000000.0,57000000.0,189100000.0,5200000.0,159100000.0,159100000.0,32800000.0,5900000.0,,-371600000.0,-25000000.0,,-269700000.0,453600000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2013.0,Q2YTD,2013-01-01,2013-06-30,2014-07-23 20:19:14+00:00,0.0,31500000.0,,21300000.0,,-300000.0,-4100000.0,112100000.0,,-276800000.0,-291000000.0,447100000.0,-276800000.0,-291000000.0,447100000.0,-121000000.0,348000000.0,348000000.0,50400000.0,26500000.0,,-947600000.0,-41700000.0,,-415400000.0,698300000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2013.0,Q1TTM,2012-04-01,2013-03-31,,-27600000.0,58800000.0,,37600000.0,,-400000.0,66500000.0,269700000.0,,-19700000.0,-785500000.0,907200000.0,-19700000.0,-785500000.0,907200000.0,101600000.0,702000000.0,702000000.0,42300000.0,94600000.0,,-1763600000.0,-82600000.0,,-384000000.0,1088300000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2013.0,Q1,2013-01-01,2013-03-31,2014-04-25 15:24:07+00:00,,15400000.0,,10400000.0,,-400000.0,25700000.0,89300000.0,,-35800000.0,-348000000.0,258000000.0,-35800000.0,-348000000.0,258000000.0,-126200000.0,188900000.0,188900000.0,17600000.0,20600000.0,,-576000000.0,-16700000.0,,-145700000.0,244700000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2014.0,FY,2014-01-01,2014-12-31,2017-02-03 18:05:19+00:00,-84300000.0,56300000.0,,52000000.0,,-600000.0,-6900000.0,283600000.0,,-692400000.0,-153900000.0,665100000.0,-692400000.0,-153900000.0,665100000.0,-181800000.0,418800000.0,418800000.0,144900000.0,24000000.0,,-1344600000.0,-105600000.0,0.0,-1000000000.0,1380600000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2014.0,Q4,2014-10-01,2014-12-31,,-1400000.0,16600000.0,,13800000.0,,200000.0,-15300000.0,107600000.0,,116400000.0,-203500000.0,194200000.0,116400000.0,-203500000.0,194200000.0,107300000.0,146800000.0,146800000.0,32300000.0,8800000.0,,-341100000.0,-65200000.0,,,204200000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2014.0,Q3YTD,2014-01-01,2014-09-30,2015-10-21 15:09:04+00:00,-82900000.0,39700000.0,,38200000.0,,-800000.0,8400000.0,176000000.0,,-808800000.0,49600000.0,470900000.0,-808800000.0,49600000.0,470900000.0,-289100000.0,272000000.0,272000000.0,112600000.0,15200000.0,,-1003500000.0,-40400000.0,,-1000000000.0,1176400000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2014.0,Q3TTM,2013-10-01,2014-09-30,,-82900000.0,52600000.0,,51600000.0,,-1000000.0,10300000.0,198700000.0,,-779200000.0,-13600000.0,700000000.0,-779200000.0,-13600000.0,700000000.0,-93800000.0,438200000.0,438200000.0,147300000.0,22100000.0,,-1317200000.0,-69300000.0,,-1000000000.0,1455800000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2014.0,Q3,2014-07-01,2014-09-30,,-1700000.0,12000000.0,,13400000.0,,-1100000.0,-34500000.0,85500000.0,,94600000.0,-258700000.0,150600000.0,94600000.0,-258700000.0,150600000.0,-14600000.0,123700000.0,123700000.0,36000000.0,9100000.0,,-388900000.0,-13800000.0,,,145700000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2014.0,Q2TTM,2013-07-01,2014-06-30,,-81200000.0,54300000.0,,49500000.0,,600000.0,21000000.0,139000000.0,,-1537200000.0,858300000.0,753200000.0,-1537200000.0,858300000.0,753200000.0,74900000.0,471300000.0,471300000.0,157100000.0,17600000.0,,-1110700000.0,-89500000.0,,-1693800000.0,2139700000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2014.0,Q2,2014-04-01,2014-06-30,,-68700000.0,14900000.0,,12500000.0,,,-17500000.0,24200000.0,,-974000000.0,513600000.0,154000000.0,-974000000.0,513600000.0,154000000.0,-306400000.0,104000000.0,104000000.0,40100000.0,1800000.0,,-181400000.0,-18500000.0,,-1000000000.0,782200000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2014.0,Q2YTD,2014-01-01,2014-06-30,2015-07-22 16:21:31+00:00,-81200000.0,27700000.0,,24800000.0,,300000.0,42900000.0,90500000.0,,-903400000.0,308300000.0,320300000.0,-903400000.0,308300000.0,320300000.0,-274500000.0,148300000.0,148300000.0,76600000.0,6100000.0,,-614600000.0,-26600000.0,,-1000000000.0,1030700000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2014.0,Q1TTM,2013-04-01,2014-03-31,,-12500000.0,55500000.0,,47900000.0,,700000.0,8700000.0,137600000.0,,-804200000.0,401700000.0,788300000.0,-804200000.0,401700000.0,788300000.0,386500000.0,526400000.0,526400000.0,149800000.0,21700000.0,,-1300900000.0,-96000000.0,,-963500000.0,1811100000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2014.0,Q1,2014-01-01,2014-03-31,2015-04-22 16:07:42+00:00,-12500000.0,12800000.0,,12300000.0,,300000.0,60400000.0,66300000.0,,70600000.0,-205300000.0,166300000.0,70600000.0,-205300000.0,166300000.0,31900000.0,44300000.0,44300000.0,36500000.0,4300000.0,,-433200000.0,-8100000.0,,0.0,248500000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2015.0,FY,2015-01-01,2015-12-31,2018-02-02 17:18:02+00:00,,50800000.0,,65100000.0,,-1500000.0,-66400000.0,361100000.0,,159100000.0,-849500000.0,806200000.0,159100000.0,-849500000.0,806200000.0,114300000.0,588800000.0,588800000.0,167900000.0,-11000000.0,,-1827400000.0,-81000000.0,-7300000.0,-183700000.0,1058900000.0
