company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstonetincometocommon,otherincome,rdexpense,sgaexpense,totalcostofrevenue,totalgrossprofit,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2010.0,Q3TTM,2009-10-01,2010-09-30,,8.67,8.67,8.4,209500000.0,338200000.0,338200000.0,338200000.0,,365700000.0,1346800000.0,,17800000.0,109200000.0,342000000.0,365700000.0,981100000.0,451200000.0,529900000.0,17800000.0,547700000.0,1346800000.0,39400000.0,39400000.0,40500000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2010.0,Q3,2010-07-01,2010-09-30,2011-10-19 17:09:13+00:00,2.2,2.2,2.14,50500000.0,86600000.0,86600000.0,86600000.0,,93800000.0,344400000.0,,5000000.0,26900000.0,91600000.0,93800000.0,250600000.0,118500000.0,132100000.0,5000000.0,137100000.0,344400000.0,39400000.0,39400000.0,40500000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2010.0,Q2YTD,2010-01-01,2010-06-30,,4.46,4.46,4.31,104000000.0,174000000.0,174000000.0,174000000.0,,182000000.0,679300000.0,,8600000.0,56500000.0,171400000.0,182000000.0,497300000.0,227900000.0,269400000.0,8600000.0,278000000.0,679300000.0,39200000.0,39300000.0,40500000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2010.0,Q2TTM,2009-07-01,2010-06-30,,8.16,8.16,7.9,203300000.0,316100000.0,316100000.0,316100000.0,,353000000.0,1282500000.0,,17100000.0,106900000.0,320300000.0,353000000.0,929500000.0,427200000.0,502300000.0,17100000.0,519400000.0,1282500000.0,39200000.0,39300000.0,40500000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2010.0,Q2,2010-04-01,2010-06-30,2011-07-20 16:53:08+00:00,2.26,2.26,2.19,55500000.0,88700000.0,88700000.0,88700000.0,,93900000.0,350700000.0,,4500000.0,28500000.0,88600000.0,93900000.0,256800000.0,117100000.0,139700000.0,4500000.0,144200000.0,350700000.0,39200000.0,39300000.0,40500000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2010.0,Q1TTM,2009-04-01,2010-03-31,,7.55,7.55,7.33,190100000.0,289800000.0,289800000.0,289800000.0,,329500000.0,1192400000.0,,17800000.0,101800000.0,299000000.0,329500000.0,862900000.0,400800000.0,462100000.0,17800000.0,479900000.0,1192400000.0,38800000.0,38800000.0,40200000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2010.0,Q1,2010-01-01,2010-03-31,2011-04-20 16:29:08+00:00,2.2,2.2,2.12,48500000.0,85300000.0,85300000.0,85300000.0,,88100000.0,328600000.0,,4100000.0,28000000.0,82800000.0,88100000.0,240500000.0,110800000.0,129700000.0,4100000.0,133800000.0,328600000.0,38800000.0,38800000.0,40200000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2011.0,Q4,2011-10-01,2011-12-31,,3.85,3.85,3.77,51900000.0,151200000.0,151200000.0,151200000.0,,133900000.0,496800000.0,,3600000.0,41400000.0,122000000.0,133900000.0,362900000.0,163400000.0,199500000.0,3600000.0,203100000.0,496800000.0,39200000.0,39200000.0,40200000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2011.0,FY,2011-01-01,2011-12-31,2014-02-03 17:13:14+00:00,12.63,12.63,12.32,214600000.0,495100000.0,495100000.0,495100000.0,,483500000.0,1757300000.0,,14900000.0,140200000.0,438800000.0,483500000.0,1273800000.0,579000000.0,694800000.0,14900000.0,709700000.0,1757300000.0,39200000.0,39200000.0,40200000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2011.0,Q3YTD,2011-01-01,2011-09-30,,8.78,8.78,8.55,162700000.0,343900000.0,343900000.0,343900000.0,,349600000.0,1260500000.0,,11300000.0,98800000.0,316800000.0,349600000.0,910900000.0,415600000.0,495300000.0,11300000.0,506600000.0,1260500000.0,39100000.0,39100000.0,40100000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2011.0,Q3TTM,2010-10-01,2011-09-30,,11.86,11.86,11.57,198700000.0,465100000.0,465100000.0,465100000.0,,456800000.0,1649800000.0,,14800000.0,131400000.0,412600000.0,456800000.0,1193000000.0,544000000.0,649000000.0,14800000.0,663800000.0,1649800000.0,39100000.0,39100000.0,40100000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2011.0,Q3,2011-07-01,2011-09-30,2012-10-18 16:10:11+00:00,3.13,3.13,3.05,58400000.0,122400000.0,122400000.0,122400000.0,,121200000.0,446700000.0,,1900000.0,35400000.0,111200000.0,121200000.0,325500000.0,146600000.0,178900000.0,1900000.0,180800000.0,446700000.0,39100000.0,39100000.0,40100000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2011.0,Q2YTD,2011-01-01,2011-06-30,,5.65,5.65,5.5,104300000.0,221500000.0,221500000.0,221500000.0,,228400000.0,813800000.0,,9400000.0,63400000.0,205600000.0,228400000.0,585400000.0,269000000.0,316400000.0,9400000.0,325800000.0,813800000.0,39300000.0,39200000.0,40300000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2011.0,Q2TTM,2010-07-01,2011-06-30,,10.93,10.93,10.66,190800000.0,429300000.0,429300000.0,429300000.0,,429400000.0,1547500000.0,,17900000.0,122900000.0,393000000.0,429400000.0,1118100000.0,515900000.0,602200000.0,17900000.0,620100000.0,1547500000.0,39300000.0,39200000.0,40300000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2011.0,Q2,2011-04-01,2011-06-30,2012-07-20 19:51:13+00:00,2.99,2.99,2.91,54800000.0,117400000.0,117400000.0,117400000.0,,119100000.0,425700000.0,,4100000.0,32000000.0,106500000.0,119100000.0,306600000.0,138500000.0,168100000.0,4100000.0,172200000.0,425700000.0,39300000.0,39200000.0,40300000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2011.0,Q1TTM,2010-04-01,2011-03-31,,10.2,10.2,9.94,191500000.0,400600000.0,400600000.0,400600000.0,,404200000.0,1472500000.0,,18300000.0,119400000.0,375100000.0,404200000.0,1068300000.0,494500000.0,573800000.0,18300000.0,592100000.0,1472500000.0,39100000.0,39100000.0,40200000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2011.0,Q1,2011-01-01,2011-03-31,2012-04-18 18:49:11+00:00,2.66,2.66,2.59,49500000.0,104100000.0,104100000.0,104100000.0,,109300000.0,388100000.0,,5300000.0,31400000.0,99100000.0,109300000.0,278800000.0,130500000.0,148300000.0,5300000.0,153600000.0,388100000.0,39100000.0,39100000.0,40200000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2012.0,Q4,2012-10-01,2012-12-31,,4.4,4.4,4.27,76900000.0,174900000.0,174900000.0,174900000.0,,171400000.0,609300000.0,,3700000.0,41700000.0,148100000.0,171400000.0,437900000.0,189800000.0,248100000.0,3700000.0,251800000.0,609300000.0,39800000.0,39800000.0,41100000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2012.0,FY,2012-01-01,2012-12-31,2015-02-05 19:35:06+00:00,16.5,16.5,15.98,237300000.0,656600000.0,656600000.0,656600000.0,,608500000.0,2178800000.0,,15800000.0,170000000.0,522200000.0,608500000.0,1570300000.0,692200000.0,878100000.0,15800000.0,893900000.0,2178800000.0,39800000.0,39800000.0,41100000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2012.0,Q3YTD,2012-01-01,2012-09-30,,12.1,12.1,11.71,160400000.0,481700000.0,481700000.0,481700000.0,,437100000.0,1569500000.0,,12100000.0,128300000.0,374100000.0,437100000.0,1132400000.0,502400000.0,630000000.0,12100000.0,642100000.0,1569500000.0,39900000.0,39900000.0,41100000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2012.0,Q3TTM,2011-10-01,2012-09-30,,15.95,15.95,15.48,212300000.0,632900000.0,632900000.0,632900000.0,,571000000.0,2066300000.0,,15700000.0,169700000.0,496100000.0,571000000.0,1495300000.0,665800000.0,829500000.0,15700000.0,845200000.0,2066300000.0,39900000.0,39900000.0,41100000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2012.0,Q3,2012-07-01,2012-09-30,2013-10-18 13:43:10+00:00,4.59,4.59,4.46,32400000.0,183300000.0,183300000.0,183300000.0,,147700000.0,537800000.0,,4300000.0,49700000.0,129000000.0,147700000.0,390100000.0,178700000.0,211400000.0,4300000.0,215700000.0,537800000.0,39900000.0,39900000.0,41100000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2012.0,Q2YTD,2012-01-01,2012-06-30,,7.51,7.51,7.25,128000000.0,298400000.0,298400000.0,298400000.0,,289400000.0,1031700000.0,,7800000.0,78600000.0,245100000.0,289400000.0,742300000.0,323700000.0,418600000.0,7800000.0,426400000.0,1031700000.0,39900000.0,39900000.0,41300000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2012.0,Q2TTM,2011-07-01,2012-06-30,,14.49,14.49,14.07,238300000.0,572000000.0,572000000.0,572000000.0,,544500000.0,1975200000.0,,13300000.0,155400000.0,478300000.0,544500000.0,1430700000.0,633700000.0,797000000.0,13300000.0,810300000.0,1975200000.0,39900000.0,39900000.0,41300000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2012.0,Q2,2012-04-01,2012-06-30,2013-07-22 17:16:15+00:00,3.88,3.88,3.75,74400000.0,154900000.0,154900000.0,154900000.0,,150100000.0,536500000.0,,4000000.0,40200000.0,120900000.0,150100000.0,386400000.0,161100000.0,225300000.0,4000000.0,229300000.0,536500000.0,39900000.0,39900000.0,41300000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2012.0,Q1TTM,2011-04-01,2012-03-31,,13.6,13.6,13.23,218700000.0,534500000.0,534500000.0,534500000.0,,513500000.0,1864400000.0,,13400000.0,147200000.0,463900000.0,513500000.0,1350900000.0,611100000.0,739800000.0,13400000.0,753200000.0,1864400000.0,39500000.0,39500000.0,41000000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2012.0,Q1,2012-01-01,2012-03-31,2013-04-19 12:48:18+00:00,3.63,3.63,3.5,53600000.0,143500000.0,143500000.0,143500000.0,,139300000.0,495200000.0,,3800000.0,38400000.0,124200000.0,139300000.0,355900000.0,162600000.0,193300000.0,3800000.0,197100000.0,495200000.0,39500000.0,39500000.0,41000000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2013.0,FY,2013-01-01,2013-12-31,2016-02-02 17:22:41+00:00,17.12,17.12,16.73,199900000.0,671000000.0,671000000.0,671000000.0,,670900000.0,2265100000.0,,18400000.0,167700000.0,574000000.0,670900000.0,1594200000.0,741700000.0,852500000.0,18400000.0,870900000.0,2265100000.0,39200000.0,39200000.0,40100000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2013.0,Q4,2013-10-01,2013-12-31,,4.38,4.38,4.28,48300000.0,166200000.0,166200000.0,166200000.0,,178200000.0,576200000.0,,5900000.0,41700000.0,147700000.0,178200000.0,398000000.0,189400000.0,208600000.0,5900000.0,214500000.0,576200000.0,39200000.0,39200000.0,40100000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2013.0,Q3YTD,2013-01-01,2013-09-30,,12.74,12.74,12.45,151600000.0,504800000.0,504800000.0,504800000.0,,492700000.0,1688900000.0,,12500000.0,126000000.0,426300000.0,492700000.0,1196200000.0,552300000.0,643900000.0,12500000.0,656400000.0,1688900000.0,38600000.0,38600000.0,39300000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2013.0,Q3TTM,2012-10-01,2013-09-30,,17.14,17.14,16.72,228500000.0,679700000.0,679700000.0,679700000.0,,664100000.0,2298200000.0,,16200000.0,167700000.0,574400000.0,664100000.0,1634100000.0,742100000.0,892000000.0,16200000.0,908200000.0,2298200000.0,38600000.0,38600000.0,39300000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2013.0,Q3,2013-07-01,2013-09-30,2014-10-23 15:42:30+00:00,4.06,4.06,3.99,21300000.0,156800000.0,156800000.0,156800000.0,,142300000.0,499000000.0,,3900000.0,43200000.0,139300000.0,142300000.0,356700000.0,182500000.0,174200000.0,3900000.0,178100000.0,499000000.0,38600000.0,38600000.0,39300000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2013.0,Q2YTD,2013-01-01,2013-06-30,,8.68,8.68,8.46,130300000.0,348000000.0,348000000.0,348000000.0,,350400000.0,1189900000.0,,8600000.0,82800000.0,287000000.0,350400000.0,839500000.0,369800000.0,469700000.0,8600000.0,478300000.0,1189900000.0,39900000.0,39900000.0,40800000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2013.0,Q2TTM,2012-07-01,2013-06-30,,17.67,17.67,17.19,239600000.0,706200000.0,706200000.0,706200000.0,,669500000.0,2337000000.0,,16600000.0,174200000.0,564100000.0,669500000.0,1667500000.0,738300000.0,929200000.0,16600000.0,945800000.0,2337000000.0,39900000.0,39900000.0,40800000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2013.0,Q2,2013-04-01,2013-06-30,2014-07-23 20:19:14+00:00,3.99,3.99,3.9,63700000.0,159100000.0,159100000.0,159100000.0,,173300000.0,578500000.0,,4300000.0,41200000.0,145500000.0,173300000.0,405200000.0,186700000.0,218500000.0,4300000.0,222800000.0,578500000.0,39900000.0,39900000.0,40800000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2013.0,Q1TTM,2012-04-01,2013-03-31,,17.56,17.56,17.04,250300000.0,702000000.0,702000000.0,702000000.0,,646300000.0,2295000000.0,,16300000.0,173200000.0,539500000.0,646300000.0,1648700000.0,712700000.0,936000000.0,16300000.0,952300000.0,2295000000.0,40300000.0,40300000.0,41400000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2013.0,Q1,2013-01-01,2013-03-31,2014-04-25 15:24:07+00:00,4.69,4.69,4.56,66600000.0,188900000.0,188900000.0,188900000.0,,177100000.0,611400000.0,,4300000.0,41600000.0,141500000.0,177100000.0,434300000.0,183100000.0,251200000.0,4300000.0,255500000.0,611400000.0,40300000.0,40300000.0,41400000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2014.0,FY,2014-01-01,2014-12-31,2017-02-03 18:05:19+00:00,11.35,11.35,11.11,130200000.0,418800000.0,418800000.0,418800000.0,,717900000.0,2131700000.0,,4200000.0,178000000.0,691000000.0,717900000.0,1413800000.0,869000000.0,544800000.0,4200000.0,549000000.0,2131700000.0,36900000.0,36900000.0,37700000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2014.0,Q4,2014-10-01,2014-12-31,,3.98,3.98,3.98,38000000.0,146800000.0,146800000.0,146800000.0,,211300000.0,604700000.0,,-1300000.0,47300000.0,160000000.0,211300000.0,393400000.0,207300000.0,186100000.0,-1300000.0,184800000.0,604700000.0,36900000.0,36900000.0,37700000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2014.0,Q3,2014-07-01,2014-09-30,2015-10-21 15:09:04+00:00,3.43,3.43,3.35,37400000.0,123700000.0,123700000.0,123700000.0,,189500000.0,550100000.0,,2000000.0,47500000.0,154000000.0,189500000.0,360600000.0,201500000.0,159100000.0,2000000.0,161100000.0,550100000.0,36100000.0,36100000.0,36900000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2014.0,Q3YTD,2014-01-01,2014-09-30,,7.41,7.41,7.25,92200000.0,272000000.0,272000000.0,272000000.0,,506600000.0,1527000000.0,,5500000.0,130700000.0,531000000.0,506600000.0,1020400000.0,661700000.0,358700000.0,5500000.0,364200000.0,1527000000.0,36100000.0,36100000.0,36900000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2014.0,Q3TTM,2013-10-01,2014-09-30,,11.79,11.79,11.53,140500000.0,438200000.0,438200000.0,438200000.0,,684800000.0,2103200000.0,,11400000.0,172400000.0,678700000.0,684800000.0,1418400000.0,851100000.0,567300000.0,11400000.0,578700000.0,2103200000.0,36100000.0,36100000.0,36900000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2014.0,Q2YTD,2014-01-01,2014-06-30,,3.98,3.98,3.9,54800000.0,148300000.0,148300000.0,148300000.0,,317100000.0,976900000.0,,3500000.0,83200000.0,377000000.0,317100000.0,659800000.0,460200000.0,199600000.0,3500000.0,203100000.0,976900000.0,36900000.0,36900000.0,37600000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2014.0,Q2TTM,2013-07-01,2014-06-30,,12.42,12.42,12.17,124400000.0,471300000.0,471300000.0,471300000.0,,637600000.0,2052100000.0,,13300000.0,168100000.0,664000000.0,637600000.0,1414500000.0,832100000.0,582400000.0,13300000.0,595700000.0,2052100000.0,36900000.0,36900000.0,37600000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2014.0,Q2,2014-04-01,2014-06-30,2015-07-22 16:21:31+00:00,2.82,2.82,2.77,38600000.0,104000000.0,104000000.0,104000000.0,,167800000.0,512200000.0,,-400000.0,40200000.0,161200000.0,167800000.0,344400000.0,201400000.0,143000000.0,-400000.0,142600000.0,512200000.0,36900000.0,36900000.0,37600000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2014.0,Q1TTM,2013-04-01,2014-03-31,,13.59,13.59,13.3,149500000.0,526400000.0,526400000.0,526400000.0,,643100000.0,2118400000.0,,18000000.0,169100000.0,648300000.0,643100000.0,1475300000.0,817400000.0,657900000.0,18000000.0,675900000.0,2118400000.0,38200000.0,38300000.0,39100000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2014.0,Q1,2014-01-01,2014-03-31,2015-04-22 16:07:42+00:00,1.16,1.16,1.13,16200000.0,44300000.0,44300000.0,44300000.0,,149300000.0,464700000.0,,3900000.0,43000000.0,215800000.0,149300000.0,315400000.0,258800000.0,56600000.0,3900000.0,60500000.0,464700000.0,38200000.0,38300000.0,39100000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2015.0,FY,2015-01-01,2015-12-31,2018-02-02 17:18:02+00:00,5.29,5.29,5.18,169700000.0,588800000.0,588800000.0,588800000.0,,806500000.0,2384400000.0,,18500000.0,197400000.0,640500000.0,806500000.0,1577900000.0,837900000.0,740000000.0,18500000.0,758500000.0,2384400000.0,111300000.0,111300000.0,113700000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2015.0,Q4,2015-10-01,2015-12-31,,1.71,1.71,1.71,61800000.0,190000000.0,190000000.0,190000000.0,,217700000.0,676500000.0,,5900000.0,52600000.0,160300000.0,217700000.0,458800000.0,212900000.0,245900000.0,5900000.0,251800000.0,676500000.0,111300000.0,111300000.0,113700000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2015.0,Q3,2015-07-01,2015-09-30,2016-10-19 16:15:36+00:00,4.49,4.49,4.4,26300000.0,167300000.0,167300000.0,167300000.0,,193900000.0,589700000.0,,3700000.0,51000000.0,154900000.0,193900000.0,395800000.0,205900000.0,189900000.0,3700000.0,193600000.0,589700000.0,37300000.0,37300000.0,38000000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2015.0,Q3YTD,2015-01-01,2015-09-30,,10.69,10.69,10.69,107900000.0,398800000.0,398800000.0,398800000.0,,588800000.0,1707900000.0,,12600000.0,144800000.0,480200000.0,588800000.0,1119100000.0,625000000.0,494100000.0,12600000.0,506700000.0,1707900000.0,37300000.0,37300000.0,38000000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2015.0,Q3TTM,2014-10-01,2015-09-30,,14.63,14.63,14.63,145900000.0,545600000.0,545600000.0,545600000.0,,800100000.0,2312600000.0,,11300000.0,192100000.0,640200000.0,800100000.0,1512500000.0,832300000.0,680200000.0,11300000.0,691500000.0,2312600000.0,37300000.0,37300000.0,38000000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2015.0,Q2,2015-04-01,2015-06-30,2016-07-20 16:50:02+00:00,3.64,3.64,3.56,43900000.0,134500000.0,134500000.0,134500000.0,,199600000.0,586100000.0,,4600000.0,49400000.0,163300000.0,199600000.0,386500000.0,212700000.0,173800000.0,4600000.0,178400000.0,586100000.0,37000000.0,36900000.0,37800000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2015.0,Q2YTD,2015-01-01,2015-06-30,,6.27,6.27,6.27,81600000.0,231500000.0,231500000.0,231500000.0,,394900000.0,1118200000.0,,8900000.0,93800000.0,325300000.0,394900000.0,723300000.0,419100000.0,304200000.0,8900000.0,313100000.0,1118200000.0,37000000.0,36900000.0,37800000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2015.0,Q2TTM,2014-07-01,2015-06-30,,13.6,13.6,13.6,157000000.0,502000000.0,502000000.0,502000000.0,,795700000.0,2273000000.0,,9600000.0,188600000.0,639300000.0,795700000.0,1477300000.0,827900000.0,649400000.0,9600000.0,659000000.0,2273000000.0,37000000.0,36900000.0,37800000.0
