company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commonequity,goodwill,grossppe,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,prepaidexpenses,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Cardinal Health Inc,CAH,CCU46N3GJMF4OK4N7U60,721371,2012.0,Q3,,2012-03-31,2012-05-08 13:47:21+00:00,12572500000.0,6495400000.0,1928100000.0,1932100000.0,71700000.0,2410400000.0,2921500000.0,4370800000.0,3449500000.0,2207900000.0,,8220100000.0,1517400000.0,,1348000000.0,944300000.0,,,683700000.0,,,3938800000.0,345500000.0,24642100000.0,6240100000.0,18070200000.0,14846100000.0,6240100000.0,6240100000.0,18402000000.0,24642100000.0,5054500000.0,3555900000.0,0.0,-691900000.0
Cardinal Health Inc,CAH,CCU46N3GJMF4OK4N7U60,721371,2012.0,Q2,,2011-12-31,2012-02-07 08:07:44+00:00,12456700000.0,5995400000.0,1825200000.0,1868600000.0,55100000.0,1797700000.0,2900400000.0,4244300000.0,3382700000.0,2211400000.0,,8888900000.0,1514100000.0,,1500400000.0,1097100000.0,,,725700000.0,,,3679800000.0,341800000.0,24263200000.0,5927700000.0,17779100000.0,14623700000.0,5927700000.0,5927700000.0,18335500000.0,24263200000.0,4970000000.0,3711800000.0,0.0,-707600000.0
Cardinal Health Inc,CAH,CCU46N3GJMF4OK4N7U60,721371,2012.0,Q1,,2011-09-30,2011-11-04 07:31:10+00:00,11748900000.0,6232600000.0,1714600000.0,1810800000.0,60000000.0,2010600000.0,2886500000.0,4249300000.0,3304800000.0,2195000000.0,,7497200000.0,1494000000.0,,1477500000.0,982800000.0,,,716500000.0,,,3492600000.0,333100000.0,23183000000.0,5713900000.0,16723200000.0,13796600000.0,5713900000.0,5713900000.0,17469100000.0,23183000000.0,4965800000.0,3672500000.0,0.0,-725200000.0
Cardinal Health Inc,CAH,CCU46N3GJMF4OK4N7U60,721371,2013.0,FY,,2013-06-30,2014-08-13 16:04:52+00:00,12295000000.0,6304000000.0,2127000000.0,,68000000.0,1901000000.0,2953000000.0,5574000000.0,,3686000000.0,,8373000000.0,1489000000.0,,1568000000.0,1192000000.0,,,986000000.0,,,4038000000.0,168000000.0,25819000000.0,5975000000.0,17770000000.0,14590000000.0,5975000000.0,5975000000.0,19844000000.0,25819000000.0,6560000000.0,5254000000.0,0.0,-1084000000.0
Cardinal Health Inc,CAH,CCU46N3GJMF4OK4N7U60,721371,2013.0,Q3,,2013-03-31,2013-05-08 16:01:47+00:00,12049000000.0,6416000000.0,1979000000.0,,56000000.0,2305000000.0,2936000000.0,6413000000.0,,3714000000.0,,8328000000.0,1470000000.0,,1705000000.0,878000000.0,,,913000000.0,,,4742000000.0,446000000.0,26723000000.0,6830000000.0,17927000000.0,14474000000.0,6830000000.0,6830000000.0,19893000000.0,26723000000.0,7326000000.0,5419000000.0,0.0,-904000000.0
Cardinal Health Inc,CAH,CCU46N3GJMF4OK4N7U60,721371,2013.0,Q2,,2012-12-31,2013-02-06 16:02:37+00:00,11796000000.0,6158000000.0,1932000000.0,,74000000.0,2255000000.0,2929000000.0,4428000000.0,,2423000000.0,,8452000000.0,1475000000.0,,1475000000.0,996000000.0,,,878000000.0,,,4491000000.0,474000000.0,24642000000.0,6542000000.0,17861000000.0,14202000000.0,6542000000.0,6542000000.0,18100000000.0,24642000000.0,5306000000.0,3898000000.0,0.0,-952000000.0
Cardinal Health Inc,CAH,CCU46N3GJMF4OK4N7U60,721371,2013.0,Q1,,2012-09-30,2012-11-09 06:18:06+00:00,12215000000.0,6449000000.0,1983000000.0,,61000000.0,2440000000.0,2927000000.0,4441000000.0,,2408000000.0,,8105000000.0,1511000000.0,,1462000000.0,1013000000.0,,,861000000.0,,,4282000000.0,471000000.0,24820000000.0,6281000000.0,18007000000.0,14669000000.0,6281000000.0,6281000000.0,18539000000.0,24820000000.0,5302000000.0,3870000000.0,0.0,-989000000.0
Cardinal Health Inc,CAH,CCU46N3GJMF4OK4N7U60,721371,2014.0,FY,,2014-06-30,2015-08-13 08:58:08+00:00,12149000000.0,5380000000.0,2165000000.0,,70000000.0,2865000000.0,2980000000.0,5870000000.0,,3171000000.0,,8266000000.0,1459000000.0,,1346000000.0,1428000000.0,,,765000000.0,,,4774000000.0,801000000.0,26033000000.0,6401000000.0,17939000000.0,15115000000.0,6401000000.0,6401000000.0,19632000000.0,26033000000.0,6635000000.0,4517000000.0,0.0,-1423000000.0
Cardinal Health Inc,CAH,CCU46N3GJMF4OK4N7U60,721371,2014.0,Q3,,2014-03-31,2014-05-06 16:03:27+00:00,10919000000.0,4812000000.0,1987000000.0,,70000000.0,3041000000.0,2959000000.0,5593000000.0,,3679000000.0,,8030000000.0,1404000000.0,,1343000000.0,1053000000.0,,,768000000.0,,,4657000000.0,241000000.0,24701000000.0,6532000000.0,16936000000.0,13147000000.0,6532000000.0,6532000000.0,18169000000.0,24701000000.0,6361000000.0,5022000000.0,0.0,-1154000000.0
Cardinal Health Inc,CAH,CCU46N3GJMF4OK4N7U60,721371,2014.0,Q2,,2013-12-31,2014-02-06 08:40:26+00:00,11221000000.0,4876000000.0,1886000000.0,,99000000.0,2741000000.0,2961000000.0,5556000000.0,,3679000000.0,,8478000000.0,1407000000.0,,1379000000.0,1153000000.0,,,798000000.0,,,4446000000.0,255000000.0,25009000000.0,6589000000.0,17248000000.0,13362000000.0,6589000000.0,6589000000.0,18420000000.0,25009000000.0,6354000000.0,5058000000.0,0.0,-917000000.0
Cardinal Health Inc,CAH,CCU46N3GJMF4OK4N7U60,721371,2014.0,Q1,,2013-09-30,2013-11-07 16:10:17+00:00,10442000000.0,4898000000.0,1875000000.0,,92000000.0,2753000000.0,2941000000.0,5570000000.0,,3693000000.0,,7275000000.0,1445000000.0,,1319000000.0,1111000000.0,,,764000000.0,,,4273000000.0,190000000.0,23816000000.0,6297000000.0,16037000000.0,12507000000.0,6297000000.0,6297000000.0,17519000000.0,23816000000.0,6334000000.0,5012000000.0,0.0,-1009000000.0
Cardinal Health Inc,CAH,CCU46N3GJMF4OK4N7U60,721371,2015.0,FY,,2015-06-30,2016-08-12 06:51:59+00:00,14368000000.0,6523000000.0,2594000000.0,,-23000000.0,4616000000.0,3003000000.0,6018000000.0,,5211000000.0,,9211000000.0,1506000000.0,0.0,1432000000.0,1402000000.0,,,866000000.0,,0.0,5521000000.0,281000000.0,30142000000.0,6256000000.0,21752000000.0,17243000000.0,6256000000.0,6256000000.0,23886000000.0,30142000000.0,6884000000.0,6643000000.0,0.0,-2245000000.0
Cardinal Health Inc,CAH,CCU46N3GJMF4OK4N7U60,721371,2015.0,Q3,,2015-03-31,2015-05-05 16:02:26+00:00,13851000000.0,6095000000.0,2261000000.0,,-53000000.0,3183000000.0,2992000000.0,6033000000.0,,3720000000.0,,9163000000.0,1407000000.0,,1404000000.0,1190000000.0,,,817000000.0,,,5353000000.0,283000000.0,27888000000.0,6369000000.0,19631000000.0,16395000000.0,6369000000.0,6369000000.0,21519000000.0,27888000000.0,6850000000.0,5124000000.0,0.0,-1923000000.0
Cardinal Health Inc,CAH,CCU46N3GJMF4OK4N7U60,721371,2015.0,Q2,,2014-12-31,2015-02-03 16:04:08+00:00,13602000000.0,5653000000.0,2158000000.0,,-3000000.0,2881000000.0,2973000000.0,5876000000.0,,3706000000.0,,9408000000.0,1415000000.0,,1412000000.0,1213000000.0,,,802000000.0,,,5100000000.0,270000000.0,27248000000.0,6100000000.0,19155000000.0,16030000000.0,6100000000.0,6100000000.0,21148000000.0,27248000000.0,6678000000.0,5118000000.0,0.0,-1970000000.0
Cardinal Health Inc,CAH,CCU46N3GJMF4OK4N7U60,721371,2015.0,Q1,,2014-09-30,2014-11-05 16:11:30+00:00,11995000000.0,5662000000.0,2058000000.0,,46000000.0,2469000000.0,2948000000.0,5923000000.0,,3164000000.0,,8069000000.0,1434000000.0,,1395000000.0,1338000000.0,,,816000000.0,,,4925000000.0,843000000.0,25711000000.0,6256000000.0,17538000000.0,14896000000.0,6256000000.0,6256000000.0,19455000000.0,25711000000.0,6739000000.0,4559000000.0,0.0,-1663000000.0
Cardinal Health Inc,CAH,CCU46N3GJMF4OK4N7U60,721371,2016.0,FY,,2016-06-30,2017-08-10 17:26:53+00:00,17306000000.0,7405000000.0,1808000000.0,,-116000000.0,2356000000.0,3010000000.0,9426000000.0,,4952000000.0,,10615000000.0,1796000000.0,17000000.0,2781000000.0,1580000000.0,,,944000000.0,,117000000.0,6419000000.0,587000000.0,34122000000.0,6554000000.0,21956000000.0,19701000000.0,6554000000.0,6571000000.0,27434000000.0,34122000000.0,10370000000.0,7733000000.0,0.0,-2759000000.0
Cardinal Health Inc,CAH,CCU46N3GJMF4OK4N7U60,721371,2016.0,Q3,,2016-03-31,2016-05-03 16:27:49+00:00,17340000000.0,7292000000.0,1694000000.0,,-84000000.0,2598000000.0,2995000000.0,9150000000.0,,5195000000.0,,10910000000.0,1683000000.0,17000000.0,2628000000.0,1491000000.0,,,931000000.0,,117000000.0,6231000000.0,351000000.0,34055000000.0,6713000000.0,22291000000.0,19385000000.0,6713000000.0,6730000000.0,27208000000.0,34055000000.0,10081000000.0,7823000000.0,0.0,-2429000000.0
Cardinal Health Inc,CAH,CCU46N3GJMF4OK4N7U60,721371,2016.0,Q2,,2015-12-31,2016-02-02 16:07:04+00:00,16919000000.0,6980000000.0,1606000000.0,,-97000000.0,2324000000.0,2973000000.0,9113000000.0,,5171000000.0,,11007000000.0,1651000000.0,17000000.0,2609000000.0,1518000000.0,,,914000000.0,,120000000.0,5972000000.0,354000000.0,33507000000.0,6711000000.0,21829000000.0,18879000000.0,6711000000.0,6728000000.0,26659000000.0,33507000000.0,10027000000.0,7780000000.0,0.0,-2137000000.0
Cardinal Health Inc,CAH,CCU46N3GJMF4OK4N7U60,721371,2016.0,Q1,,2015-09-30,2015-11-03 16:13:22+00:00,14868000000.0,6996000000.0,2595000000.0,,-68000000.0,2974000000.0,2957000000.0,7564000000.0,,5231000000.0,,9758000000.0,1546000000.0,22000000.0,1563000000.0,1490000000.0,,,894000000.0,,119400000.0,5774000000.0,319000000.0,31222000000.0,6505000000.0,21218000000.0,17782000000.0,6505000000.0,6527000000.0,24576000000.0,31222000000.0,8458000000.0,6794000000.0,0.0,-2158000000.0
Cardinal Health Inc,CAH,CCU46N3GJMF4OK4N7U60,721371,2017.0,FY,,2017-06-30,2018-08-22 16:23:32+00:00,17906000000.0,8048000000.0,1988000000.0,,-125000000.0,6879000000.0,2697000000.0,9207000000.0,,9068000000.0,,11301000000.0,1879000000.0,20000000.0,2877000000.0,2117000000.0,0.0,0.0,681000000.0,,118000000.0,4967000000.0,1327000000.0,40112000000.0,6808000000.0,28345000000.0,21221000000.0,6808000000.0,6828000000.0,33166000000.0,40112000000.0,9888000000.0,11945000000.0,0.0,-731000000.0
Cardinal Health Inc,CAH,CCU46N3GJMF4OK4N7U60,721371,2017.0,Q3,,2017-03-31,2017-05-02 16:07:42+00:00,17535000000.0,7505000000.0,1654000000.0,,-136000000.0,1368000000.0,2684000000.0,9287000000.0,,4854000000.0,,11641000000.0,1849000000.0,19000000.0,2742000000.0,1769000000.0,,,755000000.0,,117000000.0,4842000000.0,607000000.0,34174000000.0,6646000000.0,22283000000.0,19796000000.0,6646000000.0,6665000000.0,27392000000.0,34174000000.0,10042000000.0,7596000000.0,0.0,-744000000.0
Cardinal Health Inc,CAH,CCU46N3GJMF4OK4N7U60,721371,2017.0,Q2,,2016-12-31,2017-02-07 16:21:14+00:00,18857000000.0,7533000000.0,1554000000.0,,-170000000.0,1881000000.0,2672000000.0,9276000000.0,,4859000000.0,,11915000000.0,1856000000.0,18000000.0,2692000000.0,1824000000.0,,,736000000.0,,115000000.0,4604000000.0,603000000.0,35021000000.0,6323000000.0,23153000000.0,21014000000.0,6323000000.0,6341000000.0,28565000000.0,35021000000.0,10012000000.0,7551000000.0,0.0,-783000000.0
Cardinal Health Inc,CAH,CCU46N3GJMF4OK4N7U60,721371,2017.0,Q1,,2016-09-30,2016-11-02 16:23:34+00:00,17597000000.0,7708000000.0,1788000000.0,,-116000000.0,2001000000.0,2958000000.0,9427000000.0,,4916000000.0,,10917000000.0,1823000000.0,19000000.0,2842000000.0,1657000000.0,,,873000000.0,,116000000.0,6582000000.0,616000000.0,34406000000.0,6512000000.0,22283000000.0,20001000000.0,6512000000.0,6531000000.0,27759000000.0,34406000000.0,10300000000.0,7758000000.0,0.0,-2912000000.0
Cardinal Health Inc,CAH,CCU46N3GJMF4OK4N7U60,721371,2018.0,FY,,2018-06-30,2019-08-20 16:30:26+00:00,19677000000.0,7800000000.0,2002000000.0,,-92000000.0,1763000000.0,2730000000.0,12229000000.0,,8012000000.0,,12308000000.0,2487000000.0,0.0,2975000000.0,1926000000.0,756000000.0,213000000.0,682000000.0,,12000000.0,4645000000.0,1001000000.0,39951000000.0,6059000000.0,24553000000.0,22893000000.0,6059000000.0,6059000000.0,33880000000.0,39951000000.0,12911000000.0,10987000000.0,0.0,-1224000000.0
Cardinal Health Inc,CAH,CCU46N3GJMF4OK4N7U60,721371,2018.0,Q3,,2018-03-31,2018-05-09 09:20:54+00:00,18741000000.0,7671000000.0,2135000000.0,,-5000000.0,2175000000.0,2710000000.0,14299000000.0,,9027000000.0,,11962000000.0,2521000000.0,1000000.0,3027000000.0,1705000000.0,,,698000000.0,,12000000.0,5958000000.0,551000000.0,41031000000.0,7537000000.0,23513000000.0,21427000000.0,7537000000.0,7538000000.0,33481000000.0,41031000000.0,14997000000.0,12054000000.0,0.0,-1126000000.0
Cardinal Health Inc,CAH,CCU46N3GJMF4OK4N7U60,721371,2018.0,Q2,,2017-12-31,2018-02-08 16:36:51+00:00,19194000000.0,7664000000.0,1890000000.0,,-95000000.0,1249000000.0,2694000000.0,14366000000.0,,9057000000.0,,12087000000.0,2547000000.0,20000000.0,3091000000.0,1972000000.0,2216000000.0,1339000000.0,804000000.0,,13000000.0,5848000000.0,702000000.0,42905000000.0,7599000000.0,25188000000.0,23125000000.0,7599000000.0,7619000000.0,35273000000.0,42905000000.0,15170000000.0,12148000000.0,0.0,-848000000.0
Cardinal Health Inc,CAH,CCU46N3GJMF4OK4N7U60,721371,2018.0,Q1,,2017-09-30,2017-11-07 16:22:15+00:00,19202000000.0,8382000000.0,2270000000.0,,-86000000.0,1181000000.0,2674000000.0,14926000000.0,,9068000000.0,,12121000000.0,2651000000.0,17000000.0,3758000000.0,2041000000.0,,,638000000.0,,12000000.0,4943000000.0,935000000.0,41940000000.0,6678000000.0,23725000000.0,22407000000.0,6678000000.0,6695000000.0,35233000000.0,41940000000.0,15564000000.0,12826000000.0,0.0,-853000000.0
Cardinal Health Inc,CAH,CCU46N3GJMF4OK4N7U60,721371,2019.0,FY,,2019-06-30,2020-05-11 09:15:08+00:00,21535000000.0,8448000000.0,2122000000.0,,-79000000.0,2531000000.0,2763000000.0,11808000000.0,,7579000000.0,,12822000000.0,2356000000.0,2000000.0,2945000000.0,1946000000.0,,,1052000000.0,,,5434000000.0,452000000.0,40963000000.0,6328000000.0,25747000000.0,24109000000.0,6328000000.0,6330000000.0,34633000000.0,40963000000.0,12860000000.0,10524000000.0,0.0,-1790000000.0
Cardinal Health Inc,CAH,CCU46N3GJMF4OK4N7U60,721371,2019.0,Q3,,2019-03-31,2019-05-09 09:19:20+00:00,20517000000.0,7879000000.0,1951000000.0,,-111000000.0,3438000000.0,2748000000.0,11860000000.0,,7629000000.0,,12622000000.0,2322000000.0,2000000.0,3029000000.0,1643000000.0,0.0,0.0,1045000000.0,,0.0,5386000000.0,1451000000.0,40809000000.0,6230000000.0,25582000000.0,23919000000.0,6230000000.0,6232000000.0,34577000000.0,40809000000.0,12905000000.0,10658000000.0,0.0,-1793000000.0
Cardinal Health Inc,CAH,CCU46N3GJMF4OK4N7U60,721371,2019.0,Q2,,2018-12-31,2019-02-07 09:17:06+00:00,20610000000.0,7932000000.0,1764000000.0,,-123000000.0,2182000000.0,2728000000.0,11973000000.0,,7599000000.0,,13037000000.0,2376000000.0,,2996000000.0,1940000000.0,0.0,0.0,1022000000.0,,0.0,5233000000.0,1450000000.0,40462000000.0,6043000000.0,25091000000.0,23824000000.0,6043000000.0,6043000000.0,34419000000.0,40462000000.0,12995000000.0,10595000000.0,0.0,-1795000000.0
Cardinal Health Inc,CAH,CCU46N3GJMF4OK4N7U60,721371,2019.0,Q1,,2018-09-30,2018-11-08 09:16:17+00:00,20236000000.0,8082000000.0,1819000000.0,,-96000000.0,2045000000.0,2590000000.0,12093000000.0,,7999000000.0,,12481000000.0,2436000000.0,,3042000000.0,1837000000.0,0.0,0.0,1037000000.0,,0.0,5097000000.0,1002000000.0,40011000000.0,5913000000.0,24445000000.0,23057000000.0,5913000000.0,5913000000.0,34098000000.0,40011000000.0,13130000000.0,11041000000.0,0.0,-1678000000.0
Cardinal Health Inc,CAH,CCU46N3GJMF4OK4N7U60,721371,2020.0,Q3,,2020-03-31,2020-05-11 09:15:08+00:00,21984000000.0,9019000000.0,2179000000.0,,-141000000.0,2329000000.0,2774000000.0,11378000000.0,,6754000000.0,,12808000000.0,2299000000.0,3000000.0,8517000000.0,1692000000.0,,,1623000000.0,,,656000000.0,508000000.0,41148000000.0,1203000000.0,25848000000.0,24671000000.0,1203000000.0,1206000000.0,39942000000.0,41148000000.0,13001000000.0,15271000000.0,0.0,-2086000000.0
Cardinal Health Inc,CAH,CCU46N3GJMF4OK4N7U60,721371,2020.0,Q2,,2019-12-31,2020-02-06 16:16:14+00:00,21459000000.0,8280000000.0,2239000000.0,,-103000000.0,1659000000.0,2752000000.0,11523000000.0,,6742000000.0,,13799000000.0,2301000000.0,3000000.0,8408000000.0,1998000000.0,,,1482000000.0,,,449000000.0,1192000000.0,41042000000.0,999000000.0,25736000000.0,24890000000.0,999000000.0,1002000000.0,40040000000.0,41042000000.0,13005000000.0,15150000000.0,0.0,-2099000000.0
Cardinal Health Inc,CAH,CCU46N3GJMF4OK4N7U60,721371,2020.0,Q1,,2019-09-30,2019-11-07 16:20:42+00:00,19724000000.0,8190000000.0,2194000000.0,,-101000000.0,1212000000.0,2669000000.0,11658000000.0,,7360000000.0,,12458000000.0,2324000000.0,3000000.0,8367000000.0,1855000000.0,,,1482000000.0,,,371000000.0,631000000.0,39179000000.0,900000000.0,23715000000.0,22549000000.0,900000000.0,903000000.0,38276000000.0,39179000000.0,13140000000.0,15727000000.0,0.0,-2039000000.0
