company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
A. O. Smith Corp,AOS,,91142,2012.0,Q2,,2012-06-30,2012-08-03 10:03:58+00:00,278100000.0,382700000.0,118900000.0,316300000.0,-304700000.0,259600000.0,,726600000.0,31300000.0,,39400000.0,434000000.0,641600000.0,345500000.0,266000000.0,177000000.0,325300000.0,,,,145300000.0,23100000.0,,4400000.0,,33000000.0,153900000.0,,9200000.0,797500000.0,18600000.0,180100000.0,2191600000.0,1157800000.0,1053800000.0,459400000.0,1157800000.0,1157800000.0,1033800000.0,2191600000.0,812500000.0,574400000.0,,-61600000.0
A. O. Smith Corp,AOS,,91142,2012.0,Q1,,2012-03-31,2012-05-07 16:05:17+00:00,302800000.0,386700000.0,134800000.0,308600000.0,-298700000.0,367200000.0,,725300000.0,32000000.0,,32800000.0,435100000.0,628500000.0,349600000.0,300600000.0,172200000.0,319900000.0,,,,142100000.0,23000000.0,,13400000.0,,38900000.0,156100000.0,,8300000.0,770000000.0,18600000.0,125600000.0,2250200000.0,1140700000.0,1106700000.0,502400000.0,1140700000.0,1140700000.0,1109500000.0,2250200000.0,823600000.0,607100000.0,,-55900000.0
A. O. Smith Corp,AOS,,91142,2013.0,FY,,2013-12-31,2015-02-17 19:04:19+00:00,387100000.0,458700000.0,127900000.0,,-259100000.0,380700000.0,0.0,738200000.0,40100000.0,,61700000.0,433500000.0,,324800000.0,177700000.0,193400000.0,391300000.0,,,21000000.0,120700000.0,27400000.0,,,,36300000.0,152500000.0,,,982200000.0,14200000.0,105300000.0,2391500000.0,1328700000.0,1205600000.0,590900000.0,1328700000.0,1328700000.0,1062800000.0,2391500000.0,794600000.0,471900000.0,0.0,-132600000.0
A. O. Smith Corp,AOS,,91142,2013.0,Q3,,2013-09-30,2013-11-04 12:26:55+00:00,344500000.0,436000000.0,121300000.0,356300000.0,-309300000.0,374100000.0,,736900000.0,36900000.0,,55000000.0,434900000.0,728000000.0,329200000.0,213400000.0,189500000.0,371700000.0,,,,188100000.0,25800000.0,,,,48100000.0,159600000.0,,,950700000.0,14400000.0,102700000.0,2348900000.0,1252600000.0,1165000000.0,535200000.0,1252600000.0,1252600000.0,1096300000.0,2348900000.0,812200000.0,561100000.0,,-125700000.0
A. O. Smith Corp,AOS,,91142,2013.0,Q2,,2013-06-30,2013-08-05 12:59:56+00:00,315000000.0,422600000.0,115600000.0,349900000.0,-318700000.0,366100000.0,,734500000.0,34300000.0,,50900000.0,433800000.0,703600000.0,332400000.0,200700000.0,178900000.0,353700000.0,,,,191500000.0,25900000.0,,,,49700000.0,156400000.0,,,915700000.0,8600000.0,97800000.0,2295200000.0,1256500000.0,1125600000.0,490100000.0,1256500000.0,1256500000.0,1038700000.0,2295200000.0,815900000.0,548600000.0,,-75000000.0
A. O. Smith Corp,AOS,,91142,2013.0,Q1,,2013-03-31,2013-05-06 12:35:01+00:00,306000000.0,423700000.0,94500000.0,344500000.0,-315000000.0,306900000.0,,731700000.0,32600000.0,13400000.0,40000000.0,436000000.0,690500000.0,337200000.0,210500000.0,169800000.0,346000000.0,,,,186600000.0,28300000.0,,4600000.0,,42100000.0,149400000.0,,7800000.0,884900000.0,18600000.0,144500000.0,2267100000.0,1235700000.0,1105800000.0,477100000.0,1235700000.0,1235700000.0,1031400000.0,2267100000.0,815300000.0,554300000.0,,-65900000.0
A. O. Smith Corp,AOS,,91142,2014.0,FY,,2014-12-31,2016-02-17 16:05:53+00:00,393800000.0,475400000.0,127400000.0,,-272000000.0,319400000.0,0.0,748300000.0,40500000.0,,70300000.0,428800000.0,,308500000.0,210100000.0,208300000.0,427700000.0,,,21400000.0,142700000.0,52900000.0,,,,31300000.0,154600000.0,,,1135500000.0,13700000.0,222500000.0,2515300000.0,1381300000.0,1319000000.0,605200000.0,1381300000.0,1381300000.0,1134000000.0,2515300000.0,768600000.0,528800000.0,0.0,-230500000.0
A. O. Smith Corp,AOS,,91142,2014.0,Q3,,2014-09-30,2014-11-03 11:39:58+00:00,374800000.0,474300000.0,136900000.0,381800000.0,-254500000.0,400500000.0,,747700000.0,40100000.0,,61800000.0,430700000.0,802800000.0,312900000.0,240700000.0,218500000.0,421000000.0,,,,107500000.0,38200000.0,,,,27400000.0,176100000.0,,,1095800000.0,13800000.0,123200000.0,2486800000.0,1375200000.0,1294800000.0,587300000.0,1375200000.0,1375200000.0,1111600000.0,2486800000.0,771000000.0,524300000.0,,-213800000.0
A. O. Smith Corp,AOS,,91142,2014.0,Q2,,2014-06-30,2014-08-05 09:40:54+00:00,356900000.0,457000000.0,126500000.0,372600000.0,-258900000.0,393700000.0,,745500000.0,40600000.0,,52400000.0,433300000.0,789100000.0,317600000.0,236200000.0,206800000.0,416500000.0,,,,109800000.0,32900000.0,,,,29400000.0,178000000.0,,,1058800000.0,14200000.0,102900000.0,2430700000.0,1356700000.0,1233900000.0,550000000.0,1356700000.0,1356700000.0,1074000000.0,2430700000.0,780300000.0,524000000.0,,-188700000.0
A. O. Smith Corp,AOS,,91142,2014.0,Q1,,2014-03-31,2014-05-05 10:36:53+00:00,341400000.0,455600000.0,138000000.0,375200000.0,-263300000.0,369800000.0,,742200000.0,40000000.0,,43100000.0,431500000.0,777500000.0,320400000.0,213000000.0,197400000.0,402300000.0,,,,108600000.0,32700000.0,,,,28800000.0,179700000.0,,,1015200000.0,14000000.0,102700000.0,2381200000.0,1343400000.0,1198200000.0,536500000.0,1343400000.0,1343400000.0,1037800000.0,2381200000.0,780700000.0,501300000.0,,-150700000.0
A. O. Smith Corp,AOS,,91142,2015.0,FY,,2015-12-31,2017-02-17 14:36:14+00:00,424900000.0,501400000.0,133900000.0,,-313400000.0,323600000.0,0.0,765500000.0,,,81500000.0,420900000.0,,291000000.0,236100000.0,222900000.0,442700000.0,,,,134200000.0,33800000.0,,,,71300000.0,163400000.0,,,1350700000.0,12900000.0,321600000.0,2629200000.0,1442300000.0,1403300000.0,653200000.0,1442300000.0,1442300000.0,1186900000.0,2629200000.0,783200000.0,533700000.0,0.0,-360500000.0
A. O. Smith Corp,AOS,,91142,2015.0,Q3,,2015-09-30,2015-11-09 15:38:31+00:00,395800000.0,479000000.0,143700000.0,416700000.0,-290500000.0,282900000.0,,762000000.0,43100000.0,,71500000.0,422500000.0,855500000.0,295100000.0,247700000.0,239000000.0,438800000.0,,,,118200000.0,46300000.0,,,,30000000.0,187800000.0,,,1287700000.0,13100000.0,323500000.0,2600200000.0,1422400000.0,1413800000.0,624100000.0,1422400000.0,1422400000.0,1177800000.0,2600200000.0,747600000.0,553700000.0,,-336800000.0
A. O. Smith Corp,AOS,,91142,2015.0,Q2,,2015-06-30,2015-08-10 14:23:55+00:00,369200000.0,528500000.0,134400000.0,407400000.0,-276000000.0,248100000.0,,758000000.0,41600000.0,,62100000.0,425400000.0,840800000.0,299900000.0,266200000.0,233400000.0,433400000.0,,,,122900000.0,44100000.0,,,,31100000.0,185100000.0,,,1231000000.0,13400000.0,304300000.0,2589800000.0,1436500000.0,1400000000.0,579100000.0,1436500000.0,1436500000.0,1153300000.0,2589800000.0,756400000.0,574200000.0,,-276500000.0
A. O. Smith Corp,AOS,,91142,2015.0,Q1,,2015-03-31,2015-05-05 15:06:55+00:00,368400000.0,495900000.0,128700000.0,396400000.0,-277600000.0,284100000.0,,755900000.0,39400000.0,,50100000.0,424600000.0,826800000.0,303300000.0,255300000.0,218800000.0,430400000.0,,,,128900000.0,47300000.0,,,,30700000.0,180200000.0,,,1176900000.0,48600000.0,290800000.0,2565300000.0,1405100000.0,1376300000.0,595800000.0,1405100000.0,1405100000.0,1160200000.0,2565300000.0,758600000.0,564400000.0,,-250100000.0
A. O. Smith Corp,AOS,,91142,2016.0,FY,,2016-12-31,2018-02-16 14:14:54+00:00,528600000.0,518700000.0,145500000.0,,-363200000.0,330400000.0,0.0,773600000.0,,,84300000.0,491500000.0,,308300000.0,316400000.0,251100000.0,461900000.0,,,,109000000.0,37600000.0,,,,67300000.0,184700000.0,,,1593000000.0,7200000.0,424200000.0,2891000000.0,1515300000.0,1562000000.0,765600000.0,1515300000.0,1515300000.0,1375700000.0,2891000000.0,867100000.0,610100000.0,0.0,-488100000.0
A. O. Smith Corp,AOS,,91142,2016.0,Q3,,2016-09-30,2016-11-08 11:18:02+00:00,455800000.0,517300000.0,142200000.0,461400000.0,-324800000.0,269300000.0,,772300000.0,,,76800000.0,491800000.0,919800000.0,311800000.0,328900000.0,258600000.0,458400000.0,,,,95200000.0,52900000.0,,,,54800000.0,192600000.0,,,1531200000.0,7300000.0,409500000.0,2824400000.0,1525600000.0,1507600000.0,682100000.0,1525600000.0,1525600000.0,1298800000.0,2824400000.0,858400000.0,616700000.0,,-453100000.0
A. O. Smith Corp,AOS,,91142,2016.0,Q2,,2016-06-30,2016-08-08 14:09:59+00:00,402000000.0,493900000.0,137500000.0,447800000.0,-323500000.0,287400000.0,,770700000.0,,,68700000.0,423400000.0,899500000.0,285400000.0,274600000.0,237800000.0,451700000.0,,,,131200000.0,50100000.0,,,,62700000.0,170100000.0,,,1469100000.0,7400000.0,379800000.0,2672200000.0,1480700000.0,1449000000.0,615600000.0,1480700000.0,1480700000.0,1191500000.0,2672200000.0,771500000.0,575900000.0,,-435600000.0
A. O. Smith Corp,AOS,,91142,2016.0,Q1,,2016-03-31,2016-05-09 14:17:33+00:00,389000000.0,506900000.0,144300000.0,437700000.0,-304300000.0,305500000.0,,767700000.0,,,55500000.0,423400000.0,888300000.0,288500000.0,274100000.0,230200000.0,450600000.0,,,,128400000.0,48000000.0,,,,62200000.0,167600000.0,,,1403000000.0,13200000.0,335300000.0,2650600000.0,1478500000.0,1425900000.0,602000000.0,1478500000.0,1478500000.0,1172100000.0,2650600000.0,774100000.0,570100000.0,,-387900000.0
A. O. Smith Corp,AOS,,91142,2017.0,FY,,2017-12-31,2019-02-15 15:42:46+00:00,535000000.0,592700000.0,160500000.0,,-299500000.0,346600000.0,,782200000.0,,,90800000.0,516700000.0,,308700000.0,402900000.0,297000000.0,528900000.0,,,,48100000.0,57200000.0,,,0.0,76200000.0,307700000.0,,,1788700000.0,7500000.0,473400000.0,3197400000.0,1644900000.0,1766900000.0,793800000.0,1644900000.0,1644900000.0,1552500000.0,3197400000.0,901600000.0,758700000.0,0.0,-626500000.0
A. O. Smith Corp,AOS,,91142,2017.0,Q3,,2017-09-30,2017-11-06 11:45:28+00:00,500100000.0,587100000.0,143900000.0,515700000.0,-322400000.0,321900000.0,,781400000.0,,,80200000.0,516300000.0,1017400000.0,312300000.0,442200000.0,292100000.0,501700000.0,,,,66000000.0,51000000.0,,,,76200000.0,198800000.0,,,1794000000.0,7500000.0,446000000.0,3104600000.0,1665900000.0,1698100000.0,731700000.0,1665900000.0,1665900000.0,1438700000.0,3104600000.0,904800000.0,707000000.0,,-587100000.0
A. O. Smith Corp,AOS,,91142,2017.0,Q2,,2017-06-30,2017-08-08 13:23:32+00:00,493100000.0,566800000.0,135300000.0,499400000.0,-340700000.0,306600000.0,,780100000.0,,,70000000.0,493100000.0,975200000.0,302300000.0,367700000.0,287000000.0,475800000.0,,,,102800000.0,45600000.0,,,,72500000.0,194000000.0,,,1724500000.0,7400000.0,434300000.0,2984000000.0,1613700000.0,1640300000.0,705800000.0,1613700000.0,1613700000.0,1370300000.0,2984000000.0,867900000.0,664500000.0,,-550200000.0
A. O. Smith Corp,AOS,,91142,2017.0,Q1,,2017-03-31,2017-05-08 14:56:05+00:00,493500000.0,584100000.0,161600000.0,484000000.0,-352200000.0,293400000.0,,778300000.0,,,58200000.0,491800000.0,951600000.0,305100000.0,362200000.0,257100000.0,467600000.0,,,,102400000.0,42000000.0,,,,70200000.0,188700000.0,,,1656400000.0,7200000.0,428900000.0,2940200000.0,1566400000.0,1605500000.0,720500000.0,1566400000.0,1566400000.0,1373800000.0,2940200000.0,867100000.0,653300000.0,,-516100000.0
A. O. Smith Corp,AOS,,91142,2018.0,FY,,2018-12-31,2020-02-24 17:31:06+00:00,543800000.0,647300000.0,162100000.0,,-350800000.0,259700000.0,0.0,661200000.0,,,79400000.0,513000000.0,,293100000.0,221400000.0,304700000.0,540000000.0,,,,49400000.0,41500000.0,,,131000000.0,86900000.0,298400000.0,,,2102800000.0,,385300000.0,3071500000.0,1717000000.0,1638500000.0,785300000.0,1717000000.0,1717000000.0,1354500000.0,3071500000.0,893000000.0,569200000.0,0.0,-827200000.0
A. O. Smith Corp,AOS,,91142,2018.0,Q3,,2018-09-30,2018-11-08 16:42:09+00:00,508000000.0,606600000.0,156700000.0,544900000.0,-318200000.0,233000000.0,,791300000.0,,,74200000.0,515200000.0,1071200000.0,297400000.0,193300000.0,307700000.0,526300000.0,,,,24800000.0,66600000.0,,,,87600000.0,312000000.0,,,2014000000.0,,384800000.0,3025200000.0,1756200000.0,1598700000.0,738900000.0,1756200000.0,1756200000.0,1269000000.0,3025200000.0,900200000.0,530100000.0,,-730900000.0
A. O. Smith Corp,AOS,,91142,2018.0,Q2,,2018-06-30,2018-08-06 10:34:07+00:00,532800000.0,644000000.0,161300000.0,546800000.0,-304400000.0,260000000.0,,789700000.0,,,71900000.0,514700000.0,1079600000.0,300800000.0,245400000.0,289000000.0,532800000.0,,,,34300000.0,61900000.0,,,,83700000.0,306600000.0,,,1940100000.0,2700000.0,398400000.0,3085300000.0,1730300000.0,1653300000.0,768700000.0,1730300000.0,1730300000.0,1355000000.0,3085300000.0,899200000.0,586300000.0,,-695100000.0
A. O. Smith Corp,AOS,,91142,2018.0,Q1,,2018-03-31,2018-05-07 15:59:29+00:00,522100000.0,638800000.0,180600000.0,547000000.0,-275700000.0,241900000.0,,787100000.0,,,56800000.0,515700000.0,1085100000.0,304700000.0,285800000.0,287100000.0,538100000.0,,,,41200000.0,63500000.0,,,,79300000.0,304600000.0,,,1856500000.0,7400000.0,437800000.0,3106900000.0,1708400000.0,1669100000.0,766900000.0,1708400000.0,1708400000.0,1398500000.0,3106900000.0,899700000.0,631600000.0,,-659500000.0
A. O. Smith Corp,AOS,,91142,2019.0,FY,,2019-12-31,2020-05-05 16:22:32+00:00,509600000.0,589500000.0,185500000.0,611500000.0,-348300000.0,374000000.0,,673500000.0,,,64600000.0,546000000.0,1156900000.0,338400000.0,277200000.0,303000000.0,545400000.0,,,,27800000.0,56500000.0,,,130900000.0,127800000.0,319700000.0,,,2323400000.0,6800000.0,177400000.0,3058000000.0,1666800000.0,1500400000.0,766500000.0,1666800000.0,1666800000.0,1391200000.0,3058000000.0,1012200000.0,624700000.0,,-1112700000.0
A. O. Smith Corp,AOS,,91142,2019.0,Q3,,2019-09-30,2019-11-06 14:51:04+00:00,483100000.0,614100000.0,178700000.0,593900000.0,-361600000.0,219400000.0,,671800000.0,,,61800000.0,547400000.0,1137500000.0,339500000.0,312400000.0,310000000.0,543600000.0,,,,36500000.0,66500000.0,,,130900000.0,133000000.0,332400000.0,,,2271500000.0,6800000.0,294400000.0,3067900000.0,1656200000.0,1504400000.0,730400000.0,1656200000.0,1656200000.0,1411700000.0,3067900000.0,1019900000.0,681300000.0,,-1056400000.0
A. O. Smith Corp,AOS,,91142,2019.0,Q2,,2019-06-30,2019-08-08 16:49:26+00:00,488400000.0,634800000.0,179800000.0,584400000.0,-338400000.0,281600000.0,,802100000.0,,,55600000.0,547900000.0,1138300000.0,343700000.0,351800000.0,323100000.0,553900000.0,,,,37000000.0,60900000.0,,,,133500000.0,331100000.0,,,2220200000.0,6800000.0,296200000.0,3175600000.0,1725100000.0,1596600000.0,730600000.0,1725100000.0,1725100000.0,1450500000.0,3175600000.0,1025100000.0,719900000.0,,-958800000.0
A. O. Smith Corp,AOS,,91142,2019.0,Q1,,2019-03-31,2019-05-09 16:35:13+00:00,492400000.0,658800000.0,190400000.0,571700000.0,-332100000.0,337800000.0,,799000000.0,,,47600000.0,513900000.0,1121600000.0,289900000.0,277600000.0,319700000.0,549900000.0,,,,43300000.0,46300000.0,,,,131700000.0,336200000.0,,,2155000000.0,6800000.0,295500000.0,3143500000.0,1749200000.0,1658100000.0,737200000.0,1749200000.0,1749200000.0,1394300000.0,3143500000.0,935500000.0,657100000.0,,-872700000.0
A. O. Smith Corp,AOS,,91142,2020.0,Q1,,2020-03-31,2020-05-05 16:22:32+00:00,442000000.0,524000000.0,202600000.0,622200000.0,-362400000.0,416100000.0,,680600000.0,,,47700000.0,542600000.0,1159500000.0,333100000.0,335600000.0,312300000.0,537300000.0,,,,20800000.0,54500000.0,,,130900000.0,127500000.0,311200000.0,,,2336100000.0,6800000.0,135600000.0,2983000000.0,1616300000.0,1442500000.0,699100000.0,1616300000.0,1616300000.0,1366700000.0,2983000000.0,1003200000.0,667600000.0,,-1168900000.0
