company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2012.0,Q3TTM,2011-01-01,2011-12-31,,,,,,4023000.0,497000.0,-10307000.0,460000.0,12788000.0,-11173000.0,-1213000.0,12788000.0,-11173000.0,-1213000.0,899000.0,-2844000.0,-2844000.0,7915000.0,12328000.0,,-18503000.0,-2687000.0,,,10017000.0
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2012.0,Q3,2011-10-01,2011-12-31,,,,,,958000.0,-379000.0,-427000.0,103000.0,3986000.0,-8784000.0,4931000.0,3986000.0,-8784000.0,4931000.0,-246000.0,2921000.0,2921000.0,1479000.0,3883000.0,,-9001000.0,-800000.0,,,1017000.0
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2012.0,Q3YTD,2011-04-01,2011-12-31,2013-02-06 10:43:54+00:00,,,,,3083000.0,-441000.0,-9450000.0,300000.0,11983000.0,-10922000.0,-1359000.0,11983000.0,-10922000.0,-1359000.0,-739000.0,-1072000.0,-1072000.0,6080000.0,11683000.0,,-17002000.0,-1937000.0,,,8017000.0
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2012.0,Q2TTM,2010-10-01,2011-09-30,,,,,,3969000.0,446000.0,-6412000.0,357000.0,8875000.0,-7853000.0,-281000.0,8875000.0,-7853000.0,-281000.0,1187000.0,-6567000.0,-6567000.0,8729000.0,8518000.0,,-14503000.0,-2350000.0,,,9000000.0
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2012.0,Q2,2011-07-01,2011-09-30,,,,,,1079000.0,-282000.0,-1512000.0,197000.0,368000.0,-1165000.0,2266000.0,368000.0,-1165000.0,2266000.0,1187000.0,601000.0,601000.0,2098000.0,171000.0,,-3000000.0,-665000.0,,,2500000.0
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2012.0,Q2YTD,2011-04-01,2011-09-30,2012-11-05 16:26:46+00:00,,,,,2125000.0,-62000.0,-9023000.0,197000.0,7997000.0,-2138000.0,-6290000.0,7997000.0,-2138000.0,-6290000.0,-493000.0,-3993000.0,-3993000.0,4601000.0,7800000.0,,-8001000.0,-1137000.0,,,7000000.0
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2012.0,Q1TTM,2010-07-01,2011-06-30,,,,,,4035000.0,1410000.0,-6605000.0,313000.0,8909000.0,-5774000.0,-4335000.0,8909000.0,-5774000.0,-4335000.0,210000.0,-10369000.0,-10369000.0,8604000.0,8596000.0,217000.0,-11504000.0,-1987000.0,,,7500000.0
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2012.0,Q1,2011-04-01,2011-06-30,2012-08-06 16:05:42+00:00,,,,,1046000.0,220000.0,-7511000.0,,7629000.0,-973000.0,-8556000.0,7629000.0,-973000.0,-8556000.0,-1680000.0,-4594000.0,-4594000.0,2503000.0,7629000.0,,-5001000.0,-472000.0,,,4500000.0
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2013.0,Q4,2013-01-01,2013-03-31,,,,56000.0,,637000.0,-495000.0,295000.0,285000.0,-3928000.0,-4441000.0,7558000.0,-3928000.0,-4441000.0,7558000.0,-1306000.0,3742000.0,3742000.0,2884000.0,-60000.0,,-25177000.0,-764000.0,,-4153000.0,21500000.0
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2013.0,FY,2012-04-01,2013-03-31,2015-05-28 17:05:36+00:00,,,131000.0,,2723000.0,-862000.0,-2054000.0,555000.0,-11811000.0,-10265000.0,26399000.0,-11811000.0,-10265000.0,26399000.0,3461000.0,15014000.0,15014000.0,10716000.0,2679000.0,,-49429000.0,-2836000.0,,-15045000.0,42000000.0
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2013.0,Q3TTM,2012-01-01,2012-12-31,,,,92000.0,,3339000.0,-601000.0,-3855000.0,393000.0,-5186000.0,-12382000.0,23834000.0,-5186000.0,-12382000.0,23834000.0,5665000.0,13839000.0,13839000.0,10511000.0,5313000.0,,-31752000.0,-1880000.0,,-10892000.0,21250000.0
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2013.0,Q3,2012-10-01,2012-12-31,,,,75000.0,,637000.0,-90000.0,2123000.0,,-10408000.0,9049000.0,7709000.0,-10408000.0,9049000.0,7709000.0,6260000.0,2684000.0,2684000.0,2265000.0,246000.0,,-5502000.0,-449000.0,,-10654000.0,15000000.0
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2013.0,Q3YTD,2012-04-01,2012-12-31,2014-02-06 16:05:53+00:00,,,75000.0,,2086000.0,-367000.0,-2349000.0,270000.0,-7883000.0,-5824000.0,18841000.0,-7883000.0,-5824000.0,18841000.0,4767000.0,11272000.0,11272000.0,7832000.0,2739000.0,,-24252000.0,-2072000.0,,-10892000.0,20500000.0
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2013.0,Q2TTM,2011-10-01,2012-09-30,,,,17000.0,,3660000.0,-890000.0,-6405000.0,496000.0,9208000.0,-30215000.0,21056000.0,9208000.0,-30215000.0,21056000.0,-841000.0,14076000.0,14076000.0,9725000.0,8950000.0,,-35251000.0,-2231000.0,,-238000.0,7267000.0
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2013.0,Q2,2012-07-01,2012-09-30,,,,,,607000.0,562000.0,-1890000.0,270000.0,1535000.0,-8403000.0,6814000.0,1535000.0,-8403000.0,6814000.0,508000.0,5469000.0,5469000.0,2628000.0,1265000.0,,-7250000.0,-1153000.0,,,
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2013.0,Q2YTD,2012-04-01,2012-09-30,2013-11-08 14:17:52+00:00,,,,,1449000.0,-277000.0,-4472000.0,270000.0,2525000.0,-14873000.0,11132000.0,2525000.0,-14873000.0,11132000.0,-1493000.0,8588000.0,8588000.0,5567000.0,2493000.0,,-18750000.0,-1623000.0,,-238000.0,5500000.0
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2013.0,Q1TTM,2011-07-01,2012-06-30,,,,17000.0,,4132000.0,-1734000.0,-6027000.0,423000.0,8041000.0,-22977000.0,16508000.0,8041000.0,-22977000.0,16508000.0,-162000.0,9208000.0,9208000.0,9195000.0,7856000.0,,-31001000.0,-1743000.0,,-238000.0,9767000.0
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2013.0,Q1,2012-04-01,2012-06-30,2013-08-07 16:09:53+00:00,,,,,842000.0,-839000.0,-2582000.0,,990000.0,-6470000.0,4318000.0,990000.0,-6470000.0,4318000.0,-2001000.0,3119000.0,3119000.0,2939000.0,1228000.0,,-11500000.0,-470000.0,,-238000.0,5500000.0
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2014.0,FY,2013-04-01,2014-03-31,2016-05-26 16:09:12+00:00,,,1324000.0,,2508000.0,639000.0,330000.0,697000.0,9632000.0,-22272000.0,23466000.0,9632000.0,-22272000.0,23466000.0,11465000.0,7351000.0,7351000.0,13277000.0,8935000.0,,-87776000.0,-2761000.0,,,68265000.0
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2014.0,Q4,2014-01-01,2014-03-31,,,,218000.0,,645000.0,25000.0,1370000.0,385000.0,1519000.0,-13155000.0,9895000.0,1519000.0,-13155000.0,9895000.0,-1716000.0,3622000.0,3622000.0,4258000.0,1134000.0,,-28696000.0,-460000.0,,,16001000.0
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2014.0,Q3TTM,2013-01-01,2013-12-31,,,,1162000.0,,2500000.0,119000.0,-745000.0,597000.0,4185000.0,-13558000.0,21129000.0,4185000.0,-13558000.0,21129000.0,11875000.0,7471000.0,7471000.0,11903000.0,7741000.0,,-84257000.0,-3065000.0,,-4153000.0,73764000.0
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2014.0,Q3,2013-10-01,2013-12-31,,,,236000.0,,541000.0,186000.0,1767000.0,,2909000.0,968000.0,8449000.0,2909000.0,968000.0,8449000.0,12512000.0,4393000.0,4393000.0,1748000.0,2909000.0,,-24481000.0,-1065000.0,,,26514000.0
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2014.0,Q3YTD,2013-04-01,2013-12-31,2015-01-30 15:00:24+00:00,,,1106000.0,,1863000.0,614000.0,-1040000.0,312000.0,8113000.0,-9117000.0,13571000.0,8113000.0,-9117000.0,13571000.0,13181000.0,3729000.0,3729000.0,9019000.0,7801000.0,,-59080000.0,-2301000.0,,,52264000.0
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2014.0,Q2TTM,2012-10-01,2013-09-30,,,,1001000.0,,2596000.0,-157000.0,-389000.0,597000.0,-9132000.0,-5477000.0,20389000.0,-9132000.0,-5477000.0,20389000.0,5623000.0,5762000.0,5762000.0,12420000.0,5078000.0,,-65278000.0,-2449000.0,,-14807000.0,62250000.0
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2014.0,Q2,2013-07-01,2013-09-30,,,,72000.0,,670000.0,512000.0,298000.0,312000.0,3699000.0,-10973000.0,5155000.0,3699000.0,-10973000.0,5155000.0,-1607000.0,1059000.0,1059000.0,3128000.0,2961000.0,,-18448000.0,-525000.0,,426000.0,8000000.0
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2014.0,Q2YTD,2013-04-01,2013-09-30,2014-11-10 14:36:59+00:00,,,870000.0,,1322000.0,428000.0,-2807000.0,312000.0,5204000.0,-10085000.0,5122000.0,5204000.0,-10085000.0,5122000.0,669000.0,-664000.0,-664000.0,7271000.0,4892000.0,,-34599000.0,-1236000.0,,,25750000.0
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2014.0,Q1TTM,2012-07-01,2013-06-30,,,,929000.0,,2533000.0,-107000.0,-2577000.0,555000.0,-11296000.0,-2907000.0,22048000.0,-11296000.0,-2907000.0,22048000.0,7738000.0,10172000.0,10172000.0,11920000.0,3382000.0,,-54080000.0,-3077000.0,,-15233000.0,54250000.0
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2014.0,Q1,2013-04-01,2013-06-30,2014-08-06 12:52:56+00:00,,,798000.0,,652000.0,-84000.0,-3105000.0,,1505000.0,888000.0,-33000.0,1505000.0,888000.0,-33000.0,2276000.0,-1723000.0,-1723000.0,4143000.0,1931000.0,,-16151000.0,-711000.0,,-426000.0,17750000.0
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2015.0,FY,2014-04-01,2015-03-31,2017-05-25 16:08:18+00:00,-15697000.0,,1215000.0,,2770000.0,-1465000.0,-91308000.0,795000.0,9523000.0,-49863000.0,43290000.0,9523000.0,-49863000.0,43290000.0,1485000.0,113688000.0,113688000.0,18140000.0,8728000.0,,-100508000.0,-5188000.0,,,71530000.0
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2015.0,Q4,2015-01-01,2015-03-31,,,,125000.0,,974000.0,-692000.0,-85851000.0,398000.0,1515000.0,-16163000.0,18263000.0,1515000.0,-16163000.0,18263000.0,2923000.0,98874000.0,98874000.0,4266000.0,1117000.0,,-26847000.0,-2956000.0,,,13640000.0
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2015.0,Q3TTM,2014-01-01,2014-12-31,,-15697000.0,,1308000.0,,2441000.0,-748000.0,-4087000.0,782000.0,9527000.0,-46855000.0,34922000.0,9527000.0,-46855000.0,34922000.0,-3154000.0,18436000.0,18436000.0,18132000.0,8745000.0,,-102357000.0,-2692000.0,,,73891000.0
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2015.0,Q3,2014-10-01,2014-12-31,,,,791000.0,,600000.0,-467000.0,-3133000.0,,6064000.0,-18727000.0,15125000.0,6064000.0,-18727000.0,15125000.0,1995000.0,12684000.0,12684000.0,4974000.0,6064000.0,,-27991000.0,-736000.0,,,10000000.0
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2015.0,Q3YTD,2014-04-01,2014-12-31,2016-02-05 16:08:32+00:00,-15697000.0,,1090000.0,,1796000.0,-773000.0,-5457000.0,397000.0,8008000.0,-33700000.0,25027000.0,8008000.0,-33700000.0,25027000.0,-1438000.0,14814000.0,14814000.0,13874000.0,7611000.0,,-73661000.0,-2232000.0,,,57890000.0
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2015.0,Q2TTM,2013-10-01,2014-09-30,,-15697000.0,,753000.0,,2382000.0,-95000.0,813000.0,782000.0,6372000.0,-27160000.0,28246000.0,6372000.0,-27160000.0,28246000.0,7363000.0,10145000.0,10145000.0,14906000.0,5590000.0,,-98847000.0,-3021000.0,,,90405000.0
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2015.0,Q2,2014-07-01,2014-09-30,,-15697000.0,,127000.0,,575000.0,-307000.0,-2075000.0,397000.0,2137000.0,-25799000.0,6712000.0,2137000.0,-25799000.0,6712000.0,-17257000.0,3839000.0,3839000.0,4373000.0,1740000.0,,-21146000.0,-1116000.0,,,12160000.0
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2015.0,Q2YTD,2014-04-01,2014-09-30,2015-11-04 16:06:42+00:00,-15697000.0,,299000.0,,1196000.0,-306000.0,-2324000.0,397000.0,1944000.0,-14973000.0,9902000.0,1944000.0,-14973000.0,9902000.0,-3433000.0,2130000.0,2130000.0,8900000.0,1547000.0,,-45670000.0,-1496000.0,,,47890000.0
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2015.0,Q1TTM,2013-07-01,2014-06-30,,,,698000.0,,2477000.0,724000.0,3186000.0,697000.0,7934000.0,-12334000.0,26689000.0,7934000.0,-12334000.0,26689000.0,23013000.0,7365000.0,7365000.0,13661000.0,6811000.0,,-96149000.0,-2430000.0,,426000.0,86245000.0
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2015.0,Q1,2014-04-01,2014-06-30,2015-08-06 16:17:24+00:00,,,172000.0,,621000.0,1000.0,-249000.0,,-193000.0,10826000.0,3190000.0,-193000.0,10826000.0,3190000.0,13824000.0,-1709000.0,-1709000.0,4527000.0,-193000.0,,-24524000.0,-380000.0,,,35730000.0
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2016.0,FY,2015-04-01,2016-03-31,2018-05-24 16:11:43+00:00,,,848000.0,,3277000.0,-415000.0,7749000.0,1135000.0,7160000.0,-57710000.0,76795000.0,7160000.0,-57710000.0,76795000.0,25830000.0,38147000.0,38147000.0,27622000.0,6025000.0,,-261725000.0,-15624000.0,,,219639000.0
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2016.0,Q4,2016-01-01,2016-03-31,,,,124000.0,,1063000.0,183000.0,5551000.0,684000.0,1892000.0,-29627000.0,22557000.0,1892000.0,-29627000.0,22557000.0,-4995000.0,10998000.0,10998000.0,4945000.0,1208000.0,,-71380000.0,-7691000.0,,,49444000.0
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2016.0,Q3YTD,2015-04-01,2015-12-31,2017-02-03 16:06:37+00:00,,,724000.0,,2214000.0,-598000.0,2198000.0,451000.0,5268000.0,-28083000.0,54238000.0,5268000.0,-28083000.0,54238000.0,30825000.0,27149000.0,27149000.0,22677000.0,4817000.0,,-190345000.0,-7933000.0,,,170195000.0
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2016.0,Q3TTM,2015-01-01,2015-12-31,,,,849000.0,,3188000.0,-1290000.0,-83653000.0,849000.0,6783000.0,-44246000.0,72501000.0,6783000.0,-44246000.0,72501000.0,33748000.0,126023000.0,126023000.0,26943000.0,5934000.0,,-217192000.0,-10889000.0,,,183835000.0
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2016.0,Q3,2015-10-01,2015-12-31,,,,148000.0,,862000.0,-485000.0,7431000.0,,273000.0,-26365000.0,25382000.0,273000.0,-26365000.0,25382000.0,-1195000.0,10555000.0,10555000.0,6534000.0,273000.0,,-90593000.0,-4514000.0,,,68742000.0
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2016.0,Q2YTD,2015-04-01,2015-09-30,2016-11-04 16:16:24+00:00,,,576000.0,,1352000.0,-113000.0,-5233000.0,451000.0,4995000.0,-1718000.0,28856000.0,4995000.0,-1718000.0,28856000.0,32020000.0,16594000.0,16594000.0,16143000.0,4544000.0,,-99752000.0,-3419000.0,,,101453000.0
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2016.0,Q2TTM,2014-10-01,2015-09-30,,,,1492000.0,,2926000.0,-1272000.0,-94217000.0,849000.0,12574000.0,-36608000.0,62244000.0,12574000.0,-36608000.0,62244000.0,36938000.0,128152000.0,128152000.0,25383000.0,11725000.0,,-154590000.0,-7111000.0,,,125093000.0
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2016.0,Q2,2015-07-01,2015-09-30,,,,302000.0,,689000.0,-280000.0,-1645000.0,446000.0,3785000.0,-7457000.0,17942000.0,3785000.0,-7457000.0,17942000.0,13990000.0,7735000.0,7735000.0,11163000.0,3339000.0,,-57091000.0,-1556000.0,,,51190000.0
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2016.0,Q1,2015-04-01,2015-06-30,2016-08-03 15:08:34+00:00,,,274000.0,,663000.0,167000.0,-3588000.0,5000.0,1210000.0,5739000.0,10914000.0,1210000.0,5739000.0,10914000.0,18030000.0,8859000.0,8859000.0,4980000.0,1205000.0,,-42661000.0,-1863000.0,,,50263000.0
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2016.0,Q1TTM,2014-07-01,2015-06-30,,-15697000.0,,1317000.0,,2812000.0,-1299000.0,-94647000.0,800000.0,10926000.0,-54950000.0,51014000.0,10926000.0,-54950000.0,51014000.0,5691000.0,124256000.0,124256000.0,18593000.0,10126000.0,,-118645000.0,-6671000.0,,,86063000.0
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2017.0,FY,2016-04-01,2017-03-31,2019-05-23 16:07:01+00:00,,,1405000.0,354000.0,6202000.0,-1841000.0,32726000.0,1720000.0,3867000.0,-126333000.0,115116000.0,3867000.0,-126333000.0,115116000.0,-9191000.0,52116000.0,52116000.0,24072000.0,2593000.0,,-281400000.0,-50415000.0,-446000.0,,205482000.0
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2017.0,Q4,2017-01-01,2017-03-31,,,,670000.0,131000.0,1714000.0,-460000.0,18543000.0,951000.0,10400000.0,-69224000.0,37255000.0,10400000.0,-69224000.0,37255000.0,-22029000.0,14899000.0,14899000.0,2099000.0,9631000.0,,-103660000.0,-26376000.0,-182000.0,,60812000.0
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2017.0,Q3YTD,2016-04-01,2016-12-31,2018-02-06 16:23:49+00:00,,,735000.0,223000.0,4488000.0,-1381000.0,14183000.0,769000.0,-6533000.0,-57109000.0,77861000.0,-6533000.0,-57109000.0,77861000.0,12838000.0,37217000.0,37217000.0,21973000.0,-7038000.0,,-177740000.0,-24039000.0,-264000.0,,144670000.0
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2017.0,Q3TTM,2016-01-01,2016-12-31,,,,859000.0,223000.0,5551000.0,-1198000.0,19734000.0,1453000.0,-4641000.0,-86736000.0,100418000.0,-4641000.0,-86736000.0,100418000.0,7843000.0,48215000.0,48215000.0,26918000.0,-5830000.0,,-249120000.0,-31730000.0,-264000.0,,194114000.0
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2017.0,Q3,2016-10-01,2016-12-31,,,,175000.0,134000.0,1530000.0,-1653000.0,10947000.0,,2994000.0,-29106000.0,34125000.0,2994000.0,-29106000.0,34125000.0,6360000.0,15432000.0,15432000.0,6216000.0,3175000.0,,-43505000.0,-13586000.0,-181000.0,,27985000.0
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2017.0,Q2YTD,2016-04-01,2016-09-30,2017-11-02 16:33:06+00:00,,,560000.0,89000.0,2958000.0,272000.0,3236000.0,769000.0,-9527000.0,-28003000.0,43736000.0,-9527000.0,-28003000.0,43736000.0,6478000.0,21785000.0,21785000.0,15757000.0,-10213000.0,,-134235000.0,-10453000.0,-83000.0,,116685000.0
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2017.0,Q2TTM,2015-10-01,2016-09-30,,,,832000.0,89000.0,4883000.0,-30000.0,16218000.0,1453000.0,-7362000.0,-83995000.0,91675000.0,-7362000.0,-83995000.0,91675000.0,288000.0,43338000.0,43338000.0,27236000.0,-8732000.0,,-296208000.0,-22658000.0,-83000.0,,234871000.0
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2017.0,Q2,2016-07-01,2016-09-30,,,,140000.0,89000.0,1552000.0,60000.0,-795000.0,769000.0,1695000.0,-2676000.0,17356000.0,1695000.0,-2676000.0,17356000.0,16435000.0,8875000.0,8875000.0,7724000.0,1009000.0,,-66917000.0,-5354000.0,-83000.0,,69595000.0
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2017.0,Q1,2016-04-01,2016-06-30,2017-08-01 15:06:52+00:00,,,420000.0,,1406000.0,212000.0,4031000.0,,-11222000.0,-25327000.0,26380000.0,-11222000.0,-25327000.0,26380000.0,-9957000.0,12910000.0,12910000.0,8033000.0,-11222000.0,,-67318000.0,-5099000.0,,,47090000.0
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2017.0,Q1TTM,2015-07-01,2016-06-30,,,,994000.0,,4020000.0,-370000.0,15368000.0,1130000.0,-5272000.0,-88776000.0,92261000.0,-5272000.0,-88776000.0,92261000.0,-2157000.0,42198000.0,42198000.0,30675000.0,-6402000.0,,-286382000.0,-18860000.0,,,216466000.0
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2018.0,FY,2017-04-01,2018-03-31,2020-05-21 16:08:19+00:00,,,4641000.0,302000.0,11005000.0,1288000.0,25034000.0,2394000.0,-9137000.0,-180762000.0,192546000.0,-9137000.0,-180762000.0,192546000.0,3935000.0,112170000.0,112170000.0,44337000.0,-11014000.0,,-331808000.0,-55863000.0,-517000.0,,206909000.0
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2018.0,Q4,2018-01-01,2018-03-31,,,,3796000.0,,2905000.0,1978000.0,4684000.0,1331000.0,2551000.0,-68455000.0,56399000.0,2551000.0,-68455000.0,56399000.0,-7527000.0,36847000.0,36847000.0,11963000.0,1220000.0,,-121974000.0,-5295000.0,,,58814000.0
