company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheroperatingexpenses,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
UnitedHealth Group Inc,UNH,549300GHBMY8T5GXDE41,731766,2010.0,Q3TTM,2009-10-01,2010-09-30,,4.01,4.01,0.28,1002000000.0,3.97,2595000000.0,4535000000.0,4535000000.0,4535000000.0,,2050000000.0,91909000000.0,67624000000.0,13596000000.0,2050000000.0,89859000000.0,507000000.0,82222000000.0,7637000000.0,-507000000.0,7130000000.0,91909000000.0,1110400000.0,1115000000.0,1124000000.0
UnitedHealth Group Inc,UNH,549300GHBMY8T5GXDE41,731766,2010.0,Q3,2010-07-01,2010-09-30,2011-11-04 17:05:48+00:00,1.15,1.15,0.125,247000000.0,1.14,749000000.0,1277000000.0,1277000000.0,1277000000.0,,536000000.0,23668000000.0,17192000000.0,3548000000.0,536000000.0,23132000000.0,119000000.0,20987000000.0,2145000000.0,-119000000.0,2026000000.0,23668000000.0,1110400000.0,1115000000.0,1124000000.0
UnitedHealth Group Inc,UNH,549300GHBMY8T5GXDE41,731766,2010.0,Q2YTD,2010-01-01,2010-06-30,,2.04,2.04,0.16,497000000.0,2.02,1359000000.0,2314000000.0,2314000000.0,2314000000.0,,1017000000.0,46457000000.0,34391000000.0,6635000000.0,1017000000.0,45440000000.0,244000000.0,41523000000.0,3917000000.0,-244000000.0,3673000000.0,46457000000.0,1123000000.0,1127000000.0,1135000000.0
UnitedHealth Group Inc,UNH,549300GHBMY8T5GXDE41,731766,2010.0,Q2TTM,2009-07-01,2010-06-30,,3.76,3.76,0.16,1005000000.0,3.72,2350000000.0,4293000000.0,4293000000.0,4293000000.0,,1956000000.0,89936000000.0,66603000000.0,13204000000.0,1956000000.0,87980000000.0,525000000.0,80812000000.0,7168000000.0,-525000000.0,6643000000.0,89936000000.0,1123000000.0,1127000000.0,1135000000.0
UnitedHealth Group Inc,UNH,549300GHBMY8T5GXDE41,731766,2010.0,Q2,2010-04-01,2010-06-30,2011-08-02 16:20:15+00:00,1.0,1.0,0.155,249000000.0,0.99,659000000.0,1123000000.0,1123000000.0,1123000000.0,,534000000.0,23264000000.0,17221000000.0,3359000000.0,534000000.0,22730000000.0,119000000.0,20829000000.0,1901000000.0,-119000000.0,1782000000.0,23264000000.0,1123000000.0,1127000000.0,1135000000.0
UnitedHealth Group Inc,UNH,549300GHBMY8T5GXDE41,731766,2010.0,Q1TTM,2009-04-01,2010-03-31,,3.49,3.49,0.03,1005000000.0,3.46,2133000000.0,4029000000.0,4029000000.0,4029000000.0,,1844000000.0,88327000000.0,65889000000.0,12882000000.0,1844000000.0,86483000000.0,545000000.0,79776000000.0,6707000000.0,-545000000.0,6162000000.0,88327000000.0,1145200000.0,1145000000.0,1156000000.0
UnitedHealth Group Inc,UNH,549300GHBMY8T5GXDE41,731766,2010.0,Q1,2010-01-01,2010-03-31,2011-05-03 17:28:02+00:00,1.04,1.04,0.0,248000000.0,1.03,700000000.0,1191000000.0,1191000000.0,1191000000.0,,483000000.0,23193000000.0,17170000000.0,3276000000.0,483000000.0,22710000000.0,125000000.0,20694000000.0,2016000000.0,-125000000.0,1891000000.0,23193000000.0,1145200000.0,1145000000.0,1156000000.0
UnitedHealth Group Inc,UNH,549300GHBMY8T5GXDE41,731766,2011.0,Q4,2011-10-01,2011-12-31,,1.2,1.2,0.16,290000000.0,1.18,677000000.0,1258000000.0,1258000000.0,1258000000.0,,623000000.0,25916000000.0,18621000000.0,4308000000.0,623000000.0,25293000000.0,139000000.0,23219000000.0,2074000000.0,-139000000.0,1935000000.0,25916000000.0,1069000000.0,1070000000.0,1087000000.0
UnitedHealth Group Inc,UNH,549300GHBMY8T5GXDE41,731766,2011.0,FY,2011-01-01,2011-12-31,2014-02-12 16:32:19+00:00,4.81,4.81,0.6125,1124000000.0,4.73,2817000000.0,5142000000.0,5142000000.0,5142000000.0,0.0,2385000000.0,101862000000.0,74332000000.0,15557000000.0,2385000000.0,99477000000.0,505000000.0,91013000000.0,8464000000.0,-505000000.0,7959000000.0,101862000000.0,1069000000.0,1070000000.0,1087000000.0
UnitedHealth Group Inc,UNH,549300GHBMY8T5GXDE41,731766,2011.0,Q3YTD,2011-01-01,2011-09-30,,3.61,3.61,0.45,834000000.0,3.55,2140000000.0,3884000000.0,3884000000.0,3884000000.0,,1762000000.0,75946000000.0,55711000000.0,11249000000.0,1762000000.0,74184000000.0,366000000.0,67794000000.0,6390000000.0,-366000000.0,6024000000.0,75946000000.0,1068100000.0,1065000000.0,1083000000.0
UnitedHealth Group Inc,UNH,549300GHBMY8T5GXDE41,731766,2011.0,Q3TTM,2010-10-01,2011-09-30,,4.56,4.56,0.58,1154000000.0,4.49,2781000000.0,4927000000.0,4927000000.0,4927000000.0,,2325000000.0,99976000000.0,72969000000.0,15336000000.0,2325000000.0,97651000000.0,484000000.0,89459000000.0,8192000000.0,-484000000.0,7708000000.0,99976000000.0,1068100000.0,1065000000.0,1083000000.0
UnitedHealth Group Inc,UNH,549300GHBMY8T5GXDE41,731766,2011.0,Q3,2011-07-01,2011-09-30,2012-10-30 16:11:40+00:00,1.19,1.19,0.1625,294000000.0,1.17,670000000.0,1271000000.0,1271000000.0,1271000000.0,,609000000.0,25280000000.0,18408000000.0,3899000000.0,609000000.0,24671000000.0,129000000.0,22601000000.0,2070000000.0,-129000000.0,1941000000.0,25280000000.0,1068100000.0,1065000000.0,1083000000.0
UnitedHealth Group Inc,UNH,549300GHBMY8T5GXDE41,731766,2011.0,Q2YTD,2011-01-01,2011-06-30,,2.42,2.42,0.29,540000000.0,2.38,1470000000.0,2613000000.0,2613000000.0,2613000000.0,,1153000000.0,50666000000.0,37303000000.0,7350000000.0,1153000000.0,49513000000.0,237000000.0,45193000000.0,4320000000.0,-237000000.0,4083000000.0,50666000000.0,1073700000.0,1075000000.0,1094000000.0
UnitedHealth Group Inc,UNH,549300GHBMY8T5GXDE41,731766,2011.0,Q2TTM,2010-07-01,2011-06-30,,4.52,4.52,0.54,1107000000.0,4.46,2860000000.0,4933000000.0,4933000000.0,4933000000.0,,2252000000.0,98364000000.0,71753000000.0,14985000000.0,2252000000.0,96112000000.0,474000000.0,87845000000.0,8267000000.0,-474000000.0,7793000000.0,98364000000.0,1073700000.0,1075000000.0,1094000000.0
UnitedHealth Group Inc,UNH,549300GHBMY8T5GXDE41,731766,2011.0,Q2,2011-04-01,2011-06-30,2012-08-07 16:05:06+00:00,1.18,1.18,0.1625,270000000.0,1.16,713000000.0,1267000000.0,1267000000.0,1267000000.0,,554000000.0,25234000000.0,18578000000.0,3733000000.0,554000000.0,24680000000.0,119000000.0,22581000000.0,2099000000.0,-119000000.0,1980000000.0,25234000000.0,1073700000.0,1075000000.0,1094000000.0
UnitedHealth Group Inc,UNH,549300GHBMY8T5GXDE41,731766,2011.0,Q1TTM,2010-04-01,2011-03-31,,4.34,4.34,0.53,1086000000.0,4.29,2806000000.0,4789000000.0,4789000000.0,4789000000.0,,2232000000.0,96394000000.0,70396000000.0,14611000000.0,2232000000.0,94162000000.0,474000000.0,86093000000.0,8069000000.0,-474000000.0,7595000000.0,96394000000.0,1085500000.0,1086000000.0,1099000000.0
UnitedHealth Group Inc,UNH,549300GHBMY8T5GXDE41,731766,2011.0,Q1,2011-01-01,2011-03-31,2012-05-03 16:23:59+00:00,1.24,1.24,0.125,270000000.0,1.22,757000000.0,1346000000.0,1346000000.0,1346000000.0,,599000000.0,25432000000.0,18725000000.0,3617000000.0,599000000.0,24833000000.0,118000000.0,22612000000.0,2221000000.0,-118000000.0,2103000000.0,25432000000.0,1085500000.0,1086000000.0,1099000000.0
UnitedHealth Group Inc,UNH,549300GHBMY8T5GXDE41,731766,2012.0,Q4,2012-10-01,2012-12-31,,1.22,1.22,0.21,370000000.0,1.2,684000000.0,1244000000.0,1244000000.0,1244000000.0,,642000000.0,28776000000.0,20803000000.0,4853000000.0,642000000.0,28134000000.0,173000000.0,26026000000.0,2101000000.0,-173000000.0,1928000000.0,28776000000.0,1027100000.0,1027000000.0,1046000000.0
UnitedHealth Group Inc,UNH,549300GHBMY8T5GXDE41,731766,2012.0,FY,2012-01-01,2012-12-31,2015-02-10 16:45:11+00:00,5.38,5.38,0.8,1309000000.0,5.28,3096000000.0,5526000000.0,5526000000.0,5526000000.0,0.0,2523000000.0,110635000000.0,80226000000.0,17306000000.0,2523000000.0,108112000000.0,632000000.0,98841000000.0,9254000000.0,-632000000.0,8622000000.0,110635000000.0,1027100000.0,1027000000.0,1046000000.0
UnitedHealth Group Inc,UNH,549300GHBMY8T5GXDE41,731766,2012.0,Q3YTD,2012-01-01,2012-09-30,,4.16,4.16,0.59,939000000.0,4.08,2412000000.0,4282000000.0,4282000000.0,4282000000.0,,1881000000.0,81859000000.0,59423000000.0,12453000000.0,1881000000.0,79978000000.0,459000000.0,72815000000.0,7153000000.0,-459000000.0,6694000000.0,81859000000.0,1024300000.0,1022000000.0,1039000000.0
UnitedHealth Group Inc,UNH,549300GHBMY8T5GXDE41,731766,2012.0,Q3TTM,2011-10-01,2012-09-30,,5.36,5.36,0.75,1229000000.0,5.26,3089000000.0,5540000000.0,5540000000.0,5540000000.0,,2504000000.0,107775000000.0,78044000000.0,16761000000.0,2504000000.0,105271000000.0,598000000.0,96034000000.0,9227000000.0,-598000000.0,8629000000.0,107775000000.0,1024300000.0,1022000000.0,1039000000.0
UnitedHealth Group Inc,UNH,549300GHBMY8T5GXDE41,731766,2012.0,Q3,2012-07-01,2012-09-30,2013-11-07 16:03:34+00:00,1.52,1.52,0.2125,317000000.0,1.5,895000000.0,1557000000.0,1557000000.0,1557000000.0,0.0,627000000.0,27302000000.0,19471000000.0,4277000000.0,627000000.0,26675000000.0,158000000.0,24065000000.0,2610000000.0,-158000000.0,2452000000.0,27302000000.0,1024300000.0,1022000000.0,1039000000.0
UnitedHealth Group Inc,UNH,549300GHBMY8T5GXDE41,731766,2012.0,Q2YTD,2012-01-01,2012-06-30,,2.64,2.64,0.38,622000000.0,2.58,1517000000.0,2725000000.0,2725000000.0,2725000000.0,,1254000000.0,54557000000.0,39952000000.0,8176000000.0,1254000000.0,53303000000.0,301000000.0,48750000000.0,4543000000.0,-301000000.0,4242000000.0,54557000000.0,1028500000.0,1028000000.0,1049000000.0
UnitedHealth Group Inc,UNH,549300GHBMY8T5GXDE41,731766,2012.0,Q2TTM,2011-07-01,2012-06-30,,5.03,5.03,0.7,1206000000.0,4.93,2864000000.0,5254000000.0,5254000000.0,5254000000.0,,2486000000.0,105753000000.0,76981000000.0,16383000000.0,2486000000.0,103267000000.0,569000000.0,94570000000.0,8687000000.0,-569000000.0,8118000000.0,105753000000.0,1028500000.0,1028000000.0,1049000000.0
UnitedHealth Group Inc,UNH,549300GHBMY8T5GXDE41,731766,2012.0,Q2,2012-04-01,2012-06-30,2013-08-05 16:09:40+00:00,1.3,1.3,0.2125,326000000.0,1.27,736000000.0,1337000000.0,1337000000.0,1337000000.0,0.0,620000000.0,27275000000.0,20013000000.0,4080000000.0,620000000.0,26655000000.0,153000000.0,24419000000.0,2226000000.0,-153000000.0,2073000000.0,27275000000.0,1028500000.0,1028000000.0,1049000000.0
UnitedHealth Group Inc,UNH,549300GHBMY8T5GXDE41,731766,2012.0,Q1TTM,2011-04-01,2012-03-31,,4.91,4.91,0.65,1150000000.0,4.82,2841000000.0,5184000000.0,5184000000.0,5184000000.0,,2420000000.0,103712000000.0,75546000000.0,16036000000.0,2420000000.0,101292000000.0,535000000.0,92732000000.0,8560000000.0,-535000000.0,8025000000.0,103712000000.0,1035800000.0,1039000000.0,1060000000.0
UnitedHealth Group Inc,UNH,549300GHBMY8T5GXDE41,731766,2012.0,Q1,2012-01-01,2012-03-31,2013-05-06 16:47:57+00:00,1.34,1.34,0.1625,296000000.0,1.31,781000000.0,1388000000.0,1388000000.0,1388000000.0,0.0,634000000.0,27282000000.0,19939000000.0,4096000000.0,634000000.0,26648000000.0,148000000.0,24331000000.0,2317000000.0,-148000000.0,2169000000.0,27282000000.0,1035800000.0,1039000000.0,1060000000.0
UnitedHealth Group Inc,UNH,549300GHBMY8T5GXDE41,731766,2013.0,FY,2013-01-01,2013-12-31,2016-02-09 16:12:06+00:00,5.59,5.59,1.0525,1375000000.0,5.5,3242000000.0,5673000000.0,5673000000.0,5625000000.0,48000000.0,2891000000.0,122497000000.0,89659000000.0,18941000000.0,2891000000.0,119606000000.0,708000000.0,109975000000.0,9623000000.0,-708000000.0,8915000000.0,122497000000.0,1006300000.0,1006000000.0,1023000000.0
UnitedHealth Group Inc,UNH,549300GHBMY8T5GXDE41,731766,2013.0,Q4,2013-10-01,2013-12-31,,1.44,1.44,0.28,350000000.0,1.41,849000000.0,1427000000.0,1427000000.0,1427000000.0,,809000000.0,31109000000.0,22873000000.0,4633000000.0,809000000.0,30300000000.0,176000000.0,27856000000.0,2452000000.0,-176000000.0,2276000000.0,31109000000.0,1006300000.0,1006000000.0,1023000000.0
UnitedHealth Group Inc,UNH,549300GHBMY8T5GXDE41,731766,2013.0,Q3YTD,2013-01-01,2013-09-30,,4.15,4.15,0.77,1025000000.0,4.09,2393000000.0,4246000000.0,4246000000.0,4198000000.0,48000000.0,2082000000.0,91388000000.0,66786000000.0,14308000000.0,2082000000.0,89306000000.0,532000000.0,82119000000.0,7171000000.0,-532000000.0,6639000000.0,91388000000.0,1006400000.0,1004000000.0,1024000000.0
UnitedHealth Group Inc,UNH,549300GHBMY8T5GXDE41,731766,2013.0,Q3TTM,2012-10-01,2013-09-30,,5.37,5.37,0.99,1395000000.0,5.29,3077000000.0,5490000000.0,5490000000.0,5442000000.0,48000000.0,2724000000.0,120164000000.0,87589000000.0,19161000000.0,2724000000.0,117440000000.0,705000000.0,108145000000.0,9272000000.0,-705000000.0,8567000000.0,120164000000.0,1006400000.0,1004000000.0,1024000000.0
UnitedHealth Group Inc,UNH,549300GHBMY8T5GXDE41,731766,2013.0,Q3,2013-07-01,2013-09-30,2014-11-10 12:26:44+00:00,1.56,1.56,0.28,349000000.0,1.53,883000000.0,1570000000.0,1570000000.0,1570000000.0,0.0,731000000.0,30631000000.0,22044000000.0,4869000000.0,731000000.0,29900000000.0,178000000.0,27262000000.0,2631000000.0,-178000000.0,2453000000.0,30631000000.0,1006400000.0,1004000000.0,1024000000.0
UnitedHealth Group Inc,UNH,549300GHBMY8T5GXDE41,731766,2013.0,Q2YTD,2013-01-01,2013-06-30,,2.59,2.59,0.49,676000000.0,2.56,1510000000.0,2676000000.0,2676000000.0,2628000000.0,48000000.0,1351000000.0,60757000000.0,44742000000.0,9439000000.0,1351000000.0,59406000000.0,354000000.0,54857000000.0,4540000000.0,-354000000.0,4186000000.0,60757000000.0,1011300000.0,1009000000.0,1026000000.0
UnitedHealth Group Inc,UNH,549300GHBMY8T5GXDE41,731766,2013.0,Q2TTM,2012-07-01,2013-06-30,,5.33,5.33,0.92,1363000000.0,5.26,3089000000.0,5477000000.0,5477000000.0,5429000000.0,48000000.0,2620000000.0,116835000000.0,85016000000.0,18569000000.0,2620000000.0,114215000000.0,685000000.0,104948000000.0,9251000000.0,-685000000.0,8566000000.0,116835000000.0,1011300000.0,1009000000.0,1026000000.0
UnitedHealth Group Inc,UNH,549300GHBMY8T5GXDE41,731766,2013.0,Q2,2013-04-01,2013-06-30,2014-08-04 16:04:27+00:00,1.42,1.42,0.28,340000000.0,1.4,789000000.0,1436000000.0,1436000000.0,1436000000.0,0.0,669000000.0,30417000000.0,22173000000.0,4825000000.0,669000000.0,29748000000.0,176000000.0,27338000000.0,2401000000.0,-176000000.0,2225000000.0,30417000000.0,1011300000.0,1009000000.0,1026000000.0
UnitedHealth Group Inc,UNH,549300GHBMY8T5GXDE41,731766,2013.0,Q1TTM,2012-04-01,2013-03-31,,5.21,5.21,0.85,1349000000.0,5.13,3036000000.0,5378000000.0,5378000000.0,5330000000.0,48000000.0,2571000000.0,113693000000.0,82856000000.0,17824000000.0,2571000000.0,111122000000.0,662000000.0,102029000000.0,9076000000.0,-662000000.0,8414000000.0,113693000000.0,1018800000.0,1016000000.0,1029000000.0
UnitedHealth Group Inc,UNH,549300GHBMY8T5GXDE41,731766,2013.0,Q1,2013-01-01,2013-03-31,2014-05-06 16:40:54+00:00,1.17,1.17,0.2125,336000000.0,1.16,721000000.0,1240000000.0,1240000000.0,1192000000.0,48000000.0,682000000.0,30340000000.0,22569000000.0,4614000000.0,682000000.0,29658000000.0,178000000.0,27519000000.0,2139000000.0,-178000000.0,1961000000.0,30340000000.0,1018800000.0,1016000000.0,1029000000.0
UnitedHealth Group Inc,UNH,549300GHBMY8T5GXDE41,731766,2014.0,FY,2014-01-01,2014-12-31,2017-02-08 16:22:01+00:00,5.78,5.78,1.405,1478000000.0,5.7,4037000000.0,5619000000.0,5619000000.0,5619000000.0,0.0,3826000000.0,130480000000.0,93633000000.0,21263000000.0,3826000000.0,126654000000.0,618000000.0,116374000000.0,10274000000.0,-618000000.0,9656000000.0,130480000000.0,972100000.0,972000000.0,986000000.0
UnitedHealth Group Inc,UNH,549300GHBMY8T5GXDE41,731766,2014.0,Q3,2014-07-01,2014-09-30,2015-11-05 16:05:14+00:00,1.65,1.65,0.375,373000000.0,1.63,1149000000.0,1602000000.0,1602000000.0,1602000000.0,0.0,955000000.0,32766000000.0,23092000000.0,5436000000.0,955000000.0,31811000000.0,152000000.0,28901000000.0,2903000000.0,-152000000.0,2751000000.0,32766000000.0,970900000.0,969000000.0,982000000.0
UnitedHealth Group Inc,UNH,549300GHBMY8T5GXDE41,731766,2014.0,Q3YTD,2014-01-01,2014-09-30,,4.21,4.21,1.03,1097000000.0,4.15,2933000000.0,4109000000.0,4109000000.0,4109000000.0,,2776000000.0,97065000000.0,69823000000.0,15836000000.0,2776000000.0,94289000000.0,467000000.0,86756000000.0,7509000000.0,-467000000.0,7042000000.0,97065000000.0,970900000.0,969000000.0,982000000.0
UnitedHealth Group Inc,UNH,549300GHBMY8T5GXDE41,731766,2014.0,Q3TTM,2013-10-01,2014-09-30,,5.65,5.65,1.31,1447000000.0,5.56,3782000000.0,5536000000.0,5536000000.0,5536000000.0,,3585000000.0,128174000000.0,92696000000.0,20469000000.0,3585000000.0,124589000000.0,643000000.0,114612000000.0,9961000000.0,-643000000.0,9318000000.0,128174000000.0,970900000.0,969000000.0,982000000.0
UnitedHealth Group Inc,UNH,549300GHBMY8T5GXDE41,731766,2014.0,Q2YTD,2014-01-01,2014-06-30,,2.56,2.56,0.66,724000000.0,2.52,1784000000.0,2507000000.0,2507000000.0,2507000000.0,,1821000000.0,64299000000.0,46731000000.0,10400000000.0,1821000000.0,62478000000.0,315000000.0,57855000000.0,4606000000.0,-315000000.0,4291000000.0,64299000000.0,977800000.0,979000000.0,991000000.0
UnitedHealth Group Inc,UNH,549300GHBMY8T5GXDE41,731766,2014.0,Q2TTM,2013-07-01,2014-06-30,,5.56,5.56,1.22,1423000000.0,5.46,3516000000.0,5504000000.0,5504000000.0,5504000000.0,,3361000000.0,126039000000.0,91648000000.0,19902000000.0,3361000000.0,122678000000.0,669000000.0,112973000000.0,9689000000.0,-669000000.0,9020000000.0,126039000000.0,977800000.0,979000000.0,991000000.0
UnitedHealth Group Inc,UNH,549300GHBMY8T5GXDE41,731766,2014.0,Q2,2014-04-01,2014-06-30,2015-07-29 17:25:52+00:00,1.44,1.44,0.375,364000000.0,1.42,989000000.0,1408000000.0,1408000000.0,1408000000.0,,929000000.0,32582000000.0,23523000000.0,5206000000.0,929000000.0,31653000000.0,155000000.0,29093000000.0,2552000000.0,-155000000.0,2397000000.0,32582000000.0,977800000.0,979000000.0,991000000.0
UnitedHealth Group Inc,UNH,549300GHBMY8T5GXDE41,731766,2014.0,Q1TTM,2013-04-01,2014-03-31,,5.54,5.54,1.12,1399000000.0,5.44,3316000000.0,5532000000.0,5532000000.0,5532000000.0,,3101000000.0,123874000000.0,90298000000.0,19521000000.0,3101000000.0,120773000000.0,690000000.0,111218000000.0,9538000000.0,-690000000.0,8848000000.0,123874000000.0,981300000.0,983000000.0,996000000.0
UnitedHealth Group Inc,UNH,549300GHBMY8T5GXDE41,731766,2014.0,Q1,2014-01-01,2014-03-31,2015-05-06 17:25:37+00:00,1.12,1.12,0.28,360000000.0,1.1,795000000.0,1099000000.0,1099000000.0,1099000000.0,,892000000.0,31717000000.0,23208000000.0,5194000000.0,892000000.0,30825000000.0,160000000.0,28762000000.0,2054000000.0,-160000000.0,1894000000.0,31717000000.0,981300000.0,983000000.0,996000000.0
