company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,incometaxexpense,longtermdebtinterestexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netinterestincome,otheroperatingexpenses,otherservicechargeincome,otherspecialcharges,premiumsearned,servicechargesondepositsincome,totalinterestexpense,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
COVENTRY HEALTH CARE INC,CVH,,1054833,2010.0,Q1,2010-01-01,2010-03-31,2011-05-05 14:42:41+00:00,0.67,0.67,,35519000.0,0.66,57898000.0,20130000.0,97325000.0,97325000.0,,97325000.0,-20130000.0,2668393000.0,288403000.0,-20287000.0,2570575000.0,,20130000.0,2683625000.0,2858978000.0,155223000.0,2838848000.0,145300000.0,145782000.0,147281000.0
COVENTRY HEALTH CARE INC,CVH,,1054833,2011.0,Q4,2011-10-01,2011-12-31,,0.61,0.61,,34674000.0,0.61,57861000.0,28218000.0,85696000.0,85696000.0,,85696000.0,-28218000.0,2945539000.0,-589054000.0,-22832000.0,2841976000.0,876234000.0,28218000.0,2957381000.0,3129156000.0,143557000.0,3100938000.0,144775000.0,144775000.0,144775000.0
COVENTRY HEALTH CARE INC,CVH,,1054833,2011.0,FY,2011-01-01,2011-12-31,2013-02-27 11:18:38+00:00,3.7,3.7,0.0,136865000.0,3.67,314996000.0,99062000.0,543105000.0,543105000.0,,543105000.0,-99062000.0,11181688000.0,,-89033000.0,11014950000.0,1171733000.0,99062000.0,11229520000.0,12186683000.0,858101000.0,12087621000.0,144775000.0,144775000.0,144775000.0
COVENTRY HEALTH CARE INC,CVH,,1054833,2011.0,Q3YTD,2011-01-01,2011-09-30,,3.09,3.09,,102191000.0,3.06,257135000.0,70844000.0,457409000.0,457409000.0,,457409000.0,-70844000.0,8236149000.0,589054000.0,-66201000.0,8172974000.0,295499000.0,70844000.0,8272139000.0,9057527000.0,714544000.0,8986683000.0,144415000.0,144415000.0,144415000.0
COVENTRY HEALTH CARE INC,CVH,,1054833,2011.0,Q3TTM,2010-10-01,2011-09-30,,4.07,4.07,,138533000.0,4.04,342657000.0,90549000.0,607734000.0,607734000.0,,607734000.0,-90549000.0,10987777000.0,-289583000.0,-84707000.0,10903351000.0,1468775000.0,90549000.0,11041603000.0,12082543000.0,950391000.0,11991994000.0,144415000.0,144415000.0,144415000.0
COVENTRY HEALTH CARE INC,CVH,,1054833,2011.0,Q3,2011-07-01,2011-09-30,2012-11-05 15:40:37+00:00,0.84,0.84,0.0,32996000.0,0.83,64618000.0,28227000.0,122681000.0,122681000.0,,122681000.0,-28227000.0,2749934000.0,,-22913000.0,2680044000.0,295499000.0,28227000.0,2760017000.0,2975543000.0,187299000.0,2947316000.0,144415000.0,144415000.0,144415000.0
COVENTRY HEALTH CARE INC,CVH,,1054833,2011.0,Q2YTD,2011-01-01,2011-06-30,,2.25,2.25,,69195000.0,2.23,192517000.0,42617000.0,334728000.0,334728000.0,,334728000.0,-42617000.0,5486215000.0,589054000.0,-43288000.0,5492930000.0,,42617000.0,5512122000.0,6081984000.0,527245000.0,6039367000.0,146342000.0,146342000.0,146342000.0
COVENTRY HEALTH CARE INC,CVH,,1054833,2011.0,Q2TTM,2010-07-01,2011-06-30,,4.53,4.53,,140376000.0,4.5,380316000.0,82710000.0,674998000.0,674998000.0,,674998000.0,-82710000.0,10746842000.0,3018000.0,-82461000.0,10766487000.0,1173276000.0,82710000.0,10804757000.0,11942781000.0,1055314000.0,11860071000.0,146342000.0,146342000.0,146342000.0
COVENTRY HEALTH CARE INC,CVH,,1054833,2011.0,Q2,2011-04-01,2011-06-30,2012-08-06 14:47:36+00:00,1.51,1.51,0.0,33379000.0,1.5,131846000.0,22579000.0,224495000.0,224495000.0,,224495000.0,-22579000.0,2644566000.0,295452000.0,-23819000.0,2737594000.0,,22579000.0,2654126000.0,3033046000.0,356341000.0,3010467000.0,146342000.0,146342000.0,146342000.0
COVENTRY HEALTH CARE INC,CVH,,1054833,2011.0,Q1TTM,2010-04-01,2011-03-31,,3.03,3.03,,140982000.0,3.01,250691000.0,80326000.0,451524000.0,451524000.0,,451524000.0,-80326000.0,10931202000.0,5199000.0,-76849000.0,10599401000.0,1173276000.0,80326000.0,10995335000.0,11777876000.0,702215000.0,11697550000.0,147219000.0,147219000.0,147219000.0
COVENTRY HEALTH CARE INC,CVH,,1054833,2011.0,Q1,2011-01-01,2011-03-31,2012-05-08 16:32:00+00:00,0.74,0.74,0.0,35816000.0,0.73,60671000.0,20038000.0,110233000.0,110233000.0,,110233000.0,-20038000.0,2841649000.0,293602000.0,-19469000.0,2755336000.0,,20038000.0,2857996000.0,3048938000.0,170904000.0,3028900000.0,147219000.0,147219000.0,147219000.0
COVENTRY HEALTH CARE INC,CVH,,1054833,2012.0,Q4,2012-10-01,2012-12-31,,0.89,0.89,0.13,36518000.0,0.89,71744000.0,24623000.0,119342000.0,119342000.0,,119342000.0,-24623000.0,3230765000.0,-308134000.0,-37175000.0,3161792000.0,592159000.0,24623000.0,3230108000.0,3445817000.0,191086000.0,3421194000.0,136042000.0,136042000.0,136042000.0
COVENTRY HEALTH CARE INC,CVH,,1054833,2012.0,FY,2012-01-01,2012-12-31,2013-02-27 11:18:38+00:00,3.54,3.54,0.5,152859000.0,3.52,297472000.0,99468000.0,487063000.0,487063000.0,,487063000.0,-99468000.0,13200813000.0,,-124312000.0,12926375000.0,1186988000.0,99468000.0,13229360000.0,14113363000.0,784535000.0,14013895000.0,136042000.0,136042000.0,136042000.0
COVENTRY HEALTH CARE INC,CVH,,1054833,2012.0,Q3YTD,2012-01-01,2012-09-30,,2.65,2.65,0.38,116341000.0,2.63,225728000.0,74845000.0,367721000.0,367721000.0,,367721000.0,-74845000.0,9970048000.0,308134000.0,-87137000.0,9764583000.0,594829000.0,74845000.0,9999252000.0,10667546000.0,593449000.0,10592701000.0,132567000.0,132567000.0,132567000.0
COVENTRY HEALTH CARE INC,CVH,,1054833,2012.0,Q3TTM,2011-10-01,2012-09-30,,3.26,3.26,0.38,151015000.0,3.24,283589000.0,103063000.0,453417000.0,453417000.0,,453417000.0,-103063000.0,12915587000.0,-280920000.0,-109969000.0,12606559000.0,1471063000.0,103063000.0,12956633000.0,13796702000.0,737006000.0,13693639000.0,132567000.0,132567000.0,132567000.0
COVENTRY HEALTH CARE INC,CVH,,1054833,2012.0,Q3,2012-07-01,2012-09-30,2012-11-05 15:40:37+00:00,0.79,0.79,0.125,36318000.0,0.78,61819000.0,24671000.0,105259000.0,105259000.0,,105259000.0,-24671000.0,3261987000.0,,-32271000.0,3168653000.0,289130000.0,24671000.0,3266034000.0,3457783000.0,167078000.0,3433112000.0,132567000.0,132567000.0,132567000.0
COVENTRY HEALTH CARE INC,CVH,,1054833,2012.0,Q2YTD,2012-01-01,2012-06-30,,1.86,1.86,0.25,80023000.0,1.85,163909000.0,50174000.0,262462000.0,262462000.0,,262462000.0,-50174000.0,6708061000.0,308134000.0,-54866000.0,6595930000.0,305699000.0,50174000.0,6733218000.0,7209763000.0,426371000.0,7159589000.0,139015000.0,139015000.0,139015000.0
COVENTRY HEALTH CARE INC,CVH,,1054833,2012.0,Q2TTM,2011-07-01,2012-06-30,,3.31,3.31,0.25,147693000.0,3.29,286388000.0,106619000.0,470839000.0,470839000.0,,470839000.0,-106619000.0,12403534000.0,-280920000.0,-100611000.0,12117950000.0,1477432000.0,106619000.0,12450616000.0,13314462000.0,757227000.0,13207843000.0,139015000.0,139015000.0,139015000.0
COVENTRY HEALTH CARE INC,CVH,,1054833,2012.0,Q2,2012-04-01,2012-06-30,2012-08-06 14:47:36+00:00,0.65,0.65,0.125,43720000.0,0.65,59275000.0,24617000.0,91743000.0,91743000.0,,91743000.0,-24617000.0,3328873000.0,308134000.0,-30432000.0,3209662000.0,,24617000.0,3342161000.0,3517796000.0,151018000.0,3493179000.0,139015000.0,139015000.0,139015000.0
COVENTRY HEALTH CARE INC,CVH,,1054833,2012.0,Q1TTM,2011-04-01,2012-03-31,,4.17,4.17,0.13,137352000.0,4.14,358959000.0,104581000.0,603591000.0,603591000.0,,603591000.0,-104581000.0,11719227000.0,-293602000.0,-93998000.0,11645882000.0,1477432000.0,104581000.0,11762581000.0,12829712000.0,962550000.0,12725131000.0,139323000.0,139323000.0,139323000.0
COVENTRY HEALTH CARE INC,CVH,,1054833,2012.0,Q1,2012-01-01,2012-03-31,2013-05-01 07:47:50+00:00,1.21,1.21,0.125,36303000.0,1.2,104634000.0,25557000.0,170719000.0,170719000.0,,170719000.0,-25557000.0,3379188000.0,,-24434000.0,3386268000.0,305699000.0,25557000.0,3391057000.0,3691967000.0,275353000.0,3666410000.0,139323000.0,139323000.0,139323000.0
COVENTRY HEALTH CARE INC,CVH,,1054833,2013.0,Q1TTM,2012-04-01,2013-03-31,,3.34,3.34,0.5,154187000.0,3.32,279385000.0,98493000.0,451713000.0,451713000.0,,451713000.0,-98493000.0,13088061000.0,,-130208000.0,12776770000.0,1164861000.0,98493000.0,13112040000.0,13941631000.0,731098000.0,13843138000.0,133464000.0,133464000.0,133464000.0
COVENTRY HEALTH CARE INC,CVH,,1054833,2013.0,Q1,2013-01-01,2013-03-31,2013-05-01 07:47:50+00:00,1.01,1.01,0.125,37631000.0,1.0,86547000.0,24582000.0,135369000.0,135369000.0,,135369000.0,-24582000.0,3266436000.0,,-30330000.0,3236663000.0,283572000.0,24582000.0,3273737000.0,3520235000.0,221916000.0,3495653000.0,133464000.0,133464000.0,133464000.0
