company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,cashincometaxespaid,cashinterestpaid,depreciationexpense,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
COVENTRY HEALTH CARE INC,CVH,,1054833,2010.0,Q2TTM,2009-07-01,2010-06-30,,190703000.0,84383000.0,149731000.0,-239865000.0,1873000.0,,-235281000.0,-318694000.0,337237000.0,-235281000.0,-318694000.0,337237000.0,-216738000.0,278055000.0,278055000.0,149316000.0,5452000.0,,-1548841000.0,-60070000.0,-207910000.0,-34696000.0,1290217000.0
COVENTRY HEALTH CARE INC,CVH,,1054833,2010.0,Q2,2010-04-01,2010-06-30,,,,33985000.0,-99469000.0,748000.0,,-1351000.0,5627000.0,120895000.0,-1351000.0,5627000.0,120895000.0,125171000.0,1021000.0,1021000.0,185358000.0,250000.0,,-216370000.0,-10439000.0,,-2349000.0,232436000.0
COVENTRY HEALTH CARE INC,CVH,,1054833,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-08-05 11:06:16+00:00,,,69504000.0,-429751000.0,1128000.0,0.0,-1513000.0,144401000.0,-66028000.0,-1513000.0,144401000.0,-66028000.0,76860000.0,98346000.0,98346000.0,195873000.0,987000.0,,-720774000.0,-22920000.0,0.0,-3628000.0,888095000.0
COVENTRY HEALTH CARE INC,CVH,,1054833,2010.0,Q1,2010-01-01,2010-03-31,2011-05-05 14:42:41+00:00,,,35519000.0,-330282000.0,380000.0,,-162000.0,138774000.0,-186923000.0,-162000.0,138774000.0,-186923000.0,-48311000.0,97325000.0,97325000.0,10515000.0,737000.0,,-504404000.0,-12481000.0,,-1279000.0,655659000.0
COVENTRY HEALTH CARE INC,CVH,,1054833,2011.0,Q4,2011-10-01,2011-12-31,,264556000.0,91875000.0,34674000.0,-450245000.0,2533000.0,,-124311000.0,-13428000.0,-269581000.0,-124311000.0,-13428000.0,-269581000.0,-407320000.0,85696000.0,85696000.0,60294000.0,-230000.0,,-637059000.0,-8190000.0,,-126614000.0,631821000.0
COVENTRY HEALTH CARE INC,CVH,,1054833,2011.0,FY,2011-01-01,2011-12-31,2013-02-27 11:18:38+00:00,264556000.0,91875000.0,136865000.0,-267914000.0,44624000.0,589867000.0,-74138000.0,-602006000.0,401159000.0,-74138000.0,-602006000.0,401159000.0,-274985000.0,543105000.0,543105000.0,-10897000.0,7619000.0,0.0,-2592551000.0,-62085000.0,-380029000.0,-336219000.0,2052630000.0
COVENTRY HEALTH CARE INC,CVH,,1054833,2011.0,Q3TTM,2010-10-01,2011-09-30,,471479000.0,77973000.0,138534000.0,46060000.0,56143000.0,589867000.0,65765000.0,-587776000.0,721747000.0,65765000.0,-587776000.0,721747000.0,199736000.0,607735000.0,607735000.0,-70582000.0,9782000.0,,-2071044000.0,-75772000.0,-380029000.0,-209998000.0,1559040000.0
COVENTRY HEALTH CARE INC,CVH,,1054833,2011.0,Q3,2011-07-01,2011-09-30,,,,32996000.0,317108000.0,4577000.0,-438000.0,-98185000.0,-45342000.0,484234000.0,-98185000.0,-45342000.0,484234000.0,340707000.0,122681000.0,122681000.0,11449000.0,457000.0,,-457379000.0,-18900000.0,,-102781000.0,430937000.0
COVENTRY HEALTH CARE INC,CVH,,1054833,2011.0,Q3YTD,2011-01-01,2011-09-30,2012-11-05 15:40:37+00:00,,,102191000.0,182331000.0,42091000.0,589867000.0,50173000.0,-588578000.0,670740000.0,50173000.0,-588578000.0,670740000.0,132335000.0,457409000.0,457409000.0,-71191000.0,7849000.0,0.0,-1955492000.0,-53895000.0,-380029000.0,-209605000.0,1420809000.0
COVENTRY HEALTH CARE INC,CVH,,1054833,2011.0,Q2TTM,2010-07-01,2011-06-30,,471479000.0,77973000.0,140376000.0,-218444000.0,51870000.0,590305000.0,163392000.0,-537976000.0,524786000.0,163392000.0,-537976000.0,524786000.0,150202000.0,674998000.0,674998000.0,-72144000.0,9330000.0,,-1699503000.0,-75332000.0,-380029000.0,-108084000.0,1236859000.0
COVENTRY HEALTH CARE INC,CVH,,1054833,2011.0,Q2,2011-04-01,2011-06-30,,,,33379000.0,-9115000.0,28649000.0,590305000.0,189451000.0,-60258000.0,157892000.0,189451000.0,-60258000.0,157892000.0,287085000.0,224495000.0,224495000.0,-90867000.0,5566000.0,,-761574000.0,-15337000.0,-380029000.0,-55040000.0,716653000.0
COVENTRY HEALTH CARE INC,CVH,,1054833,2011.0,Q2YTD,2011-01-01,2011-06-30,2012-08-06 14:47:36+00:00,,,69195000.0,-134777000.0,37514000.0,590305000.0,148358000.0,-543236000.0,186506000.0,148358000.0,-543236000.0,186506000.0,-208372000.0,334728000.0,334728000.0,-82640000.0,7392000.0,0.0,-1498113000.0,-34995000.0,-380029000.0,-106824000.0,989872000.0
COVENTRY HEALTH CARE INC,CVH,,1054833,2011.0,Q1TTM,2010-04-01,2011-03-31,,471479000.0,77973000.0,140982000.0,-308798000.0,23969000.0,,-27410000.0,-472091000.0,487789000.0,-27410000.0,-472091000.0,487789000.0,-11712000.0,451524000.0,451524000.0,204081000.0,4014000.0,,-1154299000.0,-70434000.0,,-55393000.0,752642000.0
COVENTRY HEALTH CARE INC,CVH,,1054833,2011.0,Q1,2011-01-01,2011-03-31,2012-05-08 16:32:00+00:00,,,35816000.0,-125662000.0,8865000.0,,-41093000.0,-482978000.0,28614000.0,-41093000.0,-482978000.0,28614000.0,-495457000.0,110233000.0,110233000.0,8227000.0,1826000.0,,-736539000.0,-19658000.0,0.0,-51784000.0,273219000.0
COVENTRY HEALTH CARE INC,CVH,,1054833,2012.0,Q4,2012-10-01,2012-12-31,,175511000.0,102238000.0,36518000.0,87505000.0,23171000.0,,-18667000.0,-93643000.0,249394000.0,-18667000.0,-93643000.0,249394000.0,137084000.0,119341000.0,119341000.0,6030000.0,3668000.0,-16736000.0,-440856000.0,-27989000.0,,-28770000.0,375202000.0
COVENTRY HEALTH CARE INC,CVH,,1054833,2012.0,FY,2012-01-01,2012-12-31,2013-02-27 11:18:38+00:00,175511000.0,102238000.0,152859000.0,-116640000.0,87671000.0,0.0,-525537000.0,-124948000.0,470644000.0,-525537000.0,-124948000.0,470644000.0,-179841000.0,487063000.0,487063000.0,-52638000.0,12210000.0,-51530000.0,-1650541000.0,-89064000.0,-233903000.0,-339985000.0,1614657000.0
COVENTRY HEALTH CARE INC,CVH,,1054833,2012.0,Q3TTM,2011-10-01,2012-09-30,,264556000.0,91875000.0,151015000.0,-654390000.0,67033000.0,,-631181000.0,-44733000.0,-48331000.0,-631181000.0,-44733000.0,-48331000.0,-724245000.0,453418000.0,453418000.0,1626000.0,8312000.0,-34794000.0,-1846744000.0,-69265000.0,-233903000.0,-437829000.0,1871276000.0
COVENTRY HEALTH CARE INC,CVH,,1054833,2012.0,Q3,2012-07-01,2012-09-30,,,,36318000.0,-408402000.0,12447000.0,,-3897000.0,10293000.0,-260289000.0,-3897000.0,10293000.0,-260289000.0,-253893000.0,105260000.0,105260000.0,6535000.0,2195000.0,-17048000.0,-374655000.0,-19946000.0,,-1491000.0,404894000.0
COVENTRY HEALTH CARE INC,CVH,,1054833,2012.0,Q3YTD,2012-01-01,2012-09-30,2012-11-05 15:40:37+00:00,,,116341000.0,-204145000.0,64500000.0,0.0,-506870000.0,-31305000.0,221250000.0,-506870000.0,-31305000.0,221250000.0,-316925000.0,367722000.0,367722000.0,-58668000.0,8542000.0,-34794000.0,-1209685000.0,-61075000.0,-233903000.0,-311215000.0,1239455000.0
COVENTRY HEALTH CARE INC,CVH,,1054833,2012.0,Q2TTM,2011-07-01,2012-06-30,,264556000.0,91875000.0,147693000.0,71120000.0,59163000.0,-438000.0,-725469000.0,-100368000.0,696192000.0,-725469000.0,-100368000.0,696192000.0,-129645000.0,470839000.0,470839000.0,6540000.0,6574000.0,-17746000.0,-1929468000.0,-68219000.0,-233903000.0,-539119000.0,1897319000.0
COVENTRY HEALTH CARE INC,CVH,,1054833,2012.0,Q2,2012-04-01,2012-06-30,,,,43720000.0,-82668000.0,26649000.0,,-292778000.0,2742000.0,61024000.0,-292778000.0,2742000.0,61024000.0,-229012000.0,91743000.0,91743000.0,8229000.0,3479000.0,-17746000.0,-442520000.0,-17612000.0,,-305160000.0,462874000.0
COVENTRY HEALTH CARE INC,CVH,,1054833,2012.0,Q2YTD,2012-01-01,2012-06-30,2012-08-06 14:47:36+00:00,,,80023000.0,204257000.0,52053000.0,0.0,-502973000.0,-41598000.0,481539000.0,-502973000.0,-41598000.0,481539000.0,-63032000.0,262462000.0,262462000.0,-65203000.0,6347000.0,-17746000.0,-835030000.0,-41129000.0,-233903000.0,-309724000.0,834561000.0
COVENTRY HEALTH CARE INC,CVH,,1054833,2012.0,Q1TTM,2011-04-01,2012-03-31,,264556000.0,91875000.0,137352000.0,144673000.0,61163000.0,589867000.0,-243240000.0,-163368000.0,793060000.0,-243240000.0,-163368000.0,793060000.0,386452000.0,603591000.0,603591000.0,-92556000.0,8661000.0,,-2248522000.0,-65944000.0,-613932000.0,-288999000.0,2151098000.0
COVENTRY HEALTH CARE INC,CVH,,1054833,2012.0,Q1,2012-01-01,2012-03-31,2013-05-01 07:47:50+00:00,,,36303000.0,286925000.0,25404000.0,,-210195000.0,-44340000.0,420515000.0,-210195000.0,-44340000.0,420515000.0,165980000.0,170719000.0,170719000.0,-73432000.0,2868000.0,0.0,-392510000.0,-23517000.0,-233903000.0,-4564000.0,371687000.0
COVENTRY HEALTH CARE INC,CVH,,1054833,2013.0,Q1TTM,2012-04-01,2013-03-31,,175511000.0,102238000.0,154187000.0,-360312000.0,66664000.0,,-327859000.0,-157800000.0,272354000.0,-327859000.0,-157800000.0,272354000.0,-213305000.0,451713000.0,451713000.0,26766000.0,9907000.0,-68345000.0,-1669399000.0,-81418000.0,,-336085000.0,1593017000.0
COVENTRY HEALTH CARE INC,CVH,,1054833,2013.0,Q1,2013-01-01,2013-03-31,2013-05-01 07:47:50+00:00,,,37631000.0,43253000.0,4397000.0,,-12517000.0,-77192000.0,222225000.0,-12517000.0,-77192000.0,222225000.0,132516000.0,135369000.0,135369000.0,5972000.0,565000.0,-16815000.0,-411368000.0,-15871000.0,0.0,-664000.0,350047000.0
