company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
WellCare Health Plans Inc,WCG,,1279363,2010.0,Q1,2010-01-01,2010-03-31,2011-05-06 16:15:28+00:00,,8161000.0,7000.0,5756000.0,,-119361000.0,,58000.0,31817000.0,8049000.0,-170544000.0,31701000.0,8049000.0,-170544000.0,-130794000.0,6418000.0,6418000.0,-63357000.0,34789000.0,-289000.0,-117000.0,-4235000.0,,-3030000.0,12690000.0
WellCare Health Plans Inc,WCG,,1279363,2011.0,FY,2011-01-01,2011-12-31,2014-02-13 20:45:18+00:00,0.0,69800000.0,5900000.0,26400000.0,,40600000.0,,147500000.0,-84900000.0,-111600000.0,162000000.0,-84900000.0,-111600000.0,162000000.0,-34500000.0,264200000.0,264200000.0,-169200000.0,-120500000.0,-34800000.0,-386200000.0,-49600000.0,-108200000.0,-3700000.0,359000000.0
WellCare Health Plans Inc,WCG,,1279363,2011.0,Q2TTM,2010-07-01,2011-06-30,,,68947000.0,401000.0,25669000.0,,83351000.0,,,19514000.0,-180160000.0,436377000.0,19514000.0,-180160000.0,436377000.0,275731000.0,159983000.0,159983000.0,167374000.0,25284000.0,-30832000.0,-504096000.0,-37830000.0,-2050000.0,-3720000.0,392598000.0
WellCare Health Plans Inc,WCG,,1279363,2011.0,Q2,2011-04-01,2011-06-30,,,3264000.0,99000.0,6895000.0,,-34888000.0,,,-10937000.0,21366000.0,12648000.0,-10937000.0,21366000.0,12648000.0,23077000.0,69600000.0,69600000.0,-28959000.0,-10126000.0,-11777000.0,-87879000.0,-8471000.0,-781000.0,-30000.0,129493000.0
WellCare Health Plans Inc,WCG,,1279363,2011.0,Q2YTD,2011-01-01,2011-06-30,2012-08-03 16:58:31+00:00,,3710000.0,173000.0,13370000.0,,-21352000.0,,,26763000.0,-99022000.0,-31294000.0,26763000.0,-99022000.0,-31294000.0,-103553000.0,90930000.0,90930000.0,-114242000.0,28714000.0,-15789000.0,-286184000.0,-17186000.0,-1177000.0,-774000.0,220137000.0
WellCare Health Plans Inc,WCG,,1279363,2011.0,Q1TTM,2010-04-01,2011-03-31,,,68247000.0,295000.0,24665000.0,,-22180000.0,,-58000.0,44747000.0,-188941000.0,349659000.0,44863000.0,-188941000.0,349659000.0,205581000.0,-38488000.0,-38488000.0,385662000.0,50163000.0,-25543000.0,-418149000.0,-31996000.0,-1407000.0,-3951000.0,286747000.0
WellCare Health Plans Inc,WCG,,1279363,2011.0,Q1,2011-01-01,2011-03-31,2012-05-02 16:06:07+00:00,,446000.0,74000.0,6475000.0,,13536000.0,,,37700000.0,-120388000.0,-43942000.0,37700000.0,-120388000.0,-43942000.0,-126630000.0,21330000.0,21330000.0,-85283000.0,38840000.0,-4012000.0,-198305000.0,-8715000.0,-396000.0,-744000.0,90644000.0
WellCare Health Plans Inc,WCG,,1279363,2012.0,Q4,2012-10-01,2012-12-31,,-126600000.0,990000.0,893000.0,8896000.0,,65776000.0,,,89196000.0,-154732000.0,103694000.0,89196000.0,-154732000.0,103694000.0,38158000.0,48739000.0,48739000.0,-19717000.0,93829000.0,-5627000.0,-108386000.0,-13635000.0,-4477000.0,-156000.0,99516000.0
WellCare Health Plans Inc,WCG,,1279363,2012.0,FY,2012-01-01,2012-12-31,2015-02-17 06:15:12+00:00,-126600000.0,101000000.0,3600000.0,31600000.0,,-36500000.0,,,28900000.0,-222800000.0,-30700000.0,28900000.0,-222800000.0,-30700000.0,-224600000.0,184700000.0,184700000.0,-210500000.0,49500000.0,-36600000.0,-465600000.0,-61300000.0,-14100000.0,-6500000.0,467300000.0
WellCare Health Plans Inc,WCG,,1279363,2012.0,Q3,2012-07-01,2012-09-30,,,26712000.0,772000.0,8193000.0,,16477000.0,,,-174982000.0,27886000.0,59190000.0,-174982000.0,27886000.0,59190000.0,-87906000.0,38287000.0,38287000.0,-3767000.0,-167699000.0,-11158000.0,-119838000.0,-13073000.0,-4958000.0,-2325000.0,171955000.0
WellCare Health Plans Inc,WCG,,1279363,2012.0,Q3YTD,2012-01-01,2012-09-30,2013-11-01 17:30:09+00:00,0.0,100010000.0,2707000.0,22704000.0,,-102276000.0,,,-60296000.0,-68068000.0,-134394000.0,-60296000.0,-68068000.0,-134394000.0,-262758000.0,135961000.0,135961000.0,-190783000.0,-44329000.0,-30973000.0,-357214000.0,-47665000.0,-9623000.0,-6344000.0,367784000.0
WellCare Health Plans Inc,WCG,,1279363,2012.0,Q2TTM,2011-07-01,2012-06-30,,,139388000.0,7662000.0,27541000.0,,-56801000.0,,147500000.0,3023000.0,-108532000.0,-290000.0,3023000.0,-108532000.0,-290000.0,-105799000.0,270944000.0,270944000.0,-241974000.0,-25844000.0,-38826000.0,-337392000.0,-67006000.0,-111688000.0,-6945000.0,334692000.0
WellCare Health Plans Inc,WCG,,1279363,2012.0,Q2,2012-04-01,2012-06-30,,,73136000.0,859000.0,7541000.0,,-111106000.0,,,-50110000.0,-42644000.0,-201875000.0,-50110000.0,-42644000.0,-201875000.0,-294629000.0,46442000.0,46442000.0,-144752000.0,-47851000.0,-16293000.0,-125488000.0,-19161000.0,-2198000.0,-61000.0,118298000.0
WellCare Health Plans Inc,WCG,,1279363,2012.0,Q2YTD,2012-01-01,2012-06-30,2013-08-07 16:24:29+00:00,0.0,73298000.0,1935000.0,14511000.0,,-118753000.0,,0.0,114686000.0,-95954000.0,-193584000.0,114686000.0,-95954000.0,-193584000.0,-174852000.0,97674000.0,97674000.0,-187016000.0,123370000.0,-19815000.0,-237376000.0,-34592000.0,-4665000.0,-4019000.0,195829000.0
WellCare Health Plans Inc,WCG,,1279363,2012.0,Q1TTM,2011-04-01,2012-03-31,,,69516000.0,6902000.0,26895000.0,,19417000.0,,147500000.0,42196000.0,-44522000.0,214233000.0,42196000.0,-44522000.0,214233000.0,211907000.0,294102000.0,294102000.0,-126181000.0,11881000.0,-34310000.0,-299783000.0,-56316000.0,-110271000.0,-6914000.0,345887000.0
WellCare Health Plans Inc,WCG,,1279363,2012.0,Q1,2012-01-01,2012-03-31,2013-05-03 13:48:58+00:00,0.0,162000.0,1076000.0,6970000.0,,-7647000.0,,0.0,164796000.0,-53310000.0,8291000.0,164796000.0,-53310000.0,8291000.0,119777000.0,51232000.0,51232000.0,-42264000.0,171221000.0,-3522000.0,-111888000.0,-15431000.0,-2467000.0,-3958000.0,77531000.0
WellCare Health Plans Inc,WCG,,1279363,2013.0,FY,2013-01-01,2013-12-31,2016-02-12 16:41:38+00:00,-174100000.0,80500000.0,6300000.0,44100000.0,,103400000.0,,816400000.0,493600000.0,-290500000.0,178900000.0,493600000.0,-290500000.0,178900000.0,382000000.0,175300000.0,175300000.0,-143900000.0,43800000.0,,-462500000.0,-62000000.0,-366600000.0,,408100000.0
WellCare Health Plans Inc,WCG,,1279363,2013.0,Q4,2013-10-01,2013-12-31,,-133600000.0,58200000.0,1000000.0,12300000.0,,-28200000.0,,587900000.0,279900000.0,-137200000.0,-50800000.0,279900000.0,-137200000.0,-50800000.0,91900000.0,42900000.0,42900000.0,-77800000.0,25000000.0,41700000.0,-107900000.0,-13100000.0,-337100000.0,4100000.0,75700000.0
WellCare Health Plans Inc,WCG,,1279363,2013.0,Q3TTM,2012-10-01,2013-09-30,,-167100000.0,23290000.0,6193000.0,40696000.0,,197376000.0,,228500000.0,302896000.0,-308032000.0,333394000.0,302896000.0,-308032000.0,333394000.0,328258000.0,181139000.0,181139000.0,-85817000.0,112629000.0,-47327000.0,-462986000.0,-62535000.0,-33977000.0,-4256000.0,431916000.0
WellCare Health Plans Inc,WCG,,1279363,2013.0,Q3,2013-07-01,2013-09-30,,,18800000.0,2800000.0,11000000.0,,55900000.0,,,-73500000.0,-9300000.0,278300000.0,-73500000.0,-9300000.0,278300000.0,195500000.0,64000000.0,64000000.0,147400000.0,-62400000.0,-15700000.0,-56900000.0,-18000000.0,-9800000.0,-1300000.0,81300000.0
WellCare Health Plans Inc,WCG,,1279363,2013.0,Q3YTD,2013-01-01,2013-09-30,2014-11-05 17:04:39+00:00,-40500000.0,22300000.0,5300000.0,31800000.0,,131600000.0,,228500000.0,213700000.0,-153300000.0,229700000.0,213700000.0,-153300000.0,229700000.0,290100000.0,132400000.0,132400000.0,-66100000.0,18800000.0,-41700000.0,-354600000.0,-48900000.0,-29500000.0,-4100000.0,332400000.0
WellCare Health Plans Inc,WCG,,1279363,2013.0,Q2TTM,2012-07-01,2013-06-30,,-167100000.0,31202000.0,4165000.0,37889000.0,,157953000.0,,228500000.0,201414000.0,-270846000.0,114284000.0,201414000.0,-270846000.0,114284000.0,44852000.0,155426000.0,155426000.0,-236984000.0,7330000.0,-42785000.0,-525924000.0,-57608000.0,-29135000.0,-5281000.0,522571000.0
WellCare Health Plans Inc,WCG,,1279363,2013.0,Q2,2013-04-01,2013-06-30,,-1300000.0,2400000.0,1800000.0,10700000.0,,31200000.0,,,-20800000.0,-82600000.0,-79700000.0,-20800000.0,-82600000.0,-79700000.0,-183100000.0,46900000.0,46900000.0,-168500000.0,-10800000.0,-21100000.0,-153200000.0,-15000000.0,-9900000.0,-100000.0,108000000.0
WellCare Health Plans Inc,WCG,,1279363,2013.0,Q2YTD,2013-01-01,2013-06-30,2014-08-06 17:21:48+00:00,-40500000.0,3500000.0,2500000.0,20800000.0,,75700000.0,,228500000.0,287200000.0,-144000000.0,-48600000.0,287200000.0,-144000000.0,-48600000.0,94600000.0,68400000.0,68400000.0,-213500000.0,81200000.0,-26000000.0,-297700000.0,-30900000.0,-19700000.0,-2800000.0,251100000.0
WellCare Health Plans Inc,WCG,,1279363,2013.0,Q1TTM,2012-04-01,2013-03-31,,-165800000.0,101938000.0,3224000.0,34730000.0,,15647000.0,,228500000.0,172104000.0,-230890000.0,-7891000.0,172104000.0,-230890000.0,-7891000.0,-66677000.0,154968000.0,154968000.0,-213236000.0,-29721000.0,-37978000.0,-498212000.0,-61769000.0,-21433000.0,-5242000.0,532869000.0
WellCare Health Plans Inc,WCG,,1279363,2013.0,Q1,2013-01-01,2013-03-31,2014-05-08 18:45:09+00:00,-39200000.0,1100000.0,700000.0,10100000.0,,44500000.0,,228500000.0,308000000.0,-61400000.0,31100000.0,308000000.0,-61400000.0,31100000.0,277700000.0,21500000.0,21500000.0,-45000000.0,92000000.0,-4900000.0,-144500000.0,-15900000.0,-9800000.0,-2700000.0,143100000.0
WellCare Health Plans Inc,WCG,,1279363,2014.0,FY,2014-01-01,2014-12-31,2017-02-10 18:44:38+00:00,,100900000.0,36900000.0,59900000.0,48000000.0,279200000.0,,298600000.0,-392700000.0,-75600000.0,299300000.0,-392700000.0,-75600000.0,299300000.0,-169000000.0,63700000.0,63700000.0,-103500000.0,-691000000.0,,-416700000.0,-74800000.0,-300000.0,,367900000.0
WellCare Health Plans Inc,WCG,,1279363,2014.0,Q4,2014-10-01,2014-12-31,,,32700000.0,18800000.0,15900000.0,-69000000.0,160500000.0,,,-236300000.0,-120600000.0,119900000.0,-236300000.0,-120600000.0,119900000.0,-237000000.0,7800000.0,7800000.0,-64300000.0,-237100000.0,,-57500000.0,-28400000.0,800000.0,,34300000.0
WellCare Health Plans Inc,WCG,,1279363,2014.0,Q3YTD,2014-01-01,2014-09-30,2015-11-05 16:14:21+00:00,,68200000.0,18100000.0,44000000.0,117000000.0,118700000.0,,298600000.0,-156400000.0,45000000.0,179400000.0,-156400000.0,45000000.0,179400000.0,68000000.0,55900000.0,55900000.0,-39200000.0,-453900000.0,,-359200000.0,-46400000.0,-1100000.0,,333600000.0
WellCare Health Plans Inc,WCG,,1279363,2014.0,Q3TTM,2013-10-01,2014-09-30,,-133600000.0,126400000.0,19100000.0,56300000.0,117000000.0,90500000.0,,886500000.0,123500000.0,-92200000.0,128600000.0,123500000.0,-92200000.0,128600000.0,159900000.0,98800000.0,98800000.0,-117000000.0,-428900000.0,41700000.0,-467100000.0,-59500000.0,-338200000.0,4100000.0,409300000.0
WellCare Health Plans Inc,WCG,,1279363,2014.0,Q3,2014-07-01,2014-09-30,,,19100000.0,300000.0,14400000.0,-20200000.0,-56900000.0,,298600000.0,11100000.0,-800000.0,426000000.0,11100000.0,-800000.0,426000000.0,436300000.0,19300000.0,19300000.0,449200000.0,-287100000.0,,-29700000.0,-18500000.0,-400000.0,,67600000.0
WellCare Health Plans Inc,WCG,,1279363,2014.0,Q2TTM,2013-07-01,2014-06-30,,-133600000.0,126100000.0,21600000.0,52900000.0,137200000.0,203300000.0,,587900000.0,38900000.0,-100700000.0,-19100000.0,38900000.0,-100700000.0,-19100000.0,-80900000.0,143500000.0,143500000.0,-418800000.0,-204200000.0,26000000.0,-494300000.0,-59000000.0,-347600000.0,2800000.0,423000000.0
WellCare Health Plans Inc,WCG,,1279363,2014.0,Q2,2014-04-01,2014-06-30,,,45800000.0,17600000.0,15000000.0,-27000000.0,87700000.0,,,-194900000.0,-116500000.0,-232700000.0,-194900000.0,-116500000.0,-232700000.0,-544100000.0,-7500000.0,-7500000.0,-327900000.0,-194600000.0,12300000.0,-238900000.0,-14700000.0,-300000.0,,151800000.0
WellCare Health Plans Inc,WCG,,1279363,2014.0,Q2YTD,2014-01-01,2014-06-30,2015-08-05 17:01:40+00:00,,49100000.0,17800000.0,29600000.0,137200000.0,175600000.0,,0.0,-167500000.0,45800000.0,-246600000.0,-167500000.0,45800000.0,-246600000.0,-368300000.0,36600000.0,36600000.0,-488400000.0,-166800000.0,,-329500000.0,-27900000.0,-700000.0,,266000000.0
WellCare Health Plans Inc,WCG,,1279363,2014.0,Q1TTM,2013-04-01,2014-03-31,,-134900000.0,82700000.0,5800000.0,48600000.0,164200000.0,146800000.0,,587900000.0,213000000.0,-66800000.0,133900000.0,213000000.0,-66800000.0,133900000.0,280100000.0,197900000.0,197900000.0,-259400000.0,-20400000.0,-7400000.0,-408600000.0,-59300000.0,-357200000.0,2700000.0,379200000.0
WellCare Health Plans Inc,WCG,,1279363,2014.0,Q1,2014-01-01,2014-03-31,2015-05-07 17:22:59+00:00,,3300000.0,200000.0,14600000.0,164200000.0,87900000.0,,,27400000.0,162300000.0,-13900000.0,27400000.0,162300000.0,-13900000.0,175800000.0,44100000.0,44100000.0,-160500000.0,27800000.0,-12300000.0,-90600000.0,-13200000.0,-400000.0,,114200000.0
WellCare Health Plans Inc,WCG,,1279363,2015.0,FY,2015-01-01,2015-12-31,2018-02-16 14:07:52+00:00,-17200000.0,217900000.0,51900000.0,72600000.0,,358800000.0,,311000000.0,505100000.0,-124200000.0,712600000.0,505100000.0,-124200000.0,712600000.0,1093500000.0,118600000.0,118600000.0,162600000.0,194100000.0,,-165700000.0,-137000000.0,0.0,,195700000.0
WellCare Health Plans Inc,WCG,,1279363,2015.0,Q4,2015-10-01,2015-12-31,,,56400000.0,27900000.0,19500000.0,,244800000.0,,100000.0,530000000.0,-20800000.0,474700000.0,530000000.0,-20800000.0,474700000.0,983900000.0,13000000.0,13000000.0,197400000.0,529900000.0,,-64900000.0,-42400000.0,,,86500000.0
WellCare Health Plans Inc,WCG,,1279363,2015.0,Q3YTD,2015-01-01,2015-09-30,2016-11-01 14:56:26+00:00,-17200000.0,161500000.0,24000000.0,53100000.0,,114000000.0,,310900000.0,-24900000.0,-103400000.0,237900000.0,-24900000.0,-103400000.0,237900000.0,109600000.0,105600000.0,105600000.0,-34800000.0,-335800000.0,,-100800000.0,-94600000.0,0.0,,109200000.0
WellCare Health Plans Inc,WCG,,1279363,2015.0,Q3TTM,2014-10-01,2015-09-30,,-17200000.0,194200000.0,42800000.0,69000000.0,-69000000.0,274500000.0,,310900000.0,-261200000.0,-224000000.0,357800000.0,-261200000.0,-224000000.0,357800000.0,-127400000.0,113400000.0,113400000.0,-99100000.0,-572900000.0,,-158300000.0,-123000000.0,800000.0,,143500000.0
WellCare Health Plans Inc,WCG,,1279363,2015.0,Q3,2015-07-01,2015-09-30,,,91600000.0,2600000.0,18200000.0,,-126300000.0,,400000.0,-202400000.0,-26600000.0,312600000.0,-202400000.0,-26600000.0,312600000.0,83600000.0,36400000.0,36400000.0,384300000.0,-202800000.0,,-14500000.0,-31000000.0,,,18900000.0
WellCare Health Plans Inc,WCG,,1279363,2015.0,Q2YTD,2015-01-01,2015-06-30,2016-08-03 12:02:47+00:00,-17200000.0,69900000.0,21400000.0,34900000.0,,240300000.0,,310500000.0,177500000.0,-76800000.0,-74700000.0,177500000.0,-76800000.0,-74700000.0,26000000.0,69200000.0,69200000.0,-419100000.0,-133000000.0,,-86300000.0,-63600000.0,0.0,,90300000.0
WellCare Health Plans Inc,WCG,,1279363,2015.0,Q2TTM,2014-07-01,2015-06-30,,-17200000.0,121700000.0,40500000.0,65200000.0,-89200000.0,343900000.0,,609100000.0,-47700000.0,-198200000.0,471200000.0,-47700000.0,-198200000.0,471200000.0,225300000.0,96300000.0,96300000.0,-34200000.0,-657200000.0,,-173500000.0,-110500000.0,400000.0,,192200000.0
WellCare Health Plans Inc,WCG,,1279363,2015.0,Q2,2015-04-01,2015-06-30,,-17200000.0,49200000.0,18700000.0,18100000.0,,148800000.0,,310300000.0,178100000.0,-36700000.0,25200000.0,178100000.0,-36700000.0,25200000.0,166600000.0,51700000.0,51700000.0,-193400000.0,-132200000.0,,-51900000.0,-27800000.0,,,60200000.0
WellCare Health Plans Inc,WCG,,1279363,2015.0,Q1,2015-01-01,2015-03-31,2016-05-04 14:59:24+00:00,,20700000.0,2700000.0,16800000.0,,91500000.0,,200000.0,-600000.0,-40100000.0,-99900000.0,-600000.0,-40100000.0,-99900000.0,-140600000.0,17500000.0,17500000.0,-225700000.0,-800000.0,,-34400000.0,-35800000.0,0.0,,30100000.0
WellCare Health Plans Inc,WCG,,1279363,2015.0,Q1TTM,2014-04-01,2015-03-31,,,118300000.0,39400000.0,62100000.0,-116200000.0,282800000.0,,298800000.0,-420700000.0,-278000000.0,213300000.0,-420700000.0,-278000000.0,213300000.0,-485400000.0,37100000.0,37100000.0,-168700000.0,-719600000.0,12300000.0,-360500000.0,-97400000.0,100000.0,,283800000.0
WellCare Health Plans Inc,WCG,,1279363,2016.0,FY,2016-01-01,2016-12-31,2019-02-12 16:55:00+00:00,-68900000.0,222300000.0,57300000.0,87600000.0,,244700000.0,0.0,209000000.0,833100000.0,61100000.0,748300000.0,833100000.0,61100000.0,748300000.0,1642500000.0,242100000.0,242100000.0,173900000.0,1024100000.0,,-156700000.0,-105300000.0,-400000000.0,,392000000.0
WellCare Health Plans Inc,WCG,,1279363,2016.0,Q4,2016-10-01,2016-12-31,,-45100000.0,69200000.0,26700000.0,22700000.0,,121600000.0,,12100000.0,388200000.0,114900000.0,-332000000.0,388200000.0,114900000.0,-332000000.0,171100000.0,44900000.0,44900000.0,-521200000.0,369300000.0,,181900000.0,-43800000.0,6800000.0,,21900000.0
WellCare Health Plans Inc,WCG,,1279363,2016.0,Q3YTD,2016-01-01,2016-09-30,2017-10-31 14:39:58+00:00,-23800000.0,153100000.0,30600000.0,64900000.0,,123100000.0,,196900000.0,444900000.0,-53800000.0,1080300000.0,444900000.0,-53800000.0,1080300000.0,1471400000.0,197200000.0,197200000.0,695100000.0,654800000.0,,-338600000.0,-61500000.0,-406800000.0,,370100000.0
WellCare Health Plans Inc,WCG,,1279363,2016.0,Q3TTM,2015-10-01,2016-09-30,,-23800000.0,209500000.0,58500000.0,84400000.0,,367900000.0,,197000000.0,974900000.0,-74600000.0,1555000000.0,974900000.0,-74600000.0,1555000000.0,2455300000.0,210200000.0,210200000.0,892500000.0,1184700000.0,,-403500000.0,-103900000.0,-406800000.0,,456600000.0
WellCare Health Plans Inc,WCG,,1279363,2016.0,Q3,2016-07-01,2016-09-30,,-2700000.0,83500000.0,1900000.0,22400000.0,,-42400000.0,,,238500000.0,-24700000.0,1140500000.0,238500000.0,-24700000.0,1140500000.0,1354300000.0,68600000.0,68600000.0,1091900000.0,342100000.0,,-144500000.0,-23900000.0,-103600000.0,,146400000.0
WellCare Health Plans Inc,WCG,,1279363,2016.0,Q2YTD,2016-01-01,2016-06-30,2017-08-04 14:53:52+00:00,-21100000.0,69600000.0,28700000.0,42500000.0,,165500000.0,,196900000.0,206400000.0,-29100000.0,-60200000.0,206400000.0,-29100000.0,-60200000.0,117100000.0,128600000.0,128600000.0,-396800000.0,312700000.0,,-194100000.0,-37600000.0,-303200000.0,,223700000.0
WellCare Health Plans Inc,WCG,,1279363,2016.0,Q2TTM,2015-07-01,2016-06-30,,-21100000.0,217600000.0,59200000.0,80200000.0,,284000000.0,,197400000.0,534000000.0,-76500000.0,727100000.0,534000000.0,-76500000.0,727100000.0,1184600000.0,178000000.0,178000000.0,184900000.0,639800000.0,,-273500000.0,-111000000.0,-303200000.0,,329100000.0
WellCare Health Plans Inc,WCG,,1279363,2016.0,Q2,2016-04-01,2016-06-30,,-21100000.0,68100000.0,27100000.0,21700000.0,,200000000.0,,-100000.0,118800000.0,-37500000.0,51200000.0,118800000.0,-37500000.0,51200000.0,132500000.0,90800000.0,90800000.0,-261300000.0,122100000.0,,-173600000.0,-20800000.0,-3200000.0,,178000000.0
WellCare Health Plans Inc,WCG,,1279363,2016.0,Q1,2016-01-01,2016-03-31,2017-05-03 17:35:49+00:00,,1500000.0,1600000.0,20800000.0,,-34500000.0,,197000000.0,87600000.0,8400000.0,-111400000.0,87600000.0,8400000.0,-111400000.0,-15400000.0,37800000.0,37800000.0,-135500000.0,190600000.0,,-20500000.0,-16800000.0,-300000000.0,,45700000.0
WellCare Health Plans Inc,WCG,,1279363,2016.0,Q1TTM,2015-04-01,2016-03-31,,-17200000.0,198700000.0,50800000.0,76600000.0,,232800000.0,,507800000.0,593300000.0,-75700000.0,701100000.0,593300000.0,-75700000.0,701100000.0,1218700000.0,138900000.0,138900000.0,252800000.0,385500000.0,,-151800000.0,-118000000.0,-300000000.0,,211300000.0
WellCare Health Plans Inc,WCG,,1279363,2017.0,FY,2017-01-01,2017-12-31,2019-02-12 16:55:00+00:00,-728300000.0,167200000.0,57000000.0,120400000.0,,261700000.0,0.0,1197900000.0,828200000.0,-1736500000.0,1050000000.0,828200000.0,-1736500000.0,1050000000.0,141700000.0,373700000.0,373700000.0,294200000.0,656400000.0,,-1395500000.0,-128400000.0,-1026100000.0,,515700000.0
WellCare Health Plans Inc,WCG,,1279363,2017.0,Q4,2017-10-01,2017-12-31,,200000.0,17700000.0,700000.0,35800000.0,,142100000.0,,2300000.0,-305700000.0,-177300000.0,-195500000.0,-305700000.0,-177300000.0,-195500000.0,-678500000.0,60700000.0,60700000.0,-434100000.0,-308000000.0,,-333300000.0,-35800000.0,,,191600000.0
