company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstonetincometocommon,otherincome,otheroperatingexpenses,preferreddividends,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
CVS Health Corp,CVS,549300EJG376EN5NQE29,64803,2009.0,Q1,2009-01-01,2009-03-31,2010-05-04 16:31:41+00:00,0.51,0.51,0.07625,0.5,,492000000.0,738000000.0,743000000.0,-5000000.0,738000000.0,0.0,18646000000.0,23394000000.0,,,,,3371000000.0,18646000000.0,4748000000.0,142000000.0,3371000000.0,1377000000.0,-142000000.0,1235000000.0,23394000000.0,1447100000.0,1450000000.0,1469000000.0
CVS Health Corp,CVS,549300EJG376EN5NQE29,64803,2010.0,Q4,2010-10-01,2010-12-31,,0.75,0.75,0.09,0.75,,597000000.0,1025000000.0,1009000000.0,16000000.0,1026000000.0,-1000000.0,18707000000.0,24136000000.0,,,,,3687000000.0,18707000000.0,5429000000.0,136000000.0,3687000000.0,1742000000.0,-136000000.0,1606000000.0,24136000000.0,1365300000.0,1367000000.0,1377000000.0
CVS Health Corp,CVS,549300EJG376EN5NQE29,64803,2010.0,FY,2010-01-01,2010-12-31,2013-02-15 17:28:33+00:00,2.51,2.51,0.35,2.49,,2179000000.0,3424000000.0,3422000000.0,2000000.0,3427000000.0,-3000000.0,75559000000.0,95778000000.0,,,,,14082000000.0,75559000000.0,20219000000.0,536000000.0,14082000000.0,6137000000.0,-536000000.0,5601000000.0,95778000000.0,1365300000.0,1367000000.0,1377000000.0
CVS Health Corp,CVS,549300EJG376EN5NQE29,64803,2010.0,Q3,2010-07-01,2010-09-30,2010-11-03 17:01:44+00:00,0.59,0.59,0.0875,0.59,,528000000.0,808000000.0,819000000.0,-11000000.0,809000000.0,-1000000.0,18851000000.0,23875000000.0,,,,,3540000000.0,18851000000.0,5024000000.0,137000000.0,3540000000.0,1484000000.0,-137000000.0,1347000000.0,23875000000.0,1371200000.0,1360000000.0,1368000000.0
CVS Health Corp,CVS,549300EJG376EN5NQE29,64803,2010.0,Q3YTD,2010-01-01,2010-09-30,,1.76,1.76,0.26,1.74,,1582000000.0,2399000000.0,2413000000.0,-14000000.0,2401000000.0,-2000000.0,56852000000.0,71642000000.0,,,,,10395000000.0,56852000000.0,14790000000.0,400000000.0,10395000000.0,4395000000.0,-400000000.0,3995000000.0,71642000000.0,1371200000.0,1360000000.0,1368000000.0
CVS Health Corp,CVS,549300EJG376EN5NQE29,64803,2010.0,Q3TTM,2009-10-01,2010-09-30,,2.51,2.51,0.34,2.48,,2287200000.0,3449500000.0,3457900000.0,-8400000.0,3451500000.0,-2000000.0,76614100000.0,96949900000.0,,,,,14058600000.0,76614100000.0,20335800000.0,532100000.0,14058600000.0,6277200000.0,-532100000.0,5745100000.0,96949900000.0,1371200000.0,1360000000.0,1368000000.0
CVS Health Corp,CVS,549300EJG376EN5NQE29,64803,2010.0,Q2,2010-04-01,2010-06-30,2010-07-28 18:02:35+00:00,0.61,0.61,0.0875,0.6,,544000000.0,821000000.0,822000000.0,-1000000.0,821000000.0,0.0,18987000000.0,24007000000.0,,,,,3519000000.0,18987000000.0,5020000000.0,135000000.0,3519000000.0,1501000000.0,-135000000.0,1366000000.0,24007000000.0,1345900000.0,1359000000.0,1369000000.0
CVS Health Corp,CVS,549300EJG376EN5NQE29,64803,2010.0,Q2YTD,2010-01-01,2010-06-30,,1.17,1.17,0.18,1.15,,1054000000.0,1591000000.0,1594000000.0,-3000000.0,1592000000.0,-1000000.0,38001000000.0,47767000000.0,,,,,6855000000.0,38001000000.0,9766000000.0,263000000.0,6855000000.0,2911000000.0,-263000000.0,2648000000.0,47767000000.0,1345900000.0,1359000000.0,1369000000.0
CVS Health Corp,CVS,549300EJG376EN5NQE29,64803,2010.0,Q2TTM,2009-07-01,2010-06-30,,2.63,2.63,0.33,2.6,,2179200000.0,3662500000.0,3661900000.0,600000.0,3663500000.0,-1000000.0,77393100000.0,97716900000.0,,,,,13964600000.0,77393100000.0,20323800000.0,518100000.0,13964600000.0,6359200000.0,-518100000.0,5841100000.0,97716900000.0,1345900000.0,1359000000.0,1369000000.0
CVS Health Corp,CVS,549300EJG376EN5NQE29,64803,2010.0,Q1,2010-01-01,2010-03-31,2010-05-04 16:31:41+00:00,0.56,0.56,0.0875,0.55,,510000000.0,770000000.0,772000000.0,-2000000.0,771000000.0,-1000000.0,19014000000.0,23760000000.0,,,,,3336000000.0,19014000000.0,4746000000.0,128000000.0,3336000000.0,1410000000.0,-128000000.0,1282000000.0,23760000000.0,1376800000.0,1386000000.0,1396000000.0
CVS Health Corp,CVS,549300EJG376EN5NQE29,64803,2010.0,Q1TTM,2009-04-01,2010-03-31,,2.63,2.63,0.32,2.6,,2218000000.0,3728000000.0,3729000000.0,-1000000.0,3729000000.0,-1000000.0,78225000000.0,98581000000.0,,,,,13898000000.0,78225000000.0,20356000000.0,511000000.0,13898000000.0,6458000000.0,-511000000.0,5947000000.0,98581000000.0,1376800000.0,1386000000.0,1396000000.0
CVS Health Corp,CVS,549300EJG376EN5NQE29,64803,2011.0,Q4,2011-10-01,2011-12-31,,-1.77,0.82,0.13,0.8,,706000000.0,1064000000.0,1093000000.0,-29000000.0,1065000000.0,-1000000.0,22359000000.0,27897000000.0,,,,,3592000000.0,22359000000.0,5538000000.0,147000000.0,3592000000.0,1946000000.0,-147000000.0,1799000000.0,27897000000.0,,1338000000.0,1347000000.0
CVS Health Corp,CVS,549300EJG376EN5NQE29,64803,2011.0,FY,2011-01-01,2011-12-31,2014-02-11 07:05:55+00:00,0.0,2.59,0.5,2.57,,2258000000.0,3458000000.0,3489000000.0,-31000000.0,3462000000.0,-4000000.0,86518000000.0,107080000000.0,,,,,14231000000.0,86518000000.0,20562000000.0,584000000.0,14231000000.0,6331000000.0,-584000000.0,5747000000.0,107080000000.0,,1338000000.0,1347000000.0
CVS Health Corp,CVS,549300EJG376EN5NQE29,64803,2011.0,Q3,2011-07-01,2011-09-30,2011-11-03 16:04:18+00:00,0.65,0.65,0.125,0.65,,562000000.0,867000000.0,867000000.0,0.0,868000000.0,-1000000.0,21496000000.0,26674000000.0,,,,,3594000000.0,21496000000.0,5178000000.0,155000000.0,3594000000.0,1584000000.0,-155000000.0,1429000000.0,26674000000.0,1335400000.0,1332000000.0,1340000000.0
CVS Health Corp,CVS,549300EJG376EN5NQE29,64803,2011.0,Q3YTD,2011-01-01,2011-09-30,,1.77,1.77,0.38,1.77,,1552000000.0,2394000000.0,2396000000.0,-2000000.0,2397000000.0,-3000000.0,64159000000.0,79183000000.0,,,,,10639000000.0,64159000000.0,15024000000.0,437000000.0,10639000000.0,4385000000.0,-437000000.0,3948000000.0,79183000000.0,1335400000.0,1332000000.0,1340000000.0
CVS Health Corp,CVS,549300EJG376EN5NQE29,64803,2011.0,Q3TTM,2010-10-01,2011-09-30,,2.52,2.52,0.46,2.52,,2149000000.0,3419000000.0,3405000000.0,14000000.0,3423000000.0,-4000000.0,82866000000.0,103319000000.0,,,,,14326000000.0,82866000000.0,20453000000.0,573000000.0,14326000000.0,6127000000.0,-573000000.0,5554000000.0,103319000000.0,1335400000.0,1332000000.0,1340000000.0
CVS Health Corp,CVS,549300EJG376EN5NQE29,64803,2011.0,Q2,2011-04-01,2011-06-30,2011-08-04 16:05:47+00:00,0.6,0.6,0.125,0.6,,526000000.0,815000000.0,816000000.0,-1000000.0,816000000.0,-1000000.0,21534000000.0,26629000000.0,,,,,3605000000.0,21534000000.0,5095000000.0,148000000.0,3605000000.0,1490000000.0,-148000000.0,1342000000.0,26629000000.0,1360000000.0,1355000000.0,1364000000.0
CVS Health Corp,CVS,549300EJG376EN5NQE29,64803,2011.0,Q2YTD,2011-01-01,2011-06-30,,1.12,1.12,0.25,1.12,,990000000.0,1527000000.0,1529000000.0,-2000000.0,1529000000.0,-2000000.0,42663000000.0,52509000000.0,,,,,7045000000.0,42663000000.0,9846000000.0,282000000.0,7045000000.0,2801000000.0,-282000000.0,2519000000.0,52509000000.0,1360000000.0,1355000000.0,1364000000.0
CVS Health Corp,CVS,549300EJG376EN5NQE29,64803,2011.0,Q2TTM,2010-07-01,2011-06-30,,2.46,2.46,0.42,2.46,,2115000000.0,3360000000.0,3357000000.0,3000000.0,3364000000.0,-4000000.0,80221000000.0,100520000000.0,,,,,14272000000.0,80221000000.0,20299000000.0,555000000.0,14272000000.0,6027000000.0,-555000000.0,5472000000.0,100520000000.0,1360000000.0,1355000000.0,1364000000.0
CVS Health Corp,CVS,549300EJG376EN5NQE29,64803,2011.0,Q1,2011-01-01,2011-03-31,2011-05-05 16:17:53+00:00,0.52,0.52,0.125,0.52,,464000000.0,712000000.0,713000000.0,-1000000.0,713000000.0,-1000000.0,21129000000.0,25880000000.0,,,,,3440000000.0,21129000000.0,4751000000.0,134000000.0,3440000000.0,1311000000.0,-134000000.0,1177000000.0,25880000000.0,1371200000.0,1362000000.0,1371000000.0
CVS Health Corp,CVS,549300EJG376EN5NQE29,64803,2011.0,Q1TTM,2010-04-01,2011-03-31,,2.47,2.47,0.39,2.46,,2133000000.0,3366000000.0,3363000000.0,3000000.0,3369000000.0,-3000000.0,77674000000.0,97898000000.0,,,,,14186000000.0,77674000000.0,20224000000.0,542000000.0,14186000000.0,6038000000.0,-542000000.0,5496000000.0,97898000000.0,1371200000.0,1362000000.0,1371000000.0
CVS Health Corp,CVS,549300EJG376EN5NQE29,64803,2012.0,Q4,2012-10-01,2012-12-31,,0.88,0.88,0.16,0.89,,661000000.0,1116000000.0,1116000000.0,,1116000000.0,,25102000000.0,31381000000.0,,,,,3995000000.0,25102000000.0,6279000000.0,507000000.0,3995000000.0,2284000000.0,-507000000.0,1777000000.0,31381000000.0,1271100000.0,1271000000.0,1280000000.0
CVS Health Corp,CVS,549300EJG376EN5NQE29,64803,2012.0,FY,2012-01-01,2012-12-31,2015-02-10 16:48:54+00:00,3.04,3.04,0.65,3.02,,2436000000.0,3862000000.0,3869000000.0,-7000000.0,3864000000.0,-2000000.0,100632000000.0,123120000000.0,,,,,15278000000.0,100632000000.0,22488000000.0,905000000.0,15278000000.0,7210000000.0,-905000000.0,6305000000.0,123120000000.0,1271100000.0,1271000000.0,1280000000.0
CVS Health Corp,CVS,549300EJG376EN5NQE29,64803,2012.0,Q3,2012-07-01,2012-09-30,2012-11-06 16:58:09+00:00,0.8,0.8,0.1625,0.79,,669000000.0,1006000000.0,1011000000.0,-5000000.0,1006000000.0,0.0,24580000000.0,30227000000.0,,,,,3833000000.0,24580000000.0,5647000000.0,134000000.0,3833000000.0,1814000000.0,-134000000.0,1680000000.0,30227000000.0,1257500000.0,1265000000.0,1274000000.0
CVS Health Corp,CVS,549300EJG376EN5NQE29,64803,2012.0,Q3YTD,2012-01-01,2012-09-30,,2.16,2.16,0.49,2.13,,1775000000.0,2746000000.0,2753000000.0,-7000000.0,2748000000.0,-2000000.0,75530000000.0,91739000000.0,,,,,11283000000.0,75530000000.0,16209000000.0,398000000.0,11283000000.0,4926000000.0,-398000000.0,4528000000.0,91739000000.0,1257500000.0,1265000000.0,1274000000.0
CVS Health Corp,CVS,549300EJG376EN5NQE29,64803,2012.0,Q3TTM,2011-10-01,2012-09-30,,0.39,2.98,0.61,2.93,,2481000000.0,3810000000.0,3846000000.0,-36000000.0,3813000000.0,-3000000.0,97889000000.0,119636000000.0,,,,,14875000000.0,97889000000.0,21747000000.0,545000000.0,14875000000.0,6872000000.0,-545000000.0,6327000000.0,119636000000.0,1257500000.0,1265000000.0,1274000000.0
CVS Health Corp,CVS,549300EJG376EN5NQE29,64803,2012.0,Q2,2012-04-01,2012-06-30,2012-08-07 16:44:16+00:00,0.76,0.76,0.1625,0.75,,610000000.0,965000000.0,966000000.0,-1000000.0,966000000.0,-1000000.0,25265000000.0,30714000000.0,,,,,3741000000.0,25265000000.0,5449000000.0,132000000.0,3741000000.0,1708000000.0,-132000000.0,1576000000.0,30714000000.0,1271100000.0,1278000000.0,1287000000.0
CVS Health Corp,CVS,549300EJG376EN5NQE29,64803,2012.0,Q2YTD,2012-01-01,2012-06-30,,1.36,1.36,0.33,1.34,,1106000000.0,1740000000.0,1742000000.0,-2000000.0,1742000000.0,-2000000.0,50950000000.0,61512000000.0,,,,,7450000000.0,50950000000.0,10562000000.0,264000000.0,7450000000.0,3112000000.0,-264000000.0,2848000000.0,61512000000.0,1271100000.0,1278000000.0,1287000000.0
CVS Health Corp,CVS,549300EJG376EN5NQE29,64803,2012.0,Q2TTM,2011-07-01,2012-06-30,,0.24,2.83,0.58,2.79,,2374000000.0,3671000000.0,3702000000.0,-31000000.0,3675000000.0,-4000000.0,94805000000.0,116083000000.0,,,,,14636000000.0,94805000000.0,21278000000.0,566000000.0,14636000000.0,6642000000.0,-566000000.0,6076000000.0,116083000000.0,1271100000.0,1278000000.0,1287000000.0
CVS Health Corp,CVS,549300EJG376EN5NQE29,64803,2012.0,Q1,2012-01-01,2012-03-31,2013-05-01 16:41:34+00:00,0.6,0.6,0.1625,0.59,,496000000.0,775000000.0,776000000.0,-1000000.0,776000000.0,-1000000.0,25685000000.0,30798000000.0,,,,,3709000000.0,25685000000.0,5113000000.0,132000000.0,3709000000.0,1404000000.0,-132000000.0,1272000000.0,30798000000.0,1293300000.0,1299000000.0,1309000000.0
CVS Health Corp,CVS,549300EJG376EN5NQE29,64803,2012.0,Q1TTM,2011-04-01,2012-03-31,,0.08,2.67,0.54,2.64,,2290000000.0,3521000000.0,3552000000.0,-31000000.0,3525000000.0,-4000000.0,91074000000.0,111998000000.0,,,,,14500000000.0,91074000000.0,20924000000.0,582000000.0,14500000000.0,6424000000.0,-582000000.0,5842000000.0,111998000000.0,1293300000.0,1299000000.0,1309000000.0
CVS Health Corp,CVS,549300EJG376EN5NQE29,64803,2013.0,FY,2013-01-01,2013-12-31,2016-02-09 16:29:44+00:00,3.77,3.77,0.9,3.74,,2928000000.0,4592000000.0,4600000000.0,-8000000.0,4592000000.0,0.0,102978000000.0,126761000000.0,,,,,15746000000.0,102978000000.0,23783000000.0,509000000.0,15746000000.0,8037000000.0,-509000000.0,7528000000.0,126761000000.0,1218000000.0,1217000000.0,1226000000.0
CVS Health Corp,CVS,549300EJG376EN5NQE29,64803,2013.0,Q4,2013-10-01,2013-12-31,,1.05,1.05,0.23,1.04,,816000000.0,1265000000.0,1266000000.0,-1000000.0,1265000000.0,,26492000000.0,32830000000.0,,,,,4121000000.0,26492000000.0,6338000000.0,135000000.0,4121000000.0,2217000000.0,-135000000.0,2082000000.0,32830000000.0,1218000000.0,1217000000.0,1226000000.0
CVS Health Corp,CVS,549300EJG376EN5NQE29,64803,2013.0,Q3YTD,2013-01-01,2013-09-30,,2.72,2.72,0.68,2.7,,2112000000.0,3327000000.0,3334000000.0,-7000000.0,3327000000.0,,76486000000.0,93931000000.0,,,,,11625000000.0,76486000000.0,17445000000.0,374000000.0,11625000000.0,5820000000.0,-374000000.0,5446000000.0,93931000000.0,1212600000.0,1218000000.0,1226000000.0
CVS Health Corp,CVS,549300EJG376EN5NQE29,64803,2013.0,Q3TTM,2012-10-01,2013-09-30,,3.6,3.6,0.84,3.59,,2773000000.0,4443000000.0,4450000000.0,-7000000.0,4443000000.0,,101588000000.0,125312000000.0,,,,,15620000000.0,101588000000.0,23724000000.0,881000000.0,15620000000.0,8104000000.0,-881000000.0,7223000000.0,125312000000.0,1212600000.0,1218000000.0,1226000000.0
CVS Health Corp,CVS,549300EJG376EN5NQE29,64803,2013.0,Q3,2013-07-01,2013-09-30,2014-11-04 16:03:52+00:00,1.03,1.03,0.225,1.02,,777000000.0,1249000000.0,1255000000.0,-6000000.0,1249000000.0,,25905000000.0,31932000000.0,,,,,3873000000.0,25905000000.0,6027000000.0,122000000.0,3873000000.0,2154000000.0,-122000000.0,2032000000.0,31932000000.0,1212600000.0,1218000000.0,1226000000.0
CVS Health Corp,CVS,549300EJG376EN5NQE29,64803,2013.0,Q2YTD,2013-01-01,2013-06-30,,1.69,1.69,0.45,1.68,,1335000000.0,2078000000.0,2079000000.0,-1000000.0,2078000000.0,,50581000000.0,61999000000.0,,,,,7752000000.0,50581000000.0,11418000000.0,252000000.0,7752000000.0,3666000000.0,-252000000.0,3414000000.0,61999000000.0,1221700000.0,1227000000.0,1236000000.0
CVS Health Corp,CVS,549300EJG376EN5NQE29,64803,2013.0,Q2TTM,2012-07-01,2013-06-30,,3.37,3.37,0.78,3.36,,2665000000.0,4200000000.0,4206000000.0,-6000000.0,4200000000.0,,100263000000.0,123607000000.0,,,,,15580000000.0,100263000000.0,23344000000.0,893000000.0,15580000000.0,7764000000.0,-893000000.0,6871000000.0,123607000000.0,1221700000.0,1227000000.0,1236000000.0
CVS Health Corp,CVS,549300EJG376EN5NQE29,64803,2013.0,Q2,2013-04-01,2013-06-30,2014-08-05 16:49:36+00:00,0.92,0.92,0.225,0.91,,721000000.0,1124000000.0,1125000000.0,-1000000.0,1124000000.0,,25407000000.0,31248000000.0,,,,,3869000000.0,25407000000.0,5841000000.0,126000000.0,3869000000.0,1972000000.0,-126000000.0,1846000000.0,31248000000.0,1221700000.0,1227000000.0,1236000000.0
CVS Health Corp,CVS,549300EJG376EN5NQE29,64803,2013.0,Q1,2013-01-01,2013-03-31,2014-05-02 17:03:10+00:00,0.77,0.77,0.225,0.77,,614000000.0,954000000.0,954000000.0,,954000000.0,,25174000000.0,30751000000.0,,,,,3883000000.0,25174000000.0,5577000000.0,126000000.0,3883000000.0,1694000000.0,-126000000.0,1568000000.0,30751000000.0,1239000000.0,1232000000.0,1241000000.0
CVS Health Corp,CVS,549300EJG376EN5NQE29,64803,2013.0,Q1TTM,2012-04-01,2013-03-31,,3.21,3.21,0.71,3.2,,2554000000.0,4041000000.0,4047000000.0,-6000000.0,4042000000.0,-1000000.0,100121000000.0,123073000000.0,,,,,15452000000.0,100121000000.0,22952000000.0,899000000.0,15452000000.0,7500000000.0,-899000000.0,6601000000.0,123073000000.0,1239000000.0,1232000000.0,1241000000.0
CVS Health Corp,CVS,549300EJG376EN5NQE29,64803,2014.0,FY,2014-01-01,2014-12-31,2017-02-09 16:03:16+00:00,3.98,3.98,1.1,3.96,,3033000000.0,4644000000.0,4645000000.0,-1000000.0,4644000000.0,0.0,114000000000.0,139367000000.0,,,,,16568000000.0,114000000000.0,25367000000.0,1121000000.0,16568000000.0,8799000000.0,-1121000000.0,7678000000.0,139367000000.0,1166800000.0,1161000000.0,1169000000.0
CVS Health Corp,CVS,549300EJG376EN5NQE29,64803,2014.0,Q4,2014-10-01,2014-12-31,,1.13,1.13,0.28,1.14,,868000000.0,1321000000.0,1322000000.0,-1000000.0,1321000000.0,,30422000000.0,37055000000.0,,,,,4312000000.0,30422000000.0,6633000000.0,131000000.0,4312000000.0,2321000000.0,-131000000.0,2190000000.0,37055000000.0,1166800000.0,1161000000.0,1169000000.0
CVS Health Corp,CVS,549300EJG376EN5NQE29,64803,2014.0,Q3,2014-07-01,2014-09-30,2015-10-30 16:50:32+00:00,0.82,0.82,0.275,0.81,,624000000.0,948000000.0,948000000.0,0.0,948000000.0,0.0,28553000000.0,35021000000.0,,,,,4222000000.0,28553000000.0,6468000000.0,674000000.0,4222000000.0,2246000000.0,-674000000.0,1572000000.0,35021000000.0,1156100000.0,1157000000.0,1164000000.0
CVS Health Corp,CVS,549300EJG376EN5NQE29,64803,2014.0,Q3YTD,2014-01-01,2014-09-30,,2.85,2.85,0.83,2.82,,2165000000.0,3323000000.0,3323000000.0,,3323000000.0,,83578000000.0,102312000000.0,,,,,12256000000.0,83578000000.0,18734000000.0,990000000.0,12256000000.0,6478000000.0,-990000000.0,5488000000.0,102312000000.0,1156100000.0,1157000000.0,1164000000.0
CVS Health Corp,CVS,549300EJG376EN5NQE29,64803,2014.0,Q3TTM,2013-10-01,2014-09-30,,3.9,3.9,1.05,3.86,,2981000000.0,4588000000.0,4589000000.0,-1000000.0,4588000000.0,,110070000000.0,135142000000.0,,,,,16377000000.0,110070000000.0,25072000000.0,1125000000.0,16377000000.0,8695000000.0,-1125000000.0,7570000000.0,135142000000.0,1156100000.0,1157000000.0,1164000000.0
CVS Health Corp,CVS,549300EJG376EN5NQE29,64803,2014.0,Q2,2014-04-01,2014-06-30,2015-08-04 16:54:05+00:00,1.07,1.07,0.275,1.06,,804000000.0,1246000000.0,1246000000.0,,1246000000.0,,28278000000.0,34602000000.0,,,,,4116000000.0,28278000000.0,6324000000.0,158000000.0,4116000000.0,2208000000.0,-158000000.0,2050000000.0,34602000000.0,1164500000.0,1165000000.0,1174000000.0
CVS Health Corp,CVS,549300EJG376EN5NQE29,64803,2014.0,Q2YTD,2014-01-01,2014-06-30,,2.03,2.03,0.55,2.01,,1541000000.0,2375000000.0,2375000000.0,,2375000000.0,,55025000000.0,67291000000.0,,,,,8034000000.0,55025000000.0,12266000000.0,316000000.0,8034000000.0,4232000000.0,-316000000.0,3916000000.0,67291000000.0,1164500000.0,1165000000.0,1174000000.0
CVS Health Corp,CVS,549300EJG376EN5NQE29,64803,2014.0,Q2TTM,2013-07-01,2014-06-30,,4.11,4.11,1.0,4.07,,3134000000.0,4889000000.0,4896000000.0,-7000000.0,4889000000.0,,107422000000.0,132053000000.0,,,,,16028000000.0,107422000000.0,24631000000.0,573000000.0,16028000000.0,8603000000.0,-573000000.0,8030000000.0,132053000000.0,1164500000.0,1165000000.0,1174000000.0
CVS Health Corp,CVS,549300EJG376EN5NQE29,64803,2014.0,Q1,2014-01-01,2014-03-31,2015-05-01 16:34:03+00:00,0.96,0.96,0.275,0.95,,737000000.0,1129000000.0,1129000000.0,,1129000000.0,,26747000000.0,32689000000.0,,,,,3918000000.0,26747000000.0,5942000000.0,158000000.0,3918000000.0,2024000000.0,-158000000.0,1866000000.0,32689000000.0,1176000000.0,1180000000.0,1190000000.0
CVS Health Corp,CVS,549300EJG376EN5NQE29,64803,2014.0,Q1TTM,2013-04-01,2014-03-31,,3.96,3.96,0.95,3.92,,3051000000.0,4767000000.0,4775000000.0,-8000000.0,4767000000.0,,104551000000.0,128699000000.0,,,,,15781000000.0,104551000000.0,24148000000.0,541000000.0,15781000000.0,8367000000.0,-541000000.0,7826000000.0,128699000000.0,1176000000.0,1180000000.0,1190000000.0
