Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Net Inc Avail to Common Shareholders,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
09/30/1995,1215,-858.0,357.0,-289.0,68.0,-56.0,,32.0,44.0,-23.0,21.0,-72.0,-1.0,-52,-9.0,-61.0,11.0,0.03,0.03,-0.15,409.0,0.03,0.03,-0.15,409.0,
12/31/1995,1870,-1227.0,643.0,-415.0,228.0,-61.0,,-278.0,-111.0,62.0,-49.0,47.0,-5.0,-7,-7.0,-14.0,-61.0,-0.13,-0.13,-0.02,435.0,-0.13,-0.13,-0.02,435.0,
03/31/1996,1117,-827.0,290.0,-362.0,-72.0,-114.0,,26.0,-160.0,9.0,-151.0,397.0,0.0,246,-11.8,234.2,-162.8,-0.41,-0.41,0.59,397.5,-0.41,-0.41,0.59,397.5,
06/30/1996,1100,-647.0,453.0,-316.0,137.0,-114.0,,-13.0,10.0,9.0,19.0,-108.0,0.0,-89,-11.8,-100.8,7.2,0.02,0.02,-0.25,399.200012,0.02,0.02,-0.25,399.200012,
09/30/1996,910,-582.0,328.0,-288.0,40.0,-88.0,,22.0,-26.0,1.0,-25.0,-2.0,-1.0,-28,-11.8,-39.8,-37.8,-0.09,-0.09,-0.1,401.100006,-0.09,-0.09,-0.1,401.100006,
12/31/1996,1016,-730.0,286.0,-337.0,-51.0,-85.0,,20.0,-116.0,52.0,-64.0,29.0,1.0,-34,-11.6,-45.6,-74.6,-0.18,-0.18,-0.11,448.0,-0.18,-0.18,-0.11,448.0,
03/31/1997,1326,-1002.0,324.0,-378.0,-54.0,-101.0,,67.0,-88.0,-3.0,-91.0,-60.0,0.0,-151,-12.0,-163.0,-103.0,-0.18,-0.18,-0.28,589.0,-0.18,-0.18,-0.28,589.0,
06/30/1997,1283,-777.0,506.0,-402.0,104.0,-102.0,,-10.0,-8.0,-4.0,-12.0,12.0,1.0,1,-11.0,-10.0,-22.0,-0.04,-0.04,-0.02,604.0,-0.04,-0.04,-0.02,604.0,
09/30/1997,1283,-772.0,511.0,-408.0,103.0,-102.0,,4.0,5.0,-25.0,-20.0,-143.0,1.0,-162,0.0,-162.0,-19.0,-0.03,-0.03,-0.26,630.0,-0.03,-0.03,-0.26,630.0,
12/31/1997,1471,-932.0,539.0,-443.0,96.0,-81.0,,17.0,32.0,-41.0,-9.0,871.0,-1.0,861,0.0,861.0,-10.0,-0.01,-0.01,1.24,693.0,-0.01,-0.01,1.24,693.0,
03/31/1998,1949,-1305.0,644.0,-508.0,136.0,-75.0,0.0,5.0,66.0,-47.0,19.0,0.0,0.0,19,0.0,19.0,19.0,0.03,0.03,0.03,698.0,0.03,0.03,0.03,718.0,
06/30/1998,1484,-956.0,528.0,-401.0,127.0,-85.0,0.0,12.0,54.0,-48.0,6.0,0.0,-2.0,4,0.0,4.0,4.0,0.01,0.01,0.01,701.0,0.01,0.01,0.01,721.0,
09/30/1998,1581,-980.0,601.0,-499.0,102.0,-112.0,0.0,12.0,2.0,-39.0,-37.0,-5.0,-1.0,-43,0.0,-43.0,-38.0,-0.05,-0.05,-0.06,697.0,-0.05,-0.05,-0.06,697.0,
12/31/1998,1791,-1132.0,659.0,-542.0,117.0,-98.0,0.0,14.0,33.0,-27.0,6.0,-4.0,-3.0,-1,0.0,-1.0,3.0,0.0,0.0,0.0,691.0,0.0,0.0,0.0,703.0,
03/31/1999,1768,-1160.0,608.0,-490.0,118.0,-51.0,0.0,13.0,80.0,-46.0,34.0,362.0,-9.0,387,0.0,387.0,25.0,0.04,0.04,0.56,693.0,0.04,0.04,0.55,708.0,
06/30/1999,1678,-891.0,787.0,-493.0,294.0,-46.0,0.0,-19.0,229.0,-130.0,99.0,17.0,-21.0,95,0.0,95.0,78.0,0.11,0.11,0.14,696.0,0.11,0.11,0.13,713.0,
09/30/1999,1708,-949.0,759.0,-513.0,246.0,-46.0,0.0,-18.0,182.0,-126.0,56.0,12.0,-21.0,47,0.0,47.0,35.0,0.05,0.05,0.07,692.0,0.05,0.05,0.07,709.0,
12/31/1999,2219,-1281.0,938.0,-640.0,298.0,-61.0,0.0,-38.0,199.0,-159.0,40.0,220.0,-21.0,251,0.0,251.0,19.0,0.03,0.03,0.35,721.0,0.03,0.03,0.34,750.0,
03/31/2000,2403,,,,,,,,,,,,,-38,,-38.0,,-0.05,-0.05,-0.05,,-0.05,-0.05,-0.05,,
