Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Net Inc Avail to Common Shareholders,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
12/31/1993,197.399994,-152.5,44.899994,-34.700001,10.2,-22.299999,0.0,-1.4,-13.499999,-13.3,-26.799999,-3.9,0.0,-30.700001,-10.4,-41.100001,-37.199999,-0.28,-0.28,-0.31,134.100006,-0.28,-0.28,-0.31,134.100006,
03/31/1994,187.100006,-143.800003,43.300003,-21.799999,21.5,-22.5,0.0,5.3,4.3,-15.5,-11.2,0.0,0.0,-11.2,-12.3,-23.5,-23.5,,-0.17,-0.17,134.5,,,,,
06/30/1994,167.5,-123.400002,44.099998,-18.9,25.200001,-24.9,0.0,95.900002,96.200003,-66.099998,30.1,0.0,0.0,30.1,-12.1,18.0,18.000004,,0.13,0.13,134.699997,,,,,
09/30/1994,170.199997,-113.599998,56.599998,-17.9,38.700001,-24.9,0.0,-6.4,7.400001,-23.4,-16.0,0.0,0.0,-16.0,-9.6,-25.6,-25.599999,,-0.19,-0.19,134.899994,,,,,
12/31/1994,157.300003,-109.0,48.300003,-82.800003,-34.5,-24.4,0.0,15.2,-43.7,18.1,-25.6,0.0,0.0,-25.6,-9.6,-35.200001,-35.2,,-0.26,-0.26,135.5,,,,,
03/31/1995,142.5,-104.699997,37.800003,-18.700001,19.1,-24.1,0.0,-32.799999,-37.799999,-19.1,-56.900002,0.0,0.0,-56.900002,-9.6,-66.500002,-66.5,,-0.49,-0.49,135.5,,,,,
06/30/1995,156.899994,,,,,,,,,,,,,-23.0,,-23.0,,,-0.24,-0.24,135.600006,,,,,
09/30/1995,146.699997,,,,,,,,,,,,,-28.1,,-28.1,,,-0.28,-0.28,135.600006,,,,,
12/31/1995,171.300003,,,,,,,,,,,,,-22.6,,-22.6,,,-0.24,-0.24,135.600006,,,,,
03/31/1996,180.2,-62.1,118.1,-95.6,22.5,,,,,-23.0,-0.5,0.0,0.0,-0.5,,-0.5,,-0.07,-0.07,-0.07,7.14,-0.07,-0.07,-0.07,7.14,
06/30/1996,177.5,-65.1,112.4,-94.2,18.2,,,,,-20.9,-2.7,0.0,0.0,-2.7,0.0,-2.7,,-0.02,-0.02,-0.02,135.609772,-0.02,-0.02,-0.02,135.609772,
09/30/1996,183.5,-62.1,121.4,-98.7,22.7,,,,,-11.4,11.3,0.0,0.0,11.3,,11.3,,0.08,0.08,0.08,147.246869,0.08,0.08,0.08,147.246869,
03/31/1997,183.800003,,,,,,,,,,,,,3.4,,3.4,,,,0.0,,,,,,
