Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,Net Revenue,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
09/30/2015,362.0,375.0,369.0,,3.409214,1.98916,1.03794,0.64,0.64,0.468835,0.63,0.63,0.462,0.16,1.094851,1.094851,3.604972,10.726519,9.223757,
12/31/2015,349.0,361.0,361.0,,3.67867,2.235457,1.252078,0.8,0.8,0.430332,0.78,0.78,0.426399,0.16,1.249307,1.249307,4.567335,11.200573,9.180516,
03/31/2016,330.0,343.0,339.0,,3.572271,1.905605,0.849558,0.53,0.53,0.433628,0.53,0.53,0.430875,0.16,1.00885,1.00885,3.539394,11.560606,9.433333,
06/30/2016,318.0,328.0,322.0,,3.574534,1.714286,0.658385,0.39,0.39,0.478261,0.38,0.38,0.468415,0.16,1.332298,1.332298,4.330189,11.569182,9.380503,
09/30/2016,303.0,316.0,310.0,,4.354839,2.332258,1.254839,0.74,0.74,0.330161,0.73,0.73,0.326044,0.16,1.106452,1.106452,6.016502,12.244224,9.990099,
12/31/2016,290.864118,300.0,300.0,,4.17,2.006667,0.846667,0.49,0.49,0.43,0.48,0.48,0.426667,0.16,0.81,0.81,4.307853,12.717279,10.413797,
03/31/2017,285.0,296.0,289.0,,4.038062,1.702422,0.508651,0.31,0.31,0.370242,0.3,0.3,0.364189,0.16,1.235294,1.235294,4.785965,12.8,10.470175,
06/30/2017,274.0,285.0,280.0,,4.4,1.832143,0.635714,0.4,0.4,0.439286,0.39,0.39,0.428596,0.16,0.975,0.975,4.208029,12.919708,10.518248,
09/30/2017,263.0,274.0,269.0,,5.215613,2.297398,1.022305,0.65,0.65,0.540335,0.64,0.64,0.528139,0.16,1.055762,1.055762,4.745247,13.406844,10.642586,
12/31/2017,263.050572,263.0,263.0,,5.243346,2.228137,0.692015,-0.32,-0.32,0.541255,-0.32,-0.32,0.540646,0.16,0.927757,0.927757,5.770753,13.130555,10.051299,
03/31/2018,265.0,269.0,264.0,,5.238636,2.045455,0.647727,0.48,0.48,0.42625,0.47,0.47,0.419926,0.16,1.075758,1.075758,9.049057,13.724528,10.698113,
06/30/2018,265.0,269.0,265.0,,5.169811,1.664151,0.449057,0.31,0.31,0.52117,0.31,0.31,0.51487,0.16,0.74717,0.74717,6.120755,14.015094,11.003774,
09/30/2018,258.0,264.0,260.0,,5.565385,1.969231,0.653846,0.44,0.44,0.544538,0.43,0.43,0.53447,0.16,0.665385,0.665385,8.306202,14.434109,11.364341,
12/31/2018,247.437273,256.0,256.0,,5.417969,1.667969,0.445312,0.28,0.28,0.210469,0.28,0.28,0.209219,0.16,1.894531,1.894531,5.197277,14.221786,11.045224,
03/31/2019,240.035888,247.0,247.0,,5.882591,2.040486,0.692308,0.52,0.52,0.48839,0.52,0.52,0.48839,0.16,0.761134,0.761134,5.024249,14.28953,11.040016,
06/30/2019,230.0,238.0,235.0,,5.880851,2.004255,0.87234,0.65,0.65,0.506511,0.64,0.64,0.497269,0.16,1.421277,1.421277,7.591304,14.352174,11.008696,
09/30/2019,221.0,228.0,225.0,,6.053333,2.257778,0.848889,0.64,0.64,0.651467,0.63,0.63,0.63693,0.16,1.373333,1.373333,7.162896,14.660633,11.208145,
12/31/2019,215.0,221.0,221.0,,5.886878,2.384615,1.022624,0.79,0.79,0.848824,0.78,0.78,0.848824,0.16,0.850679,0.850679,5.734884,15.516279,11.995349,
03/31/2020,194.366433,200.0,200.0,,4.695,1.125,-0.655,-0.53,-0.53,0.48475,-0.53,-0.53,0.48475,0.16,2.265,2.265,5.577095,10.469915,6.600934,
06/30/2020,194.0,195.0,194.0,,4.907216,2.231959,0.876289,0.65,0.65,0.926753,0.64,0.64,0.920974,0.16,0.731959,0.731959,8.412371,10.902062,7.056701,
09/30/2020,,,,,,,,0.73,0.73,0.772,0.73,0.73,0.772,0.16,1.11,,,11.69,,
12/31/2020,,,,,,,,0.708,0.708,0.744,0.708,0.708,0.744,0.16,1.0,,,12.35,,
