Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Other Investment (Inc) Loss,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/1996,2295.0,,-250.0,,2045.0,,-1143.0,,,,,,902.0,43.0,,,,,0.0,,-43.0,945.0,-331.0,614.0,0.0,,,614.0,0.0,614.0,0.0,,614.0,614.0,,9631.375977,0.06375,0.06375,0.06375,10352.0,0.059375,0.059375,0.059375,
12/31/1996,2680.0,,-296.0,,2384.0,,-1303.0,,,,,,1081.0,59.0,,,,,0.0,,-59.0,1140.0,-399.0,741.0,0.0,,,741.0,0.0,741.0,-1.0,,740.0,740.0,,9568.0,0.0775,0.0775,0.0775,10432.0,0.07125,0.07125,0.07125,
03/31/1997,3208.0,,-297.0,,2911.0,,-1343.0,,,,,,1568.0,35.0,,,,,0.0,,-35.0,1603.0,-561.0,1042.0,0.0,,,1042.0,0.0,1042.0,-7.0,,1035.0,1035.0,,9556.0,0.1075,0.1075,0.1075,10548.0,0.1,0.1,0.1,
06/30/1997,3175.0,,-242.0,,2933.0,,-1613.0,,,,,,1320.0,306.0,,,,,0.0,,-306.0,1626.0,-569.0,1057.0,0.0,,,1057.0,0.0,1057.0,-7.0,,1050.0,1050.0,,9609.087888,0.11,0.11,0.11,10616.0,0.1,0.1,0.1,
09/30/1997,3334.0,,-534.0,,2800.0,,-1444.0,,,,,,1356.0,-154.0,,0.0,,,0.0,,154.0,1202.0,-539.0,663.0,0.0,,,663.0,0.0,663.0,-7.0,,656.0,656.0,,9640.0,0.0675,0.0675,0.0975,10660.0,0.06,0.06,0.0875,
12/31/1997,3792.0,,-613.0,,3179.0,,-1566.0,,,,,,1613.0,157.0,,0.0,,,0.0,,-157.0,1770.0,-637.0,1133.0,0.0,,,1133.0,0.0,1133.0,-7.0,,1126.0,1126.0,,9684.0,0.11625,0.11625,0.11625,10668.0,0.105,0.105,0.105,
03/31/1998,3984.0,,-640.0,,3344.0,,-1477.0,,,,,,1867.0,190.0,,0.0,,,0.0,,-190.0,2057.0,-720.0,1337.0,0.0,,,1337.0,0.0,1337.0,-7.0,,1330.0,1330.0,,9732.0,0.135,0.135,0.135,10740.0,0.125,0.125,0.125,
06/30/1998,4152.0,,-673.0,,3479.0,,-1605.0,,,,,,1874.0,214.0,,0.0,,,0.0,,-214.0,2088.0,-731.0,1357.0,0.0,,,1357.0,0.0,1357.0,-7.0,,1350.0,1350.0,,9848.0,0.0675,0.0675,0.0675,10824.0,0.0625,0.0625,0.0625,
09/30/1998,4193.0,,-649.0,,3544.0,,-1462.0,,,,,,2082.0,421.0,,0.0,,,0.0,,-421.0,2503.0,-820.0,1683.0,0.0,,,1683.0,0.0,1683.0,-7.0,,1676.0,1676.0,,9916.0,0.17,0.17,0.16,10868.0,0.155,0.155,0.145,
12/31/1998,5195.0,,-788.0,,4407.0,,-1693.0,,,,,,2714.0,337.0,,0.0,,,0.0,,-337.0,3051.0,-1068.0,1983.0,0.0,,,1983.0,0.0,1983.0,-7.0,,1976.0,1976.0,,9996.0,0.1975,0.1975,0.1975,10920.0,0.18,0.18,0.18,
03/31/1999,4595.0,,-708.0,,3887.0,,-1658.0,,,,,,2229.0,720.0,,0.0,,,0.0,,-720.0,2949.0,-1032.0,1917.0,0.0,,,1917.0,0.0,1917.0,-7.0,,1910.0,1910.0,,10110.0,0.19,0.19,0.19,11024.0,0.175,0.175,0.175,
06/30/1999,5764.0,,-669.0,,5095.0,,-2192.0,,,,,,2903.0,485.0,,0.0,,,0.0,,-485.0,3388.0,-1186.0,2202.0,0.0,,,2202.0,0.0,2202.0,-7.0,,2195.0,2195.0,,10200.0,0.215,0.215,0.215,11042.0,0.2,0.2,0.2,
09/30/1999,5384.0,,-712.0,,4672.0,,-1905.0,,,,,,2767.0,553.0,,0.0,-265.0,,0.0,,-288.0,3320.0,-1129.0,2191.0,0.0,,,2191.0,0.0,2191.0,-7.0,0.0,2184.0,2184.0,,10218.0,0.215,0.215,0.205076,10920.0,0.2,0.2,0.190715,
12/31/1999,6112.0,,-756.0,,5356.0,,-2444.0,,,,,,2912.0,779.0,,0.0,-281.0,,0.0,,-498.0,3691.0,-1255.0,2436.0,0.0,,,2436.0,0.0,2436.0,-6.0,0.0,2430.0,2430.0,,10326.0,0.235,0.235,0.25,11076.0,0.22,0.22,0.235,
03/31/2000,5656.0,,-752.0,,4904.0,,-2208.0,,,,,,2696.0,917.0,,0.0,-331.0,,0.0,,-586.0,3613.0,-1228.0,2385.0,0.0,,,2385.0,0.0,2385.0,0.0,0.0,2385.0,2385.0,,10418.0,0.23,0.23,0.23,11086.0,0.215,0.215,0.215,
06/30/2000,5804.0,,-782.0,,5022.0,,-2485.0,,,,,,2537.0,1114.0,,0.0,-354.0,,0.0,,-760.0,3651.0,-1242.0,2409.0,0.0,,,2409.0,0.0,2409.0,0.0,0.0,2409.0,2409.0,,10400.0,0.23,0.23,0.23,11000.0,0.22,0.22,0.22,
09/30/2000,5766.0,,-825.0,,4941.0,0.0,-2164.0,1208.0,1038.0,,,956.0,2777.0,1075.0,,0.0,-431.0,,0.0,52.0,-696.0,3852.0,-1271.0,2581.0,190.0,,,2391.0,0.0,2206.0,0.0,0.0,2206.0,2206.0,,10598.0,0.208152,0.243536,0.415267,11114.0,0.183488,0.23223,0.395987,
12/31/2000,6550.0,,-864.0,,5686.0,,-2492.0,,,,,,3194.0,723.0,,0.0,-419.0,,0.0,,-304.0,3917.0,-1293.0,2624.0,0.0,,,2624.0,0.0,2624.0,0.0,0.0,2624.0,2624.0,,10660.0,0.245,0.245,0.245,11140.0,0.235,0.235,0.235,
03/31/2001,6403.0,,-899.0,,5504.0,0.0,-2506.0,1437.0,1198.0,,,1069.0,2998.0,660.0,,0.0,-496.0,,0.0,46.0,-210.0,3658.0,-1207.0,2451.0,0.0,,,2451.0,0.0,2451.0,0.0,0.0,2451.0,2451.0,,10672.0,0.23,0.23,0.23,11126.0,0.22,0.22,0.22,
06/30/2001,6577.0,,-867.0,,5710.0,,-2959.0,,,,,,2751.0,-2784.0,,0.0,-462.0,,0.0,,3246.0,-33.0,-32.0,65.0,0.0,,,-65.0,0.0,65.0,0.0,0.0,65.0,65.0,,10762.0,0.005,0.005,0.22,11184.0,0.005,0.005,0.215,
09/30/2001,6126.0,,-884.0,,5242.0,,-2345.0,,,,,,2897.0,-1010.0,,0.0,-449.0,,0.0,,1459.0,1887.0,-604.0,1283.0,0.0,,,1283.0,0.0,1283.0,0.0,0.0,1283.0,1283.0,,10796.0,0.12,0.12,0.12,11134.0,0.115,0.115,0.115,
12/31/2001,7741.0,,-1544.0,,6197.0,,-2911.0,,,,,,3286.0,71.0,,0.0,-417.0,,0.0,,346.0,3357.0,-1074.0,2283.0,0.0,,,2283.0,0.0,2283.0,0.0,0.0,2283.0,2283.0,,10790.0,0.21,0.21,0.25,11112.0,0.205,0.205,0.245,
03/31/2002,7245.0,,-1395.0,,5850.0,0.0,-2552.0,1486.0,1240.0,,,1066.0,3298.0,728.0,,0.0,-433.0,,0.0,11.0,-306.0,4026.0,-1288.0,2738.0,0.0,,,2738.0,0.0,2738.0,0.0,0.0,2738.0,2738.0,,10830.0,0.255,0.255,0.362696,11128.0,0.245,0.245,0.351938,
06/30/2002,7253.0,,-1368.0,,5885.0,,-4655.0,,,,,,1230.0,1013.0,,0.0,-463.0,,0.0,,-550.0,2243.0,-718.0,1525.0,0.0,,,1525.0,0.0,1525.0,0.0,0.0,1525.0,1525.0,,10830.0,0.14,0.14,0.215,11060.0,0.14,0.14,0.215,
09/30/2002,7746.0,,-1344.0,,6402.0,,-3374.0,,,,,,3028.0,19.0,,0.0,-516.0,,0.0,,497.0,3047.0,-1006.0,2041.0,0.0,,,2041.0,0.0,2041.0,0.0,0.0,2041.0,2041.0,,21478.0,0.095,0.095,0.095,21866.0,0.095,0.095,0.095,
12/31/2002,8541.0,,-2137.0,,6404.0,,-4171.0,2656.0,,,,1515.0,2233.0,363.0,-515.0,0.0,-515.0,,0.0,,152.0,2596.0,-731.0,1865.0,,,,1865.0,0.0,1865.0,0.0,0.0,1865.0,1865.0,,21406.0,0.085,0.085,0.085,21692.0,0.085,0.085,0.085,
03/31/2003,7835.0,,-1274.0,,6561.0,,-3817.0,,,,,,2744.0,453.0,,0.0,-455.0,,0.0,,2.0,3197.0,-1055.0,2142.0,0.0,,,2142.0,0.0,2142.0,0.0,0.0,2142.0,2142.0,,10715.0,0.2,0.2,0.26,10837.0,0.2,0.2,0.26,
06/30/2003,8065.0,,-1304.0,,6761.0,,-5221.0,,,,,,1540.0,674.0,,0.0,-471.0,,0.0,,-203.0,2214.0,-731.0,1483.0,0.0,,,1483.0,0.0,1483.0,0.0,0.0,1483.0,1483.0,,10593.0,0.14,0.14,0.41,11407.0,0.13,0.13,0.38,
09/30/2003,8215.0,,-1480.0,,6735.0,,-3587.0,,,,,,3148.0,753.0,,0.0,-484.0,,0.0,,-269.0,3901.0,-1287.0,2614.0,0.0,,,2614.0,0.0,2614.0,0.0,0.0,2614.0,2614.0,,10811.0,0.24,0.24,0.3,10885.0,0.24,0.24,0.3,
12/31/2003,10153.0,,-2344.0,,7809.0,,-6334.0,3363.0,,,,2971.0,1475.0,837.0,-521.0,0.0,-521.0,,0.0,,-316.0,2312.0,-763.0,1549.0,0.0,,,1549.0,0.0,1549.0,0.0,0.0,1549.0,1549.0,,10810.0,0.14,0.14,0.34,10899.0,0.14,0.14,0.34,
03/31/2004,9175.0,,-1411.0,,7764.0,,-6486.0,,,,,,1278.0,1001.0,,0.0,-500.0,,0.0,,-501.0,2279.0,-964.0,1315.0,0.0,,,1315.0,0.0,1315.0,0.0,0.0,1315.0,1315.0,,10785.0,0.12,0.12,0.34,10856.0,0.12,0.12,0.34,
06/30/2004,9292.0,,-1481.0,,7811.0,,-4678.0,,,,,,3133.0,571.0,521.0,0.0,-387.0,,-477.0,,293.0,3704.0,-1014.0,2690.0,0.0,,,2690.0,0.0,2690.0,0.0,0.0,2690.0,2690.0,,10346.0,0.26,0.26,0.28,10760.0,0.25,0.25,0.27,
09/30/2004,9189.0,,-1469.0,,7720.0,,-4226.0,,,,,,3494.0,279.0,,0.0,,,0.0,,-279.0,3773.0,-1245.0,2528.0,0.0,,,2528.0,0.0,2528.0,0.0,0.0,2528.0,2528.0,,10873.0,0.23,0.23,0.31,10920.0,0.23,0.23,0.31,
12/31/2004,10818.0,,-1922.0,,8896.0,,-4147.0,2710.0,,,,1437.0,4749.0,420.0,0.0,0.0,,,0.0,,-420.0,5169.0,-1706.0,3463.0,0.0,,,3463.0,0.0,3463.0,0.0,0.0,3463.0,3463.0,,10877.0,0.32,0.32,0.35,10956.0,0.32,0.32,0.35,
03/31/2005,9620.0,,-1399.0,,8221.0,,-4892.0,3384.0,,,,1508.0,3329.0,496.0,0.0,0.0,,,0.0,,-496.0,3825.0,-1262.0,2563.0,0.0,,,2563.0,0.0,2563.0,0.0,0.0,2563.0,2563.0,,10856.0,0.24,0.24,0.33,10931.0,0.23,0.23,0.32,
06/30/2005,10161.0,,-1410.0,,8751.0,,-5762.0,,,,,,2989.0,0.0,,,,,0.0,,-872.0,3861.0,-161.0,3700.0,0.0,,,3700.0,0.0,3700.0,0.0,0.0,3700.0,3700.0,,10750.0,0.344186,0.344186,0.344186,10817.0,0.342054,0.342054,0.342054,
09/30/2005,9741.0,,-1253.0,,8488.0,,-4442.0,2927.0,,,,1515.0,4046.0,506.0,,0.0,,,0.0,,-506.0,4552.0,-1411.0,3141.0,0.0,,,3141.0,0.0,3141.0,0.0,0.0,3141.0,3141.0,,10696.0,0.29,0.29,0.31,10772.0,0.29,0.29,0.31,
12/31/2005,11837.0,,-2239.0,,9598.0,,-4941.0,3350.0,,,,1591.0,4657.0,480.0,0.0,0.0,,,0.0,,-480.0,5137.0,-1484.0,3653.0,0.0,,,3653.0,0.0,3653.0,0.0,0.0,3653.0,3653.0,,10560.0,0.35,0.35,0.34,10638.0,0.34,0.34,0.33,
03/31/2006,10900.0,,-2028.0,,8872.0,,-4984.0,3367.0,,,,1617.0,3888.0,427.0,0.0,0.0,,,0.0,,-427.0,4315.0,-1338.0,2977.0,0.0,,,2977.0,0.0,2977.0,0.0,0.0,2977.0,2977.0,,10303.0,0.29,0.29,0.32,10415.0,0.29,0.29,0.32,
06/30/2006,11804.0,,-2130.0,,9674.0,,-5793.0,3932.0,,,,1861.0,3881.0,-295.0,,,,,0.0,,295.0,4553.0,-1430.0,2828.0,0.0,,,3123.0,0.0,2828.0,0.0,0.0,2828.0,2828.0,,10193.0,0.277445,0.277445,0.277445,10299.0,0.27459,0.27459,0.27459,
09/30/2006,10811.0,,-1696.0,,9115.0,,-4641.0,,,,,,4474.0,567.0,,0.0,,,0.0,,-567.0,5041.0,-1563.0,3478.0,0.0,,,3478.0,0.0,3478.0,0.0,0.0,3478.0,3478.0,,9929.0,0.35,0.35,0.35,10010.0,0.35,0.35,0.35,
12/31/2006,12542.0,,-3620.0,,8922.0,,-5450.0,,,,,,3472.0,333.0,,0.0,,,0.0,,-333.0,3805.0,-1179.0,2626.0,0.0,,,2626.0,0.0,2626.0,0.0,0.0,2626.0,2626.0,,9806.0,0.27,0.27,0.27,9942.0,0.26,0.26,0.26,
03/31/2007,14398.0,,-2140.0,,12258.0,,-5669.0,,,,,,6589.0,382.0,,0.0,,,0.0,,-382.0,6971.0,-2045.0,4926.0,0.0,,,4926.0,0.0,4926.0,0.0,0.0,4926.0,4926.0,-98.62,9725.0,0.51,0.51,0.5,9862.0,0.5,0.5,0.49,
06/30/2007,13371.0,,-3237.0,,10134.0,0.0,-6145.0,4197.0,3329.0,,,1948.0,3989.0,295.0,,,,,0.0,,-295.0,4284.0,-1249.0,3035.0,0.0,,,3035.0,0.0,3035.0,0.0,0.0,3035.0,3035.0,749.0,9507.0,0.32,0.32,0.4,9657.0,0.31,0.31,0.39,
09/30/2007,13762.0,,-2675.0,,11087.0,,-5169.0,,,,,,5918.0,298.0,,0.0,,,0.0,,-298.0,6216.0,-1927.0,4289.0,0.0,,,4289.0,0.0,4289.0,0.0,0.0,4289.0,4289.0,28.0,9380.0,0.46,0.46,0.46,9513.0,0.45,0.45,0.45,
12/31/2007,16367.0,,-3543.0,,12824.0,,-6343.0,4458.0,,,,1885.0,6481.0,339.0,,0.0,,,0.0,,-339.0,6820.0,-2113.0,4707.0,0.0,,,4707.0,0.0,4707.0,0.0,0.0,4707.0,4707.0,,9361.0,0.5,0.5,0.52,9503.0,0.5,0.5,0.51,
03/31/2008,14454.0,,-2514.0,,11940.0,,-7531.0,,,,,,4409.0,401.0,,0.0,,,0.0,,-401.0,4810.0,-422.0,4388.0,0.0,,,4388.0,0.0,4388.0,0.0,0.0,4388.0,4388.0,15.0,9307.0,0.47,0.47,0.47,9428.0,0.47,0.47,0.47,
06/30/2008,15837.0,,-2866.0,,12971.0,0.0,-7292.0,4885.0,3883.0,,,2407.0,5679.0,289.0,,,,,0.0,,-289.0,5968.0,-1671.0,4297.0,0.0,,,4297.0,0.0,4297.0,0.0,0.0,4297.0,4297.0,,9264.0,0.46,0.46,0.47,9380.0,0.46,0.46,0.47,
09/30/2008,15061.0,15061.0,-2848.0,2848.0,12213.0,0.0,-6214.0,3931.0,3044.0,887.0,2283.0,0.0,5999.0,-8.0,,,,-207.0,179.0,,36.0,5991.0,-1618.0,4373.0,0.0,0.0,0.0,4373.0,0.0,4373.0,0.0,0.0,4373.0,4335.95,-37.05,9084.0,0.48,0.48,0.477317,9183.0,0.48,0.48,0.475965,
12/31/2008,16629.0,16629.0,-3907.0,3907.0,12722.0,0.0,-6783.0,4493.0,3662.0,831.0,2290.0,0.0,5939.0,-301.0,,,,-175.0,350.0,,126.0,5638.0,-1464.0,4174.0,0.0,0.0,0.0,4174.0,0.0,4174.0,0.0,0.0,4174.0,4168.8,-5.2,8903.0,0.47,0.47,0.468247,8914.0,0.47,0.47,0.468247,
03/31/2009,13648.0,13648.0,-2814.0,2814.0,10834.0,0.0,-6396.0,3894.0,2981.0,913.0,2212.0,290.0,4438.0,-388.0,,,,-164.0,26.0,,526.0,4050.0,-1073.0,2977.0,0.0,0.0,0.0,2977.0,0.0,2977.0,0.0,0.0,2977.0,3790.8,813.8,8891.0,0.33,0.33,0.426364,8904.0,0.33,0.33,0.421397,
06/30/2009,13099.0,13099.0,-2586.0,2586.0,10513.0,0.0,-6526.0,4261.0,3192.0,1069.0,2225.0,40.0,3987.0,155.0,,19.0,,-160.0,-46.0,,32.0,4142.0,-1097.0,3045.0,0.0,0.0,0.0,3045.0,0.0,3045.0,0.0,0.0,3045.0,3313.45,268.45,8901.0,0.34,0.34,0.372256,8928.0,0.34,0.34,0.370068,
