Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Source: Bloomberg
07/31/2017,891,-180,737,209,79,-361,491,125,-51,-131,523,-216,,-614,-463,261,261,0,-724,-724,0,0.0,0.0,0.0,-158,0,-158,0,7,-621,-107,2607,2,2799,-194,-506,119,-625,-2615,0,-344,
10/31/2017,826,524,682,-626,52,-1267,589,246,207,-201,340,-100,,-483,-456,276,276,0,-732,-732,0,0.0,0.0,0.0,-37,417,-454,0,10,1479,-105,11,-12,1510,-1487,-548,72,-620,2121,0,1822,
01/31/2018,142,1436,635,-120,103,-1335,1112,-1809,-34,-146,-107,-1522,0.0,-1131,-554,115,115,0,-669,-669,0,0.0,0.0,0.0,-574,164,-738,0,-3,-929,-120,14,-3,270,-253,-725,17,-742,-98,0,-1918,
04/30/2018,247,778,655,252,83,171,-2,-1438,-8,-441,284,-1273,0.0,-150,-516,177,177,0,-693,-693,0,0.0,0.0,0.0,286,800,-514,0,80,-784,-116,-38,-22,341,-357,-835,72,-907,205,0,-687,
07/31/2018,1249,451,641,285,56,-51,280,-128,179,42,-105,-244,0.0,-359,-498,269,269,0,-767,-767,0,0.0,0.0,0.0,152,503,-351,0,-13,-2628,-170,-1536,109,283,-1928,-921,15,-936,-1,0,-1738,
10/31/2018,1326,-757,645,4099,44,3444,611,-2661,-357,285,-99,-2490,,-240,-294,533,533,0,-827,-827,0,0.0,0.0,0.0,53,282,-229,0,1,-1251,-164,-116,-79,1563,-1600,-971,12,-983,0,0,-165,
01/31/2019,382,177,639,-17,75,370,-462,-417,113,99,-256,-373,0.0,-616,-572,157,157,0,-729,-729,0,0.0,0.0,0.0,-40,281,-321,0,-4,-945,-157,43,-12,389,-334,-814,0,-814,-17,0,-1179,
04/30/2019,987,419,648,51,74,-26,3,-131,30,54,-309,94,0.0,-448,-585,214,214,0,-799,-799,0,0.0,0.0,0.0,156,226,-70,0,-19,-655,-154,47,37,236,-226,-574,0,-574,26,0,-116,
07/31/2019,1196,-27,632,850,58,541,251,-259,172,-87,-261,-83,0.0,-335,-548,77,77,0,-625,-625,0,0.0,0.0,0.0,211,233,-22,0,2,-639,-150,73,0,385,-312,-577,0,-577,15,0,222,
10/31/2019,1432,480,616,475,61,194,220,-139,59,-20,301,-479,0.0,-2058,-554,149,149,0,-703,-703,0,0.0,0.0,0.0,-1512,4,-1516,0,8,691,-147,1098,-78,2507,-1331,-260,24,-284,0,0,65,
01/31/2020,-79,333,690,-512,93,-28,-577,-590,82,-204,-250,-218,0.0,-64,-106,462,462,0,-568,-568,0,0.0,0.0,0.0,93,147,-54,0,-51,-385,-156,17,127,340,-450,-204,0,-204,-42,0,-528,
04/30/2020,100,-821,641,1078,67,-75,1086,-798,241,-992,177,-224,0.0,-40,-502,89,89,0,-591,-591,0,0.0,0.0,0.0,456,466,-10,0,6,2382,-154,2699,-45,3225,-481,-151,0,-151,-12,0,2442,
07/31/2020,1472,9,642,1032,55,-111,1088,-211,-254,-57,504,-404,0.0,-1050,-548,72,72,0,-620,-620,0,0.0,0.0,0.0,-498,24,-522,0,-4,2525,-154,2666,-46,3180,-468,0,0,0,13,0,2947,
