Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
10/29/1989,18.73,3.675,3.675,0.0,9.751,,,2.343,,,,,1.368,,,,17.136999,1.241,,,0.0,,,0.352,,,,,0.352,1.593,,1.819,1.819,,,,0.09,,,,,,6.528,,,,6.528,8.437,0.19,,,,,0.107,,,,,0.107,0.297,8.734,2.719,0.069,,,0.0,,7.208,9.996,0.0,9.996,18.730001,
01/28/1990,22.517,6.147,6.147,0.0,9.712,,,2.645,,,,,2.202,,,,20.705999,1.626,,,0.0,,,0.185,,,,,0.185,1.811,,2.95,2.95,,,,0.084,,,,,,6.233,,,,6.233,9.267,0.168,,,,,0.107,,,,,0.107,0.275,9.542,0.0,,,,0.0,,12.975,12.975,0.0,12.975,22.517001,
04/29/1990,76.282997,55.978001,49.047001,6.931,11.283,,,3.246,,,,,1.661,,,,72.167999,3.477,,,0.0,,,0.638,,,,,0.638,4.115,,4.915,4.915,,,,0.0,,,,,,6.533,,,,6.533,11.448,0.0,,,,,0.252,,,,,0.252,0.252,11.7,0.0,,,,0.0,,64.583,64.583,0.0,64.583,76.283,
07/29/1990,82.672997,56.943998,35.841999,21.101999,15.874,,,3.701,,,,,1.673,,,,78.192001,4.114,5.184,-1.07,0.0,,,0.367,,,,,0.367,4.481,,4.973,4.973,,,,0.0,,,,,,8.266,,,,8.266,13.239,0.0,,,,,0.23,,,,,0.23,0.23,13.469,0.0,50.611,,,0.0,,18.593,69.204,0.0,69.204,82.673,
10/28/1990,98.960999,62.56,30.523001,32.036999,23.410999,,,5.629,,,,,2.106,,,,93.706001,4.851,,,,,,0.404,,,,,0.404,5.255,,8.118,8.118,,,,0.0,,,,,,13.316,,,,13.316,21.434,,,,,,0.205,,,,,0.205,0.205,21.639,,50.805,,,0.0,,26.517,77.322,,77.322,98.961,
01/27/1991,113.449997,67.217999,36.800999,30.417,27.790001,,,8.469,,,,,2.699,,,,106.176003,6.655,,,,,,0.619,,,,,0.619,7.274,,7.277,7.277,,,,,,,,,,17.407999,,,,17.407999,24.684999,0.0,,,,,0.181,,,,,0.181,0.181,24.865999,,51.669998,,,0.0,,36.914001,88.583999,,88.583999,113.449998,
04/28/1991,130.425995,83.458,48.876999,34.581001,28.041,,,6.029,,,,,3.51,,,,121.038002,9.136,,,,,,0.252,,,,,0.252,9.388,,6.502,6.502,,,,,,,,,,23.231,,,,23.231,29.733,0.0,,,,,0.156,,,,,0.156,0.156,29.889,,51.977001,,,0.0,,48.560001,100.537002,,100.537002,130.426002,
07/28/1991,154.145004,91.427002,40.323002,51.104,34.659,,,6.078,,,,,8.797,,,,140.960999,12.665,16.457001,-3.792,0.0,,,0.519,,,,,0.519,13.184,,7.743,7.743,,,,0.0,,,,,,18.507,,,,18.507,26.25,0.0,,,,,0.436,,,,,0.436,0.436,26.686,0.0,65.737,,,0.0,,61.722,127.459,0.0,127.459,154.145,
10/27/1991,187.414993,119.728996,40.016998,79.711998,34.138,,,6.261,,,,,10.126,,,,170.253998,16.448,,,,,,0.713,,,,,0.713,17.161,,9.001,9.001,,,,1.931,,,,,,27.760001,,,,27.760001,38.692001,0.0,,,,,0.422,,,,,0.422,0.422,39.114001,,71.096001,,,0.0,,77.205002,148.301003,,148.301003,187.415004,
01/26/1992,218.539993,144.414997,40.271,104.143997,35.976002,,,5.856,,,,,12.071,,,,198.317993,19.604,,,,,,0.618,,,,,0.618,20.222,,10.736,10.736,,,,1.723,,,,,,32.420002,,,,32.420002,44.879002,0.0,,,,,0.403,,,,,0.403,0.403,45.282002,,77.494003,,,0.0,,95.764,173.258003,,173.258003,218.540005,
04/26/1992,265.61499,138.413001,24.664,113.749001,48.435001,,,7.292,,,,,14.019,,,,208.158997,23.656,,,33.181999,,,0.618,,,,,0.618,57.455999,,13.456,13.456,,,,0.587,,,,,,44.199001,,,,44.199001,58.242001,0.0,,,,,0.404,,,,,0.404,0.404,58.646001,,88.056,,,0.0,,118.913002,206.969002,,206.969002,265.615003,
07/26/1992,323.933014,156.431999,39.955002,116.476997,61.257999,,,9.142,,,,,20.243999,,,,247.076004,28.017,38.268002,-10.251,46.866001,,,1.974,,,,,1.974,76.857001,,16.261999,16.261999,,,,,,,,,,62.060999,,,,62.060999,78.322998,,,,,,,,,,,,,,,98.940002,,,0.0,,146.669998,245.61,,245.61,,
10/24/1992,373.231995,174.011993,43.403,130.608994,74.114998,,,9.105,,,,,22.417999,,,,279.649994,32.083,,,59.028,,,2.471,,,,,2.471,93.582,,14.097,14.097,,,,0.0,,,,,,70.32,,,,70.32,84.417,0.0,,,,,0.0,,,,,0.0,0.0,84.417,0.0,109.150002,,,0.0,,179.664993,288.814995,0.0,288.814995,373.231995,
01/24/1993,424.895996,173.010002,60.636002,112.374001,97.724998,,,15.947,,,,,25.509001,,,,312.19101,33.841,,,76.278999,,,2.585,,,,,2.585,112.704999,,19.683001,19.683001,,,,0.0,,,,,,60.786001,,,,60.786001,80.469002,0.0,,,,,0.0,,,,,0.0,0.0,80.469002,0.0,126.675003,,,0.0,,217.751999,344.427002,0.0,344.427002,424.896004,
04/25/1993,508.911011,144.211002,44.716,99.495003,111.783997,,,21.597,,,,,29.34,,,,306.932007,40.735001,,,125.891998,,,35.352001,,,,,35.352001,201.979,,21.851999,21.851999,,,,0.0,,,,,,88.593,,,,88.593,110.445,0.0,,,,,0.0,,,,,0.0,0.0,110.445,0.0,134.181,,,0.0,,264.285004,398.466003,0.0,398.466003,508.911003,
07/25/1993,595.213013,88.984999,27.247,61.737999,129.108994,,,23.5,,,,,26.702,,,,268.29599,48.672001,72.209999,-23.538,235.360001,,,42.884998,,,,,42.884998,326.917,,24.743999,24.743999,,,,0.0,,,,,,95.287999,,,,95.287999,120.031998,0.0,,,,,0.0,,,,,0.0,0.0,120.031998,0.0,157.479004,,,0.0,,317.701996,475.181,0.0,475.181,595.212998,
10/24/1993,710.177979,67.127001,2.671,64.456001,156.197006,,,27.684,,,,,36.516998,,,,287.524994,55.702,,,317.596008,,,49.355,,,,,49.355,422.653008,,33.181,33.181,,,,0.0,,,,,,130.106003,,,,130.106003,163.287003,0.0,,,,,0.0,,,,,0.0,0.0,163.287003,0.0,177.960007,,,0.0,,368.931,546.891006,0.0,546.891006,710.178009,
01/30/1994,801.695984,115.972,64.557999,51.414001,174.278,,,36.859001,,,,,45.242001,,,,372.351013,62.740002,,,359.260986,,,7.344,,,,,7.344,429.344988,,34.188,34.188,,,,0.0,,,,,,118.683002,,,,118.683002,152.871002,0.0,,,,,0.0,,,,,0.0,0.0,152.871002,0.0,203.134995,,,0.0,,445.690002,648.824997,0.0,648.824997,801.695999,
05/01/1994,929.669983,176.609001,95.170998,81.438004,202.164001,,,33.111,,,,,52.080002,,,,463.963989,70.146004,,,311.092987,,,84.467003,,,,,84.467003,465.705994,,29.143,29.143,,,,0.0,,,,,,150.026007,,,,150.026007,179.169006,0.0,,,,,0.0,,,,,0.0,0.0,179.169006,0.0,220.121002,,,0.0,,530.380005,750.501007,0.0,750.501007,929.670013,
07/31/1994,1053.69397,182.785995,53.567001,129.218994,237.570007,,,27.896,,,,,59.424999,,,,507.677002,77.448997,131.798996,-54.349998,371.493988,,,97.073997,,,,,97.073997,546.016982,,31.708,31.708,,,,0.0,,,,,,173.803993,,,,173.803993,205.511993,0.0,,,,,0.0,,,,,0.0,0.0,205.511993,0.0,227.835007,,,0.0,,620.346985,848.181992,0.0,848.181992,1053.693985,
10/30/1994,1258.024048,279.378006,140.740005,138.638,270.22699,,,31.787001,,,,,64.158997,,,,645.551025,91.335999,,,407.828003,,,113.308998,,,,,113.308998,612.473,,36.868,36.868,,,,0.0,,,,,,237.091991,,,,237.091991,273.959991,0.0,,,,,0.0,,,,,0.0,0.0,273.959991,0.0,240.662003,,,0.0,,702.820007,943.48201,40.582001,984.064011,1258.024002,
01/29/1995,1358.239014,259.039993,94.240997,164.798996,295.877991,,,54.952999,,,,,67.987,,,,677.857971,109.064003,,,409.451996,,,161.865005,,,,,161.865005,680.381004,,69.128998,69.128998,,,,0.0,,,,,,212.194,,,,212.194,281.322998,0.0,,,,,0.0,,,,,0.0,0.0,281.322998,0.0,285.820007,,,0.0,,750.499023,1036.319031,40.597,1076.916031,1358.239029,
04/30/1995,1539.223999,364.581993,107.010002,257.571991,355.503998,,,52.863998,,,,,78.736,,,,851.685974,119.554001,,,401.845001,,,166.139008,,,,,166.139008,687.53801,,66.398003,66.398003,,,,0.0,,,,,,250.776009,,,,250.776009,317.174011,0.0,,,,,0.0,,,,,0.0,0.0,317.174011,0.0,321.778992,,,0.0,,859.656006,1181.434998,40.615002,1222.049999,1539.22401,
07/30/1995,1991.948975,564.141998,284.388,279.753998,421.747009,,,81.805,,,,,116.466003,,,,1184.160034,172.561005,,,410.798004,,,224.429993,,,,,224.429993,807.789002,,59.812,59.812,,,,0.0,,,,,,329.069012,,,,329.069012,388.881012,0.0,,,,,0.0,,,,,0.0,0.0,388.881012,0.0,508.674011,,,0.0,,1053.602051,1562.276062,40.792,1603.068062,1991.949074,
10/29/1995,2147.885986,598.268005,187.520996,410.747009,438.480011,,,129.350006,,,,,124.211998,,,,1290.310059,157.884003,,,462.48999,,,237.201996,,,,,237.201996,857.575989,,88.952003,88.952003,,,,0.0,,,,,,387.808983,,,,387.808983,476.760986,0.0,,,,,0.0,,,,,0.0,0.0,476.760986,0.0,446.394012,,,0.0,,1183.911987,1630.306,40.819,1671.125,2147.885986,
01/28/1996,2365.832031,480.304993,123.822998,356.481995,491.222992,,,221.578995,,,,,142.591003,,,,1335.697998,184.600998,,,601.215027,,,244.317993,,,,,244.317993,1030.134018,,117.513,117.513,,,,0.0,,,,,,396.057983,,,,396.057983,513.570984,0.0,,,,,0.0,,,,,0.0,0.0,513.570984,0.0,517.453979,,,0.0,,1293.874023,1811.328003,40.932999,1852.261002,2365.831985,
04/28/1996,2893.677002,668.085983,188.582993,479.502991,529.687012,,,313.855011,,,,,126.570999,,,,1638.198975,229.604004,,,758.752991,,,267.121002,,,,,267.121002,1255.477997,,164.367996,164.367996,,,,0.0,,,,,,492.702988,,,,492.702988,657.070984,0.0,,,,,0.0,,,,,0.0,0.0,657.070984,0.0,610.737976,,,0.0,,1584.61499,2195.352966,41.252998,2236.605965,2893.676949,
07/28/1996,3630.231934,1038.184021,279.695007,758.489014,622.859009,,,301.187988,,,,,197.408997,,,,2159.639893,331.315002,,,832.114014,,,307.162994,,,,,307.162994,1470.59201,,153.682999,153.682999,,,,0.0,,,,,,615.670028,,,,615.670028,769.353027,0.0,,,,,0.0,,,,,0.0,0.0,769.353027,0.0,888.067017,,,0.0,,1931.555054,2819.622071,41.257,2860.879071,3630.232098,
10/26/1996,4302.432129,1277.244995,553.825012,723.419983,752.643005,,,243.537994,,,,,241.326996,,,,2514.75293,379.388,,,1321.723999,,,86.567001,,,,,86.567001,1787.679001,,196.367996,196.367996,,,,0.0,,,,,,979.670944,,,,979.670944,1176.03894,0.0,,,,,0.0,,,,,0.0,0.0,1176.03894,0.0,2907.00708,,,0.0,,178.210007,3085.217087,41.175999,3126.393085,4302.432026,
01/25/1997,4570.043945,1107.47998,332.807007,774.672974,1024.942017,,,203.720993,,,,,282.876007,,,,2619.019043,410.065002,,,1408.644043,,,132.315994,,,,,132.315994,1951.02504,,253.406006,253.406006,,,,0.0,,,,,,694.352966,,,,694.352966,947.758972,0.0,,,,,0.0,,,,,0.0,0.0,947.758972,0.0,1180.20105,,,0.0,,2400.89209,3581.09314,41.192001,3622.285141,4570.044113,
04/26/1997,5064.335938,1283.075012,345.492004,937.583008,1139.428955,,,233.505005,,,,,281.458008,,,,2937.467041,460.389008,,,1123.824951,,,542.655029,,,,,542.655029,2126.868988,,218.285995,218.285995,,,,0.0,,,,,,817.094986,,,,817.094986,1035.380981,0.0,,,,,0.0,,,,,0.0,0.0,1035.380981,0.0,1276.57605,,,0.0,,2711.148926,3987.724976,41.23,4028.954975,5064.335957,
07/26/1997,5451.983887,1275.584992,269.608002,1005.97699,1170.401001,,,254.677002,,,,,400.602997,,,,3101.266113,466.35199,882.184998,-415.833008,1267.17395,,,617.192017,,,,,617.192017,2350.717957,,207.177994,207.177994,,,,0.0,,,,,,912.931015,,,,912.931015,1120.109009,0.0,,,,,0.0,,,,,0.0,0.0,1120.109009,0.0,1763.199951,,,0.0,,2526.422119,4289.62207,42.252998,4331.875068,5451.984077,
10/25/1997,6175.22998,1826.576996,378.196014,1448.380981,1147.281982,,,241.121994,,,,,387.950989,,,,3602.931885,467.149994,940.401978,-473.252014,1359.764038,,,745.383972,,,,,745.383972,2572.298004,,202.145004,202.145004,,,,0.0,,,,,,1127.391983,,,,1127.391983,1329.536987,0.0,,,,,0.0,,,,,0.0,0.0,1329.536987,0.0,1946.082031,,,0.0,,2857.349121,4803.431152,42.262001,4845.693153,6175.230141,
01/24/1998,6822.628906,1613.646973,476.927002,1136.719971,1255.995972,,,267.865997,,,,,418.78299,,,,3556.291992,478.59201,1017.455994,-538.864014,1982.796997,,,804.947998,,,,,804.947998,3266.337006,,238.720001,238.720001,,,,0.0,,,,,,1111.207001,,,,1111.207001,1349.927002,0.0,,,,,0.0,,,,,0.0,0.0,1349.927002,0.0,2121.996094,,,0.0,,3308.405029,5430.401123,42.300999,5472.702122,6822.629124,
04/25/1998,7898.137207,2113.059937,1170.584961,942.474976,1272.958008,,,308.276001,,,,,448.351013,,,,4142.64502,545.661011,1157.411987,-611.750977,2259.289062,,,950.541992,,,,,950.541992,3755.492065,,268.167999,268.167999,,,,0.0,,,,,,1278.540009,,,,1278.540009,1546.708008,0.0,,,,,0.0,,,,,0.0,0.0,1546.708008,0.0,2924.246094,,,0.0,,3384.2229,6308.468994,42.959999,6351.428993,7898.137001,
07/25/1998,8916.705,1691.501,534.652,1156.849,1297.867,1297.867,,361.986,75.937,143.383,110.646,32.02,410.57,,,,3761.924,595.349,1264.651,-669.302,3463.279,,,1096.153,,,,,1096.153,5154.781,,248.872,248.872,,,,0.0,,,,,,1518.108,,,,1518.108,1766.98,0.0,,,,,,,,,,,0.0,1766.98,,3220.205,,,,3828.223,58.19,7106.618,43.107,7149.725,8916.705,
10/24/1998,9865.0,1881.0,961.0,920.0,1333.0,,,375.0,41.0,165.0,169.0,,409.0,,,,3998.0,621.0,1375.0,-754.0,4009.0,,,1237.0,0.0,,,,1237.0,5867.0,,282.0,282.0,,,,0.0,,,,,,1587.0,,,,1587.0,1869.0,0.0,,,,,0.0,,,,,0.0,0.0,1869.0,0.0,3520.0,,,0.0,,4433.0,7953.0,43.0,7996.0,9865.0,
01/23/1999,11434.0,2307.0,1421.0,886.0,1477.0,,,472.0,74.0,197.0,201.0,,552.0,,,,4808.0,679.0,1519.0,-840.0,4225.0,,,1722.0,0.0,,,,1722.0,6626.0,,345.0,345.0,,,,0.0,,,,,,1889.0,,,,1889.0,2234.0,0.0,,,,,0.0,,,,,0.0,0.0,2234.0,0.0,4361.0,,,0.0,,4795.0,9156.0,44.0,9200.0,11434.0,
05/01/1999,12708.0,1851.0,690.0,1161.0,1275.0,1275.0,,621.0,118.0,232.0,230.0,41.0,579.0,,,,4326.0,701.0,,,5840.0,,,1841.0,,,,,1841.0,8382.0,,348.0,348.0,,,,,,,,,,2064.0,,,,2064.0,2412.0,0.0,,,,,,,,,,,0.0,2412.0,,4847.0,,,,5280.0,125.0,10252.0,44.0,10296.0,12708.0,
07/31/1999,14893.0,2102.0,913.0,1189.0,1250.0,1250.0,,658.0,143.0,198.0,282.0,35.0,751.0,,,,4761.0,825.0,1851.0,-1026.0,7032.0,,,2275.0,460.0,460.0,0.0,,1815.0,10132.0,,374.0,374.0,,,,0.0,,,,,,2664.0,,,,2664.0,3038.0,0.0,,,,,0.0,,,,,0.0,0.0,3038.0,0.0,5731.0,,,0.0,5782.0,298.0,11811.0,44.0,11855.0,14893.0,
10/30/1999,17407.0,1765.0,1251.0,514.0,1391.0,1391.0,,655.0,79.0,263.0,265.0,48.0,1081.0,,,,4892.0,898.0,2030.0,-1132.0,8884.0,,,2733.0,915.0,,,,1818.0,12515.0,,484.0,484.0,,,,0.0,,,,,,2545.0,,,,2545.0,3029.0,0.0,,,,,452.0,,,,,452.0,452.0,3481.0,0.0,6794.0,,,0.0,6264.0,824.0,13882.0,44.0,13926.0,17407.0,
01/29/2000,21391.0,3968.0,3719.0,249.0,1711.0,1711.0,,695.0,91.0,263.0,280.0,61.0,1348.0,,,,7722.0,1004.0,2251.0,-1247.0,9819.0,,,2846.0,0.0,,,,2846.0,13669.0,,482.0,482.0,,,,0.0,,,,,,3296.0,,,,3296.0,3778.0,0.0,,,,,1045.0,,,,,1045.0,1045.0,4823.0,0.0,7691.0,,,0.0,7011.0,1821.0,16523.0,45.0,16568.0,21391.0,
04/29/2000,26085.0,4653.0,3542.0,1111.0,1922.0,1922.0,,878.0,109.0,303.0,360.0,106.0,1627.0,,,,9080.0,1153.0,,,10419.0,,,5433.0,,,,,5433.0,17005.0,,596.0,596.0,,,,0.0,,,,,,4503.0,,,,4503.0,5099.0,0.0,,,,,915.0,,,,,915.0,915.0,6014.0,,10701.0,,,0.0,7624.0,1701.0,20026.0,45.0,20071.0,26085.0,
07/29/2000,32870.0,5525.0,4234.0,1291.0,2299.0,2299.0,,1232.0,145.0,472.0,496.0,119.0,2054.0,,,,11110.0,1426.0,3005.0,-1579.0,13688.0,,,6646.0,4087.0,4087.0,0.0,,2559.0,21760.0,,739.0,739.0,,,,0.0,,,,,,4457.0,,,,4457.0,5196.0,0.0,,,,,1132.0,,,,,1132.0,1132.0,6328.0,0.0,14609.0,,,0.0,8358.0,3530.0,26497.0,45.0,26542.0,32870.0,
10/28/2000,34152.0,6391.0,5538.0,853.0,2887.0,2887.0,,1956.0,631.0,621.0,618.0,86.0,1825.0,,,,13059.0,1769.0,,,11808.0,,,7516.0,4427.0,4427.0,0.0,,3089.0,21093.0,,999.0,999.0,,,,0.0,,,,,,4803.0,,,,4803.0,5802.0,0.0,,,,,664.0,,,,,664.0,664.0,6466.0,,16103.0,,,0.0,9156.0,2382.0,27641.0,45.0,27686.0,34152.0,
01/27/2001,35881.0,4782.0,3994.0,788.0,3512.0,3512.0,,2533.0,941.0,902.0,610.0,80.0,2085.0,,,,12912.0,2211.0,,,12007.0,,,8751.0,4696.0,,,,4055.0,22969.0,,942.0,942.0,,,,0.0,,,,,,5393.0,,,,5393.0,6335.0,0.0,,,,,,,,,,,0.0,6335.0,,18203.0,,,0.0,10030.0,1265.0,29498.0,48.0,29546.0,35881.0,
04/28/2001,33790.0,6200.0,5102.0,1098.0,1983.0,1983.0,,1913.0,947.0,338.0,542.0,86.0,1980.0,,,,12076.0,2410.0,,,9936.0,,,9368.0,4955.0,,,,4413.0,21714.0,,664.0,664.0,,,,0.0,,,,,,7011.0,,,,7011.0,7675.0,0.0,,,,,,,,,,,0.0,7675.0,,18745.0,,,0.0,7337.0,11.0,26093.0,22.0,26115.0,33790.0,
07/28/2001,35238.0,6907.0,4873.0,2034.0,1466.0,1466.0,,1684.0,662.0,260.0,669.0,93.0,2778.0,,,,12835.0,2591.0,5029.0,-2438.0,10346.0,,,9466.0,4659.0,4659.0,0.0,,4807.0,22403.0,,644.0,644.0,,,,0.0,,,,,,7452.0,,,,7452.0,8096.0,0.0,,,,,0.0,,,,,0.0,0.0,8096.0,0.0,20051.0,,,0.0,7344.0,-275.0,27120.0,22.0,27142.0,35238.0,
10/27/2001,35540.0,7360.0,4487.0,2873.0,1181.0,1181.0,,1301.0,521.0,100.0,594.0,86.0,3179.0,,,,13021.0,2585.0,,,10570.0,,,9364.0,4666.0,3300.0,1366.0,,4698.0,22519.0,,459.0,459.0,,,,0.0,,,,,,6860.0,,,,6860.0,7319.0,0.0,,,,,751.0,,,,,751.0,751.0,8070.0,,20372.0,,,0.0,6800.0,278.0,27450.0,20.0,27470.0,35540.0,
01/26/2002,36704.0,7548.0,5337.0,2211.0,1150.0,1150.0,,1023.0,64.0,339.0,537.0,83.0,3044.0,,,,12765.0,2504.0,,,12299.0,,,9136.0,4550.0,3326.0,1224.0,,4586.0,23939.0,,371.0,371.0,,,,0.0,,,,,,7382.0,,,,7382.0,7753.0,0.0,,,,,790.0,,,,,790.0,790.0,8543.0,,20603.0,,,0.0,7246.0,294.0,28143.0,18.0,28161.0,36704.0,
04/27/2002,37126.0,8971.0,6493.0,2478.0,990.0,990.0,,869.0,45.0,299.0,462.0,63.0,2780.0,,,,13610.0,4002.0,,,12090.0,,,7424.0,4440.0,3350.0,1090.0,,2984.0,23516.0,,436.0,436.0,,,,0.0,,,,,,7544.0,,,,7544.0,7980.0,0.0,,,,,711.0,,,,,711.0,711.0,8691.0,,20631.0,,,0.0,7684.0,104.0,28419.0,16.0,28435.0,37126.0,
07/27/2002,37795.0,12656.0,9484.0,3172.0,1105.0,1105.0,,880.0,38.0,297.0,490.0,55.0,2792.0,,,,17433.0,4102.0,7305.0,-3203.0,8800.0,,,7460.0,4362.0,3565.0,797.0,,3098.0,20362.0,,470.0,470.0,,,,0.0,0.0,0.0,0.0,,,7905.0,,,,7905.0,8375.0,0.0,0.0,0.0,0.0,,749.0,,,,,749.0,749.0,9124.0,0.0,20950.0,,,0.0,7733.0,-27.0,28656.0,15.0,28671.0,37795.0,
10/26/2002,37198.0,10311.0,6986.0,3325.0,1109.0,1109.0,,828.0,55.0,283.0,444.0,46.0,2848.0,,,,15096.0,3921.0,7361.0,-3440.0,10877.0,,,7304.0,4391.0,3709.0,682.0,,2913.0,22102.0,,540.0,540.0,,,,0.0,,,,,,7331.0,,,,7331.0,7871.0,0.0,,,,,771.0,,,,,771.0,771.0,8642.0,,20875.0,,,0.0,7527.0,144.0,28546.0,10.0,28556.0,37198.0,
01/25/2003,37346.0,9536.0,5013.0,4523.0,1107.0,1107.0,,775.0,50.0,252.0,434.0,39.0,2871.0,,,,14289.0,3890.0,7566.0,-3676.0,11661.0,,,7506.0,4323.0,3717.0,606.0,,3183.0,23057.0,,518.0,518.0,,,,0.0,,,,,,7546.0,,,,7546.0,8064.0,0.0,,,,,817.0,,,,,817.0,817.0,8881.0,,20814.0,,,0.0,7346.0,295.0,28455.0,10.0,28465.0,37346.0,
04/26/2003,36256.0,7988.0,3940.0,4048.0,1157.0,1157.0,,765.0,51.0,259.0,422.0,33.0,2711.0,,,,12621.0,3805.0,7699.0,-3894.0,12328.0,,,7502.0,4364.0,3813.0,551.0,,3138.0,23635.0,,480.0,480.0,,,,0.0,,,,,,7315.0,,,,7315.0,7795.0,0.0,,,,,805.0,,,,,805.0,805.0,8600.0,,20592.0,,,0.0,6767.0,286.0,27645.0,11.0,27656.0,36256.0,
07/26/2003,37107.0,8485.0,3925.0,4560.0,1351.0,1351.0,,873.0,38.0,291.0,515.0,29.0,2706.0,,,,13415.0,3721.0,7757.0,-4036.0,12167.0,,,7804.0,4599.0,4043.0,556.0,,3205.0,23692.0,,594.0,594.0,,,,0.0,0.0,0.0,0.0,,,7700.0,,,,7700.0,8294.0,0.0,0.0,0.0,0.0,,774.0,,,,,774.0,774.0,9068.0,0.0,21116.0,,,0.0,6559.0,354.0,28029.0,10.0,28039.0,37107.0,
10/25/2003,35850.0,8995.0,4158.0,4837.0,1388.0,1388.0,,875.0,37.0,271.0,539.0,28.0,2769.0,,,,14027.0,3571.0,7741.0,-4170.0,10693.0,,,7559.0,4533.0,4043.0,490.0,,3026.0,21823.0,,602.0,602.0,,,,0.0,,,,,,7113.0,,,,7113.0,7715.0,0.0,,,,,706.0,,,,,706.0,706.0,8421.0,,21094.0,,,0.0,5955.0,370.0,27419.0,10.0,27429.0,35850.0,
01/24/2004,36590.0,9380.0,4225.0,5155.0,2040.0,2040.0,,933.0,50.0,302.0,543.0,38.0,2608.0,,,,14961.0,3441.0,7740.0,-4299.0,10454.0,,,7734.0,4544.0,4103.0,441.0,,3190.0,21629.0,,645.0,645.0,,,,0.0,,,,,,7435.0,,,,7435.0,8080.0,0.0,,,,,863.0,,,,,863.0,863.0,8943.0,,22302.0,,,0.0,4902.0,432.0,27636.0,11.0,27647.0,36590.0,
05/01/2004,35197.0,8861.0,3949.0,4912.0,1540.0,1540.0,,1121.0,56.0,422.0,611.0,32.0,2551.0,,,,14073.0,3351.0,7778.0,-4427.0,10085.0,,,7688.0,4585.0,4198.0,387.0,,3103.0,21124.0,,604.0,604.0,,,,0.0,,,,,,7670.0,,,,7670.0,8274.0,0.0,,,,,937.0,,,,,937.0,937.0,9211.0,0.0,22277.0,,,0.0,3489.0,215.0,25981.0,5.0,25986.0,35197.0,
07/31/2004,35594.0,8669.0,3722.0,4947.0,1825.0,1825.0,,1207.0,58.0,459.0,656.0,34.0,2642.0,,,,14343.0,3290.0,7642.0,-4352.0,10598.0,,,7363.0,4523.0,4198.0,325.0,,2840.0,21251.0,,657.0,657.0,,,,0.0,,,,,,8046.0,,,,8046.0,8703.0,0.0,,,,,975.0,,,,,975.0,975.0,9678.0,,22450.0,,,0.0,3164.0,212.0,25826.0,90.0,25916.0,35594.0,
10/30/2004,34313.0,6798.0,3309.0,3489.0,1792.0,1792.0,,1210.0,60.0,408.0,714.0,28.0,2676.0,,,,12476.0,3279.0,7818.0,-4539.0,10929.0,,,7629.0,4934.0,4535.0,399.0,,2695.0,21837.0,,680.0,680.0,,,,0.0,,,,,,7946.0,,,,7946.0,8626.0,0.0,,,,,970.0,,,,,970.0,970.0,9596.0,,22151.0,,,0.0,2079.0,359.0,24589.0,128.0,24717.0,34313.0,
01/29/2005,33825.0,5764.0,2473.0,3291.0,2278.0,2278.0,,1255.0,68.0,415.0,554.0,218.0,2673.0,,,,11970.0,3302.0,8033.0,-4731.0,10761.0,,,7792.0,5070.0,4674.0,396.0,,2722.0,21855.0,,673.0,673.0,,,,0.0,,,,,,8399.0,,,,8399.0,9072.0,0.0,,,,,990.0,,,,,990.0,990.0,10062.0,0.0,22145.0,,,0.0,1245.0,361.0,23751.0,12.0,23763.0,33825.0,
