Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Source: Bloomberg
12/31/2010,165.3,99.6,17.3,49.5,,49.5,-1.1,,,,-1.1,0.0,-29.0,-29.0,1.1,1.1,0.0,-30.1,-30.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40.6,-46.2,-2.0,-2.0,0.0,0.0,-1.3,0.5,-1.8,8.9,-2.0,93.7,
03/31/2011,199.1,146.1,17.7,10.2,,10.2,25.1,,,,25.1,0.0,-32.5,-32.5,0.1,0.1,0.0,-32.6,-32.6,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-71.1,-46.1,-1.2,-1.2,0.0,0.0,-23.8,0.7,-24.5,0.0,17.5,113.0,
06/30/2011,92.6,132.1,19.9,14.5,,14.5,-73.9,,,,-73.9,0.0,-16.4,-16.4,0.5,0.5,0.0,-16.9,-16.9,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-85.0,-53.2,0.0,0.0,0.0,0.0,-29.1,1.8,-30.9,-2.7,3.9,-4.9,
09/30/2011,168.2,144.7,19.5,11.2,,11.2,-7.2,,,,-7.2,0.0,-27.4,-27.4,0.5,0.5,0.0,-27.9,-27.9,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-62.5,-53.3,0.0,0.0,0.0,0.0,-26.8,0.6,-27.4,17.6,-20.7,57.6,
12/31/2011,172.9,85.6,18.2,-26.2,,-26.2,95.3,,,,95.3,0.0,-36.3,-31.6,0.5,0.5,0.0,-32.1,-32.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-4.7,-56.6,-53.1,0.0,0.0,0.0,0.0,-3.5,1.4,-4.9,0.0,-1.0,79.0,
03/31/2012,19.4,164.2,18.5,32.7,,32.7,-196.0,,,,-196.0,0.0,-136.0,-29.9,0.5,0.5,0.0,-30.4,-30.4,0.0,0,,,-106.1,0.0,-106.1,0.0,0.0,-71.1,-53.0,0.0,0.0,,0.0,-18.1,11.5,-29.6,0.0,8.1,-179.6,
06/30/2012,247.8,165.8,19.1,4.5,,4.5,58.4,,,,58.4,0.0,-19.3,-19.3,0.3,0.3,0.0,-19.6,-19.6,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-85.4,-61.3,0.0,0.0,0.0,0.0,-21.9,7.3,-29.2,-2.2,-16.5,126.6,
09/30/2012,172.9,140.3,19.1,-28.8,,-28.8,42.3,,,,42.3,0.0,-33.1,-29.8,5.9,0.4,5.5,-35.7,-35.7,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-3.3,19.8,-61.3,128.4,155.2,0.0,-26.8,-47.3,2.2,-49.5,0.0,11.5,171.1,
12/31/2012,252.6,134.2,20.2,15.8,,15.8,82.4,,,,82.4,0.0,-40.4,-37.4,1.3,0.3,1.0,-38.7,-38.7,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-130.8,-61.1,-20.0,5.8,0.0,-25.8,-44.3,2.3,-46.6,-5.4,2.3,83.7,
03/31/2013,207.9,188.0,20.1,24.5,,24.5,-24.7,,,,-24.7,0.0,-77.4,-76.7,0.8,0.8,0.0,-77.5,-77.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,-154.1,-60.9,-66.3,-57.9,0.0,-8.4,-26.9,5.2,-32.1,0.0,-1.3,-24.9,
06/30/2013,191.9,172.0,21.6,-26.4,,-26.4,24.7,,,,24.7,0.0,-39.3,-38.7,0.8,0.8,0.0,-39.5,-39.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6,-156.1,-69.0,-67.3,-64.9,,-2.4,-14.9,13.6,-28.5,-4.9,-9.8,-13.3,
09/30/2013,220.2,171.3,20.4,27.5,,27.5,1.0,,,,1.0,0.0,-61.3,-59.9,0.4,0.4,0.0,-60.3,-60.3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4,-152.1,-69.0,-52.2,-35.4,,-16.8,-30.9,1.0,-31.9,0.0,2.5,9.3,
12/31/2013,186.6,152.5,21.0,13.8,,13.8,-0.7,,,56.0,-0.7,0.0,-62.5,-62.5,0.6,0.6,0.0,-63.1,-63.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-83.4,-68.8,-0.3,-0.3,0.0,0.0,-9.7,3.8,-13.5,-4.6,-3.1,37.6,
03/31/2014,197.6,202.4,22.0,30.7,,30.7,-57.5,,,,-57.5,0.0,-58.7,-62.7,0.4,0.4,0.0,-63.1,-63.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-87.6,-68.8,-0.2,-0.2,0.0,0.0,-18.6,3.9,-22.5,0.0,-12.1,39.2,
06/30/2014,106.4,171.4,22.2,-99.7,,-99.7,12.5,,,,12.5,0.0,-31.8,-31.8,0.0,0.0,0.0,-31.8,-31.8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418.4,-75.9,494.4,2.1,492.3,0.0,4.3,8.7,-4.4,-4.4,3.3,496.3,
09/30/2014,260.6,187.6,23.6,60.8,,60.8,-11.4,,,,-11.4,0.0,-49.3,-49.3,0.0,0.0,0.0,-49.3,-49.3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-594.2,-76.0,-502.2,-2.2,0.0,-500.0,-16.0,7.0,-23.0,0.0,-8.2,-391.1,
12/31/2014,228.8,158.4,23.8,44.2,,44.2,2.4,,,,2.4,0.0,-42.6,-42.6,0.0,0.0,0.0,-42.6,-42.6,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-62.1,-75.9,2.6,2.9,0.0,-0.3,14.5,18.9,-4.4,-3.3,-21.6,102.5,
03/31/2015,274.5,207.4,24.1,20.9,,20.9,22.1,,,,22.1,0.0,-45.9,-45.9,0.2,0.2,0.0,-46.1,-46.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-80.3,-76.0,-4.0,-4.0,0.0,0.0,-0.3,0.0,-0.3,0.0,-12.1,136.2,
06/30/2015,182.0,162.9,24.7,2.3,,2.3,-7.9,,,,-7.9,0.0,-33.7,-33.7,0.2,0.2,0.0,-33.9,-33.9,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-101.3,-83.8,1.0,1.0,0.0,0.0,9.7,9.7,0.0,-28.2,-5.8,41.2,
09/30/2015,152.4,155.2,24.6,-62.1,,-62.1,34.7,,,,34.7,0.0,-45.2,-45.2,0.0,0.0,0.0,-45.2,-45.2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-192.4,-83.8,322.5,0.5,322.0,0.0,-433.7,3.0,-436.7,2.6,-26.4,-111.6,
12/31/2015,301.0,128.0,25.7,14.2,,14.2,133.1,,,,133.1,0.0,-48.4,-48.4,0.1,0.1,0.0,-48.5,-48.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.2,-82.4,1168.3,2.6,1611.7,-446.0,-1022.9,1.3,-1024.2,24.2,-1.9,337.9,
03/31/2016,160.1,72.7,24.9,85.9,,85.9,-23.4,,,,-23.4,0.0,-55.5,-55.5,0.1,0.1,0.0,-55.6,-55.6,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-77.0,-77.4,0.3,0.3,,0.0,0.2,0.2,0.0,-0.1,-26.7,0.9,
06/30/2016,116.0,155.1,24.4,24.6,,24.6,-88.1,,,,-88.1,0.0,-25.1,-25.1,0.1,0.1,0.0,-25.2,-25.2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-71.9,-77.4,0.8,0.8,,,5.6,5.6,0.0,-0.9,-5.3,13.7,
09/30/2016,234.6,149.3,25.1,6.6,,6.6,53.6,,,,53.6,0.0,-29.4,-29.4,0.0,0.0,0.0,-29.4,-29.4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-77.0,-77.5,-1.9,-1.9,0.0,0.0,4.6,5.0,-0.4,-2.2,-1.0,127.2,
12/31/2016,180.9,167.8,25.2,-60.7,,-60.7,48.6,,,,48.6,0.0,-38.7,-38.7,0.1,0.1,0.0,-38.8,-38.8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-176.8,-76.5,2.0,2.1,0.0,-0.1,-99.3,0.7,-100.0,-3.0,-16.3,-50.9,
03/31/2017,196.4,119.9,25.8,-15.0,,-15.0,65.7,,,,65.7,0.0,-48.4,-48.4,0.1,0.1,0.0,-48.5,-48.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-74.6,-75.9,0.6,0.6,0.0,0.0,0.7,0.7,0.0,0.0,8.1,81.5,
