Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
11/30/2017,242.9,105.7,128.1,48.8,58.7,-1.6,-8.3,-39.7,-39.2,0.0,-2.5,2.0,0.0,-458.2,-68.4,0.0,0.0,0.0,-68.4,-68.4,0.0,0.0,0.0,0.0,-401.1,0.0,-401.1,0.0,11.3,172.0,0.0,204.9,26.7,26.7,0.0,-59.6,23.3,-20.0,,,
02/28/2018,202.9,241.3,130.6,1.3,61.9,-187.9,127.3,-170.3,-110.6,0.0,-1.1,-58.6,0.0,-55.1,-58.3,0.0,0.0,0.0,-58.3,-55.2,-3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,-118.9,0.0,88.0,-115.6,56.9,-172.5,-91.3,-6.7,22.2,,,
05/31/2018,382.7,114.7,131.0,62.3,57.7,3.7,0.9,74.7,62.9,0.0,-9.4,21.2,0.0,-78.3,-56.4,0.0,0.0,0.0,-56.4,,,0.0,0.0,0.0,-8.8,0.0,-8.8,0.0,-13.1,-275.4,0.0,179.7,-524.1,0.0,-524.1,69.0,-26.0,3.0,,,
08/31/2018,346.4,104.5,134.1,-11.9,52.5,-19.0,-45.4,119.7,75.6,0.0,-2.8,46.9,0.0,-1930.8,-53.8,0.0,0.0,0.0,-53.8,-53.8,0.0,0.0,0.0,0.0,-1872.6,0.0,-1872.6,0.0,-4.4,1595.3,0.0,1610.6,44.0,44.0,0.0,-59.3,-15.5,-4.6,,,
11/30/2018,357.5,81.8,145.5,29.8,69.6,-8.5,-31.3,100.4,-39.7,0.0,24.2,115.9,0.0,-47.9,-54.2,0.0,0.0,0.0,-54.2,-54.2,0.0,0.0,0.0,0.0,5.2,0.0,5.2,0.0,1.1,-328.0,0.0,-383.9,0.0,0.0,0.0,55.9,-16.0,-34.4,,,
02/28/2019,188.0,109.7,142.3,214.5,59.7,-23.4,178.2,-278.5,-155.7,0.0,4.0,-126.8,0.0,-68.8,-63.2,0.0,0.0,0.0,-63.2,-63.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.6,-111.9,0.0,-85.9,25.7,25.7,0.0,-51.7,5.9,13.2,,,
05/31/2019,424.7,149.8,144.0,-28.6,53.6,-20.0,-62.2,159.5,128.1,0.0,-15.1,46.5,0.0,-103.3,-66.7,0.0,0.0,0.0,-66.7,-66.7,0.0,0.0,0.0,0.0,-32.6,0.0,-32.6,0.0,-4.0,-315.5,0.0,-337.8,31.9,31.9,0.0,-9.6,-29.6,-23.7,,,
08/31/2019,412.9,40.1,144.7,77.0,54.0,153.3,-130.3,151.1,10.1,0.0,-3.4,144.4,0.0,-34.4,89.2,159.2,159.2,0.0,-70.0,-70.0,0.0,0.0,0.0,0.0,-95.8,0.0,-95.8,0.0,-27.8,-334.5,0.0,-204.4,-189.4,10.6,-200.0,59.3,-29.4,14.6,,,
11/30/2019,225.7,203.1,142.1,-98.9,56.5,-159.5,4.1,-20.6,-50.4,0.0,45.4,-15.6,0.0,-65.0,-78.2,0.0,0.0,0.0,-78.2,-78.2,0.0,0.0,0.0,0.0,-8.1,0.0,-8.1,0.0,21.3,-196.1,0.0,70.9,-266.1,33.9,-300.0,-0.9,22.8,-12.6,,,
02/29/2020,119.5,485.0,145.3,-176.5,82.6,15.1,-274.2,-334.3,-89.8,0.0,-21.5,-223.0,0.0,387.0,388.2,466.2,466.2,0.0,-78.0,-78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2,-462.1,-67.7,84.7,-479.1,20.9,-500.0,0.0,-12.0,32.4,,,
05/31/2020,278.2,71.7,149.4,-20.5,71.2,-25.9,-65.8,77.6,96.8,0.0,-1.0,-18.2,0.0,-99.7,-69.6,0.0,0.0,0.0,-69.6,-69.6,0.0,0.0,0.0,0.0,-3.2,0.0,-3.2,0.0,-26.9,-100.2,-67.6,172.8,-205.4,44.6,-250.0,0.0,-14.4,63.9,,,
