Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Net Inc Avail to Common Shareholders,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
06/30/1995,208.5,-160.699997,47.800003,-33.0,14.8,-9.6,0.0,4.6,9.8,-3.4,6.4,0.0,0.0,6.4,0.0,6.4,6.4,,0.19,0.19,33.5,,,,,
09/30/1995,213.100006,-166.0,47.100006,-33.299999,13.8,-9.9,0.0,-1.1,2.800001,-1.0,1.8,0.0,0.0,1.8,0.0,1.8,1.800001,,0.05,0.05,33.599998,,,,,
12/31/1995,207.0,-153.5,53.5,-38.299999,15.2,-9.7,0.0,5.3,10.8,-3.7,7.1,0.0,0.0,7.1,0.0,7.1,7.1,0.21,0.21,0.21,33.599998,0.21,0.21,0.21,33.599998,
03/31/1996,262.5,-187.899994,74.600006,-37.299999,37.299999,-9.2,0.0,3.7,31.799999,-11.2,20.6,0.0,0.0,20.6,0.0,20.6,20.6,0.61,0.61,0.61,33.700001,,,,,
06/30/1996,246.0,-174.199997,71.800003,-37.799999,34.0,-8.9,0.0,1.4,26.5,-9.3,17.200001,0.0,0.0,17.200001,0.0,17.200001,17.2,0.5,0.5,0.5,34.200001,,,,,
09/30/1996,175.199997,-111.199997,64.0,-41.200001,22.799999,-8.3,0.0,4.0,18.499999,-4.8,13.7,0.0,0.0,13.7,0.0,13.7,13.699999,0.4,0.4,0.4,34.400002,,,,,
12/31/1996,176.800003,-75.300003,101.5,-53.599998,47.900002,-8.1,0.0,3.1,42.900001,-14.2,28.700001,0.0,0.0,28.700001,0.0,28.700001,28.700001,0.83,0.83,0.83,34.400002,,,,,
03/31/1997,170.800003,-74.800003,96.0,-61.900002,34.099998,-7.9,0.0,6.9,33.099998,-11.9,21.200001,0.0,0.0,21.200001,0.0,21.200001,21.199999,0.62,0.62,0.62,34.5,,,,,
06/30/1997,134.399994,-104.400002,29.999992,-15.0,15.0,-6.5,0.0,1.3,9.8,-3.6,6.2,0.0,0.0,6.2,0.0,6.2,6.2,0.18,0.18,0.18,34.5,,,,,
09/30/1997,135.5,,,,,,,,,,,,,6.2,,6.2,,0.18,0.18,0.18,34.799999,,,,,
