Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
09/30/2014,220.0,65.0,124.0,-2.0,31.0,-33.0,12.0,17.0,41.0,-46.0,-57.0,-509.0,-94.0,0.0,0.0,0.0,-94.0,-94.0,0.0,0.0,0.0,0.0,-529.0,0.0,-414.0,-115.0,114.0,-83,-17.0,0.0,0.0,0.0,0.0,0,0.0,0.0,-9.0,-38.0,-410.0,,,
12/31/2014,324.0,143.0,127.0,80.0,35.0,45.0,-45.0,-73.0,24.0,4.0,-28.0,-956.0,58.0,114.0,114.0,0.0,-56.0,-56.0,0.0,0.0,0.0,0.0,-900.0,0.0,-769.0,-131.0,-114.0,-158,0.0,-129.0,,,,0,0.0,0.0,-1.0,-27.0,-817.0,,,
03/31/2015,282.0,23.0,124.0,-12.0,-5.0,-7.0,125.0,107.0,-108.0,126.0,-89.0,-48.0,-182.0,0.0,0.0,0.0,-182.0,-182.0,0.0,0.0,0.0,0.0,-16.0,0.0,-5.0,-11.0,150.0,-93,-12.0,0.0,0.0,0.0,0.0,0,0.0,0.0,8.0,-32.0,109.0,,,
06/30/2015,162.0,-378.0,123.0,67.0,-2.0,69.0,-33.0,-22.0,61.0,-72.0,-53.0,-158.0,-90.0,0.0,0.0,0.0,-90.0,-90.0,0.0,0.0,0.0,0.0,109.0,0.0,-2.0,111.0,-177.0,-83,-1.0,0.0,0.0,0.0,0.0,-30,0.0,-30.0,1.0,3.0,-76.0,,,
09/30/2015,141.0,175.0,121.0,-108.0,-109.0,1.0,-1.0,-94.0,30.0,63.0,-35.0,-86.0,-63.0,0.0,0.0,0.0,-63.0,-63.0,0.0,0.0,0.0,0.0,-30.0,0.0,-16.0,-14.0,7.0,-72,-16.0,0.0,0.0,0.0,0.0,-15,0.0,-15.0,-6.0,-36.0,-53.0,,,
12/31/2015,205.0,63.0,123.0,51.0,11.0,40.0,-56.0,,42.0,-192.0,-5.0,-164.0,-55.0,2.0,2.0,0.0,-57.0,-57.0,0.0,0.0,0.0,0.0,-107.0,0.0,-85.0,-22.0,-2.0,-67,-58.0,0.0,,,,-3,0.0,-3.0,-1.0,36.0,10.0,,,
03/31/2016,177.0,-149.0,126.0,104.0,-119.0,223.0,140.0,85.0,-109.0,164.0,40.0,-438.0,-62.0,0.0,0.0,0.0,-62.0,-62.0,0.0,0.0,0.0,0.0,-411.0,0.0,-385.0,-26.0,20.0,343,-14.0,342.0,,,,-23,0.0,-23.0,-2.0,25.0,107.0,,,
06/30/2016,355.0,90.0,135.0,121.0,70.0,51.0,32.0,31.0,72.0,23.0,0.0,-423.0,-35.0,39.0,39.0,0.0,-74.0,-74.0,0.0,0.0,0.0,0.0,-23.0,0.0,-34.0,11.0,-363.0,-54,-59.0,0.0,,,,0,0.0,0.0,5.0,-61.0,-183.0,,,
09/30/2016,-271.0,-15.0,120.0,-272.0,-35.0,-237.0,-101.0,,-16.0,-85.0,0.0,-11.0,-25.0,24.0,24.0,0.0,-49.0,-49.0,0.0,0.0,0.0,0.0,-283.0,0.0,-283.0,0.0,297.0,-59,-18.0,-23.0,,,,0,0.0,0.0,-18.0,8.0,-333.0,,,
12/31/2016,272.0,-289.0,120.0,428.0,-67.0,495.0,13.0,,7.0,6.0,0.0,-107.0,-24.0,35.0,35.0,0.0,-59.0,-59.0,0.0,0.0,0.0,0.0,-98.0,0.0,-59.0,-39.0,15.0,-62,-59.0,0.0,,,,0,0.0,0.0,-3.0,-38.0,65.0,,,
03/31/2017,218.0,-5.0,109.0,73.0,26.0,47.0,43.0,,1.0,42.0,0.0,69.0,113.0,173.0,173.0,0.0,-60.0,-60.0,0.0,0.0,0.0,0.0,-57.0,0.0,-3.0,-54.0,13.0,-31,-16.0,0.0,,,,0,0.0,0.0,-15.0,30.0,286.0,,,
06/30/2017,275.0,-429.0,100.0,462.0,-19.0,481.0,142.0,,23.0,119.0,0.0,-371.0,-49.0,39.0,39.0,0.0,-88.0,-88.0,0.0,0.0,0.0,0.0,32.0,0.0,-2.0,34.0,-354.0,-65,-59.0,0.0,,,,0,0.0,0.0,-6.0,12.0,-149.0,,,
09/30/2017,-4.0,68.0,97.0,26.0,6.0,20.0,-195.0,,-16.0,-179.0,0.0,-121.0,-62.0,0.0,0.0,0.0,-62.0,-62.0,0.0,0.0,0.0,0.0,-66.0,0.0,-54.0,-12.0,7.0,-31,-21.0,0.0,0.0,0.0,0.0,0,0.0,0.0,-10.0,17.0,-139.0,,,
12/31/2017,208.0,-83.0,100.0,261.0,194.0,67.0,-70.0,,8.0,-78.0,0.0,-55.0,-51.0,15.0,15.0,0.0,-66.0,-66.0,0.0,0.0,0.0,0.0,-20.0,0.0,1.0,-21.0,16.0,-171,-59.0,-93.0,,,,0,0.0,0.0,-19.0,-3.0,-21.0,,,
03/31/2018,261.0,-1128.0,100.0,1171.0,-18.0,1189.0,118.0,,-6.0,124.0,0.0,32.0,50.0,122.0,122.0,0.0,-72.0,-72.0,0.0,0.0,0.0,0.0,-18.0,0.0,-9.0,-9.0,0.0,-32,-19.0,0.0,0.0,0.0,0.0,0,0.0,0.0,-13.0,-5.0,256.0,,,
06/30/2018,292.0,-371.0,175.0,429.0,20.0,409.0,59.0,,0.0,59.0,0.0,-177.0,-163.0,1.0,1.0,0.0,-164.0,-164.0,0.0,0.0,0.0,0.0,9.0,0.0,-15.0,24.0,-23.0,-164,-59.0,-25.0,,,,0,0.0,0.0,-80.0,-29.0,-78.0,,,
09/30/2018,113.0,101.0,163.0,45.0,31.0,14.0,-196.0,,-23.0,-173.0,0.0,-121.0,-133.0,0.0,0.0,0.0,-133.0,-133.0,0.0,0.0,0.0,0.0,-4.0,5.0,1.0,-10.0,16.0,-124,-23.0,-61.0,,,,0,0.0,0.0,-40.0,-16.0,-148.0,29.0,23.0,
12/31/2018,245.0,95.0,163.0,55.0,9.0,46.0,-68.0,,-20.0,-48.0,0.0,-288.0,-99.0,32.0,32.0,0.0,-131.0,-131.0,0.0,0.0,0.0,0.0,-189.0,0.0,-186.0,-3.0,0.0,-209,-58.0,-146.0,,,,0,0.0,0.0,-5.0,-16.0,-268.0,46.0,22.0,
03/31/2019,303.0,10.0,168.0,8.0,-18.0,26.0,117.0,,-31.0,148.0,0.0,-114.0,-136.0,17.0,17.0,0.0,-153.0,-153.0,0.0,0.0,0.0,0.0,20.0,45.0,-2.0,-23.0,2.0,-168,-21.0,-144.0,,,,0,0.0,0.0,-3.0,9.0,30.0,32.0,22.0,
06/30/2019,267.0,-51.0,165.0,77.0,-22.0,99.0,76.0,,16.0,60.0,0.0,-154.0,-101.0,54.0,54.0,0.0,-155.0,-155.0,0.0,0.0,0.0,0.0,-19.0,-50.0,-1.0,32.0,-34.0,-109,-59.0,-84.0,,,,0,0.0,0.0,34.0,23.0,27.0,37.0,15.0,
09/30/2019,27.0,-227.0,162.0,287.0,-45.0,332.0,-195.0,,-72.0,-123.0,0.0,-118.0,-114.0,3.0,3.0,0.0,-117.0,-117.0,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,-5.0,1.0,-95,-22.0,-91.0,,,,0,0.0,0.0,18.0,-16.0,-202.0,27.0,16.0,
12/31/2019,165.0,85.0,162.0,94.0,10.0,84.0,-176.0,,75.0,-251.0,0.0,-116.0,-113.0,7.0,7.0,0.0,-120.0,-120.0,0.0,0.0,0.0,0.0,-5.0,0.0,-2.0,-3.0,2.0,-233,-59.0,-153.0,,,,0,0.0,0.0,-21.0,15.0,-169.0,42.0,17.0,
03/31/2020,270.0,-730.0,160.0,806.0,-32.0,838.0,34.0,,-50.0,84.0,0.0,-93.0,-98.0,0.0,0.0,0.0,-98.0,-98.0,0.0,0.0,0.0,0.0,5.0,-7.0,0.0,12.0,0.0,-13,-19.0,8.0,,,,0,0.0,0.0,-2.0,-38.0,126.0,-26.0,60.0,
06/30/2020,318.0,-397.0,160.0,381.0,16.0,365.0,174.0,,56.0,118.0,0.0,-100.0,-77.0,26.0,26.0,0.0,-103.0,-103.0,0.0,0.0,0.0,0.0,-35.0,7.0,-30.0,-12.0,12.0,-131,-58.0,-64.0,,,,0,0.0,0.0,-9.0,32.0,119.0,56.0,18.0,
