company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,goodwill,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,prepaidexpenses,redeemablenoncontrollinginterest,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2011.0,Q1,,2010-12-31,2011-02-09 15:51:41+00:00,120687000.0,496271000.0,319273000.0,-41524000.0,703519000.0,,726759000.0,416033000.0,118319000.0,206946000.0,,16094000.0,402768000.0,277550000.0,,,,,159225000.0,123327000.0,,,106371000.0,,,783087000.0,7233000.0,,2470969000.0,1468322000.0,1827248000.0,863226000.0,1468322000.0,1468322000.0,1002647000.0,2470969000.0,366171000.0,139421000.0,0.0
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2012.0,FY,,2012-09-28,2013-11-26 16:46:24+00:00,180736000.0,691806000.0,389367000.0,-56621000.0,704570000.0,0.0,673282000.0,511428000.0,115786000.0,222242000.0,,6250000.0,457869000.0,296592000.0,,,,,189377000.0,126169000.0,,,150775000.0,,,893115000.0,155000000.0,49709000.0,2878726000.0,1509776000.0,2170515000.0,1236531000.0,1509776000.0,1509776000.0,1368950000.0,2878726000.0,411619000.0,132419000.0,0.0
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2012.0,Q3,,2012-06-29,2012-08-07 16:09:22+00:00,147248000.0,608834000.0,334028000.0,-51180000.0,633386000.0,0.0,679654000.0,480291000.0,113246000.0,224058000.0,,6250000.0,464436000.0,287336000.0,,,,,189072000.0,118051000.0,,,150430000.0,,,834851000.0,168760000.0,47155000.0,2717953000.0,1463325000.0,2017487000.0,1130327000.0,1463325000.0,1463325000.0,1254628000.0,2717953000.0,413130000.0,124301000.0,0.0
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2012.0,Q2,,2012-03-30,2012-05-08 16:14:23+00:00,142635000.0,637402000.0,321725000.0,-44956000.0,616727000.0,0.0,681943000.0,481927000.0,113142000.0,214547000.0,,6250000.0,444800000.0,282239000.0,,,,,186114000.0,119131000.0,,,136575000.0,,,798996000.0,155519000.0,31624000.0,2663170000.0,1435983000.0,1980270000.0,1101806000.0,1435983000.0,1435983000.0,1227187000.0,2663170000.0,400661000.0,125381000.0,0.0
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2012.0,Q1,,2011-12-30,2012-02-07 17:06:04+00:00,129888000.0,577253000.0,320705000.0,-51161000.0,606317000.0,0.0,642813000.0,460480000.0,113476000.0,213017000.0,,6250000.0,444665000.0,280832000.0,,,,,179805000.0,123405000.0,,,140677000.0,,,767701000.0,181250000.0,25289000.0,2581331000.0,1359353000.0,1907677000.0,1092323000.0,1359353000.0,1359353000.0,1221978000.0,2581331000.0,392822000.0,129655000.0,0.0
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2013.0,FY,,2013-09-27,2014-11-24 20:06:30+00:00,194272000.0,698254000.0,359934000.0,-40071000.0,1117861000.0,0.0,743575000.0,550123000.0,122250000.0,225335000.0,,450000000.0,535223000.0,315331000.0,,,,,223025000.0,144048000.0,,,168495000.0,,,1010343000.0,56250000.0,62700000.0,3468474000.0,1713847000.0,2704783000.0,1160579000.0,1713847000.0,1713847000.0,1754627000.0,3468474000.0,448360000.0,594048000.0,0.0
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2013.0,Q3,,2013-06-28,2013-08-06 17:26:22+00:00,176910000.0,655130000.0,320798000.0,-53395000.0,765567000.0,0.0,741780000.0,559530000.0,114779000.0,222946000.0,,0.0,536693000.0,306341000.0,,,,,212729000.0,143893000.0,,,185393000.0,,,995165000.0,174374000.0,59477000.0,3059055000.0,1683550000.0,2317039000.0,1231612000.0,1683550000.0,1683550000.0,1375505000.0,3059055000.0,435675000.0,143893000.0,0.0
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2013.0,Q2,,2013-03-29,2013-05-08 16:38:35+00:00,179859000.0,722979000.0,345003000.0,-54475000.0,739733000.0,0.0,737091000.0,532264000.0,115313000.0,222198000.0,,6250000.0,502598000.0,302743000.0,,,,,210784000.0,138963000.0,,,189594000.0,,,945251000.0,231873000.0,56137000.0,3062079000.0,1627867000.0,2326354000.0,1288999000.0,1627867000.0,1627867000.0,1434212000.0,3062079000.0,432982000.0,145213000.0,
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2013.0,Q1,,2012-12-28,2013-02-05 16:03:53+00:00,145172000.0,637473000.0,357490000.0,-51403000.0,755489000.0,0.0,718568000.0,529110000.0,115914000.0,223914000.0,,6250000.0,499616000.0,298533000.0,,,,,187804000.0,123654000.0,,,168017000.0,,,909723000.0,200000000.0,51804000.0,2938564000.0,1576888000.0,2228313000.0,1231772000.0,1576888000.0,1576888000.0,1361676000.0,2938564000.0,411718000.0,129904000.0,0.0
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2014.0,FY,,2014-09-26,2015-11-25 17:12:08+00:00,187377000.0,731929000.0,371708000.0,-58611000.0,849275000.0,0.0,743790000.0,592569000.0,125962000.0,240626000.0,,387500000.0,572261000.0,337999000.0,0.0,,,,284500000.0,151716000.0,,,148562000.0,,,931241000.0,50000000.0,66176000.0,3357290000.0,1616420000.0,2494165000.0,1201654000.0,1616420000.0,1616420000.0,1740870000.0,3357290000.0,525126000.0,539216000.0,0.0
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2014.0,Q3,,2014-06-27,2014-08-05 17:15:51+00:00,173359000.0,747346000.0,363887000.0,-38695000.0,925987000.0,0.0,764280000.0,593110000.0,121556000.0,236130000.0,,400000000.0,586071000.0,328646000.0,,,,,285343000.0,150024000.0,,,183019000.0,,,989328000.0,79582000.0,60777000.0,3474875000.0,1714913000.0,2624756000.0,1209938000.0,1714913000.0,1714913000.0,1759962000.0,3474875000.0,521473000.0,550024000.0,0.0
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2014.0,Q2,,2014-03-28,2014-05-05 17:19:25+00:00,170364000.0,786029000.0,419970000.0,-37635000.0,938997000.0,0.0,754703000.0,588152000.0,137359000.0,226829000.0,,412500000.0,561194000.0,325842000.0,,,,,244863000.0,149586000.0,,,175281000.0,,,961948000.0,56250000.0,79444000.0,3475838000.0,1679016000.0,2678304000.0,1234736000.0,1679016000.0,1679016000.0,1796822000.0,3475838000.0,471692000.0,562086000.0,0.0
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2014.0,Q1,,2013-12-27,2014-01-30 16:30:50+00:00,176860000.0,708226000.0,357772000.0,-35926000.0,971193000.0,0.0,743395000.0,542262000.0,118272000.0,226955000.0,,425000000.0,561802000.0,321005000.0,,,,,236925000.0,133501000.0,,,172875000.0,,,992120000.0,56250000.0,73981000.0,3391234000.0,1699589000.0,2606349000.0,1133144000.0,1699589000.0,1699589000.0,1691645000.0,3391234000.0,463880000.0,558501000.0,0.0
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2015.0,FY,,2015-10-02,2016-11-23 17:13:02+00:00,202900000.0,770900000.0,347200000.0,-86500000.0,845500000.0,0.0,780300000.0,668200000.0,,283500000.0,72600000.0,337500000.0,612600000.0,379200000.0,14700000.0,119400000.0,,,331000000.0,138200000.0,,,164000000.0,0.0,,1017800000.0,158400000.0,0.0,3578700000.0,1711600000.0,2393000000.0,1376700000.0,1711600000.0,1726300000.0,1852400000.0,3578700000.0,806500000.0,475700000.0,0.0
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2015.0,Q3,,2015-07-03,2015-08-11 16:43:12+00:00,180468000.0,673706000.0,334850000.0,-86483000.0,951437000.0,0.0,798502000.0,628877000.0,124862000.0,241734000.0,,350000000.0,640101000.0,343417000.0,14368000.0,,,,297493000.0,149999000.0,,,187130000.0,,,1016547000.0,144451000.0,71699000.0,3531579000.0,1728566000.0,2648935000.0,1288646000.0,1728566000.0,1742934000.0,1788645000.0,3531579000.0,539227000.0,499999000.0,0.0
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2015.0,Q2,,2015-04-03,2015-05-12 16:40:09+00:00,164075000.0,707927000.0,326682000.0,-88623000.0,862223000.0,0.0,787549000.0,630011000.0,120577000.0,232633000.0,,362500000.0,651779000.0,334807000.0,4014000.0,,,,301745000.0,147945000.0,,,177770000.0,,,975383000.0,150000000.0,70075000.0,3459536000.0,1674309000.0,2590351000.0,1270768000.0,1674309000.0,1678323000.0,1781213000.0,3459536000.0,534378000.0,510445000.0,0.0
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2015.0,Q1,,2015-01-02,2015-02-10 16:35:43+00:00,142804000.0,663041000.0,348701000.0,-70505000.0,904359000.0,0.0,759425000.0,615425000.0,121331000.0,237702000.0,,375000000.0,630872000.0,335325000.0,1777000.0,,,,270910000.0,146470000.0,,,164240000.0,,,927205000.0,150000000.0,68522000.0,3396302000.0,1616125000.0,2552365000.0,1256930000.0,1616125000.0,1617902000.0,1778400000.0,3396302000.0,508612000.0,521470000.0,0.0
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2016.0,FY,,2016-09-30,2017-11-27 17:29:12+00:00,159200000.0,769600000.0,383600000.0,-100800000.0,811400000.0,0.0,772300000.0,608600000.0,,220000000.0,84100000.0,286900000.0,442400000.0,258600000.0,3700000.0,136800000.0,355600000.0,83000000.0,227000000.0,155800000.0,272900000.0,4200000.0,141100000.0,10300000.0,,1069000000.0,379000000.0,95300000.0,3814800000.0,1740500000.0,2615400000.0,1613400000.0,1740500000.0,1744200000.0,2060300000.0,3814800000.0,940800000.0,446900000.0,0.0
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2016.0,Q3,,2016-07-01,2016-08-09 16:37:46+00:00,180338000.0,840400000.0,365008000.0,-84062000.0,835936000.0,0.0,753339000.0,670924000.0,,282900000.0,,300000000.0,682490000.0,372496000.0,3647000.0,117918000.0,,,439521000.0,139600000.0,,,187760000.0,10331000.0,,1018932000.0,401441000.0,,3759452000.0,1688209000.0,2546623000.0,1617711000.0,1688209000.0,1691856000.0,2057265000.0,3759452000.0,840339000.0,439600000.0,0.0
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2016.0,Q2,,2016-04-01,2016-05-10 16:14:18+00:00,174178000.0,852634000.0,353110000.0,-80968000.0,961100000.0,0.0,754712000.0,685217000.0,128904000.0,283900000.0,,312500000.0,653328000.0,374356000.0,3768000.0,,,,434738000.0,155748000.0,,,177251000.0,10331000.0,,1016027000.0,481635000.0,,3866258000.0,1689771000.0,2773217000.0,1694140000.0,1689771000.0,1693539000.0,2162388000.0,3866258000.0,718638000.0,468248000.0,0.0
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2016.0,Q1,,2016-01-01,2016-02-09 16:41:33+00:00,173996000.0,768548000.0,352711000.0,-90384000.0,953377000.0,0.0,755864000.0,679099000.0,130529000.0,281800000.0,,345000000.0,613069000.0,372858000.0,3878000.0,,,,431815000.0,150543000.0,,,174693000.0,10382000.0,,962324000.0,383249000.0,,3726662000.0,1627804000.0,2640216000.0,1589055000.0,1627804000.0,1631682000.0,2084598000.0,3726662000.0,713615000.0,495543000.0,0.0
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2017.0,FY,,2017-09-29,2018-11-26 17:24:06+00:00,162300000.0,961500000.0,374900000.0,-68800000.0,716200000.0,0.0,807800000.0,755400000.0,,222600000.0,71600000.0,,417700000.0,255300000.0,4300000.0,147300000.0,11100000.0,2500000.0,300800000.0,127400000.0,,,190300000.0,,,778600000.0,350000000.0,,3294400000.0,1517600000.0,2296800000.0,1645100000.0,1517600000.0,1521900000.0,1772500000.0,3294400000.0,742300000.0,127400000.0,0.0
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2017.0,Q3,,2017-06-30,2017-08-08 16:48:45+00:00,153300000.0,747500000.0,354900000.0,-94000000.0,658200000.0,0.0,790400000.0,643900000.0,,220800000.0,74200000.0,249900000.0,460200000.0,249300000.0,4300000.0,141700000.0,18900000.0,7000000.0,309300000.0,141600000.0,5100000.0,0.0,173800000.0,0.0,,693600000.0,114100000.0,0.0,3059000000.0,1390000000.0,2058600000.0,1273200000.0,1390000000.0,1394300000.0,1664700000.0,3059000000.0,751100000.0,391500000.0,0.0
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2017.0,Q2,,2017-03-31,2017-05-09 16:57:01+00:00,144000000.0,761500000.0,345800000.0,-109400000.0,705500000.0,0.0,759300000.0,642500000.0,,217600000.0,76600000.0,277200000.0,453700000.0,252600000.0,4100000.0,138000000.0,13900000.0,3800000.0,287200000.0,143600000.0,5300000.0,0.0,206900000.0,0.0,,638600000.0,269300000.0,0.0,3118800000.0,1288500000.0,2141500000.0,1405400000.0,1288500000.0,1292600000.0,1826200000.0,3118800000.0,724700000.0,420800000.0,0.0
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2017.0,Q1,,2016-12-30,2017-02-07 17:17:37+00:00,174800000.0,801700000.0,383100000.0,-113100000.0,814700000.0,0.0,788000000.0,633600000.0,,291700000.0,99400000.0,274600000.0,661600000.0,375100000.0,4200000.0,150800000.0,,,346500000.0,146800000.0,,,143300000.0,10300000.0,,1049900000.0,332600000.0,0.0,3684800000.0,1724800000.0,2421300000.0,1524100000.0,1724800000.0,1729000000.0,1945500000.0,3684800000.0,888400000.0,421400000.0,0.0
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2018.0,FY,,2018-09-28,2019-11-25 17:16:58+00:00,190300000.0,1009900000.0,419700000.0,-65300000.0,504800000.0,0.0,869300000.0,729700000.0,,293600000.0,101100000.0,,438100000.0,274600000.0,4300000.0,102200000.0,2300000.0,,292800000.0,324300000.0,,,233300000.0,,,780400000.0,0.0,,3252700000.0,1584400000.0,2188400000.0,1339700000.0,1584400000.0,1588700000.0,1664000000.0,3252700000.0,789700000.0,324300000.0,0.0
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2018.0,Q3,,2018-06-29,2018-08-07 16:49:58+00:00,189200000.0,933600000.0,379000000.0,-70700000.0,536000000.0,0.0,863300000.0,790200000.0,,239900000.0,79400000.0,,469200000.0,265900000.0,4300000.0,106400000.0,4400000.0,2500000.0,287200000.0,291200000.0,,,249800000.0,,,704600000.0,18200000.0,,3171800000.0,1497200000.0,2193000000.0,1379100000.0,1497200000.0,1501500000.0,1670300000.0,3171800000.0,712900000.0,291200000.0,0.0
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2018.0,Q2,,2018-03-30,2018-05-08 17:18:00+00:00,164900000.0,936700000.0,365100000.0,-58400000.0,739900000.0,0.0,846400000.0,766500000.0,,236200000.0,82000000.0,,433800000.0,247000000.0,4400000.0,114900000.0,8600000.0,3700000.0,282000000.0,320700000.0,,,226400000.0,,,664200000.0,230000000.0,,3307500000.0,1452200000.0,2345400000.0,1530200000.0,1452200000.0,1456600000.0,1850900000.0,3307500000.0,715100000.0,320700000.0,0.0
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2018.0,Q1,,2017-12-29,2018-02-07 16:45:29+00:00,152000000.0,880100000.0,350000000.0,-65700000.0,822600000.0,0.0,832100000.0,772300000.0,,223400000.0,65600000.0,,431400000.0,250400000.0,4400000.0,112800000.0,11300000.0,2100000.0,296000000.0,292400000.0,,,206200000.0,,,620200000.0,340000000.0,,3299800000.0,1386600000.0,2351600000.0,1616400000.0,1386600000.0,1391000000.0,1908800000.0,3299800000.0,697800000.0,292400000.0,0.0
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2019.0,FY,,2019-09-27,2020-05-12 16:49:08+00:00,248500000.0,1106300000.0,459500000.0,-102100000.0,531400000.0,0.0,936400000.0,766000000.0,,612200000.0,300700000.0,,551500000.0,311500000.0,9300000.0,84700000.0,,,397200000.0,440100000.0,,,206200000.0,,,934000000.0,410000000.0,,4101700000.0,1768300000.0,2395400000.0,1884000000.0,1768300000.0,1777600000.0,2324100000.0,4101700000.0,1394800000.0,440100000.0,0.0
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2019.0,Q3,,2019-06-28,2019-08-07 17:04:23+00:00,226100000.0,1054200000.0,433100000.0,-69500000.0,520700000.0,0.0,922400000.0,749700000.0,,566900000.0,273100000.0,,529300000.0,307400000.0,13700000.0,93900000.0,0.0,,384800000.0,400100000.0,,,237000000.0,,,890700000.0,401000000.0,,3967300000.0,1743600000.0,2341200000.0,1809900000.0,1743600000.0,1757300000.0,2210000000.0,3967300000.0,1318700000.0,400100000.0,0.0
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2019.0,Q2,,2019-03-29,2019-05-08 16:25:23+00:00,208700000.0,1029200000.0,352200000.0,-71800000.0,546300000.0,0.0,904800000.0,757900000.0,,309300000.0,90800000.0,,478000000.0,268400000.0,4800000.0,94900000.0,0.0,,365600000.0,331300000.0,,,207700000.0,,,902300000.0,,,3390200000.0,1735300000.0,2261200000.0,1318800000.0,1735300000.0,1740100000.0,1650100000.0,3390200000.0,860600000.0,331300000.0,0.0
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2019.0,Q1,,2018-12-28,2019-02-05 16:46:36+00:00,198100000.0,989500000.0,396300000.0,-69000000.0,616000000.0,0.0,890500000.0,738600000.0,,310700000.0,97300000.0,,469600000.0,270100000.0,5000000.0,102500000.0,2300000.0,,289300000.0,355800000.0,,,223500000.0,,,855500000.0,,,3370800000.0,1677000000.0,2300900000.0,1333000000.0,1677000000.0,1682000000.0,1688800000.0,3370800000.0,799800000.0,355800000.0,0.0
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2020.0,Q2,,2020-04-03,2020-05-12 16:49:08+00:00,198400000.0,1004800000.0,433200000.0,-101800000.0,667800000.0,0.0,968900000.0,798100000.0,,614700000.0,281600000.0,,604000000.0,341900000.0,9900000.0,93600000.0,,,511200000.0,523500000.0,,,224300000.0,,,993700000.0,520000000.0,,4343900000.0,1860800000.0,2500900000.0,1949700000.0,1860800000.0,1870700000.0,2473200000.0,4343900000.0,1501100000.0,523500000.0,0.0
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2020.0,Q1,,2020-01-03,2020-02-11 16:58:54+00:00,215300000.0,1079200000.0,471200000.0,-97000000.0,721900000.0,0.0,961100000.0,817900000.0,,612400000.0,290900000.0,,597400000.0,,10000000.0,85700000.0,,,814700000.0,547000000.0,,,248500000.0,,,983200000.0,542000000.0,,4450700000.0,1847300000.0,2647000000.0,2046400000.0,1847300000.0,1857300000.0,2593400000.0,4450700000.0,1803700000.0,547000000.0,0.0
