company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2010.0,Q4,2010-07-03,2010-10-01,,,757000.0,11880000.0,-3447000.0,36650000.0,38684000.0,15598000.0,-213451000.0,-18854000.0,168362000.0,-213451000.0,-18854000.0,168362000.0,-67390000.0,105039000.0,105039000.0,,14036000.0,-17132000.0,-913000.0,,-17941000.0,4264000.0,-254865000.0,,
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2010.0,FY,2009-10-03,2010-10-01,2012-11-21 16:22:06+00:00,-1800000.0,3320000.0,44973000.0,2896000.0,5920000.0,84431000.0,15598000.0,-422175000.0,-74815000.0,460786000.0,-422175000.0,-74815000.0,460786000.0,-33308000.0,360422000.0,360422000.0,,46151000.0,-15462000.0,-5470000.0,0.0,-67545000.0,-9242000.0,-497500000.0,,
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2010.0,Q3TTM,2009-07-04,2010-07-02,,-1800000.0,3513000.0,44059000.0,258000.0,-34418000.0,56675000.0,4171000.0,-221851000.0,-70841000.0,408324000.0,-221851000.0,-70841000.0,408324000.0,115890000.0,352444000.0,352444000.0,,42726000.0,3508000.0,-4806000.0,,-64235000.0,-13626000.0,-272579000.0,,
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2010.0,Q3,2010-04-03,2010-07-02,,-1800000.0,800000.0,11103000.0,-274000.0,-42755000.0,17374000.0,,-101410000.0,-33268000.0,67836000.0,-101410000.0,-33268000.0,67836000.0,-67116000.0,85494000.0,85494000.0,,13194000.0,3473000.0,-886000.0,,-30582000.0,-6360000.0,-115897000.0,,
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2010.0,Q3YTD,2009-10-03,2010-07-02,2011-08-10 16:15:24+00:00,-1800000.0,2563000.0,33093000.0,6343000.0,-30730000.0,45747000.0,,-208724000.0,-55961000.0,292424000.0,-208724000.0,-55961000.0,292424000.0,34082000.0,255383000.0,255383000.0,,32115000.0,1670000.0,-4557000.0,,-49604000.0,-13506000.0,-242635000.0,,
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2010.0,Q2TTM,2009-04-04,2010-04-02,,-2550000.0,3572000.0,43626000.0,-4740000.0,27176000.0,42386000.0,-5829000.0,-126144000.0,-58406000.0,469400000.0,-126144000.0,-58406000.0,469400000.0,280110000.0,352301000.0,352301000.0,,42725000.0,1367000.0,-3606000.0,,-52250000.0,-7386000.0,-156682000.0,,
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2010.0,Q2,2010-01-02,2010-04-02,,,836000.0,10982000.0,4209000.0,-16412000.0,19591000.0,,-61885000.0,-7013000.0,93921000.0,-61885000.0,-7013000.0,93921000.0,29232000.0,91114000.0,89071000.0,2043000.0,9444000.0,-2886000.0,4455000.0,,-11468000.0,-7024000.0,-71566000.0,,
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2010.0,Q2YTD,2009-10-03,2010-04-02,2011-05-11 14:47:59+00:00,,1763000.0,21990000.0,6617000.0,12025000.0,28373000.0,,-107314000.0,-22693000.0,224588000.0,-107314000.0,-22693000.0,224588000.0,101198000.0,169889000.0,169889000.0,,18921000.0,-1803000.0,-3671000.0,,-19022000.0,-7146000.0,-126738000.0,,
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2010.0,Q1TTM,2009-01-03,2010-01-01,,-2550000.0,3597000.0,43430000.0,805000.0,-77503000.0,32116000.0,-20829000.0,-77250000.0,-71469000.0,350538000.0,-77250000.0,-71469000.0,350538000.0,202624000.0,329000000.0,339105000.0,-10105000.0,41909000.0,4818000.0,-17270000.0,,-51649000.0,-8239000.0,-85116000.0,,
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2010.0,Q1,2009-10-03,2010-01-01,2011-02-09 15:51:41+00:00,,927000.0,11008000.0,2408000.0,28437000.0,8782000.0,0.0,-45429000.0,-15680000.0,130667000.0,-45429000.0,-15680000.0,130667000.0,71966000.0,78775000.0,80818000.0,-2043000.0,9477000.0,1083000.0,-8126000.0,,-7554000.0,-122000.0,-55172000.0,,
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2011.0,Q4,2011-07-02,2011-09-30,,-725000.0,668000.0,12935000.0,3633000.0,24112000.0,5173000.0,161400000.0,-119865000.0,-33085000.0,145852000.0,-119865000.0,-33085000.0,145852000.0,-3465000.0,100760000.0,100760000.0,,7377000.0,-37324000.0,6265000.0,-19986000.0,-18639000.0,18170000.0,-267284000.0,,
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2011.0,FY,2010-10-02,2011-09-30,2013-11-26 16:46:24+00:00,-9124000.0,2948000.0,49643000.0,724000.0,-20474000.0,137697000.0,161400000.0,-311335000.0,-117932000.0,472779000.0,-311335000.0,-117932000.0,472779000.0,44236000.0,398933000.0,398933000.0,,41729000.0,-97807000.0,-4297000.0,-33583000.0,-70928000.0,-7341000.0,-505284000.0,,
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2011.0,Q3TTM,2010-07-03,2011-07-01,,-8399000.0,3037000.0,48588000.0,-6356000.0,-7936000.0,171208000.0,15598000.0,-404921000.0,-103701000.0,495289000.0,-404921000.0,-103701000.0,495289000.0,-19689000.0,403212000.0,403212000.0,,48388000.0,-77615000.0,-11475000.0,-13597000.0,-70230000.0,-21247000.0,-492865000.0,,
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2011.0,Q3,2011-04-02,2011-07-01,,-300000.0,707000.0,12731000.0,-2071000.0,-1993000.0,27657000.0,-99969000.0,-98268000.0,-37027000.0,120899000.0,-98268000.0,-37027000.0,120899000.0,-16467000.0,98605000.0,98605000.0,,10849000.0,-580000.0,-9480000.0,-13597000.0,-13650000.0,-25376000.0,,,
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2011.0,Q3YTD,2010-10-02,2011-07-01,2012-08-07 16:09:22+00:00,-8399000.0,2280000.0,36708000.0,-2909000.0,-44586000.0,132524000.0,,-191470000.0,-84847000.0,326927000.0,-191470000.0,-84847000.0,326927000.0,47701000.0,298173000.0,298173000.0,,34352000.0,-60483000.0,-10562000.0,-13597000.0,-52289000.0,-25511000.0,-238000000.0,,
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2011.0,Q2TTM,2010-04-03,2011-04-01,,-9899000.0,3130000.0,46960000.0,-4559000.0,-48698000.0,160925000.0,115567000.0,-408063000.0,-99942000.0,442226000.0,-408063000.0,-99942000.0,442226000.0,-70338000.0,390101000.0,390101000.0,,50733000.0,-73562000.0,-2881000.0,,-87162000.0,-2231000.0,-608762000.0,,
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2011.0,Q2,2011-01-01,2011-04-01,,-7799000.0,787000.0,12398000.0,-2664000.0,-59954000.0,28061000.0,99902000.0,-159232000.0,-25239000.0,67871000.0,-159098000.0,-25239000.0,67871000.0,-119130000.0,103079000.0,103079000.0,,11561000.0,-69060000.0,-1412000.0,,-16028000.0,19865000.0,-238000000.0,,
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2011.0,Q2YTD,2010-10-02,2011-04-01,2012-05-08 16:14:23+00:00,-8099000.0,1573000.0,23977000.0,-838000.0,-42593000.0,104867000.0,99969000.0,-93202000.0,-47820000.0,206028000.0,-93202000.0,-47820000.0,206028000.0,64168000.0,199568000.0,199568000.0,,23503000.0,-59903000.0,-1082000.0,,-38639000.0,-135000.0,-238000000.0,,
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2011.0,Q1TTM,2010-01-02,2010-12-31,,-2100000.0,3179000.0,45544000.0,2314000.0,-5156000.0,152455000.0,15665000.0,-310716000.0,-81716000.0,468276000.0,-310850000.0,-81716000.0,468276000.0,78024000.0,378136000.0,376093000.0,2043000.0,48616000.0,-7388000.0,2986000.0,,-82602000.0,-29120000.0,-442328000.0,,
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2011.0,Q1,2010-10-02,2010-12-31,2012-02-07 17:06:04+00:00,-300000.0,786000.0,11579000.0,1826000.0,17361000.0,76806000.0,67000.0,66030000.0,-22581000.0,138157000.0,65896000.0,-22581000.0,138157000.0,183298000.0,96489000.0,96489000.0,,11942000.0,9157000.0,330000.0,,-22611000.0,-20000000.0,,,
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2012.0,Q3,2012-03-31,2012-06-29,,-18409000.0,1132000.0,13382000.0,4145000.0,5364000.0,12713000.0,,-74936000.0,-55289000.0,142739000.0,-74936000.0,-55289000.0,142739000.0,16659000.0,108842000.0,108842000.0,,14019000.0,-2563000.0,-6239000.0,-16038000.0,-17963000.0,11933000.0,-97019000.0,3360000.0,
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2012.0,Q3TTM,2011-07-02,2012-06-29,,-28966000.0,3516000.0,52646000.0,10484000.0,-63587000.0,59702000.0,161400000.0,-261082000.0,-131152000.0,447214000.0,-261082000.0,-131152000.0,447214000.0,65464000.0,407608000.0,407608000.0,,47031000.0,-38117000.0,3925000.0,-50644000.0,-58827000.0,-4365000.0,-439702000.0,3360000.0,
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2012.0,Q3YTD,2011-10-01,2012-06-29,2013-08-06 17:26:22+00:00,-28241000.0,2848000.0,39711000.0,6851000.0,-87699000.0,54529000.0,,-141217000.0,-98067000.0,301362000.0,-141217000.0,-98067000.0,301362000.0,68929000.0,306848000.0,306848000.0,,39654000.0,-793000.0,-2340000.0,-30658000.0,-40188000.0,-22535000.0,-172418000.0,3360000.0,
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2012.0,Q2TTM,2011-04-02,2012-03-30,,-10857000.0,3091000.0,51995000.0,4268000.0,-70944000.0,74646000.0,61431000.0,-284414000.0,-112890000.0,425374000.0,-284414000.0,-112890000.0,425374000.0,32338000.0,397371000.0,397371000.0,,43861000.0,-36134000.0,684000.0,-48203000.0,-54514000.0,-41674000.0,-342683000.0,,
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2012.0,Q2,2011-12-31,2012-03-30,,,816000.0,13243000.0,2168000.0,-32421000.0,22439000.0,,-76803000.0,-20243000.0,105288000.0,-76803000.0,-20243000.0,105288000.0,10410000.0,107772000.0,107772000.0,,15878000.0,576000.0,2762000.0,-8536000.0,-14469000.0,-24419000.0,-75399000.0,,
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2012.0,Q2YTD,2011-10-01,2012-03-30,2013-05-08 16:38:35+00:00,-9832000.0,1716000.0,26329000.0,2706000.0,-93063000.0,41816000.0,,-66281000.0,-42778000.0,158623000.0,-66281000.0,-42778000.0,158623000.0,52270000.0,198006000.0,198006000.0,,25635000.0,1770000.0,3899000.0,-14620000.0,-22225000.0,-34468000.0,-75399000.0,,
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2012.0,Q1TTM,2011-01-01,2011-12-30,,-18656000.0,3062000.0,51150000.0,-564000.0,-98477000.0,80268000.0,161333000.0,-366843000.0,-117886000.0,387957000.0,-366709000.0,-117886000.0,387957000.0,-97202000.0,392678000.0,392678000.0,,39544000.0,-105770000.0,-3490000.0,-39667000.0,-56073000.0,2610000.0,-505284000.0,,
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2012.0,Q1,2011-10-01,2011-12-30,2013-02-05 16:03:53+00:00,-9832000.0,900000.0,13086000.0,538000.0,-60642000.0,19377000.0,,10522000.0,-22535000.0,53335000.0,10522000.0,-22535000.0,53335000.0,41860000.0,90234000.0,90234000.0,,9757000.0,1194000.0,1137000.0,-6084000.0,-7756000.0,-10049000.0,0.0,,
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2013.0,FY,2012-09-29,2013-09-27,2015-11-25 17:12:08+00:00,0.0,4332000.0,58527000.0,2731000.0,-84172000.0,129582000.0,500000000.0,51646000.0,-96271000.0,455185000.0,51646000.0,-96271000.0,455185000.0,413291000.0,438248000.0,438248000.0,,38250000.0,-1029000.0,-9950000.0,-10044000.0,-76277000.0,-156974000.0,-419933000.0,0.0,
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2013.0,Q4,2013-06-29,2013-09-27,,,1037000.0,13913000.0,-2987000.0,10175000.0,25118000.0,485065000.0,222237000.0,-21885000.0,154929000.0,222237000.0,-21885000.0,154929000.0,352294000.0,117346000.0,117346000.0,,12458000.0,-1073000.0,179000.0,-2475000.0,-19589000.0,-156039000.0,-130834000.0,,
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2013.0,Q3,2013-03-30,2013-06-28,,,1080000.0,14323000.0,-899000.0,64107000.0,23882000.0,-64815000.0,-139980000.0,-31027000.0,197740000.0,-139980000.0,-31027000.0,197740000.0,25834000.0,112831000.0,112831000.0,,5399000.0,-2928000.0,-9833000.0,-2959000.0,-17835000.0,-910000.0,-95209000.0,-400000.0,
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2013.0,Q3YTD,2012-09-29,2013-06-28,2014-08-05 17:15:51+00:00,,3295000.0,44614000.0,5718000.0,-94347000.0,104464000.0,14935000.0,-170591000.0,-74386000.0,300256000.0,-170591000.0,-74386000.0,300256000.0,60997000.0,320902000.0,320902000.0,,25792000.0,44000.0,-10129000.0,-7569000.0,-56688000.0,-935000.0,-289099000.0,,
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2013.0,Q2YTD,2012-09-29,2013-03-29,2014-05-05 17:19:25+00:00,,2215000.0,30291000.0,6617000.0,-158454000.0,80582000.0,79750000.0,-30611000.0,-43359000.0,102516000.0,-30611000.0,-43359000.0,102516000.0,35163000.0,208071000.0,208071000.0,,20393000.0,2972000.0,-296000.0,-4610000.0,-38853000.0,-25000.0,-193890000.0,400000.0,
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2013.0,Q2,2012-12-29,2013-03-29,,,1099000.0,14451000.0,4494000.0,-110388000.0,21653000.0,34750000.0,-31499000.0,-19386000.0,30635000.0,-31499000.0,-19386000.0,30635000.0,-15756000.0,112788000.0,112788000.0,,12685000.0,2437000.0,169000.0,-1106000.0,-18849000.0,,-90339000.0,400000.0,
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2013.0,Q1,2012-09-29,2012-12-28,2014-01-30 16:30:50+00:00,,1116000.0,15840000.0,2123000.0,-48066000.0,58929000.0,45000000.0,888000.0,-23973000.0,71881000.0,888000.0,-23973000.0,71881000.0,50919000.0,95283000.0,95283000.0,,7708000.0,535000.0,-465000.0,-3504000.0,-20004000.0,-25000.0,-103551000.0,,
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2014.0,FY,2013-09-28,2014-09-26,2016-11-23 17:13:02+00:00,-31500000.0,4800000.0,57700000.0,11000000.0,-61200000.0,99700000.0,0.0,-595500000.0,-133100000.0,449000000.0,-595500000.0,-133100000.0,449000000.0,-268600000.0,403700000.0,403700000.0,,44000000.0,1400000.0,-4900000.0,-45200000.0,-89600000.0,-68900000.0,-627700000.0,38100000.0,0.0
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2014.0,Q4,2014-06-28,2014-09-26,,-16000000.0,1541000.0,14983000.0,12994000.0,58866000.0,15593000.0,-29553000.0,-236235000.0,-46896000.0,193411000.0,-236235000.0,-46896000.0,193411000.0,-76726000.0,105862000.0,105862000.0,,12159000.0,214000.0,-42000.0,-4508000.0,-26371000.0,-12034000.0,-210455000.0,25000.0,
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2014.0,Q3TTM,2013-06-29,2014-06-27,,-15500000.0,4296000.0,56630000.0,-4981000.0,-109891000.0,109225000.0,514618000.0,-137028000.0,-108089000.0,410518000.0,-137028000.0,-108089000.0,410518000.0,160420000.0,415184000.0,415184000.0,,44299000.0,113000.0,-4679000.0,-43167000.0,-82818000.0,-212905000.0,-548079000.0,38075000.0,
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2014.0,Q3,2014-03-29,2014-06-27,,-15500000.0,1321000.0,14016000.0,-1268000.0,-52954000.0,20022000.0,29553000.0,-70921000.0,-27297000.0,86476000.0,-70921000.0,-27297000.0,86476000.0,-13010000.0,107090000.0,107090000.0,,17003000.0,1182000.0,-3502000.0,-26946000.0,-19424000.0,-18958000.0,-102720000.0,38075000.0,
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2014.0,Q3YTD,2013-09-28,2014-06-27,2015-08-11 16:43:12+00:00,-15500000.0,3259000.0,42717000.0,-1994000.0,-120066000.0,84107000.0,29553000.0,-359265000.0,-86204000.0,255589000.0,-359265000.0,-86204000.0,255589000.0,-191874000.0,297838000.0,297838000.0,,31841000.0,1186000.0,-4858000.0,-40692000.0,-63229000.0,-56866000.0,-417245000.0,38075000.0,
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2014.0,Q2TTM,2013-03-30,2014-03-28,,,4055000.0,56937000.0,-4612000.0,7170000.0,113085000.0,420250000.0,-206087000.0,-111819000.0,521782000.0,-206087000.0,-111819000.0,521782000.0,199264000.0,420925000.0,420925000.0,,32695000.0,-3997000.0,-11010000.0,-19180000.0,-81229000.0,-194857000.0,-540568000.0,-400000.0,
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2014.0,Q2,2013-12-28,2014-03-28,,,886000.0,13688000.0,-1138000.0,9690000.0,33529000.0,,-133768000.0,-23142000.0,125852000.0,-133768000.0,-23142000.0,125852000.0,-32196000.0,92788000.0,92788000.0,,8800000.0,4429000.0,51000.0,-3870000.0,-19323000.0,-12704000.0,-159022000.0,,
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2014.0,Q2YTD,2013-09-28,2014-03-28,2015-05-12 16:40:09+00:00,,1938000.0,28701000.0,-726000.0,-67112000.0,64085000.0,0.0,-288344000.0,-58907000.0,169113000.0,-288344000.0,-58907000.0,169113000.0,-178864000.0,190748000.0,190748000.0,,14838000.0,4000.0,-1356000.0,-13746000.0,-43805000.0,-37908000.0,-314525000.0,0.0,
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2014.0,Q1TTM,2012-12-29,2013-12-27,,,4268000.0,57700000.0,1020000.0,-112908000.0,101209000.0,455000000.0,-103818000.0,-108063000.0,426565000.0,-103818000.0,-108063000.0,426565000.0,215704000.0,440925000.0,440925000.0,,36580000.0,-5989000.0,-10892000.0,-16416000.0,-80755000.0,-182153000.0,-471885000.0,,
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2014.0,Q1,2013-09-28,2013-12-27,2015-02-10 16:35:43+00:00,,1052000.0,15013000.0,412000.0,-76802000.0,30556000.0,0.0,-154576000.0,-35765000.0,43261000.0,-154576000.0,-35765000.0,43261000.0,-146668000.0,97960000.0,97960000.0,,6038000.0,-4425000.0,-1407000.0,-9876000.0,-24482000.0,-25204000.0,-155503000.0,,
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2015.0,FY,2014-09-27,2015-10-02,2017-11-27 17:29:12+00:00,-95300000.0,8400000.0,60100000.0,14200000.0,-47100000.0,91000000.0,256400000.0,-276700000.0,-210900000.0,469600000.0,-276700000.0,-210900000.0,469600000.0,-3800000.0,412000000.0,412000000.0,,36200000.0,-7100000.0,-24800000.0,-1800000.0,-91400000.0,-195000000.0,-422000000.0,2400000.0,0.0
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2015.0,Q4,2015-07-04,2015-10-02,,-83715000.0,3288000.0,15207000.0,1615000.0,28151000.0,1571000.0,35922000.0,-123299000.0,-137711000.0,153433000.0,-123299000.0,-137711000.0,153433000.0,-105962000.0,99075000.0,99075000.0,,7712000.0,138000.0,-18715000.0,-858000.0,-34316000.0,-32500000.0,-128430000.0,-107000.0,
Varian Medical Systems Inc,VAR,TK3LAKL7I0QNTCVWSY07,203527,2015.0,Q3YTD,2014-09-27,2015-07-03,2016-08-09 16:37:46+00:00,-11585000.0,5112000.0,44893000.0,12585000.0,-75251000.0,89429000.0,220478000.0,-153401000.0,-73189000.0,316167000.0,-153401000.0,-73189000.0,316167000.0,102162000.0,312925000.0,312925000.0,,28488000.0,-7238000.0,-6085000.0,-942000.0,-57084000.0,-162500000.0,-293570000.0,2507000.0,0.0
