company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,othercurrentassets,othercurrentliabilities,otherequity,othernoncurrentassets,prepaidexpenses,retainedearnings,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets
FENNEC PHARMACEUTICALS INC.,FENC,,1211583,2015.0,FY,,2015-12-31,2017-03-29 16:36:44+00:00,297000.0,92000.0,1243000.0,942000.0,0.0,110838000.0,1000.0,82000.0,,,76000.0,-111533000.0,1019000.0,548000.0,1019000.0,471000.0,548000.0,548000.0,471000.0,1019000.0,
FENNEC PHARMACEUTICALS INC.,FENC,,1211583,2015.0,Q3,,2015-09-30,2015-11-12 15:13:13+00:00,252000.0,86000.0,1243000.0,1366000.0,,110769000.0,1000.0,93000.0,,,83000.0,-110993000.0,1450000.0,1019000.0,1450000.0,431000.0,1019000.0,1019000.0,431000.0,1450000.0,
FENNEC PHARMACEUTICALS INC.,FENC,,1211583,2015.0,Q2,,2015-06-30,2015-08-11 16:32:28+00:00,401000.0,49000.0,1243000.0,1854000.0,0.0,110739000.0,3000.0,309000.0,,,14000.0,-110870000.0,1871000.0,1112000.0,1871000.0,759000.0,1112000.0,1112000.0,759000.0,1871000.0,
FENNEC PHARMACEUTICALS INC.,FENC,,1211583,2015.0,Q1,,2015-03-31,2015-05-15 15:40:22+00:00,384000.0,45000.0,1243000.0,1916000.0,0.0,110280000.0,2000.0,694000.0,,,31000.0,-110697000.0,1949000.0,826000.0,1949000.0,1123000.0,826000.0,826000.0,1123000.0,1949000.0,
FENNEC PHARMACEUTICALS INC.,FENC,,1211583,2016.0,FY,,2016-12-31,2018-03-28 16:47:14+00:00,244000.0,125000.0,1243000.0,3926000.0,0.0,116649000.0,3000.0,33000.0,,,43000.0,-114322000.0,3972000.0,3570000.0,3972000.0,402000.0,3570000.0,3570000.0,402000.0,3972000.0,
FENNEC PHARMACEUTICALS INC.,FENC,,1211583,2016.0,Q3,,2016-09-30,2016-11-14 15:53:48+00:00,235000.0,88000.0,1243000.0,4537000.0,0.0,116156000.0,2000.0,37000.0,,,41000.0,-113179000.0,4580000.0,4220000.0,4580000.0,360000.0,4220000.0,4220000.0,360000.0,4580000.0,
FENNEC PHARMACEUTICALS INC.,FENC,,1211583,2016.0,Q2,,2016-06-30,2016-08-12 12:50:06+00:00,345000.0,50000.0,1243000.0,5081000.0,0.0,116087000.0,5000.0,56000.0,,,18000.0,-112677000.0,5104000.0,4653000.0,5104000.0,451000.0,4653000.0,4653000.0,451000.0,5104000.0,
FENNEC PHARMACEUTICALS INC.,FENC,,1211583,2016.0,Q1,,2016-03-31,2016-05-12 16:50:27+00:00,225000.0,81000.0,1243000.0,545000.0,0.0,110953000.0,3000.0,39000.0,,,40000.0,-111953000.0,588000.0,243000.0,588000.0,345000.0,243000.0,243000.0,345000.0,588000.0,
FENNEC PHARMACEUTICALS INC.,FENC,,1211583,2017.0,FY,,2017-12-31,2019-03-15 13:27:01+00:00,855000.0,622000.0,1243000.0,28260000.0,0.0,146882000.0,13000.0,167000.0,,,128000.0,-121368000.0,28401000.0,26757000.0,28401000.0,1644000.0,26757000.0,26757000.0,1644000.0,28401000.0,
FENNEC PHARMACEUTICALS INC.,FENC,,1211583,2017.0,Q3,,2017-09-30,2017-11-13 14:30:40+00:00,492000.0,165000.0,1243000.0,9688000.0,0.0,126693000.0,2000.0,373000.0,,,198000.0,-119078000.0,9888000.0,8858000.0,9888000.0,1030000.0,8858000.0,8858000.0,1030000.0,9888000.0,
FENNEC PHARMACEUTICALS INC.,FENC,,1211583,2017.0,Q2,,2017-06-30,2017-08-14 12:34:02+00:00,296000.0,94000.0,1243000.0,10232000.0,0.0,125162000.0,6000.0,190000.0,,,21000.0,-116726000.0,10259000.0,9679000.0,10259000.0,580000.0,9679000.0,9679000.0,580000.0,10259000.0,
FENNEC PHARMACEUTICALS INC.,FENC,,1211583,2017.0,Q1,,2017-03-31,2017-05-12 16:24:16+00:00,224000.0,132000.0,1243000.0,3251000.0,0.0,116746000.0,5000.0,71000.0,,,32000.0,-115128000.0,3288000.0,2861000.0,3288000.0,427000.0,2861000.0,2861000.0,427000.0,3288000.0,
FENNEC PHARMACEUTICALS INC.,FENC,,1211583,2018.0,FY,,2018-12-31,2020-02-14 11:38:42+00:00,1032000.0,605000.0,1243000.0,22781000.0,0.0,151326000.0,1000.0,,,0.0,168000.0,-131256000.0,22950000.0,21313000.0,22950000.0,1637000.0,21313000.0,21313000.0,1637000.0,22950000.0,
FENNEC PHARMACEUTICALS INC.,FENC,,1211583,2018.0,Q3,,2018-09-30,2018-11-13 13:32:06+00:00,1866000.0,210000.0,1243000.0,24524000.0,,149888000.0,0.0,0.0,,,411000.0,-128272000.0,24935000.0,22859000.0,24935000.0,2076000.0,22859000.0,22859000.0,2076000.0,24935000.0,
FENNEC PHARMACEUTICALS INC.,FENC,,1211583,2018.0,Q2,,2018-06-30,2018-08-13 14:00:15+00:00,709000.0,138000.0,1243000.0,25640000.0,,149137000.0,4000.0,0.0,,,60000.0,-125523000.0,25704000.0,24857000.0,25704000.0,847000.0,24857000.0,24857000.0,847000.0,25704000.0,
FENNEC PHARMACEUTICALS INC.,FENC,,1211583,2018.0,Q1,,2018-03-31,2018-05-14 12:18:15+00:00,1033000.0,140000.0,1243000.0,26719000.0,0.0,147356000.0,10000.0,0.0,,,107000.0,-122936000.0,26836000.0,25663000.0,26836000.0,1173000.0,25663000.0,25663000.0,1173000.0,26836000.0,
FENNEC PHARMACEUTICALS INC.,FENC,,1211583,2019.0,FY,,2019-12-31,2020-05-14 11:11:02+00:00,1612000.0,659000.0,1243000.0,13650000.0,,154663000.0,8000.0,,,262000.0,226000.0,-144031000.0,14146000.0,11875000.0,13884000.0,2271000.0,11875000.0,11875000.0,2271000.0,14146000.0,262000.0
FENNEC PHARMACEUTICALS INC.,FENC,,1211583,2019.0,Q3,,2019-09-30,2019-11-12 10:50:46+00:00,788000.0,117000.0,1243000.0,15240000.0,0.0,154180000.0,0.0,,,280000.0,387000.0,-140421000.0,15907000.0,15002000.0,15627000.0,905000.0,15002000.0,15002000.0,905000.0,15907000.0,280000.0
FENNEC PHARMACEUTICALS INC.,FENC,,1211583,2019.0,Q2,,2019-06-30,2019-08-09 11:19:43+00:00,1228000.0,125000.0,1243000.0,17475000.0,0.0,153845000.0,1000.0,,,297000.0,56000.0,-138612000.0,17829000.0,16476000.0,17532000.0,1353000.0,16476000.0,16476000.0,1353000.0,17829000.0,297000.0
FENNEC PHARMACEUTICALS INC.,FENC,,1211583,2019.0,Q1,,2019-03-31,2019-05-10 09:45:29+00:00,1298000.0,153000.0,1243000.0,20231000.0,,151845000.0,4000.0,,,314000.0,108000.0,-133882000.0,20657000.0,19206000.0,20343000.0,1451000.0,19206000.0,19206000.0,1451000.0,20657000.0,314000.0
FENNEC PHARMACEUTICALS INC.,FENC,,1211583,2020.0,Q1,,2020-03-31,2020-05-14 11:11:02+00:00,1675000.0,232000.0,1243000.0,9901000.0,,155075000.0,2000.0,,,245000.0,220000.0,-147857000.0,10368000.0,8461000.0,10123000.0,1907000.0,8461000.0,8461000.0,1907000.0,10368000.0,245000.0
