company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
MEDCO HEALTH SOLUTIONS INC,MHS,,1170650,2009.0,Q1,2008-12-28,2009-03-28,2010-04-28 16:22:28+00:00,0.0,75900000.0,,,43200000.0,778800000.0,,0.0,-212300000.0,-96900000.0,1170300000.0,-212300000.0,-96900000.0,1170300000.0,861100000.0,291000000.0,291000000.0,-18600000.0,11600000.0,-105600000.0,,-35400000.0,,-223900000.0,44100000.0
MEDCO HEALTH SOLUTIONS INC,MHS,,1170650,2010.0,Q4,2010-09-26,2010-12-25,,-51400000.0,74900000.0,660800000.0,162000000.0,53900000.0,1084300000.0,65800000.0,1459800000.0,-877900000.0,-140500000.0,979400000.0,-877900000.0,-140500000.0,979400000.0,-39000000.0,378400000.0,378400000.0,-612100000.0,315900000.0,-26100000.0,,-86000000.0,-1756000000.0,-963400000.0,23000000.0
MEDCO HEALTH SOLUTIONS INC,MHS,,1170650,2010.0,FY,2009-12-27,2010-12-25,2011-02-22 16:25:01+00:00,-752500000.0,287400000.0,660800000.0,162000000.0,189500000.0,791200000.0,100100000.0,5261500000.0,-3000000000.0,-1019500000.0,2344700000.0,-3000000000.0,-1019500000.0,2344700000.0,-1674800000.0,1427300000.0,1427300000.0,-350700000.0,52000000.0,-58400000.0,,-250100000.0,-4288800000.0,-4124800000.0,41500000.0
MEDCO HEALTH SOLUTIONS INC,MHS,,1170650,2010.0,Q3TTM,2009-09-27,2010-09-25,,-701100000.0,288000000.0,913900000.0,168200000.0,178800000.0,2399500000.0,81700000.0,3805800000.0,-2484100000.0,-966900000.0,2323100000.0,-2484100000.0,-966900000.0,2323100000.0,-1127900000.0,1390500000.0,1390500000.0,-1933700000.0,-245900000.0,-63300000.0,,-248600000.0,-2732900000.0,-3392800000.0,46100000.0
MEDCO HEALTH SOLUTIONS INC,MHS,,1170650,2010.0,Q3,2010-06-27,2010-09-25,,-667300000.0,71300000.0,,,46400000.0,-132100000.0,10200000.0,3598400000.0,74300000.0,-740100000.0,374500000.0,74300000.0,-740100000.0,374500000.0,-291300000.0,371500000.0,371500000.0,17400000.0,-298000000.0,-9100000.0,,-63700000.0,-2332800000.0,-903500000.0,
MEDCO HEALTH SOLUTIONS INC,MHS,,1170650,2010.0,Q3YTD,2009-12-27,2010-09-25,2010-11-02 16:29:28+00:00,-701100000.0,212500000.0,,,135600000.0,-293100000.0,34300000.0,3801700000.0,-2122100000.0,-879000000.0,1365300000.0,-2122100000.0,-879000000.0,1365300000.0,-1635800000.0,1048900000.0,1048900000.0,261400000.0,-263900000.0,-32300000.0,,-164100000.0,-2532800000.0,-3161400000.0,18500000.0
MEDCO HEALTH SOLUTIONS INC,MHS,,1170650,2010.0,Q2TTM,2009-06-28,2010-06-26,,-33800000.0,0.0,913900000.0,168200000.0,0.0,0.0,0.0,0.0,,-443900000.0,2226700000.0,-2843800000.0,-443900000.0,2226700000.0,-901800000.0,1354500000.0,1354500000.0,872200000.0,0.0,-230600000.0,159200000.0,-241100000.0,0.0,0.0,61600000.0
MEDCO HEALTH SOLUTIONS INC,MHS,,1170650,2010.0,Q2,2010-03-28,2010-06-26,,-14400000.0,70700000.0,,,44800000.0,-558800000.0,24100000.0,198000000.0,-994800000.0,-74100000.0,690500000.0,-994800000.0,-74100000.0,690500000.0,-378400000.0,356900000.0,356900000.0,776900000.0,6600000.0,-3700000.0,,-57800000.0,-200000000.0,-1023500000.0,1800000.0
MEDCO HEALTH SOLUTIONS INC,MHS,,1170650,2010.0,Q2YTD,2009-12-27,2010-06-26,2010-07-22 16:55:44+00:00,-33800000.0,141200000.0,,,89200000.0,-161000000.0,24100000.0,203300000.0,-2196400000.0,-138900000.0,990800000.0,-2196400000.0,-138900000.0,990800000.0,-1344500000.0,677400000.0,677400000.0,244000000.0,34100000.0,-23200000.0,,-100400000.0,-200000000.0,-2257900000.0,18500000.0
MEDCO HEALTH SOLUTIONS INC,MHS,,1170650,2010.0,Q1TTM,2009-03-29,2010-03-27,,-19400000.0,300200000.0,913900000.0,168200000.0,180200000.0,1451300000.0,152200000.0,21100000.0,-2595900000.0,-272900000.0,2631400000.0,-2595900000.0,-272900000.0,2631400000.0,-237400000.0,1309800000.0,1309800000.0,-610100000.0,80200000.0,-67300000.0,,-246000000.0,-600400000.0,-2249000000.0,59800000.0
MEDCO HEALTH SOLUTIONS INC,MHS,,1170650,2010.0,Q1,2009-12-27,2010-03-27,2010-04-28 16:22:28+00:00,-19400000.0,70500000.0,,,44400000.0,397800000.0,,5300000.0,-1201600000.0,-64800000.0,300300000.0,-1201600000.0,-64800000.0,300300000.0,-966100000.0,320500000.0,320500000.0,-532900000.0,27500000.0,-19500000.0,,-42600000.0,,-1234400000.0,16700000.0
MEDCO HEALTH SOLUTIONS INC,MHS,,1170650,2011.0,Q4,2011-09-25,2011-12-31,,100000.0,72300000.0,930300000.0,203500000.0,58200000.0,151400000.0,14500000.0,1671300000.0,24600000.0,-153300000.0,196300000.0,24600000.0,-153300000.0,196300000.0,67600000.0,424400000.0,424400000.0,-510000000.0,3800000.0,-24400000.0,,-134300000.0,-1665000000.0,,5300000.0
MEDCO HEALTH SOLUTIONS INC,MHS,,1170650,2011.0,FY,2010-12-26,2011-12-31,2012-02-21 16:41:29+00:00,-15000000.0,291900000.0,930300000.0,203500000.0,213100000.0,-502600000.0,145800000.0,13149300000.0,-1579100000.0,-327600000.0,1282400000.0,-1579100000.0,-327600000.0,1282400000.0,-624300000.0,1455700000.0,1455700000.0,-175700000.0,42900000.0,-44700000.0,,-324600000.0,-13130500000.0,-1786600000.0,56700000.0
MEDCO HEALTH SOLUTIONS INC,MHS,,1170650,2011.0,Q3TTM,2010-09-26,2011-09-24,,-66500000.0,294500000.0,660800000.0,162000000.0,208800000.0,430300000.0,197100000.0,12937800000.0,-2481600000.0,-314800000.0,2065500000.0,-2481600000.0,-314800000.0,2065500000.0,-730900000.0,1409700000.0,1409700000.0,-277800000.0,355000000.0,-46400000.0,,-276300000.0,-13221500000.0,-2750000000.0,74400000.0
MEDCO HEALTH SOLUTIONS INC,MHS,,1170650,2011.0,Q3,2011-06-26,2011-09-24,,-11700000.0,73200000.0,,,52900000.0,-219900000.0,52200000.0,3689500000.0,-282400000.0,-94200000.0,445700000.0,-282400000.0,-94200000.0,445700000.0,69100000.0,355400000.0,355400000.0,184100000.0,11200000.0,-6200000.0,,-79200000.0,-3685300000.0,-350000000.0,2900000.0
MEDCO HEALTH SOLUTIONS INC,MHS,,1170650,2011.0,Q3YTD,2010-12-26,2011-09-24,2011-10-26 16:32:08+00:00,-15100000.0,219600000.0,,,154900000.0,-654000000.0,131300000.0,11478000000.0,-1603700000.0,-174300000.0,1086100000.0,-1603700000.0,-174300000.0,1086100000.0,-691900000.0,1031300000.0,1031300000.0,334300000.0,39100000.0,-20300000.0,,-190300000.0,-11465500000.0,-1786600000.0,51400000.0
MEDCO HEALTH SOLUTIONS INC,MHS,,1170650,2011.0,Q2TTM,2010-06-27,2011-06-25,,-722100000.0,292600000.0,660800000.0,162000000.0,202300000.0,518100000.0,155100000.0,12846700000.0,-2124900000.0,-960700000.0,1994300000.0,-2124900000.0,-960700000.0,1994300000.0,-1091300000.0,1425800000.0,1425800000.0,-444500000.0,45800000.0,-49300000.0,,-260800000.0,-11869000000.0,-3303500000.0,71500000.0
MEDCO HEALTH SOLUTIONS INC,MHS,,1170650,2011.0,Q2,2011-03-27,2011-06-25,,-3400000.0,73200000.0,,,51000000.0,175900000.0,49700000.0,3923000000.0,-535300000.0,-45800000.0,546400000.0,-535300000.0,-45800000.0,546400000.0,-34700000.0,342800000.0,342800000.0,-96500000.0,10000000.0,-11600000.0,,-66600000.0,-3918000000.0,-600000000.0,35800000.0
MEDCO HEALTH SOLUTIONS INC,MHS,,1170650,2011.0,Q2YTD,2010-12-26,2011-06-25,2011-07-25 21:40:20+00:00,-3400000.0,146400000.0,,,102000000.0,-434100000.0,79100000.0,7788500000.0,-1321300000.0,-80100000.0,640400000.0,-1321300000.0,-80100000.0,640400000.0,-761000000.0,675900000.0,675900000.0,150200000.0,27900000.0,-14100000.0,,-111100000.0,-7780200000.0,-1436600000.0,48500000.0
MEDCO HEALTH SOLUTIONS INC,MHS,,1170650,2011.0,Q1TTM,2010-03-28,2011-03-26,,-733100000.0,290100000.0,660800000.0,162000000.0,196100000.0,-216600000.0,129500000.0,9121700000.0,-2584400000.0,-989000000.0,2138400000.0,-2584400000.0,-989000000.0,2138400000.0,-1435000000.0,1439900000.0,1439900000.0,428900000.0,42400000.0,-41400000.0,,-252000000.0,-8151000000.0,-3727000000.0,37500000.0
MEDCO HEALTH SOLUTIONS INC,MHS,,1170650,2011.0,Q1,2010-12-26,2011-03-26,2011-04-28 16:34:19+00:00,,73200000.0,,,51000000.0,-610000000.0,29400000.0,3865500000.0,-786000000.0,-34300000.0,94000000.0,-786000000.0,-34300000.0,94000000.0,-726300000.0,333100000.0,333100000.0,246700000.0,17900000.0,-2500000.0,,-44500000.0,-3862200000.0,-836600000.0,12700000.0
