company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
St. Jude Medical Inc,STJ,549300IBJ0QJU1E0GW56,203077,2010.0,Q3TTM,2009-10-04,2010-10-02,,-243617000.0,904000.0,225062000.0,24549000.0,232636000.0,2683000.0,-92863000.0,,10375095000.0,-363516000.0,-692893000.0,1107059000.0,-363516000.0,-692893000.0,1107059000.0,53333000.0,890642000.0,890642000.0,75740000.0,164417000.0,-132895000.0,,-316381000.0,-10403028000.0,-500000000.0,
St. Jude Medical Inc,STJ,549300IBJ0QJU1E0GW56,203077,2010.0,Q3,2010-07-04,2010-10-02,,6698000.0,238000.0,,,60449000.0,14533000.0,6053000.0,,,45117000.0,-171270000.0,296180000.0,45117000.0,-171270000.0,296180000.0,184560000.0,208385000.0,208385000.0,21055000.0,45117000.0,-97421000.0,,-80547000.0,,,
St. Jude Medical Inc,STJ,549300IBJ0QJU1E0GW56,203077,2010.0,Q3YTD,2010-01-03,2010-10-02,2011-11-09 15:56:37+00:00,-128903000.0,692000.0,,,175813000.0,2224000.0,-135430000.0,,671094000.0,133677000.0,-468775000.0,791561000.0,133677000.0,-468775000.0,791561000.0,458687000.0,700992000.0,700992000.0,49494000.0,118306000.0,-113573000.0,,-226299000.0,-655723000.0,,
St. Jude Medical Inc,STJ,549300IBJ0QJU1E0GW56,203077,2010.0,Q2TTM,2009-07-05,2010-07-03,,-256043000.0,824000.0,225062000.0,24549000.0,227885000.0,-5616000.0,-144977000.0,,11558849000.0,-197815000.0,-621879000.0,1005795000.0,-197815000.0,-621879000.0,1005795000.0,180485000.0,849192000.0,849192000.0,72871000.0,173364000.0,-52152000.0,,-313684000.0,-10930028000.0,-1000000000.0,
St. Jude Medical Inc,STJ,549300IBJ0QJU1E0GW56,203077,2010.0,Q2,2010-04-04,2010-07-03,,-101300000.0,237000.0,,,56546000.0,-8076000.0,-23183000.0,,224041000.0,27772000.0,-185422000.0,302906000.0,27772000.0,-185422000.0,302906000.0,137180000.0,254038000.0,254038000.0,15268000.0,27454000.0,-13955000.0,,-70167000.0,-223723000.0,,
St. Jude Medical Inc,STJ,549300IBJ0QJU1E0GW56,203077,2010.0,Q2YTD,2010-01-03,2010-07-03,2011-08-10 12:38:02+00:00,-135601000.0,454000.0,,,115364000.0,-12309000.0,-141483000.0,,671094000.0,88560000.0,-297505000.0,495381000.0,88560000.0,-297505000.0,495381000.0,274127000.0,492607000.0,492607000.0,28439000.0,73189000.0,-16152000.0,,-145752000.0,-655723000.0,,
St. Jude Medical Inc,STJ,549300IBJ0QJU1E0GW56,203077,2010.0,Q1TTM,2009-04-05,2010-04-03,,-157800000.0,587000.0,225062000.0,24549000.0,221180000.0,11601000.0,-172693000.0,,11334808000.0,-221666000.0,-512956000.0,927644000.0,-221666000.0,-512956000.0,927644000.0,204623000.0,814524000.0,814524000.0,64046000.0,177205000.0,-34008000.0,,-321148000.0,-10733679000.0,-1000000000.0,
St. Jude Medical Inc,STJ,549300IBJ0QJU1E0GW56,203077,2010.0,Q1,2010-01-03,2010-04-03,2011-05-10 17:31:53+00:00,-34301000.0,217000.0,,,58818000.0,-4233000.0,-118300000.0,,447053000.0,60788000.0,-112083000.0,192475000.0,60788000.0,-112083000.0,192475000.0,136947000.0,238569000.0,238569000.0,13171000.0,45735000.0,-2197000.0,,-75585000.0,-432000000.0,,
St. Jude Medical Inc,STJ,549300IBJ0QJU1E0GW56,203077,2011.0,Q4,2011-10-02,2011-12-31,,,-1000000.0,203000000.0,68000000.0,71000000.0,-2000000.0,133000000.0,,-198000000.0,-249000000.0,-69000000.0,346000000.0,-249000000.0,-69000000.0,346000000.0,26000000.0,125000000.0,125000000.0,18000000.0,16000000.0,2000000.0,-67000000.0,-71000000.0,,,
St. Jude Medical Inc,STJ,549300IBJ0QJU1E0GW56,203077,2011.0,FY,2011-01-02,2011-12-31,2014-02-26 15:45:35+00:00,0.0,25000000.0,203000000.0,68000000.0,296000000.0,-8000000.0,69000000.0,,325000000.0,-456000000.0,-337000000.0,1287000000.0,-456000000.0,-337000000.0,1287000000.0,486000000.0,826000000.0,826000000.0,71000000.0,311000000.0,-30000000.0,-205000000.0,-307000000.0,-78000000.0,-809000000.0,0.0
St. Jude Medical Inc,STJ,549300IBJ0QJU1E0GW56,203077,2011.0,Q3TTM,2010-10-03,2011-10-01,,-550097000.0,35308000.0,308000000.0,63000000.0,293187000.0,-8224000.0,119430000.0,,817906000.0,-426677000.0,-880225000.0,1423439000.0,-426677000.0,-880225000.0,1423439000.0,108313000.0,907008000.0,907008000.0,68506000.0,345694000.0,-23427000.0,-138000000.0,-314701000.0,-52277000.0,-1400000000.0,8000000.0
St. Jude Medical Inc,STJ,549300IBJ0QJU1E0GW56,203077,2011.0,Q3,2011-07-03,2011-10-01,,,-2000000.0,,,77000000.0,-18000000.0,35000000.0,,399000000.0,-126000000.0,-86000000.0,357000000.0,-126000000.0,-86000000.0,357000000.0,127000000.0,227000000.0,227000000.0,20000000.0,44000000.0,-13000000.0,-69000000.0,-73000000.0,,-500000000.0,
St. Jude Medical Inc,STJ,549300IBJ0QJU1E0GW56,203077,2011.0,Q3YTD,2011-01-02,2011-10-01,2012-11-07 15:42:51+00:00,,26000000.0,,,225000000.0,-6000000.0,-64000000.0,,523000000.0,-207000000.0,-268000000.0,941000000.0,-207000000.0,-268000000.0,941000000.0,460000000.0,701000000.0,701000000.0,53000000.0,295000000.0,-32000000.0,-138000000.0,-236000000.0,-78000000.0,-809000000.0,0.0
St. Jude Medical Inc,STJ,549300IBJ0QJU1E0GW56,203077,2011.0,Q2TTM,2010-07-04,2011-07-02,,-543399000.0,37546000.0,308000000.0,63000000.0,276636000.0,24309000.0,90483000.0,,418906000.0,-255560000.0,-965495000.0,1362619000.0,-255560000.0,-965495000.0,1362619000.0,165873000.0,888393000.0,888393000.0,69561000.0,346811000.0,-107848000.0,-69000000.0,-322248000.0,-52277000.0,-900000000.0,8000000.0
St. Jude Medical Inc,STJ,549300IBJ0QJU1E0GW56,203077,2011.0,Q2,2011-04-03,2011-07-02,,,14000000.0,,,76000000.0,5000000.0,-4000000.0,,-89000000.0,-72000000.0,-109000000.0,345000000.0,-72000000.0,-109000000.0,345000000.0,169000000.0,241000000.0,241000000.0,18000000.0,86000000.0,-16000000.0,-69000000.0,-93000000.0,,,
St. Jude Medical Inc,STJ,549300IBJ0QJU1E0GW56,203077,2011.0,Q2YTD,2011-01-02,2011-07-02,2012-08-07 16:29:12+00:00,,28000000.0,,,148000000.0,12000000.0,-99000000.0,,124000000.0,-81000000.0,-182000000.0,584000000.0,-81000000.0,-182000000.0,584000000.0,333000000.0,474000000.0,474000000.0,33000000.0,251000000.0,-19000000.0,-69000000.0,-163000000.0,-78000000.0,-309000000.0,0.0
St. Jude Medical Inc,STJ,549300IBJ0QJU1E0GW56,203077,2011.0,Q1TTM,2010-04-04,2011-04-02,,-644699000.0,23783000.0,308000000.0,63000000.0,257182000.0,11233000.0,71300000.0,,731947000.0,-155788000.0,-1041917000.0,1320525000.0,-155788000.0,-1041917000.0,1320525000.0,134053000.0,901431000.0,901431000.0,66829000.0,288265000.0,-105803000.0,,-299415000.0,-276000000.0,-900000000.0,8000000.0
St. Jude Medical Inc,STJ,549300IBJ0QJU1E0GW56,203077,2011.0,Q1,2011-01-02,2011-04-02,2012-05-03 13:24:05+00:00,,14000000.0,,,72000000.0,7000000.0,-95000000.0,,213000000.0,-9000000.0,-73000000.0,239000000.0,-9000000.0,-73000000.0,239000000.0,164000000.0,233000000.0,233000000.0,15000000.0,165000000.0,-3000000.0,,-70000000.0,-78000000.0,-309000000.0,
St. Jude Medical Inc,STJ,549300IBJ0QJU1E0GW56,203077,2012.0,FY,2012-01-01,2012-12-29,2015-02-26 09:59:37+00:00,0.0,77000000.0,177000000.0,69000000.0,196000000.0,-1000000.0,256000000.0,,343000000.0,-813000000.0,-313000000.0,1335000000.0,-813000000.0,-313000000.0,1335000000.0,208000000.0,752000000.0,752000000.0,54000000.0,120000000.0,-52000000.0,-284000000.0,-280000000.0,0.0,-992000000.0,19000000.0
St. Jude Medical Inc,STJ,549300IBJ0QJU1E0GW56,203077,2012.0,Q3TTM,2011-10-02,2012-09-29,,,-9000000.0,203000000.0,68000000.0,283000000.0,-2000000.0,164000000.0,,-198000000.0,-926000000.0,-266000000.0,1281000000.0,-926000000.0,-266000000.0,1285000000.0,91000000.0,757000000.0,757000000.0,86000000.0,123000000.0,-26000000.0,-279000000.0,-259000000.0,-272000000.0,-300000000.0,19000000.0
St. Jude Medical Inc,STJ,549300IBJ0QJU1E0GW56,203077,2012.0,Q3YTD,2012-01-01,2012-09-29,2013-11-06 11:23:00+00:00,0.0,-8000000.0,,,212000000.0,0.0,31000000.0,,0.0,-677000000.0,-197000000.0,935000000.0,-677000000.0,-197000000.0,939000000.0,65000000.0,632000000.0,632000000.0,68000000.0,107000000.0,-28000000.0,-212000000.0,-188000000.0,-272000000.0,-300000000.0,19000000.0
St. Jude Medical Inc,STJ,549300IBJ0QJU1E0GW56,203077,2012.0,Q2TTM,2011-07-03,2012-06-30,,,-8000000.0,203000000.0,68000000.0,289000000.0,-27000000.0,137000000.0,,375000000.0,-588000000.0,-296000000.0,1292000000.0,-588000000.0,-296000000.0,1292000000.0,381000000.0,808000000.0,808000000.0,66000000.0,112000000.0,-36000000.0,-275000000.0,-272000000.0,,-800000000.0,12000000.0
St. Jude Medical Inc,STJ,549300IBJ0QJU1E0GW56,203077,2012.0,Q2,2012-04-01,2012-06-30,,,-4000000.0,,,71000000.0,-10000000.0,30000000.0,,-37000000.0,-105000000.0,-78000000.0,354000000.0,-105000000.0,-78000000.0,354000000.0,161000000.0,244000000.0,244000000.0,13000000.0,4000000.0,-26000000.0,-72000000.0,-58000000.0,,,6000000.0
St. Jude Medical Inc,STJ,549300IBJ0QJU1E0GW56,203077,2012.0,Q2YTD,2012-01-01,2012-06-30,2013-08-07 16:47:14+00:00,,-5000000.0,,,141000000.0,-7000000.0,-31000000.0,,174000000.0,-213000000.0,-141000000.0,589000000.0,-213000000.0,-141000000.0,589000000.0,228000000.0,456000000.0,456000000.0,28000000.0,52000000.0,-25000000.0,-139000000.0,-128000000.0,0.0,-300000000.0,12000000.0
St. Jude Medical Inc,STJ,549300IBJ0QJU1E0GW56,203077,2012.0,Q1TTM,2011-04-03,2012-03-31,,,10000000.0,203000000.0,68000000.0,294000000.0,-12000000.0,103000000.0,,323000000.0,-555000000.0,-327000000.0,1283000000.0,-555000000.0,-327000000.0,1283000000.0,389000000.0,805000000.0,805000000.0,71000000.0,194000000.0,-26000000.0,-272000000.0,-307000000.0,,-800000000.0,6000000.0
St. Jude Medical Inc,STJ,549300IBJ0QJU1E0GW56,203077,2012.0,Q1,2012-01-01,2012-03-31,2013-05-07 17:07:04+00:00,,-1000000.0,,,70000000.0,3000000.0,-61000000.0,,211000000.0,-108000000.0,-63000000.0,235000000.0,-108000000.0,-63000000.0,235000000.0,67000000.0,212000000.0,212000000.0,15000000.0,48000000.0,1000000.0,-67000000.0,-70000000.0,0.0,-300000000.0,6000000.0
St. Jude Medical Inc,STJ,549300IBJ0QJU1E0GW56,203077,2013.0,FY,2012-12-30,2013-12-28,2016-02-23 14:49:43+00:00,-292000000.0,77000000.0,246000000.0,95000000.0,218000000.0,-3000000.0,-224000000.0,,2213000000.0,-257000000.0,-522000000.0,961000000.0,-257000000.0,-522000000.0,961000000.0,179000000.0,692000000.0,692000000.0,198000000.0,458000000.0,-18000000.0,-282000000.0,-222000000.0,-1813000000.0,-833000000.0,10000000.0
St. Jude Medical Inc,STJ,549300IBJ0QJU1E0GW56,203077,2013.0,Q4,2013-09-29,2013-12-28,,-121000000.0,22000000.0,246000000.0,95000000.0,57000000.0,,100000000.0,,121000000.0,13000000.0,-175000000.0,290000000.0,13000000.0,-175000000.0,290000000.0,128000000.0,111000000.0,111000000.0,,183000000.0,-3000000.0,-72000000.0,-51000000.0,5000000.0,-224000000.0,
St. Jude Medical Inc,STJ,549300IBJ0QJU1E0GW56,203077,2013.0,Q3TTM,2012-09-30,2013-09-28,,-171000000.0,140000000.0,177000000.0,69000000.0,145000000.0,-4000000.0,-99000000.0,,2435000000.0,-406000000.0,-463000000.0,1071000000.0,-406000000.0,-463000000.0,1067000000.0,194000000.0,701000000.0,701000000.0,184000000.0,288000000.0,-39000000.0,-282000000.0,-263000000.0,-1546000000.0,-1301000000.0,10000000.0
St. Jude Medical Inc,STJ,549300IBJ0QJU1E0GW56,203077,2013.0,Q3,2013-06-30,2013-09-28,,-171000000.0,16000000.0,,,63000000.0,9000000.0,-66000000.0,,,-36000000.0,-223000000.0,275000000.0,-36000000.0,-223000000.0,275000000.0,25000000.0,252000000.0,252000000.0,10000000.0,172000000.0,-2000000.0,-71000000.0,-54000000.0,-137000000.0,,4000000.0
St. Jude Medical Inc,STJ,549300IBJ0QJU1E0GW56,203077,2013.0,Q3YTD,2012-12-30,2013-09-28,2014-11-04 17:12:08+00:00,-171000000.0,55000000.0,,,161000000.0,-3000000.0,-324000000.0,,2092000000.0,-270000000.0,-347000000.0,671000000.0,-270000000.0,-347000000.0,671000000.0,51000000.0,581000000.0,581000000.0,198000000.0,275000000.0,-15000000.0,-210000000.0,-171000000.0,-1818000000.0,-609000000.0,10000000.0
St. Jude Medical Inc,STJ,549300IBJ0QJU1E0GW56,203077,2013.0,Q2TTM,2012-07-01,2013-06-29,,,121000000.0,177000000.0,69000000.0,153000000.0,-6000000.0,29000000.0,,2261000000.0,-834000000.0,-296000000.0,1142000000.0,-834000000.0,-296000000.0,1142000000.0,6000000.0,625000000.0,625000000.0,214000000.0,171000000.0,-40000000.0,-284000000.0,-269000000.0,-1681000000.0,-1301000000.0,13000000.0
St. Jude Medical Inc,STJ,549300IBJ0QJU1E0GW56,203077,2013.0,Q2,2013-03-31,2013-06-29,,,42000000.0,,,30000000.0,-3000000.0,-138000000.0,,1785000000.0,99000000.0,-55000000.0,213000000.0,99000000.0,-55000000.0,213000000.0,254000000.0,107000000.0,107000000.0,172000000.0,52000000.0,-9000000.0,-71000000.0,-52000000.0,-1667000000.0,,6000000.0
St. Jude Medical Inc,STJ,549300IBJ0QJU1E0GW56,203077,2013.0,Q2YTD,2012-12-30,2013-06-29,2014-07-30 17:10:01+00:00,,39000000.0,,,98000000.0,-12000000.0,-258000000.0,,2092000000.0,-234000000.0,-124000000.0,396000000.0,-234000000.0,-124000000.0,396000000.0,26000000.0,329000000.0,329000000.0,188000000.0,103000000.0,-13000000.0,-139000000.0,-117000000.0,-1681000000.0,-609000000.0,6000000.0
St. Jude Medical Inc,STJ,549300IBJ0QJU1E0GW56,203077,2013.0,Q1TTM,2012-04-01,2013-03-30,,,75000000.0,177000000.0,69000000.0,194000000.0,-13000000.0,197000000.0,,439000000.0,-1038000000.0,-319000000.0,1283000000.0,-1038000000.0,-319000000.0,1283000000.0,-87000000.0,762000000.0,762000000.0,55000000.0,123000000.0,-57000000.0,-285000000.0,-275000000.0,-14000000.0,-1301000000.0,13000000.0
St. Jude Medical Inc,STJ,549300IBJ0QJU1E0GW56,203077,2013.0,Q1,2012-12-30,2013-03-30,2014-05-06 15:18:28+00:00,,-3000000.0,,,68000000.0,-9000000.0,-120000000.0,,307000000.0,-333000000.0,-69000000.0,183000000.0,-333000000.0,-69000000.0,183000000.0,-228000000.0,222000000.0,222000000.0,16000000.0,51000000.0,-4000000.0,-68000000.0,-65000000.0,-14000000.0,-609000000.0,0.0
St. Jude Medical Inc,STJ,549300IBJ0QJU1E0GW56,203077,2014.0,FY,2013-12-29,2015-01-03,2016-02-23 14:49:43+00:00,-147000000.0,89000000.0,140000000.0,85000000.0,221000000.0,-69000000.0,19000000.0,,325000000.0,-827000000.0,-339000000.0,1304000000.0,-827000000.0,-339000000.0,1304000000.0,69000000.0,955000000.0,955000000.0,20000000.0,28000000.0,-9000000.0,-647000000.0,-190000000.0,-57000000.0,-476000000.0,7000000.0
St. Jude Medical Inc,STJ,549300IBJ0QJU1E0GW56,203077,2014.0,Q4,2014-09-28,2015-01-03,,,24000000.0,140000000.0,85000000.0,54000000.0,-38000000.0,115000000.0,,26000000.0,-154000000.0,-60000000.0,400000000.0,-154000000.0,-60000000.0,400000000.0,148000000.0,238000000.0,238000000.0,-31000000.0,-104000000.0,-9000000.0,-77000000.0,-51000000.0,1000000.0,,
St. Jude Medical Inc,STJ,549300IBJ0QJU1E0GW56,203077,2014.0,Q3TTM,2013-09-29,2014-09-27,,-268000000.0,87000000.0,246000000.0,95000000.0,224000000.0,-31000000.0,4000000.0,,420000000.0,-660000000.0,-454000000.0,1194000000.0,-660000000.0,-454000000.0,1194000000.0,49000000.0,828000000.0,828000000.0,51000000.0,315000000.0,-3000000.0,-642000000.0,-190000000.0,-53000000.0,-700000000.0,7000000.0
St. Jude Medical Inc,STJ,549300IBJ0QJU1E0GW56,203077,2014.0,Q3,2014-06-29,2014-09-27,,-147000000.0,23000000.0,,,57000000.0,-30000000.0,11000000.0,,-323000000.0,-404000000.0,-192000000.0,340000000.0,-404000000.0,-192000000.0,340000000.0,-286000000.0,232000000.0,232000000.0,17000000.0,42000000.0,,-77000000.0,-48000000.0,-46000000.0,,3000000.0
St. Jude Medical Inc,STJ,549300IBJ0QJU1E0GW56,203077,2014.0,Q3YTD,2013-12-29,2014-09-27,2015-11-10 09:36:41+00:00,-147000000.0,65000000.0,,,167000000.0,-31000000.0,-96000000.0,,299000000.0,-673000000.0,-279000000.0,904000000.0,-673000000.0,-279000000.0,904000000.0,-79000000.0,717000000.0,717000000.0,51000000.0,132000000.0,0.0,-570000000.0,-139000000.0,-58000000.0,-476000000.0,7000000.0
St. Jude Medical Inc,STJ,549300IBJ0QJU1E0GW56,203077,2014.0,Q2TTM,2013-06-30,2014-06-28,,-292000000.0,80000000.0,246000000.0,95000000.0,230000000.0,8000000.0,-73000000.0,,743000000.0,-292000000.0,-485000000.0,1129000000.0,-292000000.0,-485000000.0,1129000000.0,360000000.0,848000000.0,848000000.0,44000000.0,445000000.0,-5000000.0,-636000000.0,-196000000.0,-144000000.0,-700000000.0,8000000.0
St. Jude Medical Inc,STJ,549300IBJ0QJU1E0GW56,203077,2014.0,Q2,2014-03-30,2014-06-28,,,21000000.0,,,55000000.0,-2000000.0,-48000000.0,,296000000.0,-110000000.0,-45000000.0,291000000.0,-110000000.0,-45000000.0,291000000.0,134000000.0,246000000.0,246000000.0,17000000.0,21000000.0,,-421000000.0,-45000000.0,-6000000.0,,
St. Jude Medical Inc,STJ,549300IBJ0QJU1E0GW56,203077,2014.0,Q2YTD,2013-12-29,2014-06-28,2015-08-05 17:00:39+00:00,,42000000.0,,,110000000.0,-1000000.0,-107000000.0,,622000000.0,-269000000.0,-87000000.0,564000000.0,-269000000.0,-87000000.0,564000000.0,207000000.0,485000000.0,485000000.0,34000000.0,90000000.0,0.0,-493000000.0,-91000000.0,-12000000.0,-476000000.0,4000000.0
St. Jude Medical Inc,STJ,549300IBJ0QJU1E0GW56,203077,2014.0,Q1TTM,2013-03-31,2014-03-29,,-292000000.0,101000000.0,246000000.0,95000000.0,205000000.0,7000000.0,-163000000.0,,2232000000.0,-83000000.0,-495000000.0,1051000000.0,-83000000.0,-495000000.0,1051000000.0,480000000.0,709000000.0,709000000.0,199000000.0,476000000.0,-14000000.0,-286000000.0,-203000000.0,-1805000000.0,-700000000.0,14000000.0
St. Jude Medical Inc,STJ,549300IBJ0QJU1E0GW56,203077,2014.0,Q1,2013-12-29,2014-03-29,2015-05-07 16:19:24+00:00,,21000000.0,,,55000000.0,1000000.0,-59000000.0,,326000000.0,-159000000.0,-42000000.0,273000000.0,-159000000.0,-42000000.0,273000000.0,73000000.0,239000000.0,239000000.0,17000000.0,69000000.0,0.0,-72000000.0,-46000000.0,-6000000.0,-476000000.0,4000000.0
St. Jude Medical Inc,STJ,549300IBJ0QJU1E0GW56,203077,2015.0,Q4,2015-10-04,2016-01-02,,-3252000000.0,73000000.0,133000000.0,91000000.0,56000000.0,-22000000.0,-40000000.0,,1649000000.0,1296000000.0,-3329000000.0,187000000.0,1296000000.0,-3329000000.0,187000000.0,-1868000000.0,113000000.0,113000000.0,-15000000.0,11000000.0,-25000000.0,-82000000.0,-62000000.0,-282000000.0,,10000000.0
St. Jude Medical Inc,STJ,549300IBJ0QJU1E0GW56,203077,2015.0,FY,2015-01-04,2016-01-02,2016-02-23 14:49:43+00:00,-3252000000.0,144000000.0,133000000.0,91000000.0,218000000.0,-61000000.0,-229000000.0,,3772000000.0,1692000000.0,-3445000000.0,1039000000.0,1692000000.0,-3445000000.0,1039000000.0,-775000000.0,866000000.0,866000000.0,40000000.0,163000000.0,-37000000.0,-495000000.0,-186000000.0,-1248000000.0,-500000000.0,30000000.0
St. Jude Medical Inc,STJ,549300IBJ0QJU1E0GW56,203077,2015.0,Q3YTD,2015-01-04,2015-10-03,2016-11-07 16:15:54+00:00,0.0,71000000.0,,,162000000.0,-39000000.0,-189000000.0,,2123000000.0,396000000.0,-116000000.0,852000000.0,396000000.0,-116000000.0,852000000.0,1093000000.0,753000000.0,753000000.0,55000000.0,152000000.0,-12000000.0,-413000000.0,-124000000.0,-966000000.0,-500000000.0,20000000.0
St. Jude Medical Inc,STJ,549300IBJ0QJU1E0GW56,203077,2015.0,Q3TTM,2014-09-28,2015-10-03,,,95000000.0,140000000.0,85000000.0,216000000.0,-77000000.0,-74000000.0,,2149000000.0,242000000.0,-176000000.0,1252000000.0,242000000.0,-176000000.0,1252000000.0,1241000000.0,991000000.0,991000000.0,24000000.0,48000000.0,-21000000.0,-490000000.0,-175000000.0,-965000000.0,-500000000.0,20000000.0
