Ticker,ISIN Code,Company Name,min_date,max_date,figi,cik,has_file,has_data
APC,US0325111070,Anadarko Petroleum Corp.,1997-09-30,2019-07-31,BBG000BC43D5,773910.0,1.0,1.0
APCC,US0290661075,American Power Conversion Corp,2000-06-30,2006-12-31,BBG002GQ1LG5,,1.0,1.0
APD,US0091581068,Air Products & Chemicals Inc,1985-06-30,2020-06-30,BBG000BC4LR0,2969.0,1.0,1.0
APH,US0320951017,Amphenol Corp.,2008-09-30,2020-06-30,BBG000B9YL12,820313.0,1.0,1.0
APOL,US0376041051,Apollo Education Group,2002-06-30,2013-06-30,BBG000BB2YT4,929887.0,1.0,1.0
APTV,JE00B783TY65,Aptiv PLC,2012-12-31,2020-06-30,BBG001QD41R4,1521332.0,1.0,1.0
AR (Asa),US0434131035,Asarco Inc.,1970-03-31,1999-09-30,,,0.0,0.0
ARC (Atl),US0488251036,Atlantic Richfield Co,1970-03-31,2000-03-31,,,0.0,0.0
ARE,US0152711091,Alexandria Real Estate Equities,2017-03-31,2020-06-30,BBG000BC3621,1035443.0,1.0,1.0
ARG,US0093631028,Airgas Inc.,2009-09-30,2016-03-31,BBG000BC8JR1,804212.0,1.0,1.0
AS,US0421701006,Armco Inc.,1970-03-31,1998-09-30,,,0.0,0.0
ASC (Ame),US0300961010,American Stores Co.,1970-03-31,1999-03-31,,,0.0,0.0
ASH,US0441861046,Ashland Global Holdings Inc,1989-09-30,2008-09-30,BBG00D20JBT2,1305014.0,1.0,1.0
ASN,US0395831094,Archstone-Smith Trust,2004-12-31,2007-09-30,BBG002GPRFN4,,1.0,1.0
ASND,US0434911097,Ascend Comm's Inc,1998-06-30,1999-03-31,,,0.0,0.0
ASO,US0321651020,AmSouth Bancorp,1999-03-31,2006-09-30,BBG002GLND52,,1.0,0.0
AT (All),US0200391037,Alltel Corp,1994-12-31,2007-09-30,BBG002GLMS32,1419242.0,1.0,1.0
ATGE,US00737L1035,"DeVry, Inc.",2009-06-30,2012-09-30,BBG000DQC147,730464.0,1.0,1.0
ATI,US01741R1023,Allegheny Technologies Inc.,1978-12-31,2015-06-30,BBG000LC2KK0,1018963.0,1.0,1.0
ATI (AirT),US00949T1007,Airtouch Communications Inc.,1994-06-30,1999-03-31,,,0.0,0.0
ATO,US0495601058,Atmos Energy Corp,2019-02-28,2020-06-30,BBG000BRNJ37,731802.0,1.0,1.0
ATVI,US00507V1098,Activision Blizzard Inc,2015-09-30,2020-06-30,BBG000CVWRL9,718877.0,1.0,1.0
AV,US0534991098,Avaya Inc.,2000-12-31,2007-09-30,BBG009BNZ0T7,1116521.0,1.0,1.0
AVB,US0534841012,AvalonBay Communities,2007-03-31,2020-06-30,BBG000BLPDS4,915912.0,1.0,1.0
AVGO,US11135F1012,Broadcom Ltd,2014-06-30,2020-06-30,BBG00KHY5SQ7,1730168.0,1.0,1.0
AVP,US0543031027,Avon Products Inc,1970-03-31,2014-12-31,BBG000BCP0C9,8868.0,1.0,1.0
AVY,US0536111091,Avery Dennison Corp,1987-12-31,2020-06-30,BBG000BCQ742,8818.0,1.0,1.0
AW,US0195893088,Allied Waste Industries Inc.,1999-09-30,2008-09-30,BBG002GQ2846,848865.0,1.0,1.0
AWE,US00209A1060,AT&T Wireless,2001-09-30,2004-09-30,BBG002GV7RM8,,1.0,0.0
AWK,US0304201033,American Water Works Inc,2016-03-31,2020-06-30,BBG000TRJ3B9,1410636.0,1.0,1.0
AXP,US0258161092,American Express Co,1976-09-30,2020-06-30,BBG000BCR153,4962.0,1.0,1.0
AYE,US0173611064,Allegheny Energy Inc.,1970-03-31,2010-12-31,BBG000FJP646,,1.0,1.0
AYI,US00508Y1029,Acuity Brands Inc,2016-06-30,2018-05-31,BBG000BJ5KS5,1144215.0,1.0,1.0
AZA.A,US0226151084,ALZA Corp.,1990-12-31,2001-03-31,BBG002GLMTN8,4310.0,1.0,0.0
AZO,US0533321024,AutoZone Inc,1997-03-31,2020-06-30,BBG000C7MR60,866787.0,1.0,1.0
BA,US0970231058,Boeing Co.,1970-03-31,2020-06-30,BBG000BCSV38,12927.0,1.0,1.0
BAC,US0605051046,Bank of America Corp.,1976-09-30,2020-06-30,BBG000BCTN44,70858.0,1.0,1.0
BAC (Old),US0660501059,BankAmerica Corp. (Old),1976-09-30,1998-09-30,,,0.0,0.0
BAX,US0718131099,Baxter International Inc.,1972-09-30,2020-06-30,BBG000BCVLK7,10456.0,1.0,1.0
BAY,US0725101002,Bay Networks Inc.,1996-03-31,1998-06-30,,,0.0,0.0
BBBY,US0758961009,Bed Bath & Beyond Inc,1999-12-31,2017-06-30,BBG000CSZQZ0,886158.0,1.0,1.0
BBI (Bar),US0680551027,Barnett Banks Inc.,1984-12-31,1997-12-31,,,0.0,0.0
BBY,US0865161014,Best Buy Co. Inc.,1999-06-30,2020-06-30,BBG000BCWFH3,764478.0,1.0,1.0
BC,US1170431092,Brunswick Corp.,1973-03-31,2008-03-31,BBG000BCWW77,14930.0,1.0,1.0
BCO,US1096961040,Brinks Co.,1970-03-31,1995-12-31,BBG000DR5SG1,78890.0,1.0,1.0
BCR,US0673831097,C. R. Bard Inc,1975-06-30,2017-11-30,BBG000BCYRZ5,9892.0,1.0,1.0
BDK,US0917971006,Black & Decker Manufacturing,1976-03-31,2009-12-31,BBG002GLPSZ4,12355.0,1.0,1.0
BDX,US0758871091,Becton Dickinson & Co,1972-09-30,2020-06-30,BBG000BD00Y0,10795.0,1.0,1.0
BEAM (Sun),US0737301038,Beam Suntory Inc,1976-09-30,2014-03-31,BBG000FBRFG8,1745999.0,1.0,1.0
BEN,US3546131018,Franklin Resources Inc,1998-06-30,2020-06-30,BBG000BD0WB5,38777.0,1.0,1.0
BEV,US0878513094,Beverly Enterprises Inc.,1986-06-30,1997-09-30,,,0.0,0.0
BF.B,US1156372096,Brown-Forman Corp.,1982-12-31,2020-06-30,BBG000BD2QH0,14693.0,1.0,1.0
BFI,US1158851055,Browning Ferris Industries Inc,1975-09-30,1999-06-30,,,0.0,0.0
BFO,US08658U1016,BestFoods,1970-03-31,2000-09-30,,,0.0,0.0
BGEN,US0905971059,Biogen NV,2000-03-31,2003-09-30,BBG002GPYW31,,1.0,0.0
BGG,US1090431099,Briggs & Stratton Corp,1970-03-31,2001-03-31,BBG000BD45D8,14195.0,1.0,1.0
BHF,US10922N1037,Brighthouse Financial Inc,2017-08-31,2019-03-31,BBG00DYPZ5D4,1685040.0,1.0,1.0
BIG,US0893021032,Big Lots Inc.,1998-03-31,2012-12-31,BBG000J0DCQ9,768835.0,1.0,1.0
BIIB,US09062X1037,Biogen Idec Inc,2003-12-31,2020-06-30,BBG000C18861,875045.0,1.0,1.0
BIO,US0905722072,Bio-Rad Laboratories Inc,2020-06-30,2020-06-30,BBG000DY3DH0,12208.0,1.0,1.0
BJS,US0554821035,BJ Services Co.,2002-06-30,2010-03-31,BBG002GLPS84,,1.0,1.0
BK,US0640581007,Bank of New York Mellon Corp,1995-03-31,2020-06-30,BBG000BD8QV8,1390777.0,1.0,1.0
BKB,US06605R1068,Bankboston Corp.,1976-09-30,1999-09-30,,,0.0,0.0
BKNG,US09857L1089,Booking Holdings Inc,2009-12-31,2020-06-30,BBG000BLC4L5,1075531.0,1.0,1.0
BKR,US05722G1004,Baker Hughes Co,1987-06-30,2020-06-30,BBG00GCRFYF4,1701605.0,1.0,1.0
BLK,US09247X1019,BlackRock Inc,2011-06-30,2020-06-30,BBG000C2PYL6,1364742.0,1.0,1.0
BLL,US0584981064,Ball Corp,1984-12-31,2020-06-30,BBG000BDDPK6,9389.0,1.0,1.0
BLS,US0798601029,BellSouth Corp.,1983-12-31,2006-12-31,BBG002GLPJT1,732713.0,1.0,1.0
BLY,US05873C1062,Bally Entertainment Corp.,1985-12-31,1996-09-30,,,0.0,0.0
BMET,US0906131000,Biomet Inc.,1990-09-30,2007-06-30,BBG002GPYWW9,351346.0,1.0,1.0
BMGCA,US0715931079,Battle Mountain Gold Co,1996-09-30,1999-06-30,BBG002GLPFS0,,1.0,0.0
BMMI,US0556071050,BMC Industrial,1998-12-31,2013-06-30,,,0.0,0.0
BMS,US0814371052,Bemis Company Inc,1978-09-30,2014-09-30,BBG000BDHQ48,11199.0,1.0,1.0
BMY,US1101221083,Bristol-Myers Squibb Co,1970-03-31,2020-06-30,BBG000DQLWT2,14272.0,1.0,1.0
BNI,US12189T1043,Burlington Northern Santa Fe Corp,1970-03-31,2009-12-31,BBG002GLQ6M5,15511.0,1.0,1.0
BNL,US0817211024,Beneficial Corp.,1970-03-31,1998-06-30,,,0.0,0.0
BNSSA,US0559664026,BNS Holding Inc,1970-03-31,1992-06-30,BBG000DDK049,,1.0,1.0
BOAT,US0966501068,Boatmens Bancshares Inc.,1991-03-31,1996-12-31,,,0.0,0.0
BOL,US0717071031,Bausch & Lomb Inc.,1986-06-30,2007-09-30,BBG002GLPGH0,10427.0,1.0,1.0
BR,US11133T1034,Broadridge Financial Solutions Inc,2018-06-30,2020-06-30,BBG000PPFN90,1383312.0,1.0,1.0
BR (OLD),US1220141030,Burlington Resources,1993-12-31,2006-03-31,BBG002GLQ789,1383312.0,1.0,1.0
BRCM,US1113201073,Broadcom Corp.,2000-09-30,2015-12-31,BBG000BFF6Y6,1054374.0,1.0,1.0
BRK.B,US0846707026,Berkshire Hathaway Inc,2010-03-31,2020-06-30,BBG000DWH8Q0,1067983.0,1.0,1.0
BRL,US0683061099,Barr Pharmaceuticals Inc.,2006-03-31,2008-09-30,BBG002GQ3ZX3,,1.0,1.0
BRNO,US1168812022,Brunos Inc,1991-06-30,1995-06-30,,,0.0,0.0
BS,US0875091052,Bethlehem Steel Corp,1970-03-31,2000-09-30,BBG000K3T543,,1.0,1.0
BSC,US0739021089,Bear Stearns Co,1998-09-30,2008-03-31,BBG002GLPHX0,777001.0,1.0,1.0
BSET,US0702031040,Bassett Furniture Industries Inc,1982-06-30,1995-09-30,BBG000BDS301,10329.0,1.0,1.0
BSX,US1011371077,Boston Scientific Corp,1995-03-31,2020-06-30,BBG000C0LY07,885725.0,1.0,1.0
BT,US0663651075,Bankers Trust Corp.,1976-09-30,1999-03-31,,,0.0,0.0
BTU,US7045511000,Peabody Energy Corp,2006-12-31,2014-06-30,BBG00GBV88X1,1064728.0,1.0,1.0
BUD (Anh),US0352291035,Anheuser-Busch Inc.,1976-09-30,2008-09-30,BBG002GLNG91,,1.0,1.0
BV (Blo),US0936761040,Blockbuster Entertainment,1991-03-31,1994-06-30,,,0.0,0.0
BVSN,US1114127061,BroadVision Inc.,2000-12-31,2001-06-30,BBG000P2G7N9,920448.0,1.0,1.0
BWA,US0997241064,BorgWarner Inc,1970-03-31,2020-06-30,BBG000BJ4D93,908255.0,1.0,1.0
BWY (Broa),US1115721037,Broadway Stores Inc,1973-09-30,1990-12-31,,,0.0,0.0
BXLT,US07177M1036,Baxalta,2015-09-30,2016-03-31,BBG00688QWL8,1620546.0,1.0,1.0
BXP,US1011211018,Boston Properties,2006-06-30,2020-06-30,BBG000BS5F97,1037540.0,1.0,1.0
C,US1729674242,Citigroup Inc.,1988-06-30,2020-06-30,BBG000FY4VG8,831001.0,1.0,1.0
C (Chrysler),US1711961086,Chrysler Corp.,1970-03-31,1998-09-30,,,0.0,0.0
CA,US12673P1057,CA Inc,1987-09-30,2018-10-31,BBG000BDWTY2,356028.0,1.0,1.0
CAG,US2058871029,ConAgra Brands Inc,1983-09-30,2020-06-30,BBG000BDXHW9,23217.0,1.0,1.0
CAH,US14149Y1082,Cardinal Health Inc.,1997-06-30,2020-06-30,BBG000D89CS1,721371.0,1.0,1.0
CAL,US1295001044,Caleres Inc,1970-03-31,1996-06-30,BBG000CYSJ81,14707.0,1.0,1.0
CAM,US13342B1052,Cameron International Corp,2008-03-31,2016-03-31,BBG000BZ2JC2,941548.0,1.0,1.0
CAR,US0537741052,Avis Budget Group,1995-06-30,2006-06-30,BBG000FLRB48,723612.0,1.0,1.0
CARR,US14448C1045,Carrier Global Corp,2020-04-30,2020-06-30,BBG00RP5HYX2,1783180.0,1.0,1.0
CAT,US1491231015,Caterpillar Inc.,1970-03-31,2020-06-30,BBG000BF0LJ6,18230.0,1.0,1.0
CB,CH0044328745,Chubb Ltd,2002-03-31,2020-06-30,BBG000BR16M8,896159.0,1.0,1.0
CB (Old),US1712321017,Chubb Corp. (Old),1976-09-30,2015-12-31,BBG000BF1SD6,896159.0,1.0,1.0
CBB (Cal),US1298941014,Caliber System Inc,1976-09-30,1997-12-31,,,0.0,0.0
CBE,IE00B40K9117,Cooper Industries plc,1970-03-31,2012-09-30,BBG000BF2MM8,1141982.0,1.0,1.0
CBH,US2005191067,Commerce Bancorp (New Jersey),2006-06-30,2007-12-31,BBG002GQ77C4,1701809.0,1.0,1.0
CBL (Cor),US2202911085,Corroon & Black Corp,1988-12-31,1990-09-30,,,0.0,0.0
CBOE,US12503M1080,CBOE Holdings Inc,2017-03-31,2020-06-30,BBG000QH5DQ1,1374310.0,1.0,1.0
CBRE,US12504L1098,CBRE Group Inc,2006-12-31,2020-06-30,BBG000C043Q6,1138118.0,1.0,1.0
CBS (Inc),US1248451080,CBS Inc.,1970-03-31,1995-09-30,,,0.0,0.0
CBS (Old),US12490K1079,CBS Corp. (Old),1970-03-31,2000-03-31,,,0.0,0.0
CBSS,US20449H1095,Compass Bancshares Inc,2004-12-31,2007-06-30,BBG002GQ55L0,18568.0,1.0,1.0
CC (Circ),US1727371080,Circuit City Stores Inc.,1989-06-30,2007-12-31,BBG000BF4XS6,104599.0,1.0,1.0
CCB (Cap),US1398591024,Capital Cities/ABC Inc.,1970-03-31,1995-12-31,,,0.0,0.0
CCE,US19122T1097,Coca-Cola European Partners plc,1998-12-31,2016-03-31,BBG000BF5TP7,1491675.0,1.0,1.0
CCI,US22822V1017,Crown Castle Int'l Corp.,2012-03-31,2020-06-30,BBG000FV22P0,1051470.0,1.0,1.0
CCI (Citi),US17399Z9316,Citicorp Inc (Old),1976-09-30,1998-09-30,,,0.0,0.0
CCK,US2283681060,Crown Holdings Inc,1970-03-31,2000-09-30,BBG000BF68R0,1219601.0,1.0,1.0
CCL,PA1436583006,Carnival Corp.,1998-12-31,2020-06-30,BBG000BF6PR2,815097.0,1.0,1.0
CDNS,US1273871087,Cadence Design Systems Inc,2017-09-30,2020-06-30,BBG000C13KQ7,813672.0,1.0,1.0
CDW,US12514G1085,CDW Corp,2019-09-30,2020-06-30,BBG004CH8XX3,1402057.0,1.0,1.0
CE,US1508701034,Celanese Corp,2018-12-31,2020-06-30,BBG000JYPCR1,1306830.0,1.0,1.0
CE (Con),US2061971055,Concord EFS Inc.,2001-06-30,2003-12-31,BBG002GQ5QD3,1306830.0,1.0,1.0
CEG,US2103711006,Constellation Energy Group Inc,1970-03-31,2011-12-31,BBG000G5H9M8,1004440.0,1.0,1.0
CELG,US1510201049,Celgene Corp.,2006-12-31,2019-10-31,BBG000BFCMR2,816284.0,1.0,1.0
CEM,US16361A1060,Chemfirst Inc,1975-03-31,1995-09-30,BBG002GWTWM1,1488775.0,1.0,1.0
CEN,US1567791009,Ceridian Corp.,1970-03-31,2001-03-31,BBG002GXVH85,,1.0,1.0
CEPH,US1567081096,Cephalon Inc.,2008-12-31,2011-09-30,BBG000C8H3F7,873364.0,1.0,1.0
CERN,US1567821046,Cerner Corp,2010-06-30,2020-06-30,BBG000BFDXQ8,804753.0,1.0,1.0
CF,US1252691001,CF Industries Holdings Inc.,2008-09-30,2020-06-30,BBG000BWJJP7,1324404.0,1.0,1.0
CF (Char),US1609031000,Charter One Financial Inc,2000-06-30,2004-06-30,BBG002GQ79P6,1324404.0,1.0,1.0
CFC,US2223721042,Countrywide Financial Corp.,1997-06-30,2008-06-30,BBG002GLS670,25191.0,1.0,1.0
CFG,US1746101054,Citizens Financial Group Inc,2016-03-31,2020-06-30,BBG006Q0HYC1,759944.0,1.0,1.0
CFL,US2186951040,Corestates Financial Corp.,1990-12-31,1998-03-31,,,0.0,0.0
CFN,US14170T1016,CareFusion Corp,2009-09-30,2014-12-31,BBG000JB2B34,1457543.0,1.0,1.0
CG,US1976480095,Columbia Energy Group,1970-03-31,2000-09-30,,,0.0,0.0
CGP,US1904411055,Coastal Corp.,1985-06-30,2000-12-31,BBG002GLRK70,734627.0,1.0,0.0
CHA,US1585251051,Champion International Corp,1970-06-30,2000-03-31,,,0.0,0.0
CHD,US1713401024,Church & Dwight Co Inc,2015-12-31,2020-06-30,BBG000BFJW57,313927.0,1.0,1.0
CHIR,US1700401094,Chiron Corp.,2000-12-31,2006-03-31,BBG002GPZ085,,1.0,0.0
CHK,US1651671075,Chesapeake Energy Corp,2006-03-31,2018-02-28,BBG000BL4728,895126.0,1.0,1.0
CHRS (Char),US1611331034,Charming Shoppes Inc.,1987-03-31,1998-03-31,,,0.0,0.0
CHRW,US12541W2098,C.H. Robinson Worldwide Inc,2007-03-31,2020-06-30,BBG000BTCSJ8,1043277.0,1.0,1.0
CHTR,US16119P1084,Charter Communications Inc,2016-09-30,2020-06-30,BBG00B550NP0,1091667.0,1.0,1.0
CI,US1255231003,Cigna Corp.,1982-06-30,2020-06-30,,,0.0,0.0
CIC,US2113271017,Continental Corp,1976-09-30,1995-03-31,,,0.0,0.0
CIEN,US1717793095,Ciena Corp.,2001-09-30,2009-09-30,BBG000BP13M9,936395.0,1.0,1.0
CIN,US1724741087,Cinergy Corp.,1970-03-31,2006-03-31,BBG002GLR7W1,,1.0,0.0
CINF,US1720621010,Cincinnati Financial Corp,1997-12-31,2020-06-30,BBG000BFPVV3,20286.0,1.0,1.0
CIT,US1255771065,CIT Group Inc.,2000-09-30,2009-06-30,,,0.0,0.0
CKL,US1813961026,Clark Equipment Co,1970-03-31,1995-03-31,,,0.0,0.0
CL,US1941621039,Colgate-Palmolive Co,1970-03-31,2020-06-30,BBG000BFR0Y6,21665.0,1.0,1.0
CLF,US1858991011,Cleveland-Cliffs Inc,2009-12-31,2014-03-31,BBG000BFRH97,764065.0,1.0,1.0
CLX,US1890541097,Clorox Co,1970-03-31,2020-06-30,BBG000BFS949,21076.0,1.0,1.0
CMA,US2003401070,Comerica Inc.,1995-12-31,2020-06-30,BBG000C75Q34,28412.0,1.0,1.0
