company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
D.R. Horton Inc,DHI,,882184,2015.0,Q2YTD,2014-10-01,2015-03-31,,0.79,0.79,0.13,0.79,,160400000.0,290400000.0,290400000.0,290400000.0,,3700400000.0,4700600000.0,10000000.0,-5500000.0,558900000.0,3706400000.0,994200000.0,,553400000.0,440800000.0,10000000.0,450800000.0,4700600000.0,369800000.0,369800000.0,369800000.0
D.R. Horton Inc,DHI,,882184,2015.0,Q1,2014-10-01,2014-12-31,2016-01-28 15:12:35+00:00,0.39,0.39,0.0625,0.39,,78200000.0,142500000.0,142500000.0,142500000.0,,1808400000.0,2302600000.0,5500000.0,-2800000.0,275800000.0,1814400000.0,488200000.0,,273000000.0,215200000.0,5500000.0,220700000.0,2302600000.0,365400000.0,365400000.0,365400000.0
D.R. Horton Inc,DHI,,882184,2016.0,FY,2015-10-01,2016-09-30,2018-11-16 15:58:56+00:00,2.39,2.39,,2.36,7200000.0,467200000.0,886300000.0,886300000.0,886300000.0,0.0,9502600000.0,12157400000.0,26200000.0,,1320300000.0,9502600000.0,2654800000.0,0.0,1327500000.0,1327300000.0,26200000.0,1353500000.0,12157400000.0,370800000.0,371000000.0,375100000.0
D.R. Horton Inc,DHI,,882184,2016.0,Q3,2016-04-01,2016-06-30,2017-07-27 11:21:24+00:00,0.67,0.67,0.08,0.66,,128800000.0,249800000.0,249800000.0,249800000.0,,2514900000.0,3231900000.0,1900000.0,-6500000.0,337900000.0,2523000000.0,708900000.0,,331400000.0,377500000.0,1900000.0,378600000.0,3231900000.0,372800000.0,372800000.0,378500000.0
D.R. Horton Inc,DHI,,882184,2016.0,Q1,2015-10-01,2015-12-31,2017-01-25 17:06:04+00:00,0.43,0.43,0.08,0.42,,83600000.0,157700000.0,157700000.0,157700000.0,,1890200000.0,2416400000.0,1700000.0,-6500000.0,291000000.0,1892200000.0,524200000.0,,284500000.0,239700000.0,1700000.0,241300000.0,2416400000.0,366700000.0,366700000.0,375500000.0
D.R. Horton Inc,DHI,,882184,2016.0,Q1TTM,2015-01-01,2015-12-31,,2.09,2.09,0.27,2.06,9800000.0,378100000.0,765900000.0,765900000.0,765900000.0,,8617500000.0,10937800000.0,4000000.0,-26800000.0,1201200000.0,8613500000.0,2324300000.0,,1184200000.0,1140100000.0,4000000.0,1144000000.0,10937800000.0,366700000.0,366700000.0,375500000.0
D.R. Horton Inc,DHI,,882184,2017.0,FY,2016-10-01,2017-09-30,2019-11-25 12:48:27+00:00,2.77,2.77,0.4,2.74,,563700000.0,1038400000.0,1038400000.0,1038400000.0,0.0,11042800000.0,14091000000.0,25500000.0,,1471600000.0,11042800000.0,3048200000.0,0.0,1471600000.0,1576600000.0,25500000.0,1602100000.0,14091000000.0,374900000.0,374300000.0,378900000.0
D.R. Horton Inc,DHI,,882184,2017.0,Q4,2017-07-01,2017-09-30,,0.84,0.84,-0.3,0.83,,172300000.0,313300000.0,313300000.0,313300000.0,,3263900000.0,4159100000.0,6400000.0,,416000000.0,3263900000.0,895200000.0,,416000000.0,479200000.0,6400000.0,485600000.0,4159100000.0,374900000.0,374300000.0,378900000.0
D.R. Horton Inc,DHI,,882184,2017.0,Q3,2017-04-01,2017-06-30,2018-07-27 16:49:36+00:00,0.77,0.77,0.1,0.76,,155500000.0,289000000.0,289000000.0,289000000.0,0.0,2961100000.0,3776400000.0,3700000.0,,374500000.0,2961100000.0,815300000.0,0.0,374500000.0,440800000.0,3700000.0,444500000.0,3776400000.0,375300000.0,374800000.0,379400000.0
D.R. Horton Inc,DHI,,882184,2017.0,Q3YTD,2016-10-01,2017-06-30,,1.93,1.93,0.3,1.91,,391400000.0,725100000.0,725100000.0,725100000.0,,7778900000.0,9931900000.0,19100000.0,,1055600000.0,7778900000.0,2153000000.0,,1055600000.0,1097400000.0,19100000.0,1116500000.0,9931900000.0,375300000.0,374800000.0,379400000.0
D.R. Horton Inc,DHI,,882184,2017.0,Q2,2017-01-01,2017-03-31,2018-04-30 17:22:00+00:00,0.61,0.61,0.1,0.6,,124700000.0,229200000.0,229200000.0,229200000.0,0.0,2549900000.0,3251300000.0,7700000.0,,355200000.0,2549900000.0,701400000.0,0.0,355200000.0,346200000.0,7700000.0,353900000.0,3251300000.0,375700000.0,374400000.0,378900000.0
D.R. Horton Inc,DHI,,882184,2017.0,Q2YTD,2016-10-01,2017-03-31,,1.16,1.16,0.2,1.15,,235900000.0,436100000.0,436100000.0,436100000.0,,4817800000.0,6155500000.0,15400000.0,,681100000.0,4817800000.0,1337700000.0,,681100000.0,656600000.0,15400000.0,672000000.0,6155500000.0,375700000.0,374400000.0,378900000.0
D.R. Horton Inc,DHI,,882184,2017.0,Q1TTM,2016-01-01,2016-12-31,,2.51,2.51,0.02,2.49,7200000.0,494800000.0,935500000.0,935500000.0,935500000.0,,9880300000.0,12645200000.0,32200000.0,6500000.0,1355200000.0,9878300000.0,2766900000.0,,1368900000.0,1398000000.0,32200000.0,1430300000.0,12645200000.0,376200000.0,376200000.0,376200000.0
D.R. Horton Inc,DHI,,882184,2017.0,Q1,2016-10-01,2016-12-31,2018-02-08 16:49:07+00:00,0.55,0.55,0.1,0.55,,111200000.0,206900000.0,206900000.0,206900000.0,0.0,2267900000.0,2904200000.0,7700000.0,,325900000.0,2267900000.0,636300000.0,0.0,325900000.0,310400000.0,7700000.0,318100000.0,2904200000.0,376200000.0,376200000.0,376200000.0
D.R. Horton Inc,DHI,,882184,2018.0,FY,2017-10-01,2018-09-30,2019-11-25 12:48:27+00:00,3.88,3.88,0.5,3.81,,597700000.0,1462300000.0,1462300000.0,1460300000.0,2000000.0,12398100000.0,16068000000.0,64100000.0,,1676800000.0,12398100000.0,3669900000.0,2800000.0,1676800000.0,1993100000.0,66900000.0,2060000000.0,16068000000.0,376400000.0,376600000.0,383400000.0
D.R. Horton Inc,DHI,,882184,2018.0,Q4,2018-07-01,2018-09-30,,1.25,1.25,,1.23,,138800000.0,469000000.0,469000000.0,466200000.0,2800000.0,3459200000.0,4505300000.0,15700000.0,,456800000.0,3459200000.0,1046100000.0,2800000.0,456800000.0,589300000.0,18500000.0,607800000.0,4505300000.0,376400000.0,376600000.0,383400000.0
D.R. Horton Inc,DHI,,882184,2018.0,Q3,2018-04-01,2018-06-30,2019-07-30 17:34:21+00:00,1.2,1.2,,1.18,,162500000.0,453700000.0,453700000.0,453800000.0,-100000.0,3397200000.0,4435300000.0,13000000.0,,434900000.0,3397200000.0,1038100000.0,,434900000.0,603200000.0,13000000.0,616200000.0,4435300000.0,378200000.0,377400000.0,383400000.0
D.R. Horton Inc,DHI,,882184,2018.0,Q3YTD,2017-10-01,2018-06-30,,2.63,2.63,,2.58,,458900000.0,993300000.0,993300000.0,994100000.0,-800000.0,8938900000.0,11562700000.0,48400000.0,,1220000000.0,8938900000.0,2623800000.0,,1220000000.0,1403800000.0,48400000.0,1452200000.0,11562700000.0,378200000.0,377400000.0,383400000.0
D.R. Horton Inc,DHI,,882184,2018.0,Q3TTM,2017-07-01,2018-06-30,,3.47,3.47,-0.3,3.41,,631200000.0,1306600000.0,1306600000.0,1307400000.0,-800000.0,12202800000.0,15721800000.0,54800000.0,,1636000000.0,12202800000.0,3519000000.0,,1636000000.0,1883000000.0,54800000.0,1937800000.0,15721800000.0,378200000.0,377400000.0,383400000.0
D.R. Horton Inc,DHI,,882184,2018.0,Q2,2018-01-01,2018-03-31,2019-04-30 16:51:20+00:00,0.93,0.93,,0.91,,94000000.0,350800000.0,350800000.0,351000000.0,-200000.0,2961600000.0,3794700000.0,12600000.0,,400900000.0,2961600000.0,833100000.0,,400900000.0,432200000.0,12600000.0,444800000.0,3794700000.0,377400000.0,376800000.0,383900000.0
D.R. Horton Inc,DHI,,882184,2018.0,Q2YTD,2017-10-01,2018-03-31,,1.43,1.43,,1.4,,296400000.0,539600000.0,539600000.0,540300000.0,-700000.0,5541700000.0,7127400000.0,35400000.0,,785100000.0,5541700000.0,1585700000.0,,785100000.0,800600000.0,35400000.0,836000000.0,7127400000.0,377400000.0,376800000.0,383900000.0
D.R. Horton Inc,DHI,,882184,2018.0,Q2TTM,2017-04-01,2018-03-31,,3.04,3.04,-0.2,2.99,,624200000.0,1141900000.0,1141900000.0,1142600000.0,-700000.0,11766700000.0,15062900000.0,45500000.0,,1575600000.0,11766700000.0,3296200000.0,,1575600000.0,1720600000.0,45500000.0,1766100000.0,15062900000.0,377400000.0,376800000.0,383900000.0
D.R. Horton Inc,DHI,,882184,2018.0,Q1,2017-10-01,2017-12-31,2019-01-29 16:44:31+00:00,0.5,0.5,0.125,0.49,,202400000.0,188800000.0,188800000.0,189300000.0,-500000.0,2580100000.0,3332700000.0,22800000.0,,384200000.0,2580100000.0,752600000.0,,384200000.0,368400000.0,22800000.0,391200000.0,3332700000.0,378600000.0,375800000.0,383800000.0
D.R. Horton Inc,DHI,,882184,2018.0,Q1TTM,2017-01-01,2017-12-31,,2.72,2.72,-0.1,2.68,,654900000.0,1020300000.0,1020300000.0,1020800000.0,-500000.0,11355000000.0,14519500000.0,40600000.0,,1529900000.0,11355000000.0,3164500000.0,,1529900000.0,1634600000.0,40600000.0,1675200000.0,14519500000.0,378600000.0,375800000.0,383800000.0
D.R. Horton Inc,DHI,,882184,2019.0,Q4,2019-07-01,2019-09-30,,1.35,1.35,,1.34,,156200000.0,503900000.0,503900000.0,505200000.0,-1300000.0,3881500000.0,5038900000.0,7700000.0,,505500000.0,3881500000.0,1157400000.0,500000.0,505500000.0,651900000.0,8200000.0,660100000.0,5038900000.0,372900000.0,372600000.0,377400000.0
D.R. Horton Inc,DHI,,882184,2019.0,FY,2018-10-01,2019-09-30,2019-11-25 12:48:27+00:00,4.34,4.34,0.6,4.29,,506700000.0,1618600000.0,1618600000.0,1618500000.0,100000.0,13720900000.0,17592900000.0,85300000.0,,1832500000.0,13720900000.0,3872000000.0,500000.0,1832500000.0,2039500000.0,85800000.0,2125300000.0,17592900000.0,372900000.0,372600000.0,377400000.0
D.R. Horton Inc,DHI,,882184,2019.0,Q3YTD,2018-10-01,2019-06-30,,2.99,2.99,,2.95,,350500000.0,1114700000.0,1114700000.0,1113300000.0,1400000.0,9839400000.0,12554000000.0,77600000.0,,1327000000.0,9839400000.0,2714600000.0,,1327000000.0,1387600000.0,77600000.0,1465200000.0,12554000000.0,370900000.0,372300000.0,376900000.0
D.R. Horton Inc,DHI,,882184,2019.0,Q3TTM,2018-07-01,2019-06-30,,4.24,4.24,,4.18,,489300000.0,1583700000.0,1583700000.0,1579500000.0,4200000.0,13298600000.0,17059300000.0,93300000.0,,1783800000.0,13298600000.0,3760700000.0,2800000.0,1783800000.0,1976900000.0,96100000.0,2073000000.0,17059300000.0,370900000.0,372300000.0,376900000.0
D.R. Horton Inc,DHI,,882184,2019.0,Q3,2019-04-01,2019-06-30,2019-07-30 17:34:21+00:00,1.28,1.28,,1.26,,153100000.0,473600000.0,473600000.0,474800000.0,-1200000.0,3831600000.0,4906300000.0,32000000.0,,480000000.0,3831600000.0,1074700000.0,,480000000.0,594700000.0,32000000.0,626700000.0,4906300000.0,370900000.0,372300000.0,376900000.0
D.R. Horton Inc,DHI,,882184,2019.0,Q2,2019-01-01,2019-03-31,2020-04-29 16:42:16+00:00,0.94,0.94,,0.93,,108400000.0,354400000.0,354400000.0,351300000.0,3100000.0,3256700000.0,4128700000.0,35000000.0,,444200000.0,3256700000.0,872000000.0,,444200000.0,427800000.0,35000000.0,462800000.0,4128700000.0,373700000.0,373300000.0,377700000.0
D.R. Horton Inc,DHI,,882184,2019.0,Q2YTD,2018-10-01,2019-03-31,,1.71,1.71,,1.69,,197400000.0,641100000.0,641100000.0,638500000.0,2600000.0,6007800000.0,7647700000.0,45600000.0,,847000000.0,6007800000.0,1639900000.0,,847000000.0,792900000.0,45600000.0,838500000.0,7647700000.0,373700000.0,373300000.0,377700000.0
D.R. Horton Inc,DHI,,882184,2019.0,Q2TTM,2018-04-01,2019-03-31,,4.16,4.16,,4.1,,498700000.0,1563800000.0,1563800000.0,1558500000.0,5300000.0,12864200000.0,16588300000.0,74300000.0,,1738700000.0,12864200000.0,3724100000.0,2800000.0,1738700000.0,1985400000.0,77100000.0,2062500000.0,16588300000.0,373700000.0,373300000.0,377700000.0
D.R. Horton Inc,DHI,,882184,2019.0,Q1,2018-10-01,2018-12-31,2020-01-28 16:11:16+00:00,0.77,0.77,0.15,0.76,,89000000.0,286700000.0,286700000.0,287200000.0,-500000.0,2751100000.0,3519000000.0,10600000.0,,402800000.0,2751100000.0,767900000.0,,402800000.0,365100000.0,10600000.0,375700000.0,3519000000.0,373000000.0,375100000.0,380100000.0
D.R. Horton Inc,DHI,,882184,2020.0,Q2YTD,2019-10-01,2020-03-31,,2.49,2.49,,2.46,,228100000.0,916500000.0,916500000.0,914000000.0,2500000.0,6535000000.0,8520700000.0,81500000.0,,922600000.0,6535000000.0,1985700000.0,,922600000.0,1063100000.0,81500000.0,1144600000.0,8520700000.0,365700000.0,365800000.0,370100000.0
D.R. Horton Inc,DHI,,882184,2020.0,Q2TTM,2019-04-01,2020-03-31,,5.12,5.12,,5.06,,537400000.0,1894000000.0,1894000000.0,1894000000.0,,14248100000.0,18465900000.0,121200000.0,,1908100000.0,14248100000.0,4217800000.0,500000.0,1908100000.0,2309700000.0,121700000.0,2431400000.0,18465900000.0,365700000.0,365800000.0,370100000.0
D.R. Horton Inc,DHI,,882184,2020.0,Q2,2020-01-01,2020-03-31,2020-04-29 16:42:16+00:00,1.32,1.32,,1.3,,137300000.0,484000000.0,484000000.0,482700000.0,1300000.0,3450800000.0,4500000000.0,38900000.0,,466800000.0,3450800000.0,1049200000.0,,466800000.0,582400000.0,38900000.0,621300000.0,4500000000.0,365700000.0,365800000.0,370100000.0
D.R. Horton Inc,DHI,,882184,2020.0,Q1TTM,2019-01-01,2019-12-31,,4.74,4.74,,4.69,,508500000.0,1764400000.0,1764400000.0,1762600000.0,1800000.0,14054000000.0,18094600000.0,117300000.0,,1885500000.0,14054000000.0,4040600000.0,500000.0,1885500000.0,2155100000.0,117800000.0,2272900000.0,18094600000.0,368600000.0,368300000.0,373400000.0
D.R. Horton Inc,DHI,,882184,2020.0,Q1,2019-10-01,2019-12-31,2020-01-28 16:11:16+00:00,1.17,1.17,0.175,1.16,,90800000.0,432500000.0,432500000.0,431300000.0,1200000.0,3084200000.0,4020700000.0,42600000.0,,455800000.0,3084200000.0,936500000.0,,455800000.0,480700000.0,42600000.0,523300000.0,4020700000.0,368600000.0,368300000.0,373400000.0
