company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,otherrevenue,otherspecialcharges,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Bristol-Myers Squibb Co,BMY,HLYYNH7UQUORYSJQCN42,14272,2010.0,Q2,2010-04-01,2010-06-30,2011-07-28 10:57:05+00:00,,0.54,0.54,0.32,0.53,,324000000.0,263000000.0,1268000000.0,1268000000.0,,927000000.0,341000000.0,1277000000.0,4768000000.0,19000000.0,,,0.0,822000000.0,24000000.0,894000000.0,1277000000.0,3491000000.0,85000000.0,2003000000.0,1488000000.0,104000000.0,1592000000.0,4768000000.0,1716700000.0,1716700000.0,1749100000.0
Bristol-Myers Squibb Co,BMY,HLYYNH7UQUORYSJQCN42,14272,2010.0,Q2YTD,2010-01-01,2010-06-30,,,0.97,0.97,0.64,0.96,,675000000.0,475000000.0,2369000000.0,2369000000.0,,1670000000.0,699000000.0,2583000000.0,9575000000.0,-94000000.0,,,,1732000000.0,35000000.0,1794000000.0,2583000000.0,6992000000.0,182000000.0,4036000000.0,2956000000.0,88000000.0,3044000000.0,9575000000.0,1716700000.0,1716700000.0,1749100000.0
Bristol-Myers Squibb Co,BMY,HLYYNH7UQUORYSJQCN42,14272,2010.0,Q2TTM,2009-07-01,2010-06-30,,,5.56,5.51,1.27,5.49,,1229000000.0,1065000000.0,12012000000.0,4700000000.0,7312000000.0,10661000000.0,1351000000.0,5333000000.0,19396000000.0,205000000.0,,,,3660000000.0,133000000.0,3917000000.0,5333000000.0,14063000000.0,436000000.0,8775000000.0,5288000000.0,641000000.0,5929000000.0,19396000000.0,1716700000.0,1716700000.0,1749100000.0
Bristol-Myers Squibb Co,BMY,HLYYNH7UQUORYSJQCN42,14272,2010.0,Q1,2010-01-01,2010-03-31,2011-04-28 11:26:13+00:00,,0.43,0.43,0.32,0.43,,351000000.0,212000000.0,1101000000.0,1101000000.0,,743000000.0,358000000.0,1306000000.0,4807000000.0,-113000000.0,,,0.0,910000000.0,11000000.0,900000000.0,1306000000.0,3501000000.0,97000000.0,2033000000.0,1468000000.0,-16000000.0,1452000000.0,4807000000.0,1727900000.0,1727900000.0,1727900000.0
Bristol-Myers Squibb Co,BMY,HLYYNH7UQUORYSJQCN42,14272,2010.0,Q1TTM,2009-04-01,2010-03-31,,,5.46,5.46,1.26,5.45,,1258000000.0,1100000000.0,12042000000.0,4601000000.0,7441000000.0,10717000000.0,1325000000.0,5281000000.0,19293000000.0,196000000.0,,,28000000.0,3649000000.0,128000000.0,3945000000.0,5281000000.0,14012000000.0,501000000.0,8850000000.0,5162000000.0,697000000.0,5859000000.0,19293000000.0,1727900000.0,1727900000.0,1727900000.0
Bristol-Myers Squibb Co,BMY,HLYYNH7UQUORYSJQCN42,14272,2011.0,FY,2011-01-01,2011-12-31,2014-02-14 09:37:38+00:00,,2.18,2.18,1.33,2.16,,1721000000.0,957000000.0,5260000000.0,5260000000.0,,3709000000.0,1551000000.0,5598000000.0,17622000000.0,334000000.0,,3622000000.0,,3839000000.0,,4203000000.0,5598000000.0,15646000000.0,,8999000000.0,6647000000.0,334000000.0,6981000000.0,21244000000.0,1700000000.0,1700000000.0,1700000000.0
Bristol-Myers Squibb Co,BMY,HLYYNH7UQUORYSJQCN42,14272,2011.0,Q4,2011-10-01,2011-12-31,,,0.5,0.5,0.34,0.51,,363000000.0,285000000.0,1231000000.0,1231000000.0,,852000000.0,379000000.0,1367000000.0,1832000000.0,139000000.0,,3622000000.0,,1008000000.0,-92000000.0,1216000000.0,1367000000.0,4087000000.0,-215000000.0,2417000000.0,1670000000.0,-76000000.0,1594000000.0,5454000000.0,1700000000.0,1700000000.0,1700000000.0
Bristol-Myers Squibb Co,BMY,HLYYNH7UQUORYSJQCN42,14272,2011.0,Q3YTD,2011-01-01,2011-09-30,,,1.68,1.68,0.99,1.65,,1358000000.0,672000000.0,4029000000.0,4029000000.0,,2857000000.0,1172000000.0,4231000000.0,15790000000.0,195000000.0,,,,2831000000.0,92000000.0,2987000000.0,4231000000.0,11559000000.0,215000000.0,6582000000.0,4977000000.0,410000000.0,5387000000.0,15790000000.0,1698000000.0,1698000000.0,1698000000.0
Bristol-Myers Squibb Co,BMY,HLYYNH7UQUORYSJQCN42,14272,2011.0,Q3TTM,2010-10-01,2011-09-30,,,1.96,1.96,1.32,1.93,,1929000000.0,943000000.0,4871000000.0,4871000000.0,,3340000000.0,1531000000.0,5645000000.0,20901000000.0,372000000.0,,,-22000000.0,3841000000.0,42000000.0,3987000000.0,5645000000.0,15256000000.0,-37000000.0,8791000000.0,6465000000.0,335000000.0,6800000000.0,20901000000.0,1698000000.0,1698000000.0,1698000000.0
Bristol-Myers Squibb Co,BMY,HLYYNH7UQUORYSJQCN42,14272,2011.0,Q3,2011-07-01,2011-09-30,2012-10-24 11:06:28+00:00,,0.57,0.57,0.33,0.56,,475000000.0,205000000.0,1355000000.0,1355000000.0,,969000000.0,386000000.0,1407000000.0,5345000000.0,26000000.0,,,,973000000.0,8000000.0,1019000000.0,1407000000.0,3938000000.0,71000000.0,2205000000.0,1733000000.0,97000000.0,1830000000.0,5345000000.0,1698000000.0,1698000000.0,1698000000.0
Bristol-Myers Squibb Co,BMY,HLYYNH7UQUORYSJQCN42,14272,2011.0,Q2,2011-04-01,2011-06-30,2012-07-25 11:24:20+00:00,,0.53,0.53,0.33,0.52,,483000000.0,253000000.0,1307000000.0,1307000000.0,,902000000.0,405000000.0,1481000000.0,5434000000.0,31000000.0,0.0,,,923000000.0,40000000.0,1040000000.0,1481000000.0,3953000000.0,62000000.0,2256000000.0,1697000000.0,93000000.0,1790000000.0,5434000000.0,1701900000.0,1701900000.0,1734600000.0
Bristol-Myers Squibb Co,BMY,HLYYNH7UQUORYSJQCN42,14272,2011.0,Q2YTD,2011-01-01,2011-06-30,,,1.11,1.11,0.66,1.09,,883000000.0,467000000.0,2674000000.0,2674000000.0,,1888000000.0,786000000.0,2824000000.0,10445000000.0,169000000.0,,,,1858000000.0,84000000.0,1968000000.0,2824000000.0,7621000000.0,144000000.0,4377000000.0,3244000000.0,313000000.0,3557000000.0,10445000000.0,1701900000.0,1701900000.0,1734600000.0
Bristol-Myers Squibb Co,BMY,HLYYNH7UQUORYSJQCN42,14272,2011.0,Q2TTM,2010-07-01,2011-06-30,,,1.94,1.94,1.31,1.92,,1766000000.0,969000000.0,4818000000.0,4818000000.0,,3320000000.0,1498000000.0,5518000000.0,20354000000.0,356000000.0,,,,3692000000.0,49000000.0,3860000000.0,5518000000.0,14836000000.0,-38000000.0,8570000000.0,6266000000.0,318000000.0,6584000000.0,20354000000.0,1701900000.0,1701900000.0,1734600000.0
Bristol-Myers Squibb Co,BMY,HLYYNH7UQUORYSJQCN42,14272,2011.0,Q1TTM,2010-04-01,2011-03-31,,,1.95,1.95,1.3,1.93,,1607000000.0,979000000.0,4779000000.0,4779000000.0,,3345000000.0,1434000000.0,5314000000.0,19688000000.0,344000000.0,,,,3591000000.0,33000000.0,3714000000.0,5314000000.0,14374000000.0,-15000000.0,8317000000.0,6057000000.0,329000000.0,6386000000.0,19688000000.0,1702000000.0,1702000000.0,1702000000.0
Bristol-Myers Squibb Co,BMY,HLYYNH7UQUORYSJQCN42,14272,2011.0,Q1,2011-01-01,2011-03-31,2012-04-26 11:49:15+00:00,,0.58,0.58,0.33,0.57,,400000000.0,214000000.0,1367000000.0,1367000000.0,,986000000.0,381000000.0,1343000000.0,5011000000.0,138000000.0,,,,935000000.0,44000000.0,928000000.0,1343000000.0,3668000000.0,82000000.0,2121000000.0,1547000000.0,220000000.0,1767000000.0,5011000000.0,1702000000.0,1702000000.0,1702000000.0
Bristol-Myers Squibb Co,BMY,HLYYNH7UQUORYSJQCN42,14272,2012.0,Q4,2012-10-01,2012-12-31,,,0.57,0.57,0.35,0.57,,-411000000.0,212000000.0,924000000.0,924000000.0,,925000000.0,-1000000.0,1075000000.0,224000000.0,-166000000.0,,3967000000.0,,1082000000.0,,1143000000.0,1075000000.0,3116000000.0,,2437000000.0,679000000.0,-166000000.0,513000000.0,4191000000.0,1670000000.0,1670000000.0,1670000000.0
Bristol-Myers Squibb Co,BMY,HLYYNH7UQUORYSJQCN42,14272,2012.0,FY,2012-01-01,2012-12-31,2015-02-13 09:38:42+00:00,,1.17,1.17,1.37,1.16,1830000000.0,-161000000.0,797000000.0,2501000000.0,2501000000.0,,1960000000.0,541000000.0,4610000000.0,13654000000.0,80000000.0,,3967000000.0,,3904000000.0,,4220000000.0,4610000000.0,13011000000.0,,10751000000.0,2260000000.0,80000000.0,2340000000.0,17621000000.0,1670000000.0,1670000000.0,1670000000.0
Bristol-Myers Squibb Co,BMY,HLYYNH7UQUORYSJQCN42,14272,2012.0,Q3,2012-07-01,2012-09-30,2013-10-23 10:50:53+00:00,,-0.43,-0.43,0.34,-0.43,1830000000.0,-546000000.0,167000000.0,-713000000.0,-713000000.0,,-711000000.0,-2000000.0,987000000.0,3736000000.0,11000000.0,,,,951000000.0,,1071000000.0,987000000.0,2749000000.0,,4019000000.0,-1270000000.0,11000000.0,-1259000000.0,3736000000.0,1666000000.0,1666000000.0,1666000000.0
Bristol-Myers Squibb Co,BMY,HLYYNH7UQUORYSJQCN42,14272,2012.0,Q3YTD,2012-01-01,2012-09-30,,,0.6,0.6,1.02,0.59,1830000000.0,250000000.0,585000000.0,1577000000.0,1577000000.0,,1035000000.0,542000000.0,3535000000.0,13430000000.0,246000000.0,,,,2822000000.0,,3077000000.0,3535000000.0,9895000000.0,,8314000000.0,1581000000.0,246000000.0,1827000000.0,13430000000.0,1666000000.0,1666000000.0,1666000000.0
Bristol-Myers Squibb Co,BMY,HLYYNH7UQUORYSJQCN42,14272,2012.0,Q3TTM,2011-10-01,2012-09-30,,,1.1,1.1,1.36,1.1,1830000000.0,613000000.0,870000000.0,2808000000.0,2808000000.0,,1887000000.0,921000000.0,4902000000.0,15262000000.0,385000000.0,,3622000000.0,,3830000000.0,-92000000.0,4293000000.0,4902000000.0,13982000000.0,-215000000.0,10731000000.0,3251000000.0,170000000.0,3421000000.0,18884000000.0,1666000000.0,1666000000.0,1666000000.0
Bristol-Myers Squibb Co,BMY,HLYYNH7UQUORYSJQCN42,14272,2012.0,Q2,2012-04-01,2012-06-30,2013-07-25 11:31:51+00:00,,0.38,0.38,0.34,0.38,,251000000.0,224000000.0,808000000.0,808000000.0,,645000000.0,163000000.0,1245000000.0,4443000000.0,51000000.0,,,,962000000.0,,1004000000.0,1245000000.0,3198000000.0,,2190000000.0,1008000000.0,51000000.0,1059000000.0,4443000000.0,1683000000.0,1683000000.0,1683000000.0
Bristol-Myers Squibb Co,BMY,HLYYNH7UQUORYSJQCN42,14272,2012.0,Q2YTD,2012-01-01,2012-06-30,,,1.03,1.03,0.68,1.02,,796000000.0,418000000.0,2290000000.0,2290000000.0,,1746000000.0,544000000.0,2548000000.0,9694000000.0,235000000.0,,,,1871000000.0,,2006000000.0,2548000000.0,7146000000.0,,4295000000.0,2851000000.0,235000000.0,3086000000.0,9694000000.0,1683000000.0,1683000000.0,1683000000.0
Bristol-Myers Squibb Co,BMY,HLYYNH7UQUORYSJQCN42,14272,2012.0,Q2TTM,2011-07-01,2012-06-30,,,2.1,2.1,1.35,2.09,,1634000000.0,908000000.0,4876000000.0,4876000000.0,,3567000000.0,1309000000.0,5322000000.0,16871000000.0,400000000.0,,3622000000.0,,3852000000.0,-84000000.0,4241000000.0,5322000000.0,15171000000.0,-144000000.0,8917000000.0,6254000000.0,256000000.0,6510000000.0,20493000000.0,1683000000.0,1683000000.0,1683000000.0
Bristol-Myers Squibb Co,BMY,HLYYNH7UQUORYSJQCN42,14272,2012.0,Q1,2012-01-01,2012-03-31,2013-04-25 11:28:06+00:00,,0.65,0.65,0.34,0.64,,545000000.0,194000000.0,1482000000.0,1482000000.0,,1101000000.0,381000000.0,1303000000.0,5251000000.0,184000000.0,,,,909000000.0,,1002000000.0,1303000000.0,3948000000.0,,2105000000.0,1843000000.0,184000000.0,2027000000.0,5251000000.0,1687000000.0,1687000000.0,1687000000.0
Bristol-Myers Squibb Co,BMY,HLYYNH7UQUORYSJQCN42,14272,2012.0,Q1TTM,2011-04-01,2012-03-31,,,2.25,2.25,1.34,2.23,,1866000000.0,937000000.0,5375000000.0,5375000000.0,,3824000000.0,1551000000.0,5558000000.0,17862000000.0,380000000.0,,3622000000.0,,3813000000.0,-44000000.0,4277000000.0,5558000000.0,15926000000.0,-82000000.0,8983000000.0,6943000000.0,298000000.0,7241000000.0,21484000000.0,1687000000.0,1687000000.0,1687000000.0
Bristol-Myers Squibb Co,BMY,HLYYNH7UQUORYSJQCN42,14272,2013.0,FY,2013-01-01,2013-12-31,2016-02-12 08:02:37+00:00,,1.56,1.56,1.41,1.54,,311000000.0,,2580000000.0,2580000000.0,,2563000000.0,17000000.0,4619000000.0,12304000000.0,-205000000.0,,4081000000.0,,3731000000.0,,4939000000.0,4619000000.0,11766000000.0,,8670000000.0,3096000000.0,-205000000.0,2891000000.0,16385000000.0,1644000000.0,1644000000.0,1644000000.0
Bristol-Myers Squibb Co,BMY,HLYYNH7UQUORYSJQCN42,14272,2013.0,Q4,2013-10-01,2013-12-31,,,0.44,0.44,0.36,0.43,,134000000.0,-601000000.0,735000000.0,735000000.0,,726000000.0,9000000.0,1273000000.0,3298000000.0,-20000000.0,,1143000000.0,,957000000.0,,1923000000.0,1273000000.0,3168000000.0,,2279000000.0,889000000.0,-20000000.0,869000000.0,4441000000.0,1644000000.0,1644000000.0,1644000000.0
Bristol-Myers Squibb Co,BMY,HLYYNH7UQUORYSJQCN42,14272,2013.0,Q3YTD,2013-01-01,2013-09-30,,,1.12,1.12,1.05,1.11,,177000000.0,601000000.0,1845000000.0,1845000000.0,,1837000000.0,8000000.0,3346000000.0,9006000000.0,-185000000.0,,2938000000.0,,2774000000.0,,3016000000.0,3346000000.0,8598000000.0,,6391000000.0,2207000000.0,-185000000.0,2022000000.0,11944000000.0,1646000000.0,1646000000.0,1646000000.0
Bristol-Myers Squibb Co,BMY,HLYYNH7UQUORYSJQCN42,14272,2013.0,Q3TTM,2012-10-01,2013-09-30,,,1.69,1.69,1.4,1.68,,-234000000.0,813000000.0,2769000000.0,2769000000.0,,2762000000.0,7000000.0,4421000000.0,9230000000.0,-351000000.0,,6905000000.0,,3856000000.0,,4159000000.0,4421000000.0,11714000000.0,,8828000000.0,2886000000.0,-351000000.0,2535000000.0,16135000000.0,1646000000.0,1646000000.0,1646000000.0
Bristol-Myers Squibb Co,BMY,HLYYNH7UQUORYSJQCN42,14272,2013.0,Q3,2013-07-01,2013-09-30,2014-10-24 11:16:25+00:00,,0.42,0.42,0.35,0.42,,126000000.0,194000000.0,692000000.0,692000000.0,,692000000.0,,1175000000.0,3025000000.0,-5000000.0,,1040000000.0,,893000000.0,,980000000.0,1175000000.0,2890000000.0,,2067000000.0,823000000.0,-5000000.0,818000000.0,4065000000.0,1646000000.0,1646000000.0,1646000000.0
Bristol-Myers Squibb Co,BMY,HLYYNH7UQUORYSJQCN42,14272,2013.0,Q2YTD,2013-01-01,2013-06-30,,,0.7,0.7,0.7,0.69,,51000000.0,407000000.0,1153000000.0,1153000000.0,,1145000000.0,8000000.0,2171000000.0,5981000000.0,-180000000.0,,1898000000.0,,1881000000.0,,2036000000.0,2171000000.0,5708000000.0,,4324000000.0,1384000000.0,-180000000.0,1204000000.0,7879000000.0,1644000000.0,1644000000.0,1644000000.0
Bristol-Myers Squibb Co,BMY,HLYYNH7UQUORYSJQCN42,14272,2013.0,Q2TTM,2012-07-01,2013-06-30,,,0.84,0.84,1.39,0.83,1830000000.0,-906000000.0,786000000.0,1364000000.0,1364000000.0,,1359000000.0,5000000.0,4233000000.0,9941000000.0,-335000000.0,,5865000000.0,,3914000000.0,,4250000000.0,4233000000.0,11573000000.0,,10780000000.0,793000000.0,-335000000.0,458000000.0,15806000000.0,1644000000.0,1644000000.0,1644000000.0
Bristol-Myers Squibb Co,BMY,HLYYNH7UQUORYSJQCN42,14272,2013.0,Q2,2013-04-01,2013-06-30,2014-07-24 11:18:20+00:00,,0.33,0.33,0.35,0.32,,,218000000.0,530000000.0,530000000.0,,536000000.0,-6000000.0,1108000000.0,3024000000.0,-199000000.0,,1024000000.0,,951000000.0,,1042000000.0,1108000000.0,2940000000.0,,2211000000.0,729000000.0,-199000000.0,530000000.0,4048000000.0,1644000000.0,1644000000.0,1644000000.0
Bristol-Myers Squibb Co,BMY,HLYYNH7UQUORYSJQCN42,14272,2013.0,Q1TTM,2012-04-01,2013-03-31,,,0.89,0.89,1.38,0.89,1830000000.0,-655000000.0,792000000.0,1642000000.0,1642000000.0,,1468000000.0,174000000.0,4370000000.0,11360000000.0,-85000000.0,,4841000000.0,,3925000000.0,,4212000000.0,4370000000.0,11831000000.0,,10759000000.0,1072000000.0,-85000000.0,987000000.0,16201000000.0,1638000000.0,1638000000.0,1638000000.0
Bristol-Myers Squibb Co,BMY,HLYYNH7UQUORYSJQCN42,14272,2013.0,Q1,2013-01-01,2013-03-31,2014-04-29 09:49:04+00:00,,0.37,0.37,0.35,0.37,,51000000.0,189000000.0,623000000.0,623000000.0,,609000000.0,14000000.0,1063000000.0,2957000000.0,19000000.0,,874000000.0,,930000000.0,,994000000.0,1063000000.0,2768000000.0,,2113000000.0,655000000.0,19000000.0,674000000.0,3831000000.0,1638000000.0,1638000000.0,1638000000.0
Bristol-Myers Squibb Co,BMY,HLYYNH7UQUORYSJQCN42,14272,2014.0,FY,2014-01-01,2014-12-31,2017-02-21 12:04:14+00:00,,1.21,1.21,1.45,1.2,,352000000.0,,2029000000.0,2029000000.0,,2004000000.0,25000000.0,3932000000.0,11660000000.0,-210000000.0,,4219000000.0,,4534000000.0,,4822000000.0,3932000000.0,11947000000.0,,9356000000.0,2591000000.0,-210000000.0,2381000000.0,15879000000.0,1657000000.0,1657000000.0,1657000000.0
Bristol-Myers Squibb Co,BMY,HLYYNH7UQUORYSJQCN42,14272,2014.0,Q4,2014-10-01,2014-12-31,,,0.01,0.01,0.37,0.01,,-87000000.0,-521000000.0,27000000.0,27000000.0,,13000000.0,14000000.0,966000000.0,3240000000.0,-799000000.0,,1018000000.0,,1189000000.0,,1885000000.0,966000000.0,3292000000.0,,2553000000.0,739000000.0,-799000000.0,-60000000.0,4258000000.0,1657000000.0,1657000000.0,1657000000.0
