company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,dividendspayable,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Bristol-Myers Squibb Co,BMY,HLYYNH7UQUORYSJQCN42,14272,2011.0,Q2,,2011-06-30,2011-07-28 10:57:05+00:00,2401000000.0,4059000000.0,3795000000.0,-2389000000.0,3665000000.0,0.0,3541000000.0,283000000.0,1134000000.0,165000000.0,579000000.0,5233000000.0,3222000000.0,5332000000.0,2734000000.0,1492000000.0,4554000000.0,-208000000.0,1633000000.0,521000000.0,,870000000.0,,,,,,794000000.0,443000000.0,420000000.0,32392000000.0,187000000.0,4005000000.0,31833000000.0,16353000000.0,14775000000.0,7410000000.0,16353000000.0,16145000000.0,15688000000.0,31833000000.0,12504000000.0,8278000000.0,0.0,-17191000000.0
Bristol-Myers Squibb Co,BMY,HLYYNH7UQUORYSJQCN42,14272,2011.0,Q1,,2011-03-31,2011-04-28 11:26:13+00:00,2036000000.0,3587000000.0,3596000000.0,-2414000000.0,3405000000.0,0.0,3656000000.0,347000000.0,1143000000.0,63000000.0,578000000.0,5233000000.0,3299000000.0,5276000000.0,3065000000.0,1322000000.0,4604000000.0,-97000000.0,1559000000.0,587000000.0,,922000000.0,,,,,,767000000.0,438000000.0,451000000.0,32055000000.0,135000000.0,3388000000.0,30851000000.0,15998000000.0,13296000000.0,6755000000.0,15998000000.0,15901000000.0,14950000000.0,30851000000.0,12951000000.0,8195000000.0,0.0,-17299000000.0
Bristol-Myers Squibb Co,BMY,HLYYNH7UQUORYSJQCN42,14272,2012.0,FY,,2012-12-31,2014-02-14 09:37:38+00:00,2202000000.0,3083000000.0,3627000000.0,-3202000000.0,1656000000.0,0.0,2915000000.0,825000000.0,1597000000.0,193000000.0,606000000.0,7635000000.0,8778000000.0,6568000000.0,3523000000.0,1657000000.0,5333000000.0,15000000.0,4672000000.0,203000000.0,383000000.0,1882000000.0,355000000.0,,,,,904000000.0,475000000.0,,32733000000.0,826000000.0,1173000000.0,35897000000.0,13623000000.0,9521000000.0,8279000000.0,13623000000.0,13638000000.0,22259000000.0,35897000000.0,21043000000.0,13980000000.0,0.0,-18823000000.0
Bristol-Myers Squibb Co,BMY,HLYYNH7UQUORYSJQCN42,14272,2012.0,Q3,,2012-09-30,2012-10-24 11:06:28+00:00,2085000000.0,2889000000.0,3881000000.0,-2944000000.0,1503000000.0,0.0,2938000000.0,689000000.0,1339000000.0,193000000.0,596000000.0,7498000000.0,9217000000.0,6608000000.0,3698000000.0,1697000000.0,5297000000.0,0.0,4656000000.0,179000000.0,748000000.0,1473000000.0,,,,,,877000000.0,464000000.0,423000000.0,32381000000.0,751000000.0,1427000000.0,36044000000.0,13900000000.0,9278000000.0,8195000000.0,13900000000.0,13900000000.0,22144000000.0,36044000000.0,21469000000.0,13949000000.0,0.0,-18475000000.0
Bristol-Myers Squibb Co,BMY,HLYYNH7UQUORYSJQCN42,14272,2012.0,Q2,,2012-06-30,2012-07-25 11:24:20+00:00,2134000000.0,2825000000.0,3528000000.0,-2967000000.0,2801000000.0,0.0,3004000000.0,357000000.0,1175000000.0,138000000.0,598000000.0,6799000000.0,4569000000.0,5209000000.0,3732000000.0,1521000000.0,4478000000.0,-286000000.0,1409000000.0,201000000.0,,1543000000.0,,,,,,875000000.0,703000000.0,455000000.0,33661000000.0,236000000.0,2236000000.0,31667000000.0,16098000000.0,11013000000.0,6991000000.0,16098000000.0,15812000000.0,15855000000.0,31667000000.0,16176000000.0,8864000000.0,0.0,-17600000000.0
Bristol-Myers Squibb Co,BMY,HLYYNH7UQUORYSJQCN42,14272,2012.0,Q1,,2012-03-31,2012-04-26 11:49:15+00:00,2385000000.0,3613000000.0,3639000000.0,-3018000000.0,2307000000.0,0.0,3046000000.0,287000000.0,1160000000.0,162000000.0,593000000.0,6799000000.0,4816000000.0,5270000000.0,3585000000.0,1463000000.0,4512000000.0,-91000000.0,1409000000.0,108000000.0,,1616000000.0,,,,,,823000000.0,656000000.0,500000000.0,33595000000.0,145000000.0,2722000000.0,32408000000.0,16337000000.0,11765000000.0,7211000000.0,16337000000.0,16246000000.0,16162000000.0,32408000000.0,16131000000.0,8951000000.0,0.0,-17286000000.0
Bristol-Myers Squibb Co,BMY,HLYYNH7UQUORYSJQCN42,14272,2013.0,FY,,2013-12-31,2015-02-13 09:38:42+00:00,2559000000.0,3360000000.0,3041000000.0,-2141000000.0,3586000000.0,0.0,2143000000.0,756000000.0,1701000000.0,160000000.0,634000000.0,7096000000.0,2318000000.0,7981000000.0,3747000000.0,1498000000.0,4579000000.0,82000000.0,1592000000.0,508000000.0,,718000000.0,412000000.0,,7420000000.0,4931000000.0,,1428000000.0,625000000.0,,32952000000.0,359000000.0,939000000.0,38592000000.0,15154000000.0,18916000000.0,12440000000.0,15154000000.0,15236000000.0,23356000000.0,38592000000.0,15097000000.0,10916000000.0,0.0,-17800000000.0
Bristol-Myers Squibb Co,BMY,HLYYNH7UQUORYSJQCN42,14272,2013.0,Q3,,2013-09-30,2013-10-23 10:50:53+00:00,2466000000.0,3673000000.0,3311000000.0,-2312000000.0,1771000000.0,0.0,2187000000.0,1003000000.0,2036000000.0,208000000.0,611000000.0,7646000000.0,8176000000.0,6532000000.0,3623000000.0,1640000000.0,5236000000.0,-12000000.0,4937000000.0,195000000.0,904000000.0,773000000.0,,,,,,1301000000.0,665000000.0,556000000.0,32826000000.0,680000000.0,951000000.0,36804000000.0,14726000000.0,10627000000.0,8279000000.0,14726000000.0,14714000000.0,22090000000.0,36804000000.0,20941000000.0,13811000000.0,0.0,-17975000000.0
Bristol-Myers Squibb Co,BMY,HLYYNH7UQUORYSJQCN42,14272,2013.0,Q2,,2013-06-30,2013-07-25 11:31:51+00:00,2346000000.0,3406000000.0,3440000000.0,-2520000000.0,1821000000.0,0.0,2196000000.0,986000000.0,1960000000.0,212000000.0,606000000.0,7646000000.0,8370000000.0,6442000000.0,3223000000.0,1785000000.0,5228000000.0,2000000.0,4790000000.0,195000000.0,818000000.0,826000000.0,,,,,,1104000000.0,649000000.0,536000000.0,32715000000.0,764000000.0,978000000.0,36252000000.0,14371000000.0,10486000000.0,8354000000.0,14371000000.0,14373000000.0,21879000000.0,36252000000.0,20538000000.0,13525000000.0,0.0,-18020000000.0
Bristol-Myers Squibb Co,BMY,HLYYNH7UQUORYSJQCN42,14272,2013.0,Q1,,2013-03-31,2013-04-25 11:28:06+00:00,2079000000.0,3308000000.0,3314000000.0,-3131000000.0,1355000000.0,0.0,2347000000.0,772000000.0,1828000000.0,276000000.0,601000000.0,7646000000.0,8570000000.0,6522000000.0,3242000000.0,1791000000.0,5259000000.0,40000000.0,4753000000.0,190000000.0,473000000.0,1638000000.0,,,,,,975000000.0,459000000.0,616000000.0,32761000000.0,1372000000.0,1178000000.0,35958000000.0,13659000000.0,10076000000.0,8414000000.0,13659000000.0,13699000000.0,22259000000.0,35958000000.0,20623000000.0,13845000000.0,0.0,-18318000000.0
Bristol-Myers Squibb Co,BMY,HLYYNH7UQUORYSJQCN42,14272,2014.0,Q3,,2014-09-30,2014-10-24 11:16:25+00:00,2568000000.0,3321000000.0,3204000000.0,-2605000000.0,4851000000.0,0.0,1720000000.0,995000000.0,1510000000.0,312000000.0,623000000.0,7046000000.0,1718000000.0,7267000000.0,4328000000.0,1565000000.0,4387000000.0,58000000.0,1362000000.0,1015000000.0,93000000.0,806000000.0,,,78000000.0,,,779000000.0,618000000.0,482000000.0,33147000000.0,401000000.0,2370000000.0,33450000000.0,15143000000.0,14177000000.0,8103000000.0,15143000000.0,15201000000.0,18249000000.0,33450000000.0,14886000000.0,10146000000.0,0.0,-17119000000.0
Bristol-Myers Squibb Co,BMY,HLYYNH7UQUORYSJQCN42,14272,2014.0,Q2,,2014-06-30,2014-07-24 11:18:20+00:00,2405000000.0,3315000000.0,3113000000.0,-2225000000.0,4282000000.0,0.0,1700000000.0,1090000000.0,1356000000.0,204000000.0,621000000.0,7046000000.0,1843000000.0,7372000000.0,3876000000.0,1666000000.0,4438000000.0,52000000.0,1587000000.0,875000000.0,62000000.0,681000000.0,,,38000000.0,,,1363000000.0,624000000.0,512000000.0,33026000000.0,365000000.0,2893000000.0,33503000000.0,15327000000.0,14062000000.0,7798000000.0,15327000000.0,15379000000.0,18124000000.0,33503000000.0,15003000000.0,10326000000.0,0.0,-17174000000.0
Bristol-Myers Squibb Co,BMY,HLYYNH7UQUORYSJQCN42,14272,2014.0,Q1,,2014-03-31,2014-04-29 09:49:04+00:00,2502000000.0,3316000000.0,2888000000.0,-2267000000.0,5225000000.0,0.0,1670000000.0,1061000000.0,1390000000.0,170000000.0,619000000.0,7046000000.0,2208000000.0,7367000000.0,3558000000.0,1655000000.0,4485000000.0,58000000.0,1621000000.0,789000000.0,78000000.0,690000000.0,,,56000000.0,,,1324000000.0,616000000.0,538000000.0,33291000000.0,281000000.0,1834000000.0,33424000000.0,15473000000.0,14014000000.0,7521000000.0,15473000000.0,15531000000.0,17893000000.0,33424000000.0,14925000000.0,10372000000.0,0.0,-17221000000.0
Bristol-Myers Squibb Co,BMY,HLYYNH7UQUORYSJQCN42,14272,2015.0,FY,,2015-12-31,2017-02-21 12:04:14+00:00,1565000000.0,4299000000.0,4738000000.0,-2468000000.0,2385000000.0,0.0,1680000000.0,1003000000.0,,572000000.0,,6881000000.0,1419000000.0,6550000000.0,4660000000.0,1221000000.0,4412000000.0,158000000.0,1328000000.0,2844000000.0,,,625000000.0,,,,,1117000000.0,1429000000.0,,31613000000.0,139000000.0,1885000000.0,31748000000.0,14266000000.0,10415000000.0,8017000000.0,14266000000.0,14424000000.0,17324000000.0,31748000000.0,16921000000.0,9307000000.0,0.0,-16559000000.0
Bristol-Myers Squibb Co,BMY,HLYYNH7UQUORYSJQCN42,14272,2015.0,Q3,,2015-09-30,2015-10-27 12:36:09+00:00,1249000000.0,3908000000.0,3489000000.0,-2395000000.0,3975000000.0,0.0,1634000000.0,963000000.0,1731000000.0,179000000.0,636000000.0,6952000000.0,1544000000.0,6632000000.0,4627000000.0,1130000000.0,4249000000.0,194000000.0,1346000000.0,719000000.0,,902000000.0,215000000.0,,,,,762000000.0,468000000.0,529000000.0,32446000000.0,642000000.0,1438000000.0,31779000000.0,15079000000.0,12926000000.0,7158000000.0,15079000000.0,15273000000.0,16506000000.0,31779000000.0,14604000000.0,9348000000.0,0.0,-16606000000.0
Bristol-Myers Squibb Co,BMY,HLYYNH7UQUORYSJQCN42,14272,2015.0,Q2,,2015-06-30,2015-07-23 11:35:16+00:00,1839000000.0,3672000000.0,3170000000.0,-2173000000.0,4199000000.0,0.0,1584000000.0,939000000.0,1892000000.0,98000000.0,634000000.0,6976000000.0,1563000000.0,6615000000.0,4632000000.0,1304000000.0,4363000000.0,168000000.0,1411000000.0,577000000.0,,727000000.0,210000000.0,,,,,787000000.0,475000000.0,502000000.0,32361000000.0,755000000.0,1277000000.0,31954000000.0,15123000000.0,13056000000.0,7435000000.0,15123000000.0,15291000000.0,16663000000.0,31954000000.0,14535000000.0,9228000000.0,0.0,-16649000000.0
Bristol-Myers Squibb Co,BMY,HLYYNH7UQUORYSJQCN42,14272,2015.0,Q1,,2015-03-31,2015-04-28 07:36:01+00:00,2346000000.0,3458000000.0,2701000000.0,-2416000000.0,6294000000.0,0.0,1535000000.0,1459000000.0,1885000000.0,220000000.0,633000000.0,7027000000.0,1706000000.0,7127000000.0,4279000000.0,1437000000.0,4323000000.0,143000000.0,1335000000.0,685000000.0,,1156000000.0,,,,,,634000000.0,583000000.0,538000000.0,33110000000.0,330000000.0,1313000000.0,33579000000.0,15546000000.0,14925000000.0,7689000000.0,15546000000.0,15689000000.0,17890000000.0,33579000000.0,14331000000.0,10201000000.0,0.0,-16683000000.0
Bristol-Myers Squibb Co,BMY,HLYYNH7UQUORYSJQCN42,14272,2016.0,FY,,2016-12-31,2018-02-13 09:26:31+00:00,1664000000.0,5543000000.0,5271000000.0,-2503000000.0,4237000000.0,0.0,1946000000.0,762000000.0,,152000000.0,,6875000000.0,1385000000.0,5716000000.0,2719000000.0,1241000000.0,4980000000.0,170000000.0,1520000000.0,2996000000.0,,,570000000.0,,,,,1048000000.0,1283000000.0,,33513000000.0,992000000.0,2113000000.0,33707000000.0,16177000000.0,13704000000.0,8841000000.0,16177000000.0,16347000000.0,17360000000.0,33707000000.0,15023000000.0,8519000000.0,0.0,-16779000000.0
Bristol-Myers Squibb Co,BMY,HLYYNH7UQUORYSJQCN42,14272,2016.0,Q3,,2016-09-30,2016-10-27 11:35:27+00:00,1407000000.0,5597000000.0,4964000000.0,-2735000000.0,3432000000.0,0.0,1871000000.0,1323000000.0,,312000000.0,,6875000000.0,1377000000.0,5836000000.0,3035000000.0,1482000000.0,4790000000.0,168000000.0,1472000000.0,3528000000.0,,,,,,,,918000000.0,1642000000.0,565000000.0,33272000000.0,990000000.0,2128000000.0,33727000000.0,15613000000.0,13204000000.0,8996000000.0,15613000000.0,15781000000.0,17946000000.0,33727000000.0,15733000000.0,8950000000.0,0.0,-16795000000.0
Bristol-Myers Squibb Co,BMY,HLYYNH7UQUORYSJQCN42,14272,2016.0,Q2,,2016-06-30,2016-07-28 11:32:27+00:00,1504000000.0,5622000000.0,4880000000.0,-2804000000.0,2934000000.0,0.0,1815000000.0,1182000000.0,,164000000.0,,6875000000.0,1379000000.0,6581000000.0,3281000000.0,1437000000.0,4597000000.0,160000000.0,1482000000.0,3389000000.0,,,,,,,,1012000000.0,1805000000.0,588000000.0,32706000000.0,155000000.0,1717000000.0,32831000000.0,14918000000.0,12298000000.0,7885000000.0,14918000000.0,15078000000.0,17753000000.0,32831000000.0,15936000000.0,9868000000.0,0.0,-16799000000.0
Bristol-Myers Squibb Co,BMY,HLYYNH7UQUORYSJQCN42,14272,2016.0,Q1,,2016-03-31,2016-04-28 11:32:42+00:00,1543000000.0,4957000000.0,4311000000.0,-2693000000.0,2644000000.0,0.0,1724000000.0,1165000000.0,,472000000.0,,6875000000.0,1380000000.0,6593000000.0,3689000000.0,1336000000.0,4455000000.0,165000000.0,1458000000.0,3230000000.0,,,,,,,,1048000000.0,1693000000.0,615000000.0,32176000000.0,106000000.0,1663000000.0,31892000000.0,14386000000.0,11215000000.0,7597000000.0,14386000000.0,14551000000.0,17341000000.0,31892000000.0,16222000000.0,9744000000.0,0.0,-16821000000.0
Bristol-Myers Squibb Co,BMY,HLYYNH7UQUORYSJQCN42,14272,2017.0,FY,,2017-12-31,2019-02-25 16:52:22+00:00,2248000000.0,6300000000.0,6014000000.0,-2289000000.0,5421000000.0,0.0,2119000000.0,83000000.0,,231000000.0,,6863000000.0,1210000000.0,6975000000.0,2480000000.0,1166000000.0,5001000000.0,106000000.0,4002000000.0,1610000000.0,,,576000000.0,,,,,1533000000.0,1164000000.0,,31160000000.0,987000000.0,1391000000.0,33551000000.0,11741000000.0,14854000000.0,9563000000.0,11741000000.0,11847000000.0,21704000000.0,33551000000.0,13696000000.0,12141000000.0,0.0,-19249000000.0
Bristol-Myers Squibb Co,BMY,HLYYNH7UQUORYSJQCN42,14272,2017.0,Q3,,2017-09-30,2017-10-26 11:27:47+00:00,1699000000.0,5922000000.0,5418000000.0,-2421000000.0,4644000000.0,0.0,2066000000.0,647000000.0,,213000000.0,,6865000000.0,1213000000.0,6982000000.0,2526000000.0,1250000000.0,5014000000.0,131000000.0,1488000000.0,2346000000.0,,,,,,,,965000000.0,1155000000.0,754000000.0,34141000000.0,1461000000.0,2478000000.0,33977000000.0,14783000000.0,15048000000.0,9438000000.0,14783000000.0,14914000000.0,19063000000.0,33977000000.0,13915000000.0,9625000000.0,0.0,-19003000000.0
Bristol-Myers Squibb Co,BMY,HLYYNH7UQUORYSJQCN42,14272,2017.0,Q2,,2017-06-30,2017-07-27 11:23:30+00:00,1551000000.0,5782000000.0,5132000000.0,-2467000000.0,3470000000.0,0.0,2015000000.0,737000000.0,,291000000.0,,6861000000.0,1245000000.0,6911000000.0,2580000000.0,1217000000.0,4944000000.0,122000000.0,1479000000.0,2572000000.0,,,,,,,,883000000.0,1181000000.0,820000000.0,33934000000.0,1306000000.0,3035000000.0,33409000000.0,14699000000.0,14324000000.0,9017000000.0,14699000000.0,14821000000.0,18588000000.0,33409000000.0,14141000000.0,9571000000.0,0.0,-18783000000.0
Bristol-Myers Squibb Co,BMY,HLYYNH7UQUORYSJQCN42,14272,2017.0,Q1,,2017-03-31,2017-04-27 11:29:01+00:00,1503000000.0,5494000000.0,4777000000.0,-2414000000.0,3910000000.0,0.0,1558000000.0,837000000.0,,180000000.0,,6875000000.0,1276000000.0,7237000000.0,2685000000.0,1384000000.0,5020000000.0,119000000.0,1476000000.0,2618000000.0,,,,,,,,848000000.0,1195000000.0,628000000.0,33658000000.0,1197000000.0,2199000000.0,32937000000.0,14416000000.0,13615000000.0,8494000000.0,14416000000.0,14535000000.0,18402000000.0,32937000000.0,14302000000.0,9908000000.0,0.0,-18386000000.0
Bristol-Myers Squibb Co,BMY,HLYYNH7UQUORYSJQCN42,14272,2018.0,FY,,2018-12-31,2020-02-24 16:10:27+00:00,1892000000.0,5747000000.0,,-2762000000.0,6911000000.0,0.0,2302000000.0,,,,,6538000000.0,1091000000.0,5646000000.0,1775000000.0,1195000000.0,5027000000.0,96000000.0,,815000000.0,19000000.0,,2015000000.0,7059000000.0,,,,2024000000.0,4540000000.0,,34065000000.0,1703000000.0,1848000000.0,34986000000.0,14031000000.0,17716000000.0,10654000000.0,14031000000.0,14127000000.0,20859000000.0,34986000000.0,12243000000.0,10205000000.0,0.0,-19574000000.0
Bristol-Myers Squibb Co,BMY,HLYYNH7UQUORYSJQCN42,14272,2018.0,Q3,,2018-09-30,2018-10-25 11:36:04+00:00,1773000000.0,5871000000.0,5853000000.0,-2326000000.0,5408000000.0,0.0,2250000000.0,93000000.0,,355000000.0,,6686000000.0,1107000000.0,5687000000.0,2017000000.0,1282000000.0,5092000000.0,110000000.0,3598000000.0,1627000000.0,,,,,,,,2336000000.0,1005000000.0,886000000.0,33292000000.0,1620000000.0,1422000000.0,33734000000.0,13640000000.0,14869000000.0,9694000000.0,13640000000.0,13750000000.0,19984000000.0,33734000000.0,13773000000.0,10290000000.0,0.0,-19576000000.0
Bristol-Myers Squibb Co,BMY,HLYYNH7UQUORYSJQCN42,14272,2018.0,Q2,,2018-06-30,2018-07-26 11:32:21+00:00,1873000000.0,5559000000.0,5828000000.0,-2334000000.0,4999000000.0,0.0,2187000000.0,88000000.0,,373000000.0,,6683000000.0,1090000000.0,5671000000.0,2117000000.0,1242000000.0,5080000000.0,101000000.0,3608000000.0,1517000000.0,,,,,,,,2280000000.0,1066000000.0,998000000.0,32044000000.0,1716000000.0,1076000000.0,32641000000.0,12317000000.0,13874000000.0,9878000000.0,12317000000.0,12418000000.0,20223000000.0,32641000000.0,13687000000.0,10345000000.0,0.0,-19580000000.0
