company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,capitalleaseobligations,cashandequivalents,commonequity,currentdeferredtaxassets,goodwill,grossppe,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,othercurrentassets,otherequity,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities
HCA Healthcare Inc,HCA,,860730,2013.0,Q3,,2013-09-30,2013-11-06 17:20:38+00:00,1582000000.0,4924000000.0,2849000000.0,17150000000.0,-374000000.0,,484000000.0,1825000000.0,400000000.0,5832000000.0,30472000000.0,27389000000.0,527000000.0,1135000000.0,13322000000.0,1332000000.0,1670000000.0,828000000.0,,691000000.0,959000000.0,250000000.0,,-9827000000.0,988000000.0,28393000000.0,-8376000000.0,7771000000.0,5419000000.0,-8376000000.0,-7044000000.0,35437000000.0,28393000000.0,7300000000.0,30018000000.0
HCA Healthcare Inc,HCA,,860730,2013.0,Q2,,2013-06-30,2013-08-06 19:59:06+00:00,1657000000.0,4915000000.0,2907000000.0,16848000000.0,-426000000.0,,462000000.0,1796000000.0,401000000.0,5534000000.0,30077000000.0,26744000000.0,525000000.0,1152000000.0,13229000000.0,1338000000.0,1695000000.0,861000000.0,,591000000.0,960000000.0,264000000.0,,-10193000000.0,1456000000.0,27934000000.0,-8823000000.0,7791000000.0,6020000000.0,-8823000000.0,-7485000000.0,35419000000.0,27934000000.0,6914000000.0,29399000000.0
HCA Healthcare Inc,HCA,,860730,2013.0,Q1,,2013-03-31,2013-05-07 17:21:17+00:00,1691000000.0,4877000000.0,2862000000.0,16620000000.0,-475000000.0,,594000000.0,1768000000.0,385000000.0,5541000000.0,29764000000.0,27170000000.0,530000000.0,1104000000.0,13144000000.0,1311000000.0,1763000000.0,827000000.0,,606000000.0,970000000.0,274000000.0,,-10616000000.0,1438000000.0,27882000000.0,-9323000000.0,7787000000.0,5991000000.0,-9323000000.0,-8012000000.0,35894000000.0,27882000000.0,6951000000.0,29903000000.0
HCA Healthcare Inc,HCA,,860730,2014.0,FY,,2014-12-31,2016-02-26 16:56:58+00:00,2035000000.0,5694000000.0,3107000000.0,18625000000.0,-323000000.0,,566000000.0,4000000.0,366000000.0,6416000000.0,32980000000.0,29088000000.0,659000000.0,1279000000.0,14355000000.0,1396000000.0,1832000000.0,1025000000.0,,620000000.0,1078000000.0,,,-7575000000.0,338000000.0,30980000000.0,-7894000000.0,8930000000.0,5480000000.0,-7894000000.0,-6498000000.0,37478000000.0,30980000000.0,7695000000.0,31998000000.0
HCA Healthcare Inc,HCA,,860730,2014.0,Q3,,2014-09-30,2014-11-04 16:33:08+00:00,1787000000.0,5524000000.0,2801000000.0,18423000000.0,-206000000.0,,515000000.0,876000000.0,320000000.0,5899000000.0,32301000000.0,27426000000.0,608000000.0,1258000000.0,13878000000.0,1366000000.0,1740000000.0,910000000.0,,692000000.0,1045000000.0,221000000.0,,-8054000000.0,1044000000.0,29825000000.0,-7384000000.0,8527000000.0,5632000000.0,-7384000000.0,-6018000000.0,35843000000.0,29825000000.0,7420000000.0,30211000000.0
HCA Healthcare Inc,HCA,,860730,2014.0,Q2,,2014-06-30,2014-08-05 16:46:07+00:00,1717000000.0,5472000000.0,3132000000.0,18120000000.0,-199000000.0,,658000000.0,781000000.0,500000000.0,5909000000.0,31841000000.0,27942000000.0,576000000.0,1211000000.0,13721000000.0,1402000000.0,1554000000.0,931000000.0,,614000000.0,1019000000.0,230000000.0,,-8572000000.0,1046000000.0,29822000000.0,-7990000000.0,8772000000.0,5895000000.0,-7990000000.0,-6588000000.0,36410000000.0,29822000000.0,7329000000.0,30515000000.0
HCA Healthcare Inc,HCA,,860730,2014.0,Q1,,2014-03-31,2014-05-06 17:24:04+00:00,1735000000.0,5489000000.0,3115000000.0,17757000000.0,-232000000.0,,850000000.0,1459000000.0,492000000.0,5910000000.0,31369000000.0,27883000000.0,595000000.0,1187000000.0,13612000000.0,1361000000.0,1524000000.0,859000000.0,,544000000.0,978000000.0,271000000.0,,-9055000000.0,1041000000.0,29809000000.0,-7828000000.0,8877000000.0,5891000000.0,-7828000000.0,-6467000000.0,36276000000.0,29809000000.0,7320000000.0,30385000000.0
HCA Healthcare Inc,HCA,,860730,2015.0,FY,,2015-12-31,2017-02-22 17:15:27+00:00,2170000000.0,5889000000.0,3113000000.0,19600000000.0,-265000000.0,,741000000.0,4000000.0,,6731000000.0,34614000000.0,30255000000.0,610000000.0,1439000000.0,15014000000.0,1553000000.0,1904000000.0,1163000000.0,,1157000000.0,1115000000.0,,,-7338000000.0,233000000.0,32744000000.0,-7599000000.0,9232000000.0,5516000000.0,-7599000000.0,-6046000000.0,38790000000.0,32744000000.0,8498000000.0,33274000000.0
HCA Healthcare Inc,HCA,,860730,2015.0,Q3,,2015-09-30,2015-10-29 16:55:32+00:00,1877000000.0,5827000000.0,3059000000.0,19503000000.0,-309000000.0,,588000000.0,4000000.0,412000000.0,6540000000.0,34207000000.0,28375000000.0,595000000.0,1379000000.0,14704000000.0,1482000000.0,1903000000.0,1015000000.0,,836000000.0,1117000000.0,,,-6989000000.0,1377000000.0,31896000000.0,-7294000000.0,9221000000.0,6313000000.0,-7294000000.0,-5812000000.0,37708000000.0,31896000000.0,7971000000.0,31395000000.0
HCA Healthcare Inc,HCA,,860730,2015.0,Q2,,2015-06-30,2015-08-05 16:26:12+00:00,1884000000.0,5804000000.0,3052000000.0,19243000000.0,-290000000.0,,673000000.0,4000000.0,376000000.0,6484000000.0,33803000000.0,28363000000.0,586000000.0,1348000000.0,14560000000.0,1451000000.0,1860000000.0,1092000000.0,,787000000.0,1132000000.0,,,-7120000000.0,1374000000.0,31710000000.0,-7406000000.0,9293000000.0,6310000000.0,-7406000000.0,-5955000000.0,37665000000.0,31710000000.0,7857000000.0,31355000000.0
HCA Healthcare Inc,HCA,,860730,2015.0,Q1,,2015-03-31,2015-05-05 16:57:07+00:00,1973000000.0,5928000000.0,3162000000.0,18901000000.0,-344000000.0,,586000000.0,4000000.0,304000000.0,6415000000.0,33293000000.0,27406000000.0,616000000.0,1287000000.0,14392000000.0,1398000000.0,1837000000.0,1025000000.0,,735000000.0,1095000000.0,,,-7280000000.0,2037000000.0,31288000000.0,-7620000000.0,9130000000.0,7172000000.0,-7620000000.0,-6222000000.0,37510000000.0,31288000000.0,7766000000.0,30338000000.0
HCA Healthcare Inc,HCA,,860730,2016.0,FY,,2016-12-31,2018-02-23 16:41:25+00:00,2318000000.0,5826000000.0,3300000000.0,20703000000.0,-338000000.0,,646000000.0,4000000.0,,6704000000.0,37055000000.0,31160000000.0,542000000.0,1503000000.0,16352000000.0,1669000000.0,1249000000.0,1111000000.0,,1074000000.0,1148000000.0,,,-6968000000.0,216000000.0,33758000000.0,-7302000000.0,9086000000.0,5834000000.0,-7302000000.0,-5633000000.0,39391000000.0,33758000000.0,8320000000.0,33557000000.0
HCA Healthcare Inc,HCA,,860730,2016.0,Q3,,2016-09-30,2016-11-03 16:21:21+00:00,1950000000.0,5503000000.0,2989000000.0,20574000000.0,-341000000.0,,677000000.0,4000000.0,,6691000000.0,36449000000.0,31225000000.0,570000000.0,1503000000.0,15875000000.0,1600000000.0,1746000000.0,1160000000.0,,1148000000.0,1164000000.0,,,-7426000000.0,216000000.0,33127000000.0,-7763000000.0,8843000000.0,5155000000.0,-7763000000.0,-6163000000.0,39290000000.0,33127000000.0,8409000000.0,34135000000.0
HCA Healthcare Inc,HCA,,860730,2016.0,Q2,,2016-06-30,2016-08-04 16:32:13+00:00,1934000000.0,5669000000.0,3238000000.0,20249000000.0,-344000000.0,,691000000.0,4000000.0,,6694000000.0,35873000000.0,31228000000.0,542000000.0,1481000000.0,15624000000.0,1609000000.0,1953000000.0,1254000000.0,,1250000000.0,1126000000.0,,,-7767000000.0,224000000.0,33205000000.0,-8107000000.0,9095000000.0,5396000000.0,-8107000000.0,-6498000000.0,39703000000.0,33205000000.0,8486000000.0,34307000000.0
HCA Healthcare Inc,HCA,,860730,2016.0,Q1,,2016-03-31,2016-05-06 17:16:50+00:00,1944000000.0,5880000000.0,3228000000.0,19921000000.0,-294000000.0,,852000000.0,4000000.0,,6713000000.0,34978000000.0,30328000000.0,599000000.0,1415000000.0,15057000000.0,1557000000.0,1933000000.0,1054000000.0,,1206000000.0,1116000000.0,,,-7266000000.0,226000000.0,32776000000.0,-7556000000.0,9201000000.0,5398000000.0,-7556000000.0,-5999000000.0,38775000000.0,32776000000.0,8518000000.0,33377000000.0
HCA Healthcare Inc,HCA,,860730,2017.0,FY,,2017-12-31,2019-02-21 16:37:08+00:00,2606000000.0,6501000000.0,3352000000.0,22189000000.0,-278000000.0,,732000000.0,4000000.0,,7394000000.0,40084000000.0,32858000000.0,617000000.0,1573000000.0,17895000000.0,1811000000.0,1374000000.0,1171000000.0,,710000000.0,1198000000.0,,,-6532000000.0,200000000.0,36593000000.0,-6806000000.0,9977000000.0,6158000000.0,-6806000000.0,-4995000000.0,41588000000.0,36593000000.0,8721000000.0,35430000000.0
HCA Healthcare Inc,HCA,,860730,2017.0,Q3,,2017-09-30,2017-11-07 16:21:06+00:00,2314000000.0,5980000000.0,3095000000.0,21933000000.0,-268000000.0,,718000000.0,4000000.0,,7357000000.0,39262000000.0,32751000000.0,569000000.0,1546000000.0,17329000000.0,1714000000.0,1256000000.0,1204000000.0,,1028000000.0,1179000000.0,,,-6516000000.0,202000000.0,35731000000.0,-6780000000.0,9448000000.0,5611000000.0,-6780000000.0,-5066000000.0,40797000000.0,35731000000.0,8954000000.0,35186000000.0
HCA Healthcare Inc,HCA,,860730,2017.0,Q2,,2017-06-30,2017-08-04 16:35:16+00:00,2245000000.0,5782000000.0,3313000000.0,21538000000.0,-293000000.0,,705000000.0,4000000.0,,6771000000.0,38306000000.0,31448000000.0,549000000.0,1544000000.0,16768000000.0,1713000000.0,1282000000.0,1306000000.0,,1141000000.0,1144000000.0,,,-6503000000.0,213000000.0,34566000000.0,-6792000000.0,9337000000.0,5771000000.0,-6792000000.0,-5079000000.0,39645000000.0,34566000000.0,8461000000.0,33874000000.0
HCA Healthcare Inc,HCA,,860730,2017.0,Q1,,2017-03-31,2017-05-09 17:04:13+00:00,2233000000.0,5664000000.0,3018000000.0,21126000000.0,-320000000.0,,753000000.0,4000000.0,,6754000000.0,37588000000.0,31302000000.0,543000000.0,1501000000.0,16462000000.0,1660000000.0,1253000000.0,1119000000.0,,999000000.0,1134000000.0,,,-6701000000.0,212000000.0,33795000000.0,-7017000000.0,9037000000.0,5463000000.0,-7017000000.0,-5357000000.0,39152000000.0,33795000000.0,8296000000.0,33689000000.0
HCA Healthcare Inc,HCA,,860730,2018.0,FY,,2018-12-31,2020-02-20 16:20:31+00:00,2577000000.0,6789000000.0,4204000000.0,23208000000.0,-381000000.0,,502000000.0,3000000.0,,7953000000.0,85930000000.0,32033000000.0,594000000.0,1732000000.0,19757000000.0,2032000000.0,1248000000.0,1190000000.0,,690000000.0,1275000000.0,,,-4572000000.0,788000000.0,39207000000.0,-4950000000.0,10213000000.0,7569000000.0,-4950000000.0,-2918000000.0,42125000000.0,39207000000.0,9237000000.0,34556000000.0
HCA Healthcare Inc,HCA,,860730,2018.0,Q3,,2018-09-30,2018-11-06 16:48:22+00:00,2414000000.0,6532000000.0,3626000000.0,22937000000.0,-266000000.0,,578000000.0,3000000.0,,7759000000.0,41978000000.0,32916000000.0,605000000.0,1634000000.0,19041000000.0,1875000000.0,1388000000.0,1266000000.0,,629000000.0,1239000000.0,,,-5342000000.0,191000000.0,38044000000.0,-5605000000.0,10010000000.0,6231000000.0,-5605000000.0,-3730000000.0,41774000000.0,38044000000.0,8993000000.0,35543000000.0
HCA Healthcare Inc,HCA,,860730,2018.0,Q2,,2018-06-30,2018-08-03 16:44:10+00:00,2457000000.0,6592000000.0,3476000000.0,22598000000.0,-261000000.0,,868000000.0,3000000.0,,7459000000.0,41142000000.0,31500000000.0,648000000.0,1636000000.0,18544000000.0,1864000000.0,1459000000.0,1298000000.0,,697000000.0,1283000000.0,,,-5731000000.0,1692000000.0,37742000000.0,-5989000000.0,10394000000.0,7625000000.0,-5989000000.0,-4125000000.0,41867000000.0,37742000000.0,8804000000.0,34242000000.0
HCA Healthcare Inc,HCA,,860730,2018.0,Q1,,2018-03-31,2018-05-08 16:37:19+00:00,2538000000.0,6332000000.0,3243000000.0,22184000000.0,-197000000.0,,1086000000.0,4000000.0,,7471000000.0,40308000000.0,31594000000.0,648000000.0,1677000000.0,18124000000.0,1810000000.0,1417000000.0,1296000000.0,,665000000.0,1244000000.0,,,-6051000000.0,1697000000.0,37299000000.0,-6244000000.0,10391000000.0,7478000000.0,-6244000000.0,-4434000000.0,41733000000.0,37299000000.0,8784000000.0,34255000000.0
HCA Healthcare Inc,HCA,,860730,2019.0,FY,,2019-12-31,2020-05-06 17:04:18+00:00,2905000000.0,7380000000.0,4707000000.0,24520000000.0,-460000000.0,1499000000.0,621000000.0,3000000.0,,8269000000.0,47235000000.0,33577000000.0,564000000.0,1849000000.0,22715000000.0,2243000000.0,1420000000.0,1346000000.0,,2314000000.0,1370000000.0,,,-2351000000.0,145000000.0,45058000000.0,-2808000000.0,11196000000.0,7757000000.0,-2808000000.0,-565000000.0,45623000000.0,45058000000.0,11147000000.0,37866000000.0
HCA Healthcare Inc,HCA,,860730,2019.0,Q3,,2019-09-30,2019-11-01 16:33:04+00:00,2610000000.0,7131000000.0,4366000000.0,24293000000.0,-461000000.0,,559000000.0,3000000.0,,8160000000.0,46295000000.0,34097000000.0,600000000.0,1769000000.0,22002000000.0,2118000000.0,1349000000.0,1310000000.0,,2381000000.0,2789000000.0,,,-3107000000.0,148000000.0,43912000000.0,-3565000000.0,10769000000.0,7124000000.0,-3565000000.0,-1447000000.0,45359000000.0,43912000000.0,11141000000.0,38235000000.0
HCA Healthcare Inc,HCA,,860730,2019.0,Q2,,2019-06-30,2019-08-02 16:46:57+00:00,2609000000.0,7219000000.0,4279000000.0,23902000000.0,-431000000.0,,2430000000.0,3000000.0,,8140000000.0,45369000000.0,34120000000.0,589000000.0,1826000000.0,21467000000.0,2132000000.0,1324000000.0,1394000000.0,,2384000000.0,2814000000.0,,,-3474000000.0,2073000000.0,45449000000.0,-3902000000.0,12869000000.0,8961000000.0,-3902000000.0,-1770000000.0,47219000000.0,45449000000.0,11113000000.0,38258000000.0
HCA Healthcare Inc,HCA,,860730,2019.0,Q1,,2019-03-31,2019-05-02 17:54:49+00:00,2693000000.0,7420000000.0,4042000000.0,23455000000.0,-374000000.0,,531000000.0,3000000.0,,8159000000.0,44583000000.0,31019000000.0,584000000.0,1778000000.0,21128000000.0,2099000000.0,1277000000.0,1379000000.0,,2400000000.0,2807000000.0,,,-3983000000.0,3796000000.0,43379000000.0,-4354000000.0,11108000000.0,10531000000.0,-4354000000.0,-2255000000.0,45634000000.0,43379000000.0,11143000000.0,35103000000.0
HCA Healthcare Inc,HCA,,860730,2020.0,Q1,,2020-03-31,2020-05-06 17:04:18+00:00,2750000000.0,6890000000.0,4107000000.0,24876000000.0,-571000000.0,1497000000.0,731000000.0,3000000.0,,8587000000.0,47861000000.0,34699000000.0,563000000.0,1953000000.0,22985000000.0,2259000000.0,1477000000.0,1442000000.0,,2270000000.0,1432000000.0,,,-2394000000.0,162000000.0,45421000000.0,-2962000000.0,11016000000.0,7019000000.0,-2962000000.0,-703000000.0,46124000000.0,45421000000.0,11420000000.0,39105000000.0
