company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,othercostofrevenue,otherincome,otheroperatingexpenses,otherspecialcharges,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
HCA Healthcare Inc,HCA,,860730,2011.0,Q3YTD,2011-01-01,2011-09-30,,1.1,1.1,,1078000000.0,1.06,,307000000.0,800000000.0,800000000.0,530000000.0,270000000.0,3833000000.0,24077000000.0,2164000000.0,-181000000.0,-90000000.0,3000000.0,13965000000.0,5997000000.0,18080000000.0,2053000000.0,217000000.0,14956000000.0,3124000000.0,-2017000000.0,1107000000.0,24077000000.0,508300000.0,508417000.0,527515000.0
HCA Healthcare Inc,HCA,,860730,2011.0,Q3TTM,2010-10-01,2011-09-30,,1.76,1.76,9.43,1437000000.0,1.71,4000000.0,477000000.0,1194000000.0,1194000000.0,813000000.0,381000000.0,5109000000.0,29165000000.0,91000000.0,-181000000.0,-90000000.0,-3000000.0,18475000000.0,5200000000.0,23965000000.0,2579000000.0,289000000.0,19823000000.0,4142000000.0,-2471000000.0,1671000000.0,29165000000.0,508300000.0,508417000.0,527515000.0
HCA Healthcare Inc,HCA,,860730,2011.0,Q3,2011-07-01,2011-09-30,2012-11-06 17:05:09+00:00,0.12,0.12,0.0,362000000.0,0.11,,-23000000.0,146000000.0,146000000.0,61000000.0,85000000.0,1263000000.0,7998000000.0,740000000.0,0.0,-51000000.0,2000000.0,4702000000.0,2003000000.0,5995000000.0,925000000.0,68000000.0,5015000000.0,980000000.0,-857000000.0,123000000.0,7998000000.0,508300000.0,508417000.0,527515000.0
HCA Healthcare Inc,HCA,,860730,2011.0,Q2YTD,2011-01-01,2011-06-30,,0.98,0.98,,716000000.0,0.95,,330000000.0,654000000.0,654000000.0,469000000.0,185000000.0,2570000000.0,16079000000.0,1424000000.0,-181000000.0,-39000000.0,1000000.0,9263000000.0,3994000000.0,12085000000.0,1128000000.0,149000000.0,9941000000.0,2144000000.0,-1160000000.0,984000000.0,16079000000.0,520500000.0,516448000.0,538557000.0
HCA Healthcare Inc,HCA,,860730,2011.0,Q2TTM,2010-07-01,2011-06-30,,2.21,2.21,9.43,1427000000.0,2.15,14000000.0,643000000.0,1373000000.0,1373000000.0,995000000.0,378000000.0,5080000000.0,28814000000.0,72000000.0,-181000000.0,-39000000.0,-3000000.0,18175000000.0,5152000000.0,23662000000.0,2179000000.0,288000000.0,19574000000.0,4088000000.0,-2072000000.0,2016000000.0,28814000000.0,520500000.0,516448000.0,538557000.0
HCA Healthcare Inc,HCA,,860730,2011.0,Q2,2011-04-01,2011-06-30,2012-08-06 07:31:37+00:00,0.44,0.44,0.0,358000000.0,0.43,,147000000.0,320000000.0,320000000.0,229000000.0,91000000.0,1295000000.0,8024000000.0,775000000.0,,-39000000.0,,4646000000.0,2070000000.0,5954000000.0,595000000.0,73000000.0,4965000000.0,989000000.0,-522000000.0,467000000.0,8024000000.0,520500000.0,516448000.0,538557000.0
HCA Healthcare Inc,HCA,,860730,2011.0,Q1TTM,2010-04-01,2011-03-31,,2.46,2.46,9.43,1424000000.0,2.39,105000000.0,632000000.0,1431000000.0,1431000000.0,1059000000.0,372000000.0,5036000000.0,28546000000.0,85000000.0,-181000000.0,,-3000000.0,17831000000.0,5121000000.0,23425000000.0,2114000000.0,290000000.0,19357000000.0,4068000000.0,-2005000000.0,2063000000.0,28546000000.0,444400000.0,444202000.0,461969000.0
HCA Healthcare Inc,HCA,,860730,2011.0,Q1,2011-01-01,2011-03-31,2012-05-08 18:41:04+00:00,0.54,0.54,0.0,358000000.0,0.52,,183000000.0,334000000.0,334000000.0,240000000.0,94000000.0,1275000000.0,8055000000.0,649000000.0,-181000000.0,,1000000.0,4617000000.0,1924000000.0,6131000000.0,533000000.0,76000000.0,4976000000.0,1155000000.0,-638000000.0,517000000.0,8055000000.0,444400000.0,444202000.0,461969000.0
HCA Healthcare Inc,HCA,,860730,2012.0,FY,2012-01-01,2012-12-31,2015-02-26 17:06:22+00:00,3.65,3.65,6.5,1679000000.0,3.49,,888000000.0,2006000000.0,2006000000.0,1605000000.0,401000000.0,5717000000.0,33013000000.0,,,-336000000.0,160000000.0,21137000000.0,5717000000.0,27296000000.0,1798000000.0,36000000.0,22640000000.0,4656000000.0,-1762000000.0,2894000000.0,33013000000.0,439700000.0,440178000.0,459403000.0
HCA Healthcare Inc,HCA,,860730,2012.0,Q4,2012-10-01,2012-12-31,,0.71,0.71,4.5,425000000.0,0.68,,128000000.0,427000000.0,427000000.0,314000000.0,113000000.0,1501000000.0,8434000000.0,,,-80000000.0,166000000.0,5417000000.0,1501000000.0,6933000000.0,462000000.0,10000000.0,5928000000.0,1005000000.0,-452000000.0,555000000.0,8434000000.0,439700000.0,440178000.0,459403000.0
HCA Healthcare Inc,HCA,,860730,2012.0,Q3,2012-07-01,2012-09-30,2013-11-06 17:20:38+00:00,0.82,0.82,0.0,417000000.0,0.78,,222000000.0,455000000.0,455000000.0,360000000.0,95000000.0,1375000000.0,8062000000.0,,,-131000000.0,-7000000.0,5291000000.0,1375000000.0,6687000000.0,446000000.0,6000000.0,5570000000.0,1117000000.0,-440000000.0,677000000.0,8062000000.0,439000000.0,440899000.0,459515000.0
HCA Healthcare Inc,HCA,,860730,2012.0,Q3YTD,2012-01-01,2012-09-30,,2.94,2.94,2.0,1254000000.0,2.81,,760000000.0,1579000000.0,1579000000.0,1291000000.0,288000000.0,4216000000.0,24579000000.0,,,-256000000.0,-6000000.0,15720000000.0,4216000000.0,20363000000.0,1336000000.0,26000000.0,16712000000.0,3651000000.0,-1310000000.0,2339000000.0,24579000000.0,439000000.0,440899000.0,459515000.0
HCA Healthcare Inc,HCA,,860730,2012.0,Q3TTM,2011-10-01,2012-09-30,,7.01,7.01,2.0,1641000000.0,6.72,,1172000000.0,3621000000.0,3621000000.0,3226000000.0,395000000.0,5562000000.0,30184000000.0,-2164000000.0,,-376000000.0,-1673000000.0,20665000000.0,3398000000.0,26786000000.0,1801000000.0,67000000.0,20257000000.0,6529000000.0,-1734000000.0,4793000000.0,30184000000.0,439000000.0,440899000.0,459515000.0
HCA Healthcare Inc,HCA,,860730,2012.0,Q2,2012-04-01,2012-06-30,2013-08-06 19:59:06+00:00,0.89,0.89,0.0,420000000.0,0.85,,214000000.0,485000000.0,485000000.0,391000000.0,94000000.0,1422000000.0,8112000000.0,,,-70000000.0,2000000.0,5200000000.0,1422000000.0,6690000000.0,448000000.0,9000000.0,5552000000.0,1138000000.0,-439000000.0,699000000.0,8112000000.0,439300000.0,439473000.0,458621000.0
HCA Healthcare Inc,HCA,,860730,2012.0,Q2YTD,2012-01-01,2012-06-30,,2.12,2.12,2.0,837000000.0,2.03,,538000000.0,1124000000.0,1124000000.0,931000000.0,193000000.0,2841000000.0,16517000000.0,,,-125000000.0,1000000.0,10429000000.0,2841000000.0,13676000000.0,890000000.0,20000000.0,11142000000.0,2534000000.0,-870000000.0,1662000000.0,16517000000.0,439300000.0,439473000.0,458621000.0
HCA Healthcare Inc,HCA,,860730,2012.0,Q2TTM,2011-07-01,2012-06-30,,6.31,6.31,2.0,1586000000.0,6.05,,927000000.0,3312000000.0,3312000000.0,2927000000.0,385000000.0,5450000000.0,30120000000.0,-1424000000.0,,-296000000.0,-1664000000.0,20076000000.0,4026000000.0,26094000000.0,2280000000.0,129000000.0,19702000000.0,6392000000.0,-2151000000.0,4239000000.0,30120000000.0,439300000.0,439473000.0,458621000.0
HCA Healthcare Inc,HCA,,860730,2012.0,Q1,2012-01-01,2012-03-31,2013-05-07 17:21:17+00:00,1.23,1.23,2.0,417000000.0,1.18,,324000000.0,639000000.0,639000000.0,540000000.0,99000000.0,1419000000.0,8405000000.0,,,-55000000.0,-1000000.0,5229000000.0,1419000000.0,6986000000.0,442000000.0,11000000.0,5590000000.0,1396000000.0,-431000000.0,963000000.0,8405000000.0,439000000.0,437936000.0,458312000.0
HCA Healthcare Inc,HCA,,860730,2012.0,Q1TTM,2011-04-01,2012-03-31,,5.86,5.86,2.0,1524000000.0,5.63,,860000000.0,3147000000.0,3147000000.0,2765000000.0,382000000.0,5323000000.0,30032000000.0,-649000000.0,,-265000000.0,-1666000000.0,19522000000.0,4674000000.0,25358000000.0,2427000000.0,193000000.0,19115000000.0,6243000000.0,-2234000000.0,4007000000.0,30032000000.0,439000000.0,437936000.0,458312000.0
HCA Healthcare Inc,HCA,,860730,2013.0,FY,2013-01-01,2013-12-31,2016-02-26 16:56:58+00:00,3.5,3.5,,1753000000.0,3.37,,950000000.0,1996000000.0,1996000000.0,1556000000.0,440000000.0,5970000000.0,38040000000.0,3858000000.0,,-216000000.0,10000000.0,21883000000.0,9828000000.0,28212000000.0,1865000000.0,29000000.0,23430000000.0,4782000000.0,-1836000000.0,2946000000.0,38040000000.0,444600000.0,445066000.0,461913000.0
HCA Healthcare Inc,HCA,,860730,2013.0,Q4,2013-10-01,2013-12-31,,0.96,0.96,,461000000.0,0.93,,246000000.0,554000000.0,554000000.0,424000000.0,130000000.0,1564000000.0,9962000000.0,1126000000.0,,-50000000.0,-3000000.0,5608000000.0,2690000000.0,7272000000.0,456000000.0,,6016000000.0,1256000000.0,-456000000.0,800000000.0,9962000000.0,444600000.0,445066000.0,461913000.0
HCA Healthcare Inc,HCA,,860730,2013.0,Q3YTD,2013-01-01,2013-09-30,,2.54,2.54,,1292000000.0,2.44,,704000000.0,1442000000.0,1442000000.0,1132000000.0,310000000.0,4406000000.0,28078000000.0,2732000000.0,,-166000000.0,13000000.0,16275000000.0,7138000000.0,20940000000.0,1409000000.0,29000000.0,17414000000.0,3526000000.0,-1380000000.0,2146000000.0,28078000000.0,445100000.0,447329000.0,463569000.0
HCA Healthcare Inc,HCA,,860730,2013.0,Q3TTM,2012-10-01,2013-09-30,,3.25,3.25,4.5,1717000000.0,3.12,,832000000.0,1869000000.0,1869000000.0,1446000000.0,423000000.0,5907000000.0,36512000000.0,2732000000.0,,-246000000.0,179000000.0,21692000000.0,8639000000.0,27873000000.0,1871000000.0,39000000.0,23342000000.0,4531000000.0,-1832000000.0,2701000000.0,36512000000.0,445100000.0,447329000.0,463569000.0
HCA Healthcare Inc,HCA,,860730,2013.0,Q3,2013-07-01,2013-09-30,2014-11-04 16:33:08+00:00,0.82,0.82,,443000000.0,0.79,,234000000.0,467000000.0,467000000.0,365000000.0,102000000.0,1457000000.0,9411000000.0,955000000.0,,-75000000.0,1000000.0,5480000000.0,2412000000.0,6999000000.0,458000000.0,9000000.0,5849000000.0,1150000000.0,-449000000.0,701000000.0,9411000000.0,445100000.0,447329000.0,463569000.0
HCA Healthcare Inc,HCA,,860730,2013.0,Q2YTD,2013-01-01,2013-06-30,,1.72,1.72,,849000000.0,1.65,,470000000.0,975000000.0,975000000.0,767000000.0,208000000.0,2949000000.0,18667000000.0,1777000000.0,,-91000000.0,12000000.0,10795000000.0,4726000000.0,13941000000.0,951000000.0,20000000.0,11565000000.0,2376000000.0,-931000000.0,1445000000.0,18667000000.0,445300000.0,446612000.0,463184000.0
HCA Healthcare Inc,HCA,,860730,2013.0,Q2TTM,2012-07-01,2013-06-30,,3.25,3.25,4.5,1691000000.0,3.11,,820000000.0,1857000000.0,1857000000.0,1441000000.0,416000000.0,5825000000.0,35163000000.0,1777000000.0,,-302000000.0,171000000.0,21503000000.0,7602000000.0,27561000000.0,1859000000.0,36000000.0,23063000000.0,4498000000.0,-1823000000.0,2677000000.0,35163000000.0,445300000.0,446612000.0,463184000.0
HCA Healthcare Inc,HCA,,860730,2013.0,Q2,2013-04-01,2013-06-30,2014-08-05 16:46:07+00:00,0.95,0.95,,425000000.0,0.91,,269000000.0,537000000.0,537000000.0,423000000.0,114000000.0,1470000000.0,9473000000.0,1023000000.0,,-52000000.0,-4000000.0,5355000000.0,2493000000.0,6980000000.0,462000000.0,12000000.0,5724000000.0,1256000000.0,-450000000.0,806000000.0,9473000000.0,445300000.0,446612000.0,463184000.0
HCA Healthcare Inc,HCA,,860730,2013.0,Q1TTM,2012-04-01,2013-03-31,,3.19,3.19,4.5,1686000000.0,3.05,,765000000.0,1805000000.0,1805000000.0,1409000000.0,396000000.0,5777000000.0,33802000000.0,754000000.0,,-320000000.0,177000000.0,21348000000.0,6531000000.0,27271000000.0,1845000000.0,33000000.0,22891000000.0,4380000000.0,-1812000000.0,2570000000.0,33802000000.0,446800000.0,444401000.0,462368000.0
HCA Healthcare Inc,HCA,,860730,2013.0,Q1,2013-01-01,2013-03-31,2014-05-06 17:24:04+00:00,0.77,0.77,,424000000.0,0.74,,201000000.0,438000000.0,438000000.0,344000000.0,94000000.0,1479000000.0,9194000000.0,754000000.0,,-39000000.0,16000000.0,5440000000.0,2233000000.0,6961000000.0,489000000.0,8000000.0,5841000000.0,1120000000.0,-481000000.0,639000000.0,9194000000.0,446800000.0,444401000.0,462368000.0
HCA Healthcare Inc,HCA,,860730,2014.0,FY,2014-01-01,2014-12-31,2017-02-22 17:15:27+00:00,4.3,4.3,,1820000000.0,4.16,,1108000000.0,2373000000.0,2373000000.0,1875000000.0,498000000.0,6262000000.0,40087000000.0,3169000000.0,,-47000000.0,-29000000.0,23396000000.0,9431000000.0,30656000000.0,2078000000.0,43000000.0,25140000000.0,5516000000.0,-2035000000.0,3481000000.0,40087000000.0,436000000.0,435668000.0,450352000.0
HCA Healthcare Inc,HCA,,860730,2014.0,Q4,2014-10-01,2014-12-31,,1.22,1.22,,459000000.0,1.17,,292000000.0,676000000.0,676000000.0,527000000.0,149000000.0,1659000000.0,12047000000.0,2411000000.0,,50000000.0,-86000000.0,6060000000.0,4070000000.0,7977000000.0,538000000.0,12000000.0,6483000000.0,1494000000.0,-526000000.0,968000000.0,12047000000.0,436000000.0,435668000.0,450352000.0
HCA Healthcare Inc,HCA,,860730,2014.0,Q3,2014-07-01,2014-09-30,2015-10-29 16:55:32+00:00,1.2,1.2,,460000000.0,1.16,,318000000.0,611000000.0,611000000.0,518000000.0,93000000.0,1539000000.0,9978000000.0,758000000.0,,-32000000.0,,5899000000.0,2297000000.0,7681000000.0,427000000.0,2000000.0,6327000000.0,1354000000.0,-425000000.0,929000000.0,9978000000.0,431700000.0,432617000.0,447260000.0
HCA Healthcare Inc,HCA,,860730,2014.0,Q3YTD,2014-01-01,2014-09-30,,3.08,3.08,,1361000000.0,2.99,,816000000.0,1697000000.0,1697000000.0,1348000000.0,349000000.0,4603000000.0,28040000000.0,758000000.0,,-97000000.0,57000000.0,17336000000.0,5361000000.0,22679000000.0,1540000000.0,31000000.0,18657000000.0,4022000000.0,-1509000000.0,2513000000.0,28040000000.0,431700000.0,432617000.0,447260000.0
HCA Healthcare Inc,HCA,,860730,2014.0,Q3TTM,2013-10-01,2014-09-30,,4.04,4.04,,1822000000.0,3.92,,1062000000.0,2251000000.0,2251000000.0,1772000000.0,479000000.0,6167000000.0,38002000000.0,1884000000.0,,-147000000.0,54000000.0,22944000000.0,8051000000.0,29951000000.0,1996000000.0,31000000.0,24673000000.0,5278000000.0,-1965000000.0,3313000000.0,38002000000.0,431700000.0,432617000.0,447260000.0
HCA Healthcare Inc,HCA,,860730,2014.0,Q2,2014-04-01,2014-06-30,2015-08-05 16:26:12+00:00,1.1,1.1,,454000000.0,1.07,,272000000.0,632000000.0,632000000.0,483000000.0,149000000.0,1532000000.0,9230000000.0,,,-35000000.0,,5742000000.0,1532000000.0,7698000000.0,653000000.0,20000000.0,6161000000.0,1537000000.0,-633000000.0,904000000.0,9230000000.0,439100000.0,438833000.0,453009000.0
HCA Healthcare Inc,HCA,,860730,2014.0,Q2YTD,2014-01-01,2014-06-30,,1.88,1.88,,901000000.0,1.83,,498000000.0,1086000000.0,1086000000.0,830000000.0,256000000.0,3064000000.0,18062000000.0,,,-65000000.0,57000000.0,11437000000.0,3064000000.0,14998000000.0,1113000000.0,29000000.0,12330000000.0,2668000000.0,-1084000000.0,1584000000.0,18062000000.0,439100000.0,438833000.0,453009000.0
HCA Healthcare Inc,HCA,,860730,2014.0,Q2TTM,2013-07-01,2014-06-30,,3.66,3.66,,1805000000.0,3.55,,978000000.0,2107000000.0,2107000000.0,1619000000.0,488000000.0,6085000000.0,37435000000.0,2081000000.0,,-190000000.0,55000000.0,22525000000.0,8166000000.0,29269000000.0,2027000000.0,38000000.0,24195000000.0,5074000000.0,-1989000000.0,3085000000.0,37435000000.0,439100000.0,438833000.0,453009000.0
HCA Healthcare Inc,HCA,,860730,2014.0,Q1,2014-01-01,2014-03-31,2015-05-05 16:57:07+00:00,0.78,0.78,,447000000.0,0.76,,226000000.0,454000000.0,454000000.0,347000000.0,107000000.0,1532000000.0,8832000000.0,,,-30000000.0,57000000.0,5695000000.0,1532000000.0,7300000000.0,460000000.0,9000000.0,6169000000.0,1131000000.0,-451000000.0,680000000.0,8832000000.0,444900000.0,442150000.0,457449000.0
HCA Healthcare Inc,HCA,,860730,2014.0,Q1TTM,2013-04-01,2014-03-31,,3.51,3.51,,1776000000.0,3.39,,975000000.0,2012000000.0,2012000000.0,1559000000.0,453000000.0,6023000000.0,37678000000.0,3104000000.0,,-207000000.0,51000000.0,22138000000.0,9127000000.0,28551000000.0,1836000000.0,30000000.0,23758000000.0,4793000000.0,-1806000000.0,2987000000.0,37678000000.0,444900000.0,442150000.0,457449000.0
HCA Healthcare Inc,HCA,,860730,2015.0,FY,2015-01-01,2015-12-31,2018-02-23 16:41:25+00:00,5.14,5.14,,1904000000.0,4.99,,1261000000.0,2696000000.0,2696000000.0,2129000000.0,567000000.0,6638000000.0,43591000000.0,3913000000.0,,,254000000.0,25171000000.0,10551000000.0,33040000000.0,1800000000.0,46000000.0,27329000000.0,5711000000.0,-1754000000.0,3957000000.0,43591000000.0,414200000.0,414193000.0,426721000.0
HCA Healthcare Inc,HCA,,860730,2015.0,Q4,2015-10-01,2015-12-31,,1.43,1.43,,480000000.0,1.4,,314000000.0,738000000.0,738000000.0,582000000.0,156000000.0,1686000000.0,11323000000.0,1074000000.0,,46000000.0,177000000.0,6394000000.0,2760000000.0,8563000000.0,420000000.0,6000000.0,7097000000.0,1466000000.0,-414000000.0,1052000000.0,11323000000.0,414200000.0,414193000.0,426721000.0
HCA Healthcare Inc,HCA,,860730,2015.0,Q3,2015-07-01,2015-09-30,2016-11-03 16:21:21+00:00,1.08,1.08,,482000000.0,1.05,,270000000.0,573000000.0,573000000.0,449000000.0,124000000.0,1644000000.0,11014000000.0,1158000000.0,,-9000000.0,77000000.0,6415000000.0,2802000000.0,8212000000.0,411000000.0,7000000.0,6965000000.0,1247000000.0,-404000000.0,843000000.0,11014000000.0,415700000.0,414939000.0,426441000.0
HCA Healthcare Inc,HCA,,860730,2015.0,Q3YTD,2015-01-01,2015-09-30,,3.71,3.71,,1424000000.0,3.59,,947000000.0,1958000000.0,1958000000.0,1547000000.0,411000000.0,4952000000.0,32268000000.0,2839000000.0,,-46000000.0,77000000.0,18777000000.0,7791000000.0,24477000000.0,1380000000.0,40000000.0,20232000000.0,4245000000.0,-1340000000.0,2905000000.0,32268000000.0,415700000.0,414939000.0,426441000.0
HCA Healthcare Inc,HCA,,860730,2015.0,Q3TTM,2014-10-01,2015-09-30,,4.93,4.93,,1883000000.0,4.76,,1239000000.0,2634000000.0,2634000000.0,2074000000.0,560000000.0,6611000000.0,44315000000.0,5250000000.0,,4000000.0,-9000000.0,24837000000.0,11861000000.0,32454000000.0,1918000000.0,52000000.0,26715000000.0,5739000000.0,-1866000000.0,3873000000.0,44315000000.0,415700000.0,414939000.0,426441000.0
HCA Healthcare Inc,HCA,,860730,2015.0,Q2,2015-04-01,2015-06-30,2016-08-04 16:32:13+00:00,1.22,1.22,,469000000.0,1.18,,319000000.0,665000000.0,665000000.0,507000000.0,158000000.0,1670000000.0,10932000000.0,1035000000.0,,-18000000.0,,6247000000.0,2705000000.0,8227000000.0,550000000.0,5000000.0,6698000000.0,1529000000.0,-545000000.0,984000000.0,10932000000.0,415600000.0,416407000.0,429369000.0
HCA Healthcare Inc,HCA,,860730,2015.0,Q2YTD,2015-01-01,2015-06-30,,2.63,2.63,,942000000.0,2.54,,677000000.0,1385000000.0,1385000000.0,1098000000.0,287000000.0,3308000000.0,21254000000.0,1681000000.0,,-37000000.0,,12362000000.0,4989000000.0,16265000000.0,969000000.0,33000000.0,13267000000.0,2998000000.0,-936000000.0,2062000000.0,21254000000.0,415600000.0,416407000.0,429369000.0
HCA Healthcare Inc,HCA,,860730,2015.0,Q2TTM,2014-07-01,2015-06-30,,5.05,5.05,,1861000000.0,4.87,,1287000000.0,2672000000.0,2672000000.0,2143000000.0,529000000.0,6506000000.0,43279000000.0,4850000000.0,,-19000000.0,-86000000.0,24321000000.0,11356000000.0,31923000000.0,1934000000.0,47000000.0,26077000000.0,5846000000.0,-1887000000.0,3959000000.0,43279000000.0,415600000.0,416407000.0,429369000.0
HCA Healthcare Inc,HCA,,860730,2015.0,Q1,2015-01-01,2015-03-31,2016-05-06 17:16:50+00:00,1.41,1.41,,473000000.0,1.36,,358000000.0,720000000.0,720000000.0,591000000.0,129000000.0,1638000000.0,10322000000.0,646000000.0,,-19000000.0,,6115000000.0,2284000000.0,8038000000.0,419000000.0,28000000.0,6569000000.0,1469000000.0,-391000000.0,1078000000.0,10322000000.0,419100000.0,420148000.0,435309000.0
HCA Healthcare Inc,HCA,,860730,2015.0,Q1TTM,2014-04-01,2015-03-31,,4.93,4.93,,1846000000.0,4.76,,1240000000.0,2639000000.0,2639000000.0,2119000000.0,520000000.0,6368000000.0,41577000000.0,3815000000.0,,-36000000.0,-86000000.0,23816000000.0,10183000000.0,31394000000.0,2037000000.0,62000000.0,25540000000.0,5854000000.0,-1975000000.0,3879000000.0,41577000000.0,419100000.0,420148000.0,435309000.0
HCA Healthcare Inc,HCA,,860730,2016.0,FY,2016-01-01,2016-12-31,2019-02-21 16:37:08+00:00,7.53,7.53,,1966000000.0,7.3,,1378000000.0,3432000000.0,3432000000.0,2890000000.0,542000000.0,6933000000.0,41490000000.0,,,,-269000000.0,26393000000.0,6933000000.0,34557000000.0,1711000000.0,54000000.0,28090000000.0,6467000000.0,-1657000000.0,4810000000.0,41490000000.0,383800000.0,383591000.0,395851000.0
