company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,cashinterestpaid,depreciationexpense,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
aTyr Pharma Inc,LIFE,,1339970,2016.0,Q4,2016-10-01,2016-12-31,,35000.0,225000.0,221000.0,-609000.0,68000.0,9736000.0,,7149000.0,8602000.0,-11695000.0,7149000.0,8602000.0,-11695000.0,4056000.0,-12566000.0,-12566000.0,1224000.0,-1845000.0,-46000.0,-2655000.0,,10493000.0,
aTyr Pharma Inc,LIFE,,1339970,2016.0,Q3YTD,2016-01-01,2016-09-30,2017-11-14 16:17:24+00:00,496000.0,,679000.0,-1059000.0,95000.0,,,-2452000.0,24925000.0,-41166000.0,-2452000.0,24925000.0,-41166000.0,-18693000.0,-45289000.0,-45289000.0,4007000.0,-26244000.0,-554000.0,-2547000.0,,51723000.0,
aTyr Pharma Inc,LIFE,,1339970,2016.0,Q3TTM,2015-10-01,2016-09-30,,568000.0,925000.0,905000.0,2617000.0,-178000.0,,,-3549000.0,28829000.0,-51001000.0,-3549000.0,28829000.0,-51001000.0,-25721000.0,-61782000.0,-61782000.0,6691000.0,-36281000.0,-673000.0,-3371000.0,,65783000.0,
aTyr Pharma Inc,LIFE,,1339970,2016.0,Q3,2016-07-01,2016-09-30,,99000.0,,222000.0,-2446000.0,1000.0,,,-860000.0,6688000.0,-14687000.0,-860000.0,6688000.0,-14687000.0,-8859000.0,-13819000.0,-13819000.0,1257000.0,-4320000.0,-64000.0,-861000.0,,11072000.0,
aTyr Pharma Inc,LIFE,,1339970,2016.0,Q2YTD,2016-01-01,2016-06-30,2017-08-14 17:10:45+00:00,397000.0,,457000.0,1387000.0,94000.0,,,-1592000.0,18237000.0,-26479000.0,-1592000.0,18237000.0,-26479000.0,-9834000.0,-31470000.0,-31470000.0,2750000.0,-21924000.0,-490000.0,-1686000.0,,40651000.0,
aTyr Pharma Inc,LIFE,,1339970,2016.0,Q2TTM,2015-07-01,2016-06-30,,826000.0,925000.0,907000.0,5294000.0,-179000.0,,31000.0,-3473000.0,29379000.0,-45781000.0,-3473000.0,29379000.0,-45781000.0,-19875000.0,-59292000.0,-59292000.0,6484000.0,-46442000.0,-991000.0,-3325000.0,,76812000.0,
aTyr Pharma Inc,LIFE,,1339970,2016.0,Q2,2016-04-01,2016-06-30,,79000.0,,224000.0,-378000.0,83000.0,,,-765000.0,3845000.0,-13988000.0,-765000.0,3845000.0,-13988000.0,-10908000.0,-15383000.0,-15383000.0,1470000.0,-11930000.0,-176000.0,-848000.0,,15951000.0,
aTyr Pharma Inc,LIFE,,1339970,2016.0,Q1,2016-01-01,2016-03-31,2017-05-11 16:16:35+00:00,318000.0,,233000.0,1765000.0,11000.0,,,-827000.0,14392000.0,-12491000.0,-827000.0,14392000.0,-12491000.0,1074000.0,-16087000.0,-16087000.0,1280000.0,-9994000.0,-314000.0,-838000.0,,24700000.0,
aTyr Pharma Inc,LIFE,,1339970,2016.0,Q1TTM,2015-04-01,2016-03-31,,975000.0,925000.0,893000.0,4241000.0,77448000.0,,29349000.0,102018000.0,-59429000.0,-43002000.0,102018000.0,-59429000.0,-43002000.0,-413000.0,-54989000.0,-54989000.0,5878000.0,-119439000.0,-855000.0,-5280000.0,501000.0,60865000.0,
aTyr Pharma Inc,LIFE,,1339970,2017.0,FY,2017-01-01,2017-12-31,2020-03-26 16:16:54+00:00,14000.0,1000000.0,713000.0,-2258000.0,42838000.0,9866000.0,,52704000.0,-27637000.0,-42364000.0,52704000.0,-27637000.0,-42364000.0,-17297000.0,-48207000.0,-48207000.0,7374000.0,-77672000.0,-1312000.0,0.0,,51347000.0,0.0
aTyr Pharma Inc,LIFE,,1339970,2017.0,Q4,2017-10-01,2017-12-31,,-99000.0,1000000.0,161000.0,-2205000.0,226000.0,4936000.0,,5162000.0,-3530000.0,-10306000.0,5162000.0,-3530000.0,-10306000.0,-8674000.0,-11474000.0,-11474000.0,3311000.0,-12370000.0,-160000.0,,,9000000.0,
aTyr Pharma Inc,LIFE,,1339970,2017.0,Q3YTD,2017-01-01,2017-09-30,2018-11-14 16:07:17+00:00,113000.0,,552000.0,-53000.0,42612000.0,4930000.0,,47542000.0,-24107000.0,-32058000.0,47542000.0,-24107000.0,-32058000.0,-8623000.0,-36733000.0,-36733000.0,4063000.0,-65302000.0,-1152000.0,,,42347000.0,
aTyr Pharma Inc,LIFE,,1339970,2017.0,Q3TTM,2016-10-01,2017-09-30,,148000.0,225000.0,773000.0,-662000.0,42680000.0,14666000.0,,54691000.0,-15505000.0,-43753000.0,54691000.0,-15505000.0,-43753000.0,-4567000.0,-49299000.0,-49299000.0,5287000.0,-67147000.0,-1198000.0,-2655000.0,,52840000.0,
aTyr Pharma Inc,LIFE,,1339970,2017.0,Q3,2017-07-01,2017-09-30,,,,152000.0,787000.0,42501000.0,,,42501000.0,-39757000.0,-8894000.0,42501000.0,-39757000.0,-8894000.0,-6150000.0,-11190000.0,-11190000.0,1357000.0,-53813000.0,-441000.0,,,14497000.0,
aTyr Pharma Inc,LIFE,,1339970,2017.0,Q2YTD,2017-01-01,2017-06-30,2018-08-14 16:17:11+00:00,113000.0,,400000.0,-840000.0,111000.0,4930000.0,,5041000.0,15650000.0,-23164000.0,5041000.0,15650000.0,-23164000.0,-2473000.0,-25543000.0,-25543000.0,2706000.0,-11489000.0,-711000.0,,,27850000.0,
aTyr Pharma Inc,LIFE,,1339970,2017.0,Q2TTM,2016-07-01,2017-06-30,,247000.0,225000.0,843000.0,-3895000.0,180000.0,14666000.0,,11330000.0,30940000.0,-49546000.0,11330000.0,30940000.0,-49546000.0,-7276000.0,-51928000.0,-51928000.0,5187000.0,-17654000.0,-821000.0,-3516000.0,,49415000.0,
aTyr Pharma Inc,LIFE,,1339970,2017.0,Q2,2017-04-01,2017-06-30,,39000.0,,174000.0,1257000.0,110000.0,4930000.0,,5040000.0,11251000.0,-9276000.0,5040000.0,11251000.0,-9276000.0,7015000.0,-12138000.0,-12138000.0,1392000.0,,-449000.0,,,11700000.0,
aTyr Pharma Inc,LIFE,,1339970,2017.0,Q1,2017-01-01,2017-03-31,2018-05-15 16:06:41+00:00,74000.0,,226000.0,-2097000.0,1000.0,,,1000.0,4399000.0,-13888000.0,1000.0,4399000.0,-13888000.0,-9488000.0,-13405000.0,-13405000.0,1314000.0,-11489000.0,-262000.0,,,16150000.0,
aTyr Pharma Inc,LIFE,,1339970,2017.0,Q1TTM,2016-04-01,2017-03-31,,287000.0,225000.0,893000.0,-5530000.0,153000.0,9736000.0,,5525000.0,23534000.0,-54258000.0,5525000.0,23534000.0,-54258000.0,-25199000.0,-55173000.0,-55173000.0,5265000.0,-29584000.0,-548000.0,-4364000.0,,53666000.0,
aTyr Pharma Inc,LIFE,,1339970,2018.0,FY,2018-01-01,2018-12-31,2020-03-26 16:16:54+00:00,-261000.0,1700000.0,746000.0,-1448000.0,429000.0,0.0,,-4238000.0,37172000.0,-31063000.0,-4238000.0,37172000.0,-31063000.0,1871000.0,-34515000.0,-34515000.0,4415000.0,-40299000.0,-594000.0,-4667000.0,,78065000.0,0.0
aTyr Pharma Inc,LIFE,,1339970,2018.0,Q3YTD,2018-01-01,2018-09-30,2019-11-14 16:16:55+00:00,213000.0,,567000.0,-2321000.0,42000.0,,,-2625000.0,39305000.0,-26162000.0,-2625000.0,39305000.0,-26224000.0,10456000.0,-28193000.0,-28193000.0,3572000.0,-23375000.0,-585000.0,-2667000.0,,63265000.0,
aTyr Pharma Inc,LIFE,,1339970,2018.0,Q3TTM,2017-10-01,2018-09-30,,114000.0,1000000.0,728000.0,-4526000.0,268000.0,4936000.0,,2537000.0,35775000.0,-36468000.0,2537000.0,35775000.0,-36530000.0,1782000.0,-39667000.0,-39667000.0,6883000.0,-35745000.0,-745000.0,-2667000.0,,72265000.0,
aTyr Pharma Inc,LIFE,,1339970,2018.0,Q2YTD,2018-01-01,2018-06-30,2019-08-14 16:54:59+00:00,-119000.0,,376000.0,-1582000.0,36000.0,,,-631000.0,18576000.0,-19764000.0,-631000.0,18576000.0,-19764000.0,-1819000.0,-21079000.0,-21079000.0,2640000.0,-23375000.0,-549000.0,-667000.0,,42500000.0,
aTyr Pharma Inc,LIFE,,1339970,2018.0,Q2TTM,2017-07-01,2018-06-30,,-218000.0,1000000.0,689000.0,-3000000.0,42763000.0,4936000.0,,47032000.0,-24711000.0,-38964000.0,47032000.0,-24711000.0,-38964000.0,-16643000.0,-43743000.0,-43743000.0,7308000.0,-89558000.0,-1150000.0,-667000.0,,65997000.0,
aTyr Pharma Inc,LIFE,,1339970,2018.0,Q2,2018-04-01,2018-06-30,,-55000.0,,192000.0,-543000.0,28000.0,,,-639000.0,7162000.0,-9187000.0,-639000.0,7162000.0,-9187000.0,-2664000.0,-10412000.0,-10412000.0,1631000.0,-15387000.0,-51000.0,-667000.0,,22600000.0,
aTyr Pharma Inc,LIFE,,1339970,2018.0,Q1,2018-01-01,2018-03-31,2019-05-14 16:06:27+00:00,-64000.0,,184000.0,-1039000.0,8000.0,,,8000.0,11414000.0,-10577000.0,8000.0,11414000.0,-10577000.0,845000.0,-10667000.0,-10667000.0,1009000.0,-7988000.0,-498000.0,,,19900000.0,
aTyr Pharma Inc,LIFE,,1339970,2018.0,Q1TTM,2017-04-01,2018-03-31,,-124000.0,1000000.0,671000.0,-1200000.0,42845000.0,9866000.0,,52711000.0,-20622000.0,-39053000.0,52711000.0,-20622000.0,-39053000.0,-6964000.0,-45469000.0,-45469000.0,7069000.0,-74171000.0,-1548000.0,,,55097000.0,
aTyr Pharma Inc,LIFE,,1339970,2019.0,FY,2019-01-01,2019-12-31,2020-03-26 16:16:54+00:00,1015000.0,1122000.0,635000.0,-462000.0,9336000.0,0.0,,1336000.0,4925000.0,-20057000.0,1336000.0,4925000.0,-20013000.0,-13752000.0,-23763000.0,-23763000.0,2518000.0,-40647000.0,-79000.0,-8000000.0,,45600000.0,51000.0
aTyr Pharma Inc,LIFE,,1339970,2019.0,Q3TTM,2018-10-01,2019-09-30,,-183000.0,1700000.0,657000.0,751000.0,9718000.0,,,1718000.0,4012000.0,-19998000.0,1718000.0,4012000.0,-19936000.0,-14206000.0,-23952000.0,-23952000.0,2729000.0,-51592000.0,-47000.0,-8000000.0,,55600000.0,51000.0
aTyr Pharma Inc,LIFE,,1339970,2019.0,Q3,2019-07-01,2019-09-30,,142000.0,,154000.0,674000.0,1878000.0,,,-122000.0,7209000.0,-4253000.0,-122000.0,7209000.0,-4253000.0,2834000.0,-5645000.0,-5645000.0,422000.0,-4588000.0,-28000.0,-2000000.0,,11800000.0,25000.0
aTyr Pharma Inc,LIFE,,1339970,2019.0,Q3YTD,2019-01-01,2019-09-30,2019-11-14 16:16:55+00:00,291000.0,,478000.0,-122000.0,9331000.0,,,3331000.0,6145000.0,-15097000.0,3331000.0,6145000.0,-15097000.0,-5621000.0,-17630000.0,-17630000.0,1886000.0,-34668000.0,-38000.0,-6000000.0,,40800000.0,51000.0
aTyr Pharma Inc,LIFE,,1339970,2019.0,Q2TTM,2018-07-01,2019-06-30,,7000.0,1700000.0,694000.0,-662000.0,7846000.0,,,-154000.0,17532000.0,-22143000.0,-154000.0,17532000.0,-22143000.0,-4765000.0,-25421000.0,-25421000.0,3239000.0,-47004000.0,-55000.0,-8000000.0,,64565000.0,26000.0
aTyr Pharma Inc,LIFE,,1339970,2019.0,Q2,2019-04-01,2019-06-30,,86000.0,,157000.0,-538000.0,6072000.0,,,4072000.0,2291000.0,-4821000.0,4072000.0,2291000.0,-4821000.0,1542000.0,-5848000.0,-5848000.0,1322000.0,-16085000.0,,-2000000.0,,18350000.0,26000.0
aTyr Pharma Inc,LIFE,,1339970,2019.0,Q2YTD,2019-01-01,2019-06-30,2019-08-14 16:54:59+00:00,149000.0,,324000.0,-796000.0,7453000.0,,,3453000.0,-1064000.0,-10844000.0,3453000.0,-1064000.0,-10844000.0,-8455000.0,-11985000.0,-11985000.0,1464000.0,-30080000.0,-10000.0,-4000000.0,,29000000.0,26000.0
aTyr Pharma Inc,LIFE,,1339970,2019.0,Q1,2019-01-01,2019-03-31,2020-05-12 17:06:31+00:00,63000.0,,167000.0,-258000.0,1381000.0,,,-619000.0,-3355000.0,-6023000.0,-619000.0,-3355000.0,-6023000.0,-9997000.0,-6137000.0,-6137000.0,142000.0,-13995000.0,-10000.0,-2000000.0,,10650000.0,
aTyr Pharma Inc,LIFE,,1339970,2019.0,Q1TTM,2018-04-01,2019-03-31,,-134000.0,1700000.0,729000.0,-667000.0,1802000.0,,,-4865000.0,22403000.0,-26509000.0,-4865000.0,22403000.0,-26509000.0,-8971000.0,-29985000.0,-29985000.0,3548000.0,-46306000.0,-106000.0,-6667000.0,,68815000.0,
aTyr Pharma Inc,LIFE,,1339970,2020.0,Q1TTM,2019-04-01,2020-03-31,,1129000.0,1122000.0,625000.0,-790000.0,26734000.0,,,18734000.0,19686000.0,-11976000.0,18734000.0,19686000.0,-11932000.0,26488000.0,-15874000.0,-15874000.0,2934000.0,-29733000.0,-235000.0,-8000000.0,,49600000.0,54000.0
aTyr Pharma Inc,LIFE,,1339970,2020.0,Q1,2020-01-01,2020-03-31,2020-05-12 17:06:31+00:00,177000.0,,157000.0,-586000.0,18779000.0,,,16779000.0,11406000.0,2058000.0,16779000.0,11406000.0,2058000.0,30243000.0,1752000.0,1752000.0,558000.0,-3081000.0,-166000.0,-2000000.0,,14650000.0,3000.0
